id,subject,level,name
ca4c910c-cf91-411d-813a-1d1ac0a56a4b,General Studies,microtopic,"Days, observances and commemorations"
cd941d98-386c-4a64-a3b8-492266101979,General Studies,microtopic,Defence hardware and platforms
4ab9045f-0e0a-491d-a57c-252cf06d9b3e,General Studies,microtopic,Deforestation and afforestation
06a15ece-6f4d-4f95-a19d-e0a0a0251586,General Studies,microtopic,Degradation of lakes and inland water bodies
586d5666-e394-4e7f-ad73-d7fff0d6bf28,General Studies,microtopic,Delhi Sultanate — administration and revenue
f75261c6-ec9d-40a3-a5bd-d51951cb0f37,General Studies,microtopic,Delhi Sultanate — rulers and campaigns
2707150a-38fa-4972-9585-30195bfb6e9f,General Studies,microtopic,"Demand, supply and market equilibrium"
49b4790b-c8f2-44dc-a33e-ce1776fc0b8a,General Studies,microtopic,"Diaspora, consular and migration policy"
f21ab90d-a213-49d9-a5d5-208eef7255b6,General Studies,microtopic,Digital payments and payment systems
05a42bff-7b96-4847-896a-b18711d64ae0,General Studies,microtopic,Directive Principles and Fundamental Duties
bd5847e7-c281-4b2b-a588-34cb0be4e89e,General Studies,microtopic,Disease vectors and public health interventions
ebe20275-2b75-4a64-9871-ff700a0487e3,General Studies,microtopic,Drainage system of India
93929d93-b7fa-405b-b294-fd328cdffbf5,General Studies,microtopic,Early medieval dynasties
3e240607-c748-46ee-8239-85cecb1a0d39,General Studies,microtopic,Early nationalism and the moderate phase
9ef945d6-6176-4099-94e8-8ca04fc4dbed,General Studies,microtopic,Early trade and urban centres
daa689f2-76b9-4bc2-9f2e-b9f41d9fda18,General Studies,microtopic,East India Company expansion and subsidiary alliance
7889a551-2986-465c-84ad-1ad29751858c,General Studies,microtopic,Economic growth and development indicators
aff25979-b5ca-473d-9d53-92bfaf7c43b9,General Studies,microtopic,Economic planning and NITI Aayog
0a59e611-b272-475c-aa0c-24d41818a13a,General Studies,topic,Economy and Social Development
acd9d6ba-7f75-4e78-84a1-f7f451ad9ede,General Studies,microtopic,Ecosystems and their types
228a5283-7058-45d7-8b3f-3eeea5d927fc,General Studies,microtopic,Education policy and skill development
1afc4357-2858-4c3e-96df-b2edce2ef62c,General Studies,microtopic,Election and representation
a7c38826-f412-45d2-b9ac-37e5061961ac,General Studies,microtopic,Electricity and magnetism
180a9b2f-35cf-4c6e-b145-c47a067c06f7,General Studies,microtopic,Emergency provisions
ae80b3ab-d22a-4224-bfc7-07144b78637e,General Studies,microtopic,Emerging technologies
8f635c62-dfa4-4dbd-b21d-cb6502cc68c9,General Studies,microtopic,Employment: growth and informalisation
61e36414-bbb9-44f8-895a-eba8665b29c4,General Studies,microtopic,Energy and mineral sector economics
f0f5a7e3-c23f-456c-b5ac-84b999fb3319,General Studies,microtopic,Energy flow and ecological pyramids
d2db62f5-93e2-4264-85f4-86f439e83515,General Studies,topic,Environment
b9fd43a1-0e8c-48ca-907e-b20610c889ff,General Studies,microtopic,Environment Protection Act and pollution control bodies
598d7ce8-2a57-4f7f-a16a-e65c4b40d0bb,General Studies,microtopic,Equity markets and market participants
be28bc4d-75ae-4092-b74d-b51b580d0d8c,General Studies,microtopic,European arrival and trading companies
edb85caf-ff68-4e7e-88c4-8a2352a2c1f4,General Studies,microtopic,Export control and non-proliferation regimes
9831ee26-c1b7-42d5-b4d7-7d62cc0cbd0d,General Studies,microtopic,External debt and sovereign borrowing
347ca3d5-2c4c-416c-98e1-7895c3d7e9f8,General Studies,microtopic,Federalism in India
2ccca1e9-7fa0-4f2d-971c-a3c629edc738,General Studies,microtopic,Festivals and regional traditions
61120bdd-8061-4267-820f-e7a862164e8c,General Studies,microtopic,Finance Commission and tax devolution
9b05314d-2680-45b3-ac5b-c4b69a2a4f28,General Studies,microtopic,Financial inclusion and microfinance
8f03c3e9-d885-45fa-b2e4-aeebe1422591,General Studies,microtopic,Financial regulation and investor protection
9f62ad97-ead4-45d1-9fd3-5da8f919ba63,General Studies,microtopic,Fiscal deficit and FRBM
ee473b0f-8abe-444c-9a1b-3cd229423467,General Studies,microtopic,Food security and public distribution
d6152647-1846-42cf-9c2f-7c75de72ba33,General Studies,microtopic,Foreign exchange rate
77b2c28a-d30e-4d63-826b-954b2db54477,General Studies,microtopic,Foreign investment — FDI and FPI
7a9ef97f-03cf-491f-a0f4-01851b3df797,General Studies,microtopic,Forest laws and forest rights
c84898db-ce5a-4ae9-9bc5-219f81fac0e6,General Studies,microtopic,Fundamental Rights
29af2935-31ad-4498-8d5f-9bb5040484a3,General Studies,microtopic,Gandhian mass movements
9a41122b-247f-4aae-a0fd-ad55ddfcdfb8,General Studies,microtopic,Geoengineering
ca718ba3-c44f-426c-8a96-bf1f3995bf22,General Studies,topic,Geography
9a055491-035b-48ef-8f6c-987fc4c9f417,General Studies,microtopic,Geomorphic processes and landforms
9287d12d-472f-48c4-8b53-30ae06729a8a,General Studies,microtopic,"Global summits, declarations and compacts"
4961002d-8d40-4fc2-a1df-bf161af98c88,General Studies,microtopic,"Governance, transparency and accountability"
48f9772e-159d-4733-afb6-436f5db3af10,General Studies,microtopic,Government borrowing and public debt
89f9867d-8ca9-4782-9182-cb76d16c1eb3,General Studies,microtopic,Governor and the state executive
98ad1c9d-e1be-46d2-a1b2-0646cda1ffff,General Studies,microtopic,Greenhouse effect and global warming
93e92dcb-b8d4-4779-b77e-c5a2ffcdc46b,General Studies,microtopic,Gupta period
fe6538f3-2110-4ae8-a43d-713659cb14b9,General Studies,microtopic,"Habitat, niche and adaptations"
512e8c00-e3c4-4351-b04b-05f26ba8140e,General Studies,microtopic,Harappan civilisation
07148e1a-a353-4179-9d0e-aafa3359fb1c,General Studies,microtopic,Health system and public health programmes
6fa3309d-6d69-41ba-ad3b-d0061a39ed35,General Studies,microtopic,High Courts and subordinate judiciary
0f90e98f-cffc-4e89-9572-5b144e56cb7c,General Studies,topic,History
7a4dac12-2c5f-4bb5-97d1-b7527fa22460,General Studies,microtopic,Human evolution and prehistory
cc133a7d-9327-4e1f-9434-34844bb4494a,General Studies,microtopic,Human health and disease
de8ab3b1-b68c-4a58-9083-55a1eb325737,General Studies,microtopic,Hydrogen and fuel cells
a4d2c72a-9cac-4f2e-8f95-35f5ac8b8bd8,General Studies,microtopic,Immunity and vaccines
99998dde-a7ad-4cba-aea4-5149d5d7d140,General Studies,microtopic,In-situ conservation: parks and sanctuaries
ffb14933-4689-4278-85f9-7d24f701f7eb,General Studies,microtopic,India and major powers
90933549-63ac-42c3-907b-4642292ebe14,General Studies,microtopic,Indian fauna and endemic species
2acb3c6d-cd9f-4426-bb07-28a61b9b0c4e,General Studies,microtopic,Indian flora and forest produce
cbb792cd-0c5b-4164-acf9-b6ae7df3aea6,General Studies,microtopic,Indo-Islamic architecture
e50a7e81-80f6-46ce-8d0a-e3ab7ed6ce81,General Studies,microtopic,Industrial policy and MSMEs
10e4c33b-8f2e-485f-bf8c-dd9187544d33,General Studies,microtopic,Inflation — types and measurement
3c34cf1b-ee02-4ba1-b7c7-ab4bbf92ed60,General Studies,microtopic,Infrastructure and public-private partnership
26983991-4a86-4e37-9253-0fd49b0ca39b,General Studies,microtopic,Intellectual property rights
b9e2268e-9f54-4ee2-9dde-330bcf8b0bd9,General Studies,microtopic,Interior of the earth
e1a5612a-0fdc-4789-8bb6-9b0962f1ac75,General Studies,microtopic,Internal security administration
5849c447-8343-40a8-b987-ff447e7a297f,General Studies,microtopic,Internal security forces and paramilitary
84bc27b9-0cd8-4469-97cb-2c4678d19382,General Studies,microtopic,International boundaries and border disputes
faae405c-380a-493e-b12d-aff5f9409b89,General Studies,microtopic,International economic institutions
cebc029d-90b8-402b-8076-e5e2f980fe32,General Studies,microtopic,International indices and rankings
e336caf3-60a3-41b4-b9fc-bb480e2ff2cc,General Studies,microtopic,International maritime and polar governance
c9020c40-a185-4801-bb5b-d83f94bae8bf,General Studies,topic,International Relations and World Affairs
803e588e-6423-4725-a93f-3aebf0c6e313,General Studies,microtopic,International trade and WTO
87385709-5737-4d5b-a9a0-0d2fae40e8e7,General Studies,microtopic,Internet of things and sensor technologies
88219a6b-fff2-49a9-9336-092e31533444,General Studies,microtopic,Jainism
40bf511c-f48a-4cce-80d5-4c5e517894cb,General Studies,microtopic,Joint exercises and defence cooperation
63ae071a-bf31-4a07-92a2-b052ffb61f91,General Studies,microtopic,Judicial review and basic structure
e468d421-7bcb-4a30-96f3-3ee9be1d69f3,General Studies,microtopic,"Lakes, waterfalls and inland water bodies"
035b028c-885a-4567-98ad-dc3df320acac,General Studies,microtopic,Land reforms and land records
913b826e-eebe-412a-a39e-4b6766e14a0b,General Studies,microtopic,Land resources and agriculture
6fe2005c-d962-4ba5-b43c-6bb5342d52d0,General Studies,microtopic,Legal profession and access to justice
3860384c-12b3-48de-9185-9a559938f36d,General Studies,microtopic,Liquidity instruments and open market operations
fdc986d4-cd5f-4d73-8d34-7f1d7f281131,General Studies,microtopic,Local governments
59cdec61-f355-4c4a-8007-445bd2d74927,General Studies,microtopic,Loss of biodiversity
7110e9d8-f86c-4a73-ab97-fdf622665b8e,General Studies,microtopic,Making of the Constitution
c8d9194d-d8e8-4a9a-8a69-e190f12b511d,General Studies,microtopic,Manufacturing industries
bd9085aa-698b-4f52-bdab-6642e877c562,General Studies,microtopic,Map work and remote sensing
e9f28928-5171-442f-b919-74f878d15888,General Studies,microtopic,Marine ecosystems and coral reefs
1cd9949b-3424-4350-a5eb-073f4d251c31,General Studies,microtopic,Mauryan empire
59a26ffc-714a-49b3-8857-63d46e05d3ea,General Studies,microtopic,Microbes and biological classification
ca69ea82-a1ed-4dd3-a47e-d54de9ccc96f,General Studies,microtopic,Mineral and energy resources
523f626e-1464-4bcf-bf5b-2d1b0e019531,General Studies,microtopic,Minerals and rocks
47eba1b6-51b8-46c4-a5e5-727343167cce,General Studies,microtopic,Missile systems and strategic weapons
a218d1ba-5fc6-4346-a1d9-cd5e40ec2f80,General Studies,microtopic,Molecular basis of inheritance
f5ad1028-8843-46a9-a884-4b896581d7dc,General Studies,microtopic,Money and banking: RBI and monetary policy
26c18d07-ca5a-4a33-96bc-66b027666f50,General Studies,microtopic,Money market instruments
5767d76c-0a59-49ea-98f1-1aac9634f311,General Studies,microtopic,Money supply and the multiplier
5b00d743-fa29-4ce8-be7e-b0966a6048a6,General Studies,microtopic,"Motion, force and thermodynamics"
1d225731-6fe5-4a1d-9a82-b95b85e6e1c1,General Studies,microtopic,Motions of the earth
9d62b3a9-8c7a-494d-a68c-5677d73c9e84,General Studies,microtopic,Movements of ocean water
a1896442-ff32-49a9-92bc-60e904efce28,General Studies,microtopic,Mughal administration and land revenue
cb50b194-a05d-4d69-8e98-d5a0e121ecfb,General Studies,microtopic,Mughal empire — rulers and succession
a4b0c3b7-ea6c-4748-9a96-8cab0fc63c8d,General Studies,microtopic,Music traditions and composers
c06dd0e0-b36c-4c67-8348-91ff8b833eb8,General Studies,microtopic,"Mutual funds, ETFs and investment trusts"
814ac6fd-babe-49b4-821e-576dbc465f65,General Studies,microtopic,Nanotechnology
2192efc2-2ac8-4f3c-be2b-e6bf539e90dd,General Studies,microtopic,National income and its aggregates
03bdd74d-9a63-4d29-836b-51ab10a66f03,General Studies,microtopic,"National symbols, honours and awards"
9b419dbd-411b-464c-9d3d-cc10e5845a20,General Studies,microtopic,Natural vegetation
624b9c56-25d9-492d-af2e-2465d7d48a62,General Studies,microtopic,Non-banking financial companies
692609bc-f1b8-41d5-abb7-31db3a3ec72e,General Studies,microtopic,Nuclear energy technology
01d8cbbc-7b45-453e-973c-4b4d487e88e0,General Studies,microtopic,Nutrient cycles and decomposition
15624d65-072a-4e8f-9823-60b0f1f1ff2f,General Studies,microtopic,Nutrition and food safety
ace3fd37-5231-432d-87c4-5dde90a2be6b,General Studies,microtopic,Oceans: temperature and salinity
0a2e418a-424d-4fdf-8e46-254493318c5e,General Studies,microtopic,Official languages and the Eighth Schedule
d56f6878-fbac-4791-bcc9-ca2474c1f64d,General Studies,microtopic,Ozone depletion and the Montreal Protocol
4ff96891-ea5e-40e2-808c-dacc04c5a1f8,General Studies,microtopic,Painting traditions and schools
21e5e3a1-56af-4abf-87a3-cc41422f1351,General Studies,microtopic,Parliament: composition and procedure
c04bfe17-b535-4178-b5c6-f40b4baf19e6,General Studies,microtopic,Parliamentary committees
8713e217-9921-44f4-a1d7-b99bbc4178cf,General Studies,microtopic,"Partition, integration and independence"
0ebbb2b4-5582-46ed-88d2-5e2f88ad76d7,General Studies,microtopic,Parts and Schedules of the Constitution
69b0ea72-cbd3-4936-81c0-3aa90ea17775,General Studies,microtopic,"Peasant, tribal and labour movements"
50c227c7-107c-44c0-9348-6d42a6ceb531,General Studies,microtopic,Persistent pollutants and their effects
b75efc14-0e32-4fc1-9fcb-bf313d91cb28,General Studies,microtopic,Philosophy of the Constitution
0cabc0e9-b5c9-42c3-8974-34134ec5bf8f,General Studies,microtopic,Physiography of India
eaacf60f-ac56-470b-a169-e563d7282ff6,General Studies,microtopic,Planetary winds and Coriolis effect
4bb3306d-a193-4967-8bdb-782a4e92e468,General Studies,microtopic,Plastic waste and microplastics
2f44b4db-8b0d-4504-8161-5a04ea33a707,General Studies,microtopic,Plate tectonics
bbf61f1e-1977-4182-8381-ff7d99aae278,General Studies,microtopic,Plurilateral and strategic groupings
ee6c5c2b-4f64-4b08-b3aa-7fdb0954d281,General Studies,microtopic,"Political instability, coups and transitions"
7f08042b-edc7-4906-a2ff-59baa3b96176,General Studies,microtopic,Political parties and anti-defection
3e797a71-eecb-4399-8b0b-a5275b3e4f44,General Studies,topic,Polity
d824c6e9-cf89-4e2a-90be-48ede7da25b2,General Studies,microtopic,Population and demography
cf0855dd-18dc-458d-988a-dbc790225c96,General Studies,microtopic,Population interactions
5a8bc4f5-ab1e-4cf1-9ae4-280d9f161b07,General Studies,microtopic,Ports and inland waterways
64bfe1f1-083a-4c78-8227-a8f5f89deef4,General Studies,microtopic,Post-Mauryan period and the Sangam age
3ea83231-4fbc-4785-9513-c4b004cca118,General Studies,microtopic,Poverty and its estimation
33a6cc51-e142-4304-bf79-757e88586701,General Studies,microtopic,"Presiding officers, privileges and office of profit"
07d0f9f8-16f2-4982-be84-689c069d5ba0,General Studies,microtopic,Prime Minister and Council of Ministers
3d5f609a-e595-44bf-9c51-1ee9272153b6,General Studies,microtopic,Public sector banks and governance
f087e4aa-804e-435a-98d1-c682e268f4b5,General Studies,microtopic,Refugee and humanitarian crises
1af4be87-f327-4d7e-831d-98b4571d5858,General Studies,microtopic,Regional groupings and economic blocs
bb64c318-f0cb-4a14-be0c-ef8002917484,General Studies,microtopic,Regional kingdoms and the Marathas
bac98697-b243-47f6-aff7-a3c40d662753,General Studies,microtopic,Relations with neighbouring countries
75ca9347-8351-48c9-ad9a-237adcdd675e,General Studies,microtopic,Renewable energy
e4c262b4-aaf0-4b27-8a6e-fffe80da2484,General Studies,microtopic,Reservation of seats and representation
971a22b9-040e-4dea-804f-a3799312b6d7,General Studies,microtopic,Revolutionary movements and armed struggle
0ad674a9-0694-42e8-ac87-a79e85e9f5b1,General Studies,microtopic,Right to life and personal liberty
7125cf43-14da-4d26-afd2-99ba4482bb6d,General Studies,microtopic,Right to Property
ede5a5e1-d0e7-4faa-9db5-192f0e761124,General Studies,microtopic,Satellites and navigation
c27c2932-0087-4a99-bc96-cf0032186036,General Studies,topic,"Science, Technology and Defence"
ac36747a-56a7-4b84-801c-411f44514efb,General Studies,microtopic,"Seas, straits and maritime chokepoints"
cb6b1afa-b744-469c-8c44-f7556b14ae31,General Studies,microtopic,Services sector and e-commerce
5d61a8fd-e008-4617-b000-3006e86061bc,General Studies,microtopic,"Social security, pensions and labour welfare"
8b0d90c2-009e-4981-8476-fd7114ba06ec,General Studies,microtopic,Soils of India
6cfd3c3c-80c4-4cce-8ab5-0a037a8b9dbe,General Studies,microtopic,"Solar radiation, heat balance and temperature"
cb0b98ec-6f66-4710-96e1-caba6a18dbc3,General Studies,microtopic,Solid wastes and e-waste
15936c3d-59e5-45de-8658-162a6d11c3aa,General Studies,microtopic,Space missions
2f1b7047-23c4-4d42-8c18-7bcd43c81785,General Studies,microtopic,Space science
e57ad5b3-4576-482b-91f0-0bdfc6339454,General Studies,microtopic,Space technology and launch vehicles
520ffe2a-eabf-4d28-bb1f-af3d3fdc0716,General Studies,microtopic,Special provisions for states and areas
69cb3017-786c-4b2f-81a0-5606fc936547,General Studies,microtopic,Sporting events and championships
47dcedf5-5a6e-4d5c-9611-8faedbae02eb,General Studies,microtopic,States of matter and material properties
66a6ed8a-da45-4316-91bd-76b02672e6bc,General Studies,microtopic,Statutory and regulatory bodies
37160da9-cb5f-4b8f-93c3-e76b7b328a6c,General Studies,microtopic,Sufi traditions
1dd4bd6f-633a-4a2b-aeb1-672574aacb30,General Studies,microtopic,Supreme Court: jurisdiction and composition
1e6c07b8-b818-49ad-894e-9bdbdbed9080,General Studies,microtopic,Sustainable agriculture practices
0e80d2a1-69d8-42b6-b305-8f6cbec1a798,General Studies,microtopic,Taxation — direct and indirect
3e99163e-c43b-4d4d-8963-1eea850b6288,General Studies,microtopic,Telecom and networks
8b8d195d-6b48-48c4-9621-ebaa3c8d83cb,General Studies,microtopic,Temple architecture
f732797f-5c48-4b11-96a1-4fcd587edfcc,General Studies,microtopic,Territorial and maritime disputes
758fb132-d14b-4c86-b117-eed7728d7d04,General Studies,microtopic,The President and the Union Executive
5a9e3e5b-e8ed-4fa4-86ca-97fa0dc33f7c,General Studies,microtopic,Toxic metals and industrial pollution
e3cf11b7-f0b6-4f01-9689-2a1fc1ec94f8,General Studies,microtopic,Transport and communication
74a4adff-6ef9-415c-80eb-60a9173e8c47,General Studies,microtopic,Tribal and vulnerable group welfare
8c9499a4-5221-4f79-ac73-e151581dd97c,General Studies,microtopic,Types of bills and the legislative process
fa11b813-bdaa-4873-b94e-3667973490de,General Studies,microtopic,UN conventions and international law
6be63a96-7edb-4661-a99e-30af18094385,General Studies,microtopic,UNESCO heritage listings
b2f1e8ea-7618-49b1-8d6c-c0674850ab25,General Studies,microtopic,Union Budget and the budget process
f87ee241-ecd1-4344-b690-e70b1bfedba7,General Studies,microtopic,United Nations system and principal organs
4af21078-e111-4375-8976-d6538d1e26ed,General Studies,microtopic,Vedic age
4d279345-05cf-4af0-b92f-32adf7b78927,General Studies,microtopic,Vijayanagara empire
93e6b74b-1946-433e-b10d-5a62a3c85844,General Studies,microtopic,Volcanism
b93c6ca1-167d-4776-b505-f34281fb6053,General Studies,microtopic,Water in the atmosphere
564b065b-0338-4ad3-ac93-839a6f7b882d,General Studies,microtopic,Water pollution and its control
f04a60bb-56c1-4a4c-b7af-01f85fed4f9d,General Studies,microtopic,"Waves, sound and optics"
be78492d-94b8-4869-9927-9662511b8cf3,General Studies,microtopic,Wetlands and Ramsar sites
42380d00-29fa-4012-ab52-e75b7ca0a93f,General Studies,microtopic,Wildlife Protection Act
58c3f676-0979-42f8-bd47-14f7ed00fb8b,General Studies,microtopic,World agricultural and mineral producers
aa8350fa-27b5-47ba-b2a8-a640f18cdbe9,General Studies,microtopic,World climate and climate change
ef4941c2-a5b2-4a96-9b77-6888ec722344,General Studies,microtopic,World fauna and biogeography
6b2ca3a8-9659-48cb-9006-9d984b6da076,General Studies,microtopic,World physical features and landmarks
ef2163b5-bdc8-403b-a01e-d8cb279b69df,General Studies,microtopic,World political geography and regions in news
601b76a3-2ece-408a-8212-84b3c02e6a37,General Studies,microtopic,Writs and constitutional remedies
bc25126f-b87b-48ab-815a-e38d4695b353,General Studies I,microtopic,'Adivasi' as a category: reasons for the term and geographic concentration of tribal populations; issues with tribal habitat in India
8384d02b-49b9-4025-8895-508fd22a08ed,General Studies I,microtopic,"18th-century society, economy, and culture: rural society, artisans, standard of living, ruling classes, inland/overseas trade, religion, fine arts, science and technology"
c5a88fcd-8bda-41a1-8ab7-f8c3d7ea8037,General Studies I,microtopic,"Agricultural geography: land-use/capability classification, land degradation, cropping seasons/patterns/regionalization, infrastructure factors (seeds, fertilizers, irrigation), agricultural revolutions, labour, price policy, marketing, insurance, agricultural census, major crop conditions-of-growth"
28cc47d7-b842-4f80-92f8-b4d15f65aad0,General Studies I,topic,Ancient India (Pre-history to Post-Mauryan)
537f74e9-41ab-45b2-947b-de8daec9a50b,General Studies I,microtopic,"Architecture in ancient India: Harappan, Mauryan, post-Mauryan/Gupta periods"
2071ecc9-3042-45cc-b6d5-0a2c7970f1c8,General Studies I,microtopic,"Atmospheric & coastal phenomena: geomagnetic storms and auroras, sea swells and rip currents, alpenglow phenomenon, atmospheric rivers, lightning in India"
05efedef-7ad8-4945-abfa-5b2861fb2306,General Studies I,microtopic,"Aurangzeb: religious policy phases, temples/jizyah, territorial consolidation, popular revolts (Jats, Satnamis, Sikhs), and the climax/crisis of the empire"
48f777dc-05ca-423d-8267-33de79eb8587,General Studies I,microtopic,"Beginning of the modern age: disintegration of the feudal system, Renaissance (humanism, art, architecture, literature, science), Reformation, explorations/discovery/trade, colonization and the rise of the nation-state, the English Revolution"
2c26a666-8e16-46a5-9362-547604b3556e,General Studies I,microtopic,Bhakti and Sufi movements: reach across age/gender/religious barriers; Sri Chaitanya's re-orientation; Vaishnava Acharyas' metaphysical foundations; Maharashtra Dharma; Brahmo Samaj and Ramakrishna Mission as 19th-century reform continuities
783a870d-9175-439d-9b4e-5dd4ff1bd6eb,General Studies I,microtopic,"Biogeography: soil formation processes/profiles/classification/erosion-conservation; vegetation types, forest significance (economic/ecological/cultural), forest cover, deforestation causes/patterns (tropical vs temperate), and conservation strategies (reforestation, afforestation, agro-forestry, Mi"
f23ed3c3-13b4-40cd-9bff-1e8904524068,General Studies I,microtopic,"Caste system: structural resilience as a barrier to social mobility, and its adaptation to modernization/secularization"
c44426e6-7a3a-420a-b903-fc6f9cb236b1,General Studies I,microtopic,"Census themes: literacy, sex ratio, family planning, ageing population, age structure, density, population growth, census terminology, and the caste-census debate"
220d8acc-996a-418a-9fea-70b2157329ce,General Studies I,microtopic,"Central Asian politics and Babur's advance: Timurids, Uzbek-Iran conflict, and the struggle for empire in north India (Panipat, Rana Sanga, Afghans)"
3ffa1fcb-5db4-41ef-afb5-b6637d76b9d4,General Studies I,microtopic,"Children and vulnerable-section issues: child labour, child adoption, Juvenile Justice Act 2015, child trafficking, age of consent; tribal welfare (denotified tribes), LGBTQIA+ rights, disability rights, manual scavenging, marginalisation of sexual minorities"
e61dfc39-64dd-4c72-bb6e-3f9fbd1864fa,General Studies I,microtopic,"Cholas and other south Indian kingdoms: administration, socio-economic life, education/literature, Cheras, Yadavas, and contact with Southeast Asia"
2a964f06-9b59-4139-9e33-2af38ac3ebac,General Studies I,microtopic,"Classical Temple Architecture: Nagara, Dravida, Vesara and regional sub-schools (Pallava, Chola, Pandya, Vijayanagara, Nayaka, Hoysala, Rashtrakuta, Kerala temples)"
