year,question_number,option_label,option_id,question_id,option_text
2018,4,b,a7b6cf4d-cce3-4056-9a63-81be67981180,4da89ac1-c939-4938-bc31-bbc399b25efa,Manipur
2018,4,c,bfb9de91-891c-4f81-8c20-2eaaa317be24,4da89ac1-c939-4938-bc31-bbc399b25efa,Meghalaya
2018,4,d,b1c255c2-aff0-4d73-bfee-42feda748a6e,4da89ac1-c939-4938-bc31-bbc399b25efa,Nagaland
2018,5,a,49d2c17a-f50f-4c95-93f8-312107234f81,94adec43-606d-46be-ab2f-40148a792df2,1 only
2018,5,b,3cfd164b-b445-450d-ac8e-e868b596a90f,94adec43-606d-46be-ab2f-40148a792df2,2 and 3 only
2018,5,c,0039f02f-e532-4697-b3f6-65d4a8b7183d,94adec43-606d-46be-ab2f-40148a792df2,1 and 2 only
2018,5,d,f8884dcd-4f6f-48bd-aaf6-91af4cbbd8b6,94adec43-606d-46be-ab2f-40148a792df2,3 only
2018,6,a,9a2b6df1-2542-475c-8769-6572436481f9,84d3ce2d-74fd-44c9-8692-d69d5df83c60,1 only
2018,6,b,5568288c-464a-444a-b40b-f9d713a33427,84d3ce2d-74fd-44c9-8692-d69d5df83c60,2 only
2018,6,c,3dfa944c-cf3c-4ab4-8a23-a3490ffbaca8,84d3ce2d-74fd-44c9-8692-d69d5df83c60,Both 1 and 2
2018,6,d,9f2da622-c6c4-4339-8839-43f719c121ed,84d3ce2d-74fd-44c9-8692-d69d5df83c60,Neither 1 nor 2
2018,7,a,0288cd8a-2272-43e8-b522-876770d24060,3356a60c-48cf-4fea-af52-a112adb4b160,1 only
2018,7,b,3cb9b097-22ab-478b-ba1d-3b3225f917cc,3356a60c-48cf-4fea-af52-a112adb4b160,2 and 3 only
2018,7,c,8fea9e8a-037c-4a1e-8bcf-5403fba12e2e,3356a60c-48cf-4fea-af52-a112adb4b160,"1, 2 and 4 only"
2018,7,d,5899da0b-1141-4126-89e1-6d5dbc0c695d,3356a60c-48cf-4fea-af52-a112adb4b160,"1, 2, 3 and 4"
2018,8,a,d2cc0c84-a554-4a19-99a2-e1a3e85ab28b,0926a8f6-70b6-4c64-8e7f-bf016365007a,1 and 2 only
2018,8,b,a11e1e0d-c22e-456a-b69a-439e51800c12,0926a8f6-70b6-4c64-8e7f-bf016365007a,2 and 3 only
2018,8,c,a5b722b2-a034-49c3-8cc9-5c2c4defc695,0926a8f6-70b6-4c64-8e7f-bf016365007a,3 only
2018,8,d,23ca4ba3-b1bc-48f1-85db-2f6beebe75a5,0926a8f6-70b6-4c64-8e7f-bf016365007a,"1, 2 and 3"
2018,9,a,4adccd4c-cb81-4b24-b2ab-627e2110ddf1,bcd328e7-9352-498b-af0a-7d9597a454eb,1 and 3 only
2018,9,b,57e92593-e17b-4687-a4ea-e725807b2551,bcd328e7-9352-498b-af0a-7d9597a454eb,3 and 4 only
2018,9,c,c58ce4bd-150a-4274-956b-814427a4b785,bcd328e7-9352-498b-af0a-7d9597a454eb,"1, 2 and 4 only"
2018,9,d,0c1aee2f-2466-4f2e-830c-25c57aba8496,bcd328e7-9352-498b-af0a-7d9597a454eb,"1, 2, 3 and 4"
2018,10,a,0ed4911a-b43c-4bc1-b91f-fd6ac87658f3,32f574a9-61c6-463b-a483-6238eab1164e,1 and 2 only
2018,10,b,979d46d1-cf3d-48af-b455-2f858608e0cf,32f574a9-61c6-463b-a483-6238eab1164e,2 and 3only
2018,10,c,62aad8c8-b83f-4cda-ac7f-4d07bd79177f,32f574a9-61c6-463b-a483-6238eab1164e,3 only
2018,10,d,2d86885e-4664-4422-905a-bbdd7d752837,32f574a9-61c6-463b-a483-6238eab1164e,"1, 2 and 3"
2018,11,a,2af95bd9-971b-4621-901b-14a05f27f521,d3a6919a-8d3b-4345-b14c-2c94d679b7c3,"A bill shall be deemed to be a Money Bill if it contains only provisions relating to imposition, abolition, remission, alternation or regulation of any tax."
2018,11,b,debd1ac4-e276-488d-956a-ded742a9bbc9,d3a6919a-8d3b-4345-b14c-2c94d679b7c3,A Money Bill has provisions for the custody of the Consolidated Fund of India or the Contingency Fund of India.
2018,11,c,de82af27-f4b3-41f9-97e2-0ddd8474e30c,d3a6919a-8d3b-4345-b14c-2c94d679b7c3,A Money Bill is concerned with the appropriation of moneys out of the contingency Fund of India.
2018,11,d,b2a9b906-2bfa-4123-a513-08a82f2a5ee4,d3a6919a-8d3b-4345-b14c-2c94d679b7c3,A Money Bill deals with the regulation of borrowing of money or giving of any guarantee by the Government of India.
2018,12,a,6ae8886a-0492-44e4-a03e-1dc31655065d,41f887ce-08fd-4b29-81ae-dba54dfe739a,1 only
2018,12,b,7660a907-2a85-41a4-b506-5f70f69fb14e,41f887ce-08fd-4b29-81ae-dba54dfe739a,2 only
2018,12,c,dfb1705d-ef33-44e8-a242-c90eacaacae9,41f887ce-08fd-4b29-81ae-dba54dfe739a,Both 1 and 2
2018,12,d,7f508f15-13c6-4200-9012-a82500ea18b5,41f887ce-08fd-4b29-81ae-dba54dfe739a,Neither 1 nor 2
2018,13,a,34801b32-7d9c-40fb-9bca-1fd057071cd8,18185578-a9b7-42dc-bf17-bef1d18bdb49,The civilian nuclear reactors come under IAEA safeguards.
2018,13,b,228b1262-6549-4bec-8d75-1bad05b110bd,18185578-a9b7-42dc-bf17-bef1d18bdb49,The military nuclear installations come under the inspection of IAEA.
2018,13,c,c079126b-3367-440a-ae36-ac56433814f3,18185578-a9b7-42dc-bf17-bef1d18bdb49,The country will have the privilege to buy uranium from the Nuclear Suppliers Group (NSG)
2018,13,d,a410f3d9-ac7e-4d0d-972e-8de1f0f0a96f,18185578-a9b7-42dc-bf17-bef1d18bdb49,The country automatically becomes a member of the NSG.
2018,14,a,72815ee9-fb2f-4adb-a9b4-6664f3dcd03a,eec1ab75-ca9e-4da8-acf1-a9f6f6f8c468,"1, 2, 4 and 5"
2018,14,b,ba363dd4-cc68-421b-9262-932b6645e4ec,eec1ab75-ca9e-4da8-acf1-a9f6f6f8c468,"3, 4, 5 and 6"
2018,14,c,afde005f-5c2e-449a-bdd0-ec9a235f5482,eec1ab75-ca9e-4da8-acf1-a9f6f6f8c468,"1, 3, 4 and 5"
2018,14,d,8b865bb7-461a-49da-a379-78daf664997d,eec1ab75-ca9e-4da8-acf1-a9f6f6f8c468,"2, 3, 4 and 6"
2018,15,a,0e32bdbb-a938-41d5-9948-42fb78e8e217,30644ff6-685f-4d00-a6b7-46db666bd97e,1 and 3 only
2018,15,b,9caffdb5-0582-4869-a9fe-86784cb9ab28,30644ff6-685f-4d00-a6b7-46db666bd97e,2 only
2018,15,c,29e6881a-e355-49b7-bf9c-7ca324679f42,30644ff6-685f-4d00-a6b7-46db666bd97e,2 and 3 only
2018,15,d,929149d2-7a81-42e2-a550-251e0c37d303,30644ff6-685f-4d00-a6b7-46db666bd97e,"1, 2 and 3"
2018,16,a,5263c1b2-aec2-4d1c-b14a-806992c6071a,04faa51f-cd32-47cb-be0b-e333a14e84bb,1 and 2 only
2018,16,b,c1fc0579-1dfa-44d2-8d1f-772c41a7fc36,04faa51f-cd32-47cb-be0b-e333a14e84bb,3 only
2018,16,c,f5392fed-174a-4fac-924a-5c1d9943a770,04faa51f-cd32-47cb-be0b-e333a14e84bb,2 and 3 only
2018,16,d,440538db-b032-478c-8d03-1b09e43fbb17,04faa51f-cd32-47cb-be0b-e333a14e84bb,"1, 2 and 3"
2018,17,a,41ecb06a-c479-4175-a8aa-4e99fc1197c1,b4d1fe95-6c37-4ae1-a264-1149a06c56c7,1 and 2
2018,17,b,7661fe92-7284-4e22-8200-33264e6dca26,b4d1fe95-6c37-4ae1-a264-1149a06c56c7,1 and 4
2018,17,c,a7ab0e3d-5f8b-42e2-af92-522c54e67dd7,b4d1fe95-6c37-4ae1-a264-1149a06c56c7,2 and 3
2018,17,d,7c0d12ce-9da4-49ad-bedb-c04c1900d8af,b4d1fe95-6c37-4ae1-a264-1149a06c56c7,3 and 4
2018,18,a,09b25213-f2b3-4311-b86e-200cf39c77ed,f6871be8-4bb1-40e2-b0af-599ac1a6785f,Federal Legislature
2018,18,b,33f7d333-e500-4174-856e-fd7bf2905113,f6871be8-4bb1-40e2-b0af-599ac1a6785f,Governor General
2018,18,c,0cf9cbfa-7804-41b3-987c-bd9af4408f2c,f6871be8-4bb1-40e2-b0af-599ac1a6785f,Provincial Legislature
2018,18,d,c7d139cb-ce38-4501-b821-1407a2291e3e,f6871be8-4bb1-40e2-b0af-599ac1a6785f,Provincial Governors
2018,19,a,3f8ca586-2f42-4f84-9183-245c828a3181,45297975-47a3-41bf-a28a-af04d03fd64f,1 only
2018,19,b,17435267-24d5-49a3-9cfa-a0b661e9e617,45297975-47a3-41bf-a28a-af04d03fd64f,2 only
2018,19,c,1e141c24-7157-497e-b2e9-776ac17dd6de,45297975-47a3-41bf-a28a-af04d03fd64f,Both 1 and 2
2018,19,d,27f90732-7c15-4618-8223-5c9fc65a8eda,45297975-47a3-41bf-a28a-af04d03fd64f,Neither 1 nor 2
2018,20,a,b5a7d49e-af8d-44ab-83c1-e63700b34000,ad6a0d70-2d32-43fe-8304-22bb1c324814,"If there are more laws, there is less liberty."
2018,20,b,2e9dad71-c7a2-4ccb-af72-90975896fda5,ad6a0d70-2d32-43fe-8304-22bb1c324814,"If there are no laws, there is no liberty"
2018,20,c,a00868d5-dd95-4188-9e2e-85b95a96be08,ad6a0d70-2d32-43fe-8304-22bb1c324814,"If there is liberty, laws have to be made by the people."
2018,20,d,bd27b804-daed-4955-8b26-da8c623f0ec9,ad6a0d70-2d32-43fe-8304-22bb1c324814,"If laws are changed too often, liberty is in danger"
2018,21,a,00e48fea-c1d4-47eb-84fb-524df831b535,efaa132f-56b4-4000-b46e-b6eae7f41307,1 only
2018,21,b,711af248-246e-407d-ae78-f76f451b6233,efaa132f-56b4-4000-b46e-b6eae7f41307,2 only
2018,21,c,6e15eacd-c91c-45d9-8faa-a078facefaa2,efaa132f-56b4-4000-b46e-b6eae7f41307,Both 1 and 2
2018,21,d,47397be5-0cdf-4612-a7b0-fd1bd595dd4e,efaa132f-56b4-4000-b46e-b6eae7f41307,Neither 1 nor 2
2018,22,a,4852018c-bcaf-4a3a-bf79-05baf9ed2fc4,31e425d2-12d3-4168-a418-647301745498,Bundi School
2018,22,b,f4492ca8-164b-4fa6-9279-722daa373eee,31e425d2-12d3-4168-a418-647301745498,Jaipur School
2018,22,c,95b590f9-9e60-4458-b05f-944a4e7d09fe,31e425d2-12d3-4168-a418-647301745498,Kangra School
2018,22,d,3d2ee9bd-9c99-452e-9249-1e49a006d7d8,31e425d2-12d3-4168-a418-647301745498,Kishangarh School
2018,23,a,694b2f53-c1b0-4244-b97b-93c2912cde3b,cac091b3-e861-4cf8-9193-baf271644dcb,An Israeli radar system
2018,23,b,782fb14b-5f55-49a6-b430-57b0cffc536d,cac091b3-e861-4cf8-9193-baf271644dcb,India’s indigenous anti-missile Programme
2018,23,c,8f6d461a-1a4c-4eed-be35-78527584a5fe,cac091b3-e861-4cf8-9193-baf271644dcb,An American anti-missile system
2018,23,d,ae6feee1-9e2a-4a6a-ab56-1a728cc563ac,cac091b3-e861-4cf8-9193-baf271644dcb,A defence collaboration between Japan and South Korea
2018,24,a,fe95cc59-4772-4fc6-a1ae-ce9b60882d9c,084da0ad-343c-415c-83cd-c8fd43dd82d2,1 and 3 only
2018,24,b,4af79c21-b091-4685-b39e-7b5b0e9d83bd,084da0ad-343c-415c-83cd-c8fd43dd82d2,2 and 4 only
2018,24,c,d56bc102-f8bb-4425-a5b4-b5dce4624e08,084da0ad-343c-415c-83cd-c8fd43dd82d2,"1, 2 and 3"
2018,24,d,6274079b-0de1-4d37-b60d-5d90d958b7bf,084da0ad-343c-415c-83cd-c8fd43dd82d2,"2, 3 and 4"
2018,25,a,d6783504-1a89-4b2e-a5cd-cf19ba10dad5,cbc67479-6ce8-44bd-8b43-7391ec9bbd16,1 and 3 only
2018,25,b,3867270d-2006-4b76-a82d-03d881b82a6b,cbc67479-6ce8-44bd-8b43-7391ec9bbd16,2 and 4 only
2018,25,c,b46de762-6826-4d97-8cd8-9a169fcffd16,cbc67479-6ce8-44bd-8b43-7391ec9bbd16,"1, 2 and 4 only"
2018,25,d,0d2396c3-1c0d-4a20-a132-c76528937e48,cbc67479-6ce8-44bd-8b43-7391ec9bbd16,"1, 2, 3 and 4"
2018,26,a,1ec13cc9-b1bc-4148-bf6e-a96250e52925,19e53cb1-6872-4599-bab4-46019f0be60b,1 and 2 only
2018,26,b,69229e56-c06a-450e-ac03-84323126789a,19e53cb1-6872-4599-bab4-46019f0be60b,2 only
2018,26,c,fb18d72e-8a22-4c99-8690-b3899879307a,19e53cb1-6872-4599-bab4-46019f0be60b,1 and 3 only
2018,26,d,a5c26000-5f53-466f-98c4-45460998ee78,19e53cb1-6872-4599-bab4-46019f0be60b,"1, 2 and 3"
2018,27,a,2ccfa40c-4c24-4261-95c2-be098a1b7458,9b880fd4-5214-4943-9a08-5046cb899ebf,Kodiakanal (Tamil Nadu)
2018,27,b,7507b54e-79e2-497f-9bb2-e1fb9e4476c5,9b880fd4-5214-4943-9a08-5046cb899ebf,Kolleru (Andhra Pradesh)
2018,27,c,c0a3b06d-4144-400b-bac5-de476df0cb98,9b880fd4-5214-4943-9a08-5046cb899ebf,Nainital (Uttarakhand)
2018,27,d,147f9830-deb1-49ff-9d40-c887c95e93b9,9b880fd4-5214-4943-9a08-5046cb899ebf,Renuka (Himachal Pradesh)
2018,28,a,aa99d6da-13cb-4e01-83c5-ed2e044b10b7,4572107d-4d05-46b3-a4fc-ed57dbfbcf4d,1 and 3 only
2018,28,b,7ee20d2b-eb06-4722-89fd-cd232ae1a010,4572107d-4d05-46b3-a4fc-ed57dbfbcf4d,2 only
2018,28,c,aa03b31a-63ac-4709-bc2f-ae4215635b58,4572107d-4d05-46b3-a4fc-ed57dbfbcf4d,2 and 3 only
2018,28,d,533f4947-b575-4661-8f76-f1224d1faaf4,4572107d-4d05-46b3-a4fc-ed57dbfbcf4d,"1, 2 and 3"
2018,29,a,e7a3f2c7-5027-4e28-b139-36b9341f4360,5c394da9-aa9e-4481-adc3-77a47f172052,All India Home Rule League
2018,29,b,34cfbf05-57da-4a77-ba0e-7813a3e3974a,5c394da9-aa9e-4481-adc3-77a47f172052,Hindu Mahasabha
2018,29,c,af776945-0e68-40cc-ba63-5a18795677a3,5c394da9-aa9e-4481-adc3-77a47f172052,South Indian Liberal Federation
2018,29,d,760d1d8e-b159-4fb6-ad52-9146f1f0df7d,5c394da9-aa9e-4481-adc3-77a47f172052,The Servants of Indian Society
2018,30,a,46c6667f-d01d-4e66-8bbb-eb3df8c69587,46f00f60-ced9-45fb-bb05-e00dd32bee1f,Swami Dayanand established Arya Samaj
2018,30,b,1a23249a-91da-4236-add9-fa0aa5f1c420,46f00f60-ced9-45fb-bb05-e00dd32bee1f,Dinabandhu Mitra wrote Neeldarpan
2018,30,c,70cf8b72-77f8-4d6a-be3d-e796a54c281e,46f00f60-ced9-45fb-bb05-e00dd32bee1f,Bankim Chandra Chattopadhyay wrote
2018,30,d,48f9f205-639d-45ff-a95b-56ffd445ae00,46f00f60-ced9-45fb-bb05-e00dd32bee1f,Satyendranath Tagore became the first Indian to succeed in the Indian Civil Services Examination.
2018,31,a,e0e6a5f4-30ce-4505-aa19-42ab26ccc94e,4147ea07-eae9-41c2-8b89-ea5b3e274606,1 only
2018,31,b,61810a00-1f58-4d0f-a7f2-4e3ea9684561,4147ea07-eae9-41c2-8b89-ea5b3e274606,2 and 3 only
2018,31,c,22bf054c-f66f-4eae-950c-db83b07eab86,4147ea07-eae9-41c2-8b89-ea5b3e274606,1 and 3 only
2018,31,d,5d98c5e2-0bf6-41ef-b88a-70fe8e3c8560,4147ea07-eae9-41c2-8b89-ea5b3e274606,"1, 2 and 3 only"
2018,32,a,f9a05b55-fb43-4d54-b125-58035c3c0c4f,96d3e248-2ba6-4d86-8672-ae1e0300c708,1 and 2 only
2018,32,b,73006a9d-4e1c-47aa-86ac-100a4cdf2ce2,96d3e248-2ba6-4d86-8672-ae1e0300c708,3 only
2018,32,c,5beb03e6-873b-4e37-bc7c-463daaf71325,96d3e248-2ba6-4d86-8672-ae1e0300c708,1 and 3 only
2018,32,d,8e00ee59-4c51-44c3-bab9-a7512f999e0c,96d3e248-2ba6-4d86-8672-ae1e0300c708,"1, 2 and 3"
2018,33,a,2ff1adc2-652d-4e06-8d81-02c5b852a80d,03d621bb-1dfa-4df1-9bef-efbb0d1d89f7,"The Earth summit on sustainable Development 2002, Johannesburg"
2018,33,b,916ce0bb-a0e6-4990-a439-3026dc61827d,03d621bb-1dfa-4df1-9bef-efbb0d1d89f7,"The United Nation conference on sustainable Development 2012, Rio de Janeiro"
2018,33,c,2bff58e6-4fab-45c4-bf86-751d13d6e23e,03d621bb-1dfa-4df1-9bef-efbb0d1d89f7,"The United Nations Framework Convention on Climate Change 2015, Paris"
2018,33,d,4284f3a0-7a3b-4e18-8c98-79c1f236cc1a,03d621bb-1dfa-4df1-9bef-efbb0d1d89f7,"The World sustainable Development Summit 2016, New Delhi"
2018,34,a,dd747cac-0e88-4296-a25d-082110cf73d3,069eb778-cce2-4fcc-a844-15d4ccebe295,"1, 3 and 4 only"
2018,34,b,e43d5de6-0c74-4caf-86a4-31299b2e676a,069eb778-cce2-4fcc-a844-15d4ccebe295,"2, 3and 5 only"
2018,34,c,264d303a-8bdd-4d73-962d-d412d6f74a09,069eb778-cce2-4fcc-a844-15d4ccebe295,1 and 4 only
2018,34,d,47c5913f-84a7-4acc-adf7-9192d1bb3a7c,069eb778-cce2-4fcc-a844-15d4ccebe295,"1, 2, 3, 4 and 5"
2018,35,a,a2f404d4-6b12-4881-9d48-7323c6708bdf,f3313d3a-67db-4b93-a23c-ef60b60bc069,1 only
2018,35,b,58eb5fbf-69c2-4210-98bd-265304195783,f3313d3a-67db-4b93-a23c-ef60b60bc069,2 and 3
2018,35,c,69711c6c-a831-4bb5-a226-dea72ec2ac36,f3313d3a-67db-4b93-a23c-ef60b60bc069,3 only
2018,35,d,dc5a7dcc-f91f-4266-8149-ff46d4362340,f3313d3a-67db-4b93-a23c-ef60b60bc069,1 and 3
2018,36,a,c37aa536-3e3c-4882-9598-060b2685d4c4,704fabdc-306e-45e4-940a-5492f4bc88a3,Its extract is widely used in cosmetics
2018,36,b,b565c22c-6694-47f5-a5e3-c3fa6e7914a5,704fabdc-306e-45e4-940a-5492f4bc88a3,It tends to reduce the biodiversity in the area in which it grows.
2018,36,c,5433c0e1-9506-42df-8ead-eae253227d91,704fabdc-306e-45e4-940a-5492f4bc88a3,Its extract is used in the synthesis of pesticides.
2018,36,d,536209d9-97e7-4320-b0aa-c147f251c845,704fabdc-306e-45e4-940a-5492f4bc88a3,None of the above.
2018,37,a,4008fca7-0211-4e73-9682-1aa678662e5e,3b83d983-7376-4657-a180-64feda1fe6e7,1 and 2 only
2018,37,b,1d780521-c2d6-4973-8b6e-cde04e20644e,3b83d983-7376-4657-a180-64feda1fe6e7,3 only
2018,37,c,d5fa4a12-4c39-4e86-bb44-b582cade141b,3b83d983-7376-4657-a180-64feda1fe6e7,1 and 3 only
2018,37,d,7172a39a-a10d-47a4-bb21-54ac5d0cb634,3b83d983-7376-4657-a180-64feda1fe6e7,"1, 2 and 3"
2018,38,a,ed205955-6bc5-4e2f-b26e-61eee9f03dcf,40a6beba-8952-4af6-bf51-5014c1bfd6e6,The Intergovernmental Panel on Climate Change
2018,38,b,747c5d83-2962-4518-83ee-decafc0dae66,40a6beba-8952-4af6-bf51-5014c1bfd6e6,The UNEP Secretariat
2018,38,c,03f5e9a1-1765-407c-a2c3-3996eff7d7be,40a6beba-8952-4af6-bf51-5014c1bfd6e6,The UNFCCC Secretariat
2018,38,d,c502d1aa-c52e-4763-b897-f690285f387b,40a6beba-8952-4af6-bf51-5014c1bfd6e6,The World Meteorological Organization
2018,39,a,ef288772-950b-454d-abb5-499b1a8955d3,8f5095a3-c52d-4abb-a600-225f19ad7de1,1 and 2
2018,39,b,dcfd51af-f866-493e-9333-ea421d5db700,8f5095a3-c52d-4abb-a600-225f19ad7de1,2 only
2018,39,c,32103554-c451-482f-a02c-b973afa4d330,8f5095a3-c52d-4abb-a600-225f19ad7de1,1 and 3
2018,39,d,af305189-5a9f-4134-9ac9-13154c1e4ce5,8f5095a3-c52d-4abb-a600-225f19ad7de1,3 only
2018,40,a,85622b97-77af-4d4d-b7ac-06f97c66c3b6,509bdcbd-cdd8-4562-90fd-3b6866bb7610,"1, 2 and 3 only"
2018,40,b,774bac27-f5bc-469d-b8a0-caf116e59696,509bdcbd-cdd8-4562-90fd-3b6866bb7610,3 and 4 only
2018,40,c,b887f325-3974-42c7-9d8b-40387b66b173,509bdcbd-cdd8-4562-90fd-3b6866bb7610,1 and 3 only
2018,40,d,e8dd1ae8-74a6-41ee-9e56-fe63adc3ea59,509bdcbd-cdd8-4562-90fd-3b6866bb7610,2 and 4 only
2018,41,a,f9787b2e-fe09-4f32-84e8-ad942096a621,b9492435-9be2-4fcc-a0c5-cf80fd68de26,1 only
2018,41,b,7418dbad-fcfa-4290-b52f-00d66729a4cc,b9492435-9be2-4fcc-a0c5-cf80fd68de26,1 and 2 only
2018,41,c,ee29709f-e581-4e29-bcb8-f867f7776e25,b9492435-9be2-4fcc-a0c5-cf80fd68de26,2 and 3 only
2018,41,d,bb8470a6-f626-4a5a-ba2c-e262e8ed83af,b9492435-9be2-4fcc-a0c5-cf80fd68de26,None
2018,42,a,27a1a0ac-dc81-4b6d-8f17-4aeb796102e0,557d54c1-b365-4b3c-9a98-3077a9b61995,1 and 2 only
2018,42,b,fdc7f914-aa5d-4ecb-a122-739dae7dea90,557d54c1-b365-4b3c-9a98-3077a9b61995,3 only
2018,42,c,ac9d8b85-218d-4388-be3c-2a0d5d705ab7,557d54c1-b365-4b3c-9a98-3077a9b61995,1 and 3 only
2018,42,d,a703b99b-36eb-4c9e-bd52-1aba03992722,557d54c1-b365-4b3c-9a98-3077a9b61995,"1, 2 and 3"
2018,43,a,79996432-73ac-4f5f-a7e9-be24f88ad5b2,cd3d04b5-b704-4a13-8ffa-44064ee5db0f,1 and 3 only
2018,43,b,5f4fc8cb-38d7-4944-8732-313f31c367a8,cd3d04b5-b704-4a13-8ffa-44064ee5db0f,2 only
2018,43,c,3e58a134-751e-4a25-8ed5-0d1fa2564051,cd3d04b5-b704-4a13-8ffa-44064ee5db0f,2 and 3 only
2018,43,d,ffe9c54b-7d03-4f4a-a41c-816c41765c96,cd3d04b5-b704-4a13-8ffa-44064ee5db0f,"1, 2 and 3"
2018,44,a,d7bb6a53-a88a-4793-8403-9915db4784cd,e9990a3c-3466-4c11-97fd-e5bfd78d8418,1 and 2 only
2018,44,b,70323bc9-1ed5-445c-a723-2d6f9d3dbe23,e9990a3c-3466-4c11-97fd-e5bfd78d8418,2 only
2018,44,c,b62a27bc-5617-497c-bf1b-67489ad23fd5,e9990a3c-3466-4c11-97fd-e5bfd78d8418,2 and 3 only
2018,44,d,6e9004d4-f0b1-4042-82af-debc3d756a95,e9990a3c-3466-4c11-97fd-e5bfd78d8418,"1, 2 and 3"
2018,45,a,ea8c3b65-9e2c-4a66-ba39-62555658f989,839d7d10-14b8-4529-94e2-4bd085026826,Increased plant growth due to increased concentration of carbon dioxide in the atmosphere
2018,45,b,c99f26f6-6a9f-4a19-aaa3-90bca98e7fcb,839d7d10-14b8-4529-94e2-4bd085026826,Increased temperature of Earth due to increased concentration of carbon dioxide in the atmosphere
2018,45,c,91430cc2-034e-45ce-b4a7-e804d61c6740,839d7d10-14b8-4529-94e2-4bd085026826,Increased acidity of oceans as a result of increased concentration of carbon dioxide in the atmosphere
2018,45,d,e8d9ae7c-4ee7-4b84-b34f-6042b051da0e,839d7d10-14b8-4529-94e2-4bd085026826,Adaptation of all living beings on Earth to the climate change brought about by the increased concentration of carbon dioxide in the atmosphere.
2018,46,a,e011d727-a3c8-4315-b843-1aaa473ebd9a,58837182-5380-48f1-9e2f-c35dd307d1d7,Border Gateway Protocol
2018,46,b,95d2e268-d9be-47b2-bb03-a6241de0deba,58837182-5380-48f1-9e2f-c35dd307d1d7,Internet of things
2018,46,c,ba081bac-dcc5-4fc7-87d5-a774d896f5ea,58837182-5380-48f1-9e2f-c35dd307d1d7,Internet protocol
2018,46,d,a157f9fa-a8d1-4ab0-93ae-d814eab8927d,58837182-5380-48f1-9e2f-c35dd307d1d7,Virtual private network
2018,47,a,208a6b2e-84af-4d46-84e1-5b5565d0a770,6c8df45e-ff13-402e-bf2b-27aefa1c3b45,1 only
2018,47,b,defa9a1c-6483-4886-a3f0-7a8dd038d1ca,6c8df45e-ff13-402e-bf2b-27aefa1c3b45,2 only
2018,47,c,3a99cf5d-8f9b-4f39-9d44-d859b51a9b3f,6c8df45e-ff13-402e-bf2b-27aefa1c3b45,Both 1 and 2
2018,47,d,f66cf3ee-fb5c-49bb-8ad4-7abbb4ce4089,6c8df45e-ff13-402e-bf2b-27aefa1c3b45,Neither 1 nor 2
2018,48,a,53a354b8-e9f7-4e10-a514-59b1d10ef6fa,37c58a94-69bd-4d85-b23f-2267c4b30307,"Raw cotton, oil seeds and opium"
2018,48,b,f4803951-19cc-43c6-b73d-375100ab3426,37c58a94-69bd-4d85-b23f-2267c4b30307,"Sugar, salt, Zinc and lead"
2018,48,c,b4cb9526-430e-4804-9fb6-b8c0db987286,37c58a94-69bd-4d85-b23f-2267c4b30307,"Copper, Silver, gold, spices and tea"
