question_id,paper_id,section,question_number,fit,best_topic_id,best_topic_label,coverage
54876762-4b12-49bf-a369-7359a41fa6b3,a07a5e62-72a0-474d-9b7f-20bc8bde5595,General Intelligence and Reasoning,14,matched,b46402a0-947a-4fed-a122-1e655785e683,Only and only-a-few statements,0.5
28585e30-8de2-4c7d-806f-d88398a5b397,b02de7ed-8f67-4355-9687-f886796373e6,General Intelligence and Reasoning,2,unmatched,08bdcee9-fc28-4eb1-a2de-75a99969f042,Direct coded inequality,0.25
3be3cb86-f938-4f41-82f2-ba2f7f87ccf7,b02de7ed-8f67-4355-9687-f886796373e6,General Intelligence and Reasoning,12,unmatched,7571611f-335f-419f-bb07-46408833d294,Wrong-term series,0.333
8b0faa49-c504-4602-a756-14f8dcbe0ce9,c45d88c2-6c39-45ac-80f3-6028a54b1bf7,General Intelligence and Reasoning,1,unmatched,,,0.0
56c0867d-2cfd-4ffc-8701-cffb009754b6,c45d88c2-6c39-45ac-80f3-6028a54b1bf7,General Intelligence and Reasoning,9,unmatched,9da6f0b1-57ff-4a8b-a0e7-40f85cee7b22,Individual and combined work rates,0.25
7c88abc7-3329-49bc-aadd-5618f6b1806a,c45d88c2-6c39-45ac-80f3-6028a54b1bf7,General Intelligence and Reasoning,25,unmatched,7571611f-335f-419f-bb07-46408833d294,Wrong-term series,0.333
c0fd3551-ac28-4bc5-9f54-bb3499c8489f,d52fd1f6-a2a1-4840-a6c4-9d23d2097f9f,General Intelligence and Reasoning,11,matched,0b53297b-0109-4334-b1ee-e56a18137969,Word-pair fit,1.0
5df0362e-c541-498c-81a1-76873b55b45f,1ac764cc-eb05-4bb4-9d4c-0dece694d27c,Quantitative Aptitude,51,unmatched,74799854-a84e-4607-844e-afb8c50b7bc0,Simple and compound ratio,0.333
7d450107-a468-4c70-b103-95d56b1844cc,1ac764cc-eb05-4bb4-9d4c-0dece694d27c,Quantitative Aptitude,60,unmatched,,,0.0
3f97431c-0307-4cb9-86bd-8cd2a1b65025,1ac764cc-eb05-4bb4-9d4c-0dece694d27c,Quantitative Aptitude,69,unmatched,c2079ba4-41e3-4db0-908b-a6fd4a550cab,Proportional division of quantities,0.333
8caa0f05-f20f-4eae-95cd-10ab112b86ed,253f2938-bb65-440f-9487-6dd428902a44,Quantitative Aptitude,53,unmatched,e452f72a-bd16-4faa-87c0-ca8608723b7c,Clock-time scheduling puzzle,0.2
16ad3b72-cfa6-4e37-acd0-94b2306253c3,253f2938-bb65-440f-9487-6dd428902a44,Quantitative Aptitude,63,unmatched,74799854-a84e-4607-844e-afb8c50b7bc0,Simple and compound ratio,0.333
70eb780e-c9c0-4f8b-8533-aaef00f521eb,253f2938-bb65-440f-9487-6dd428902a44,Quantitative Aptitude,71,unmatched,424d99d5-720f-409e-ba66-8660ac95a486,"Area and perimeter — rectangle, square, triangle",0.2
0cfba1a1-6e91-4f3f-ad96-6f8b51f00dc0,3d903cdf-c4b6-41e0-855c-0c86f01ea971,Quantitative Aptitude,55,unmatched,a4dddc0f-e194-4eb6-bfc6-078240c8d4f0,Number and digit coding,0.4
f9e943a4-dd84-4816-ad61-cedfcc8941ad,3d903cdf-c4b6-41e0-855c-0c86f01ea971,Quantitative Aptitude,64,unmatched,,,0.0
1144888f-d86e-462b-af95-863630a26cf3,3d903cdf-c4b6-41e0-855c-0c86f01ea971,Quantitative Aptitude,73,matched,f6a36919-07e6-46a8-ae43-e3c13d549c98,Discount and marked price,0.75
9bae6123-e3f6-4b51-b530-f1502e8964a9,55571471-ae6b-458e-b866-47680b25cd4a,Quantitative Aptitude,58,unmatched,74799854-a84e-4607-844e-afb8c50b7bc0,Simple and compound ratio,0.333
af0c973e-28a1-487e-941e-394c468573ea,55571471-ae6b-458e-b866-47680b25cd4a,Quantitative Aptitude,68,unmatched,c2079ba4-41e3-4db0-908b-a6fd4a550cab,Proportional division of quantities,0.333
3e6268a5-9704-48fa-9e9c-5165f0ff68b0,5fba8083-8f54-437d-b01f-c8fcb99ca226,Quantitative Aptitude,51,matched,9ea559c5-2c7b-49b4-8ab0-98938fd471df,Simple and compound interest,0.667
8f3633b1-0d96-4055-beb6-e2685b05b148,5fba8083-8f54-437d-b01f-c8fcb99ca226,Quantitative Aptitude,61,unmatched,,,0.0
47c7631d-2158-47c0-b4a5-bc08bfcd305d,5fba8083-8f54-437d-b01f-c8fcb99ca226,Quantitative Aptitude,71,unmatched,55cde475-d4af-4ff7-b347-b51066736cab,Direction of one point relative to another,0.25
ccca952a-677b-441e-9a2d-7bd2f4dec853,64b4c673-9872-4a5d-b47b-0d3d3ea861ed,Quantitative Aptitude,55,unmatched,e452f72a-bd16-4faa-87c0-ca8608723b7c,Clock-time scheduling puzzle,0.2
97048fa2-e38d-4af9-b1f1-e6049a270cb4,64b4c673-9872-4a5d-b47b-0d3d3ea861ed,Quantitative Aptitude,63,matched,9ea559c5-2c7b-49b4-8ab0-98938fd471df,Simple and compound interest,0.667
2a23e972-f88c-4701-81c9-cc7c5756aea2,64b4c673-9872-4a5d-b47b-0d3d3ea861ed,Quantitative Aptitude,72,matched,61f760f9-681d-4ec9-9c5c-bfe750fcf5fe,Percentage increase and decrease,0.667
cd067ec5-e561-479e-b960-f2e43b01a088,7645f4ae-473f-4929-a904-539e37c55f17,Quantitative Aptitude,56,unmatched,c2384cfd-529f-4f48-8d67-33fb2e5ce9fb,Reshaping and equal-perimeter problems,0.25
660fed64-f623-48f2-8bcc-e31b301ccbc9,7645f4ae-473f-4929-a904-539e37c55f17,Quantitative Aptitude,65,matched,c5d44e15-072a-4557-ad7d-f61221fe61c7,Volume and surface area of solids,0.75
ed2763f0-93dc-445c-8e13-900bae5228dd,7645f4ae-473f-4929-a904-539e37c55f17,Quantitative Aptitude,74,matched,21fb2f26-ef41-477c-a8eb-2717f20b6083,Pipes and cisterns,0.5
c1dbd72a-1436-473e-aef6-42b03f170229,907ebc61-36e3-40a8-a18a-f8a3db4e8ac9,Quantitative Aptitude,57,unmatched,,,0.0
8648e1a9-8feb-4cea-b037-01b8560fa787,907ebc61-36e3-40a8-a18a-f8a3db4e8ac9,Quantitative Aptitude,65,unmatched,,,0.0
aa114a2b-2157-40d6-a71c-ffa4248f8902,907ebc61-36e3-40a8-a18a-f8a3db4e8ac9,Quantitative Aptitude,74,unmatched,c2384cfd-529f-4f48-8d67-33fb2e5ce9fb,Reshaping and equal-perimeter problems,0.25
2ea24509-1d4a-4ee0-be90-19d2b20798f6,91bbd4eb-f11a-4c8e-8f58-bfe0401a45fb,Quantitative Aptitude,57,unmatched,2677eb4d-bfd9-4bb5-a369-169601b4014c,Coordinate and line geometry,0.333
495977ec-df07-47e3-8875-e7bcc3a3e446,91bbd4eb-f11a-4c8e-8f58-bfe0401a45fb,Quantitative Aptitude,68,unmatched,2ab2e850-22d2-4286-8b8e-5e40767657e3,Successive percentage change,0.333
1c3ddfc6-6792-477b-8d17-c90091c168b4,a07a5e62-72a0-474d-9b7f-20bc8bde5595,Quantitative Aptitude,52,unmatched,,,0.0
4fbb9cfd-e51f-4247-9bc0-4782f4174f36,a07a5e62-72a0-474d-9b7f-20bc8bde5595,Quantitative Aptitude,60,matched,424d99d5-720f-409e-ba66-8660ac95a486,"Area and perimeter — rectangle, square, triangle",0.8
d91197e9-add3-49a9-ad3f-fb1311ae30a0,a07a5e62-72a0-474d-9b7f-20bc8bde5595,Quantitative Aptitude,71,unmatched,,,0.0
7812d0f8-cc13-4efb-8cab-9c16bff75c22,b02de7ed-8f67-4355-9687-f886796373e6,Quantitative Aptitude,54,unmatched,74799854-a84e-4607-844e-afb8c50b7bc0,Simple and compound ratio,0.333
fe7ed9c9-9325-4d26-9e73-91b2830a0f38,b02de7ed-8f67-4355-9687-f886796373e6,Quantitative Aptitude,63,unmatched,,,0.0
ce8c43d2-de1f-4a82-a4c2-3540d977e534,b02de7ed-8f67-4355-9687-f886796373e6,Quantitative Aptitude,73,unmatched,,,0.0
b7907f6d-f621-440b-bbd8-a9f6762563bd,c45d88c2-6c39-45ac-80f3-6028a54b1bf7,Quantitative Aptitude,56,unmatched,,,0.0
5c7ec8c2-7311-4fe7-beb9-c1678ffd439d,c45d88c2-6c39-45ac-80f3-6028a54b1bf7,Quantitative Aptitude,66,unmatched,74799854-a84e-4607-844e-afb8c50b7bc0,Simple and compound ratio,0.333
45847ae3-e976-4738-a27a-29724dcd9636,c45d88c2-6c39-45ac-80f3-6028a54b1bf7,Quantitative Aptitude,75,unmatched,,,0.0
feb808ac-d612-4c4d-9e25-a858c5bd6789,d52fd1f6-a2a1-4840-a6c4-9d23d2097f9f,Quantitative Aptitude,60,unmatched,,,0.0
