014da164-6aad-4c6d-94d4-b82168b51031,easy
b5c865ef-07d2-4168-b5f4-e48660e80736,easy
51c0d788-4c63-4a3d-b03a-8a8e339c6d08,easy
a18ce13b-3cf4-45ae-a33b-cb229f4ff5a4,easy
8e7eb55a-6030-4baf-a0fa-19ff820f315e,hard
3f5ceaa7-9cfa-4659-aad5-5d88c9fcb99b,easy
fcbbe22b-7642-4d0f-82f8-82a9b10ff657,hard
880ccc49-4bd9-4b63-a996-72052c0d1443,easy
a817ee74-0dee-4dfb-9c65-34108a7896a8,easy
bd97710c-e8dc-423f-96a2-7bf5cbc2b079,hard
c8db1074-7078-4bd4-83a5-97c4a7d01cc5,easy
9952439a-0c69-4022-885e-9731cd1a94bd,hard
420fb33f-ca5f-4025-9d31-2678fd477762,easy
9293eedc-e500-4e16-a6a0-c17a23b76fe9,easy
1f04125a-8023-4d8c-abe1-f0b0e166d93d,easy
971626c4-4a08-45cd-b54f-dc40dcab7c38,easy
d7b11774-28c0-4354-a307-63c929907cc6,easy
633f2ad0-8246-481f-85f7-f0b743de6e30,easy
33758c91-cb0a-4335-93b9-270497edfb66,easy
fe6d5ba2-1c08-4595-94fb-a2188c0b5eb6,easy
c7dbc40a-c53a-4044-bf46-6ffbccbe3d0e,easy
878a12d2-ada9-44fd-a0c9-e92680613a7a,easy
52193e4d-fbb6-4c5f-b50a-4cde3e1acaef,easy
93b7ab26-507a-4e43-987e-44384d7d55bb,hard
a0f5e64b-c896-4dda-b627-67a1ab8dcb31,easy
ef3897ab-0420-41da-9449-024385e3aa69,easy
6f0ce998-8e2a-4b25-af6c-efe54460c8db,easy
b1a5ca4d-8ad5-4680-a6a7-c2b0fadb7b76,easy
39b71593-c081-4d90-8dbe-cbff801f06f4,easy
e78ace07-4078-428b-a92d-add1421ba2ab,easy
3b455f71-a147-44ab-8242-658260e62f25,easy
5c28ace1-890b-4097-9b0e-7e61ca9cd751,easy
bfb6b682-fd8c-4975-bc0b-44559dcf0e15,easy
8c52affb-cc53-409d-a6ff-0888b6557c7c,easy
67d50c3c-cd40-47f5-b2a4-2d9bedf66405,easy
82fd4a3e-fc7e-4d5b-ad07-da3ad8176683,easy
fd4df3b5-fc48-4e80-9624-0918b726ac40,easy
cf4c9f68-f728-4f68-bbfd-dbc8a7d302dd,hard
2f2353e1-e67a-45ff-9247-bdb86d66960a,hard
82fc1301-fc92-4fc6-95ac-8705420d18aa,easy
99fdb410-3b39-4f05-9054-ffce396ae99c,easy
a9c567a7-0566-4005-892e-095d13fa8f86,easy
8efe6680-a2f6-4fa7-a12e-4ceb754eefda,medium
ab7dc6b4-39be-4b0e-a5fb-60656794b65d,hard
03c1d1e6-b425-40ed-a7ef-67a19a1581f4,medium
8a12b758-e524-44af-b9e7-f474f5f10875,hard
a6e81c1e-2800-45f8-b8f9-dec27d959549,hard
b999b013-26f1-4afd-a8e5-3d1de75a5eb7,easy
12e58177-e375-4702-8465-c0ebaf32f2c7,hard
b067d9f2-d8be-4246-9029-9988758bfc3b,hard
7358b516-2cb6-4c48-a35a-7dda694260c8,easy
8b286785-2b1f-49d9-af1f-8f63ee0856b8,easy
9201f1c1-81dc-41cc-8d61-e5d71a04f593,hard
0ab83085-f2d2-4685-8ea3-284baed42f6d,hard
fb560278-e4f9-499a-af3f-e725bfe9d403,easy
78977083-5ecc-4770-81f0-3a535762e3a1,hard
57563e71-171f-48b4-9bda-a31e08c5b787,easy
615562f4-de22-4337-bef7-ab92bee22470,easy
a1ec382d-a899-453f-994c-9e0732a9aeb1,easy
a9621e19-1719-45ca-bbdb-61cbe6b4796f,easy
5514f067-3008-42d8-b116-bea23928ac52,easy
52b3fc40-34ba-4b9d-b083-7050dc1a33a8,easy
831ac90b-99c4-41d6-930f-d707d31fcf90,easy
3663632a-061b-4804-805a-647b6bab8f5d,hard
eb219bbc-4ec4-4f0d-a403-119ecdfabd74,easy
a3163e08-c50a-418e-8393-115f817a5b55,easy
90f7ca25-b20b-49f9-9036-5d9bd0a71bb1,hard
d7ddbf2d-9415-41b8-a77a-a5a97681baf0,easy
2161c510-2ea5-4199-89a2-12dd65715560,hard
97f1b7f6-b42d-4188-89d5-4460760f8b51,easy
4115f49f-0e0c-46a3-9a7b-65641924e207,easy
e43db304-1351-4657-8dd7-e53ec8931832,easy
61b2c923-e599-47de-952e-7dbac1111ec8,easy
4f37e2cb-b5a6-42fa-bd09-4d0d5c90a389,easy
857f5fb5-bf4e-4de0-a228-7994a22c0587,easy
f3648105-9b5f-4543-b194-2f8f40bc68ee,easy
1a5975e2-eb5f-4e80-975b-fe0e83ad9fbe,easy
ed6871ff-41a4-4ee1-9948-2a4ff5b4b6e8,easy
067f4771-989d-4fb5-8d58-6c4b1bb6455b,easy
6e7d7598-8cd4-4fbd-9c9b-1449519edb57,easy
e71ee2dc-8474-4e9f-901a-263ce5f0bc98,easy
7f9d0bda-9279-4e31-ae7b-ef88952871a8,easy
7cbe7f31-0085-4656-9634-8f4bb29aab54,easy
84ac82c0-a9ef-43a1-8845-48d0966b4512,easy
ede96521-727f-4e9c-8459-a754c6830909,medium
1b8eee73-c984-4c20-9da8-8a2b18c436fa,easy
de687708-a770-48c6-9a16-d974a7d61068,easy
f2edd376-8c49-4e76-aa73-87c9a864dff3,easy
bd1c0211-782d-4f9b-b4c5-3f171cf6f781,easy
d4d2050b-52cc-4aa5-9018-e4a1dec3b02c,easy
a2d6c31e-b6ba-40a4-be64-bc70b1f42253,hard
64e0c328-0e13-4ce7-8d0b-d68f0a0056f1,easy
7412ec21-3379-4254-8734-1ef1c1e89514,easy
3da053e5-9968-449f-add5-ef016215f522,easy
421064e1-9fdc-4cf7-b77d-a91f160f363f,easy
a0226fe3-10d1-4f9a-86fc-077e74f2dee0,hard
27363e69-82d8-4ddf-ac77-401e1dd1c1ff,hard
7280b28e-edce-49b4-9ef1-f3357679429b,easy
1ab12caf-96f6-41cb-b4b0-14c5040b48b4,easy
53eefc73-aa64-4764-8d64-268c49452cfe,easy
0ab16e3a-7f63-4359-9ecb-630052744fa0,easy
444a07f1-25db-49a7-a333-c4381fd53aad,easy
e46d758f-01cf-4d02-95f8-26ae4c087e39,easy
3d2b30f5-6127-4e86-ac62-adc2a2aa2244,hard
2e64e3e1-5fcc-4bb6-8e59-e8efe57d2a62,easy
22119a24-4c99-4a32-b2ab-f408aaefd23b,easy
5b8fdd73-bfd1-48fb-afab-30bb4eca8c0d,easy
abe318b3-6a80-48a7-b824-1c461d28c1ce,easy
7f3e4ac1-1b87-4706-ade7-6e38d532aac5,hard
e4eb633e-493c-4fe7-8d72-d827b49165b2,easy
1e91de48-c5c1-4155-a063-ef99bacb72c1,easy
30070ad1-72e1-4532-a53c-631b06e88436,medium
e7ed24cb-95fe-43a4-a00e-0e694434924e,easy
52626efe-51e6-4993-9cc2-86cc5f5877ed,easy
