"question_id","year","question_number","current_topic_id","current_topic","question_text","tag_ok","assign_topic_id","difficulty","decision","proposal_note"
"e7258bd9-9857-4249-93d3-0329d10654ee","2022","14","f7274ac4-dc47-482f-86f6-495e4bc87cae","Long-term growth strategy and policy vision","Describe Indiaâ€™s response to the Global Financial Crisis 2008.","no","fbfff264-c421-4b05-96da-071a02ee172f","medium","verified","response to GFC 2008 -> crisis response/policy history, not long-term growth vision; -> Business cycle phases; operator bulk-accepted 2026-09-24"
"9b878d79-6d04-48c8-b452-86f409f0b8eb","2022","15","cd4fb6ad-ad93-464a-a936-40a8e9427b07","Concept and principles of corporate governance","What is the importance of ethical behaviour in society and throw some light on the managerâ€™s role in encouraging ethical behaviour in an organization.","yes","","medium","verified","ethics has no dedicated leaf; corporate governance principles is the closest available; operator bulk-accepted 2026-09-24"
"77cfa6b3-0b89-4d4f-ae4d-9dc3d18da2f8","2023","4","8d5f6ccc-0a62-47df-8c75-c1d5240fc43f","International economic forums and summit declarations","In the light of RBIâ€™s report on currency and finance FY 2022-23, explain â€¢ Macroeconomic effect of climate change â€¢ 3 landmark global collaborations on climate change","no","8bf48843-7b68-4295-9097-6087e269eb01","hard","verified","climate macro effects from RCF report -> climate and economy, not summit declarations; -> Climate change initiatives in agriculture; operator bulk-accepted 2026-09-24"
"43aa7fbf-2ec9-4b37-8fb1-87fb58e4ab5c","2023","5","a73b4af1-fb46-41dd-9d25-1cbb815f91cb","Global risk and outlook reports","World bank has released its World Development Report 2023: Migrants, Refugees and Societies. Discuss key recommendations for the countries given in the report.","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"b11be8e9-b272-4890-a10a-4a3f614036a9","2023","6","f5835ef2-38c9-4e7d-85ac-83cd7b134d7b","Gender statistics and indicators","UNDPâ€™s new strategy for Gender Equality was mentioned in UNDPâ€™s report. Taking reference of this report, how can we introduce gender sensitization in the fabric of Indian economy.","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"0dcb2a54-4d34-49e1-80f8-3f1d44c35138","2023","7","9fa06a82-fffa-48e5-8d9c-f712dfed4e93","Poverty alleviation packages and Garib Kalyan schemes","Explain any 3 schemes of the government of India working towards employment generation and poverty alleviation.","yes","","easy","verified","operator bulk-accepted 2026-09-24"
"87b33ed7-7ee1-4acc-8ef2-6ee7b8b434e0","2023","8","d5110ca8-291e-4287-a8ff-2cd5093ce271","Monetary policy framework and inflation targeting","What are the Direct and indirect monetary policy measures and briefly explain at least 8 of them.","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"283fc6bb-1980-4686-8d04-33315cf4719e","2023","9","13d98721-2736-444f-82db-ecb3bb0fdddc","Rural entrepreneurship and business incubation","What are the various challenges faced by start-ups in tier 2 and tier 3 cities?","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"1f8e965e-2da7-4392-8551-ed6b4bed8058","2023","10","89bb1536-fd50-4ef9-aa73-a28cf8923927","RBI Retail Direct","Explain in detail, RBIâ€™s Retail Direct Scheme including the scope, applicability, charges, fees, etc.","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"6a3eb00b-2bed-4abb-b99d-4a20ad04dd88","2023","11","afd4a13d-c570-493d-8b6a-3923c701219f","Trait approach â€” personality, intelligence, emotion","Explain the Big 5 Personality Model of Personality. Also, explain how other traits of personality affect organisational behaviour.","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"ee31ddfb-d1e8-4907-bfc6-f54588db18f1","2023","12","050b2b61-b9eb-428a-8abd-bba50bc74ed8","Fayol's 14 principles; Esprit de Corps","What was Henri Fayolâ€™s contribution to management? Also, explained his 14 principles of management.","yes","","easy","verified","operator bulk-accepted 2026-09-24"
"90efa6c7-242e-48bd-9415-d436f1c7d887","2023","13","cd4fb6ad-ad93-464a-a936-40a8e9427b07","Concept and principles of corporate governance","What is a code of conduct? How is it implemented in the organisation?","yes","","easy","verified","operator bulk-accepted 2026-09-24"
"06196d41-33bf-499a-9d2f-bb781f89af58","2023","14","00d3f0d6-79a3-4c9b-a019-d0ac728fbb19","Digital Public Infrastructure and India Stack","Describe ONDC. How it will impact companies like Flipkart, Amazon, Walmart etc.","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"1e176634-ef42-45c2-ba0f-7049371c3eb0","2023","15","390cb8c4-537c-469c-b3d1-14d9194d8cea","NPCI systems â€” UPI, IMPS, NEFT, RTGS","What are pre-sanctioned credit lines at banks through the UPI? How is it going to help in furthering financial inclusion?","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"ba69621f-99ba-442c-9d13-5ae8db01c04d","2023","5","26aeb1e5-1491-4618-bba6-bf43e884ea89","Export credit and trade finance","Towns of Export Excellence is a status provided to those towns which produce and export goods worth a minimum value in a specific sector. Sectors include handicraft, handloom, seafood, pharmaceutical, fisheries, apparels, coir, leather products etc. As per the Foreign Trade Policy, towns that produce goods worth at least ____ can be recognized as towns of export excellence, based on their growth potential for exports. However, for Town of Export Excellence (TEE) in Handloom, Handicraft, Agriculture and Fisheries sector, the threshold limit is____.","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"ff2a43cf-19d2-4b71-9e78-815af74a91a9","2023","6","ba519e51-98c4-4db7-b2da-a2e4b2835dba","Transport corridors and ports","According to reports, a trilateral highway connecting Kolkata to ___ will be built and available for use in four years. Commerce ministers from numerous countries explored this possibility at a recent meeting held by the Indian Chamber of Commerce (ICC) and the Ministry of External Affairs (MEA). The highway has immense potential to promote tourism and cultural exchanges among the countries it connects. This road will facilitate the exploration of historical landmarks and cultural assets in the countries it connects. The trilateral highway project was first proposed and approved at a ministerial meeting in April 2002. The 2,800-kilometre-long highway aimed at boosting multilateral trade.","yes","","easy","verified","operator bulk-accepted 2026-09-24"
"dc375824-9bd8-42ee-a07b-acdf2ac88636","2023","10","32f83c7c-b513-4853-bb49-c6ffc6a19b40","Digital public platforms and e-governance technology","TRAI in its endeavour to curb menace of spams through Unsolicited Commercial Communication (UCC) has taken various measures in recent past such as cleaning data in respect of PE Headers and message content templates, tagging variables in message content templates etc. In continuation of above actions, TRAI has now issued a Direction to all the Access Providers to develop and deploy the DCA facility for creating a unified platform and process to register customers consent digitally across all service providers and Principal Entities. What is the full form of DCA?","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"92ec9348-e725-4bc2-86c1-6484d7617e01","2023","12","75f89786-112e-4d19-ace5-a941f8fe577b","International organisations and groupings","According to Morgan Stanley, India is already the fastest- growing economy in the world with three megatrends in the country, global offshoring, digitalization, and energy transition putting the country on the path to unprecedented economic growth and that India will be one of only three economies in the world that can generate more than $400 billion annual economic output growth from 2023 onward which will rise to more than $500 billion after 2028. In light of this, Indiaâ€™s participation in various international forums renders an opportunity to the South Asian nation to put forth its interest and participate in the decision- making processes of these forums. India is a member of various international organizations; it is still endeavouring to become member of other forums. Name the forum which does not have India as its member.","no","056efd72-c34d-48ae-9c72-931959910d05","medium","verified","Morgan Stanley growth megatrends -> growth/economy, not international organisations; -> Growth forecasts by international agencies; operator bulk-accepted 2026-09-24"
"828f8e49-5f89-434a-8d4c-dce4ada36b90","2023","14","75f89786-112e-4d19-ace5-a941f8fe577b","International organisations and groupings","What makes a country worth living is not just economic hegemony and achievements of the state, it is the wealth of the culture of the people, accumulated over centuries of wisdom about how to conduct life. The ancient Indian civilisation is the source of all the extensions of what we call as the Indian subcontinent. The geographic spread covered under this banner stretches far towards the Gulf on one side and towards the expanse of Indo-Pacific on the other. In the present scenario, countries like India and China are jostling for influence over the ports and island nations of the Indian Ocean. The pivot of a major chunk of economics in the extended neighbourhood is the Indian Ocean because many resources like oil, gas, raw materials and goods pass through it. Over a period of time, for political, economic and security reasons, various blocks and groupings were formed for cooperation on several fronts. The two main groupings we have in the Indo-Pacific region are ASEAN and BIMSTEC. Which of the following countries are common members of these two regional blocs? 1) Thailand 2) Cambodia 3) Myanmar 4) Laos 5) Vietnam","no","8d4ec341-9a21-4ff4-86bb-1785004d3e64","medium","verified","culture and soft power -> culture/heritage, not international organisations; -> Multiculturalism and diversity; operator bulk-accepted 2026-09-24"
"44ce8df3-df4e-43bf-9d39-a821dafa06e6","2023","15","b0342814-c623-4615-a2aa-e9f6ad1c3df0","Inflation targeting framework and the MPC","Since the implementation of monetary policy framework in 2016, the inflation rate has crossed upper threshold limit various times. The RBI informs central government if the inflation rate crosses upper threshold limit of â€¦â€¦â€¦â€¦â€¦â€¦.. for â€¦â€¦â€¦â€¦â€¦â€¦â€¦ quarters?","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"b89a3e1c-57bb-4aae-8e2a-0c9e914cf3f9","2023","17","4ac5fc1d-9fcf-4772-bd60-d9cfa9f8e673","RBI Payments Vision and the 4Es","The Digital Payment Index (DPI) is a metric used to measure the adoption and growth of digital payments within a country. It provides an assessment of the digital payment ecosystem, taking into account various parameters such as the number of digital transactions, the value of digital payments, the availability of digital payment infrastructure, and the level of consumer awareness and confidence in using digital payment methods. What is the base period of the digital payment index?","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"a333bbf9-fdbe-4896-9c05-56b42367ffed","2023","18","ffdc4541-194f-4155-a578-d0fc9d7d4c91","Financial Inclusion Index and schemes","RBI has been organizing various public awareness campaigns for promoting financial literacy and safe banking practices. Which of the following mascots are used by RBI for public awareness campaigns? 1) Money Kumar 2) Ms. Money 3) Mr. Money 4) Mrs. Paisa 5) Ms. Paisa","yes","","easy","verified","operator bulk-accepted 2026-09-24"
"adaf7230-321a-4eec-b993-97639fcbcb53","2023","19","eedab1ad-56e1-4f9a-bf27-e6b077af1760","GST â€” supply, input tax credit, zero-rated, exports","e-way bill is a document required to be carried by a person in charge of the conveyance carrying any consignment of goods of value exceeding ______ as mandated by the Government in terms of section 68 of the Goods and Services Tax Act read with rule 138 of the rules framed thereunder. It is generated from the GST Common Portal by the registered persons or transporters who causes movement of goods of consignment before commencement of such movement.","yes","","easy","verified","operator bulk-accepted 2026-09-24"
"cf7c64b7-c5c5-46dc-a84a-43207cef04db","2023","22","7bf9193a-dfbb-4626-8876-d7821016029b","Scale-based regulation of NBFCs","Prudential guidelines aim to address credit risk concentration in non-banking financial companies (NBFCs). These guidelines focus on identifying and managing large exposures, which refer to the sum of all exposure values of an NBFC-UL (an NBFC placed in the upper layer) to a counterparty or group of connected counterparties. The guidelines outline the limits on exposure of Non-Banking Financial Companies â€“ Upper Layer (NBFC-UL) to single counterparties and groups of connected counterparties. For single counterparties, the sum of all exposure values of an NBFC-UL must not be higher than ___ percent of the NBFC-ULâ€™s eligible capital base at all times.","yes","","hard","verified","NBFC large exposure prudential detail; operator bulk-accepted 2026-09-24"
"6cae56ac-d728-447c-a155-ad062d02e25c","2023","26","4ac5fc1d-9fcf-4772-bd60-d9cfa9f8e673","RBI Payments Vision and the 4Es","The goals and vision of the RBI are categorized in the Payments Vision 2025 documents into five anchor goalposts â€“ Integrity, Inclusion, Innovation, Institutionalization and Internationalization. The theme of Payment Vision 2025 was â€œE-Payments for â€¦â€¦â€¦â€¦â€¦â€¦â€¦., Everywhere and â€¦â€¦â€¦â€¦â€¦â€¦â€","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"31907b64-c79f-4ceb-882a-88b2a33207f5","2023","28","93787b38-00f2-449d-945d-5770e4a0c553","Climate and ocean-atmosphere phenomena","El NiÃ±o and La NiÃ±a are opposite phases of what is known as the El NiÃ±o-Southern Oscillation (ENSO) cycle. Indian Ocean ________, sometimes referred to as the Indian Nino, is similar to the El Nino phenomenon, occurring in the relatively smaller area of the Indian Ocean between the Indonesian and Malaysian coastline in the east and the African coastline near Somalia in the west.","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"d599a55c-74fb-4b0a-a2a5-9cb96c250c38","2023","30","e6131d05-0cf1-41d5-8c50-35690886d42f","Market, credit and operational risk","The Reserve Bank of India publishes half-yearly reports on management of foreign exchange reserves as part of its efforts towards enhanced transparency and levels of disclosure. These reports are prepared half yearly with reference to the position as at end-March and end- September each year. The present report (40th in the series) is with reference to the position as at end-March 2023. Among other topics, the report identifies the risks associated with the deployment of foreign exchange reserves. Identify the risk which affect the forex deployment. 1) Operational 2) Internal 3) Market 4) Currency 5) Liquidity","no","a0b3ccef-9ea8-4bce-9a3d-1eacb5cfe165","medium","verified","forex reserves management report -> foreign exchange reserves, not risk types; -> Balance of payments and the external sector; operator bulk-accepted 2026-09-24"
"c71d1019-cdb5-49bf-a290-8c4934b8ac38","2023","31","1c1baab2-f591-4339-963a-926846182e92","Investment of insurance funds","Which of the following companiesâ€™ majority of assets under management (AUM) are invested in central government securities, followed by equities and state government securities? Out of the total, 37.45 percent, or Rs 14.81 trillion are invested in central government securities as of September. Around 24.77 percent of the AUM, or Rs 9.80 trillion, have been invested in equities as of September while in FY21 total equity investment was worth Rs 7.97 trillion, or 21.67 percent of its total AUM.","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"a5817e98-78ab-4dbd-abb2-27f1e3c22b35","2023","32","26aeb1e5-1491-4618-bba6-bf43e884ea89","Export credit and trade finance","Foreign Trade Policy (2023) is a policy document which is based on continuity of time-tested schemes facilitating exports as well as a document which is nimble and responsive to the requirements of trade. It is based on principles of â€˜trustâ€™ and â€˜partnershipâ€™ with exporters. Which of the following are the Pillars of Indiaâ€™s Foreign Trade Policy 2023? 1) Incentives to Remission 2) Export promotion through collaboration 3) Ease of Doing Business 4) Emerging areas","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"779e152e-0400-4c63-8a9b-8d474c4407fc","2023","33","afedc75c-5124-4bac-8651-2d3004cd8c4e","Total expense ratio limits and ETFs","Under SEBI (Mutual Funds) Regulations, 1996, Mutual Funds are permitted to charge certain operating expenses for managing a mutual fund scheme â€“ such as sales & marketing / advertising expenses, administrative expenses, transaction costs, investment management fees, registrar fees, custodian fees, audit fees â€“ as a percentage of the fundâ€™s daily net assets. All such costs for running and managing a mutual fund scheme are collectively referred to as â€˜Total Expense Ratioâ€™ (TER). It is calculated as a percentage of schemeâ€™s average â€¦â€¦â€¦â€¦â€¦â€¦â€¦.?","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"07ec5f4f-506f-49a4-b325-850d1aea8ef9","2023","37","93940073-ade8-459c-91cf-c7384d4b5cd9","Space missions and spacecraft","MAVEN is a NASA spacecraft orbiting Mars to study the loss of that planetâ€™s atmospheric gases to space, providing insight into the history of the planetâ€™s climate and water. What does â€œVâ€ stand for in MAVEN?","yes","","easy","verified","operator bulk-accepted 2026-09-24"
"ee1c526a-1da6-4de1-9686-7a8e5e37adde","2023","39","7bf9193a-dfbb-4626-8876-d7821016029b","Scale-based regulation of NBFCs","Net Owned Funds (NOF) is a term commonly used in the context of financial institutions, particularly non-banking financial companies (NBFCs) in India. It refers to the difference between the total assets and the outside liabilities of an institution. In simple terms, NOF represents the net worth or capital of the financial institution, including the shareholdersâ€™ equity and accumulated reserves. It indicates the financial strength and stability of the institution and is an important parameter for regulatory compliance and risk assessment. The Reserve Bank of India (RBI) had fixed the minimum Net Owned Fund (NOF) size for housing finance companies to ___?","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"920648ed-bb31-4e77-bada-88659f9bd8ad","2023","41","6d0f52ab-fc19-4d0f-b039-cec519f82dea","Union ministries and departments","Union Cabinet has approved constitution and empowerment of Inter-Ministerial Committee under the Chairpersonship of Minister of Cooperation for facilitation of the â€œWorldâ€™s Largest Grain Storage Plan in Cooperative Sectorâ€. This facilitation will be achieved by convergence of various schemes of which of the following ministries? 1) Ministry of Agriculture and Farmers Welfare 2) Ministry of Commerce and Industry 3) Ministry of Consumer Affairs, Food and Public Distribution 4) Ministry of Chemicals and Fertilizers 5) Ministry of Food Processing Industries","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"bd3d649a-e201-4113-8b56-ac6b79022eb0","2023","42","a96131f1-d6e5-473a-9950-49bff7b7a514","Key Fact Statement and fair lending practices","The significant expansion of digital lending in India drove RBI to issue the Digital Lending guidelines (DL guidelines) in September 2022. The DL guidelines struck a balance between the need for an innovative and inclusive system of lending and protecting the customerâ€™s interest. The DL guidelines focused on three main areas: Customer protection and conduct requirements; Technology and data requirement; and Regulatory framework. Now, in 2023, the RBI has released the guidelines on DLG in digital lending. Identify the correct statement with regards to the DLG guidelines. 1) RBI has allowed default loss guarantee (DLG) arrangement among banks, NBFCs, and lending service providers in the digital lending space 2) The FLDG is an arrangement whereby a third party such as a financial technology (fintech) player (LSP) compensates lenders if the borrower defaults. 3) The RBI has allowed banks to accept DLG in digital lending only if the guarantee is in the form of a cash deposit, or fixed deposits in a bank with a lien in favour of the RE, or a bank guarantee in favour of the RE. 4) Banks and NBFCs should ensure that the total amount of DLG cover on any outstanding portfolio does not exceed 5% of the amount of that loan portfolio. 5) The guidelines segregate the entities working in the digital lending sector into five categories based on their FLDG exposures.","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"a4b2c61b-cfa6-4096-8bb2-a27bbab9016e","2023","43","93b13ab8-fb10-433a-a1d5-40fc7acc4428","Monetary policy transmission mechanism","As per the RBIâ€™s Annual Report, _____ witnessed an improvement, reflecting the higher degree of transmission of monetary policy to lending rates than to deposit rates in the rising interest rate cycle.","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"c3f3f398-3537-4897-83f9-208043670daa","2023","46","7aa6a5c3-2e2a-46c9-b5cf-d8a2168f4f88","Development financial institutions â€” NABARD, SIDBI, NHB, NaBFID, EXIM","NHB RESIDEX, Indiaâ€™s first official housing price index, was an initiative of the National Housing Bank (NHB) undertaken at the behest of the Ministry of Finance, Government of India. The index was formulated under the guidance of a Technical Advisory Committee (TAC) comprising of stakeholders from the housing market. The scope has been widened under NHB RESIDEX brand, to include housing price indices (HPI), land price indices (LPI) and building materials price indices (BMPI), and also housing rental index (HRI). What is the latest base year for calculating the housing price index?","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"f325058f-1c5e-435d-9c74-ed805923ebaf","2023","47","6b0ea750-f099-45b4-a632-5876b21840a0","Urban development and governance missions","Planned urbanization is necessary to accommodate population growth, promote economic development, and ensure sustainable and inclusive cities. It allows for efficient allocation of resources, proper infrastructure, and improved quality of life for urban residents. Without planned urbanization, cities can face challenges such as overcrowding, inadequate services, and environmental degradation. In this regard, the Government of India has launched a host of schemes to work towards planned urbanization. Identify the schemes which were launched, in this regard, in the year 2015. 1) AMRUT 2) Smart Cities 3) PMAY-Urban 4) Swachh Bharat Mission 5) DAY-NULM","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"c8a89a5b-7f4f-4290-b18d-fd44672489cf","2023","48","4d85c12a-062f-461e-874b-a7456e8afa65","SEBI Act 1992 â€” establishment, powers, penalties","Recently, the capital markets regulator Sebi proposed to tweak the current definition of unpublished price sensitive information (UPSI) to bring regulatory certainty and uniformity in compliance for the listed companies in respect of the identification of certain events as UPSI. The regulator suggested that the current definition of UPSI be amended, and the disclosures as required under Regulation 30 of LODR (Listing Obligations and Disclosure Requirements) be brought under it. Which of the following information will be deemed as â€˜material informationâ€™ once the regulation 30 of LODR is applied on UPSI? 1) merger and acquisition 2) fraud or default by promoters 3) change in director and key managerial personnel 4) board meeting pertaining to dividends and financial results 5) initiation of forensic auditing","yes","","medium","verified","UPSI definition sits under insider trading; acceptable under SEBI Act leaf; operator bulk-accepted 2026-09-24"
"13a60b17-c78d-4d04-8eb8-cddd11a4165d","2023","56","1cefdf19-0cb1-4bad-a0f3-d5cde6ee8c46","Fixed vs floating rate securities","Sovereign Gold Bonds are the government securities denominated in grams of gold. They are substitutes for holding physical gold. Investors have to pay the issue price in cash and the bonds will be redeemed in cash on maturity. The Bond is issued by Reserve Bank on behalf of Government of India. The quantity of gold for which the investor pays is protected, since he receives the ongoing market price at the time of redemption/ premature redemption. Identify the incorrect statement regarding the SGB scheme.","no","4623fffb-b9ec-4558-90d5-f3f24d504e06","medium","verified","Sovereign Gold Bonds -> government securities/gold bonds, not fixed vs floating rate; -> Treasury bills; operator bulk-accepted 2026-09-24"
"8465c7fd-8cfe-4b7f-a3a7-4d51b2fe9653","2023","59","1086ea3f-d400-4ef1-a31a-67b153780627","Units and scales of measurement","A petaflop is a unit of measurement used to quantify the processing speed of a computer or supercomputer. It represents one quadrillion floating-point operations per second (FLOPS). In simple terms, a petaflop means a computer or supercomputer can perform one quadrillion calculations or mathematical operations in a single second. It is a measure of computational power and represents a significant milestone in the advancement of technology and computing capabilities. Supercomputers that can achieve petaflop speeds are capable of tackling complex scientific simulations, data analysis, and high-performance computing tasks that require massive computational power. What is the numerical representation of a petaflop?","yes","","easy","verified","operator bulk-accepted 2026-09-24"
"fc688826-eec8-4593-9f75-90a67a191e68","2023","60","013dda2f-724d-4c10-bd03-9bd2b4b8314c","Commemorative coins and numismatics","Prime Minister Narendra Modi in May 2023 released a special commemorative Rs 75 coin to mark the inauguration of the new parliament building at the inauguration event held at the Lok Sabha chamber. Commemorative coins are often released to commemorate significant events and showcase unique designs that reflect the occasion they represent. These coins hold great value for coin collectors, serving as treasured collectables. This coin is a made up of an alloy of four different metals. Which of the following is not among its constituent metals?","yes","","easy","verified","operator bulk-accepted 2026-09-24"
"8a06af86-118d-4089-af14-20f64728ddd7","2023","62","3b2daf4c-ec9b-45cd-a101-ebe08e55f530","International bodies â€” IOSCO, BIS, FATF","Foreign reserves, also known as foreign exchange reserves or forex reserves, are assets held by a countryâ€™s central bank, typically in the form of foreign currencies and other internationally accepted instruments. These reserves play a crucial role in maintaining economic stability and safeguarding a nationâ€™s financial system. Indiaâ€™s forex reserves comprise of gold, foreign currency, reserve tranche, and special drawing rights. Where is the 437-metric tonne gold held overseas by RBI? 1) Bank of England 2) Bank of international settlement 3) Federal reserve 4) European Central Bank","no","a0b3ccef-9ea8-4bce-9a3d-1eacb5cfe165","medium","verified","forex reserves composition -> foreign exchange reserves, not IOSCO/BIS/FATF; -> Balance of payments and the external sector; operator bulk-accepted 2026-09-24"
"9d689a3a-0f88-4927-bb18-0500b0c79819","2023","64","39c359f9-b85b-4c3e-9a0b-e67ed39d8c4c","Priority sector lending and microfinance","NBFC-MFI stands for Non-Banking Financial Company- Microfinance Institution. It refers to a type of financial institution that operates as a non-bank entity and provides microfinance services to low-income individuals and underserved communities. The Reserve Bank of India (RBI) regulates and supervises NBFC-MFIs to ensure their adherence to responsible lending practices, client protection principles, and overall financial stability in the microfinance sector. RBI has mandated Minimum Net Owned Funds of ____ for the NBFC-MFIs operating in the North-East region.","yes","","medium","verified","operator bulk-accepted 2026-09-24"
"b9d6a044-93fd-439d-b2d2-fccd2b5bc02c","2023","65","8e5aa145-440d-4db7-a3f4-9ee6e4aed196","Sports terminology and Indian sporting history","The DRS is a technology-based system used in cricket to assist the match officials in their decision-making. DRS was preceded by a system to allow on-field umpires to refer some decisions to the third umpire to be decided using TV replays, in place since November 1992. What is the full form of DRS?","yes","","easy","verified","operator bulk-accepted 2026-09-24"
"8ce49aa5-bda8-438c-ac00-92e28ab53677","2023","67","8f704fc7-27d2-45f4-aa1d-80c9e028efe3","Agriculture and rural energy schemes","PM-KUSUM scheme stands for Pradhan Mantri Kisan Urja Suraksha evam Utthaan Mahabhiyan. It is a government initiative launched in 2019 in India. The scheme aims to support farmers in installing solar-powered agriculture pumps and promote the use of renewable energy in the agricultural sector. The PM-KUSUM scheme plays a vital role in rural development, improving farmer income, and contributing to the overall goal of achieving a clean and green energy future in India. Identify the correct statement with regards to the scheme. 1) The Scheme consists of three components. Component A of the scheme aims at developing 10,000 MW of solar capacity through installation of small Solar Power Plants of individual plants of capacity up to 2 MW. 2) The scheme is implemented till 31.03.2026 3) Solar energy-based power plants (SEPP) of capacity 500 kW to 2 MW will be setup by individual farmers/ group of farmers/ cooperatives/ panchayats/ Farmer Producer Organisations (FPO)/Water User associations (WUA)","yes","","easy","verified","operator bulk-accepted 2026-09-24"
