id,subject,microtopic,level,factcheck_verdict,verify_fact,stem_excerpt,keyed_answer,ref,sample,reviewer,decision,fix_note,minutes_spent
CST-011,costing,Objectives and scope of cost and management accounting,L1,not_flagged,N,Which of the following is **not** an objective of cost accounting?,C. Preparation of the statutory balance sheet for shareholders,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-012,costing,Process innovation and Business Process Re-engineering,L1,not_flagged,N,"Business Process Re-engineering (BPR), as distinguished from Kaizen, involves:","A. Radical redesign of processes to achieve dramatic gains in cost, quality and speed",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-013,costing,Role of the management accountant,L1,not_flagged,N,"Consider the following statements about the role of a management accountant: 1. Provides information for planning, control and decision making. 2. Acts as a bu…",A. 1 and 2 only,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-014,costing,Standard costing — types of standards and ideal standard,L1,not_flagged,N,"A standard that assumes no machine breakdowns, no idle time and maximum possible efficiency is known as:",C. Ideal standard,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-015,costing,Which costing method suits which industry,L1,not_flagged,N,Match the industry with the most suitable costing method: | Industry | Method | |---|---| | P. Oil refinery | 1. Process costing | | Q. Shipbuilding | 2. Contr…,"B. P-1, Q-2, R-3, S-4",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-016,costing,Zero-base and performance budgeting,L1,not_flagged,N,"Under **zero-base budgeting**, a manager is required to:","A. Justify every activity and its cost afresh as if starting from zero, ranking decision packages",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-017,costing,Activity-based costing — cost pools and drivers,L2,not_flagged,N,"A plant's set-up cost pool is ₹4,80,000 for 160 set-ups a year. Product X is made in 12 batches of 600 units, each batch needing one set-up. Total production o…",C. ₹5.00,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-018,costing,Batch costing and economic batch quantity,L2,not_flagged,N,"Annual demand for a component is 36,000 units. Set-up cost is ₹1,500 per batch; the component costs ₹25 to make and carrying cost is 12% per annum of cost. The…","A. 6,000 units",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-019,costing,Budget concept and budgetary control,L2,not_flagged,N,"Consider the following statements: 1. A budget is a quantitative statement, prepared before the period, of the policy to be pursued during that period. 2. Budg…",B. 1 and 2 only,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-020,costing,"Cost classification by behaviour — fixed, variable, semi-variable",L2,not_flagged,N,"Monthly maintenance cost of a plant: | Month | Output (units) | Cost (₹) | |---|---:|---:| | Apr | 6,000 | 2,00,000 | | May | 4,000 | 1,56,000 | | Jun | 8,000…","A. ₹2,33,000",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-021,costing,"Cost concepts — prime, production, conversion cost",L2,not_flagged,N,"From the following data, the **works (factory) cost** is: | Item | ₹ | |---|---:| | Direct materials | 2,40,000 | | Direct wages | 1,60,000 | | Direct expenses…","C. ₹5,35,000",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-022,costing,Economic order quantity and ordering/carrying trade-off,L2,not_flagged,N,"Annual requirement 50,000 kg; ordering cost ₹400 per order; purchase price ₹50 per kg; carrying cost 20% p.a. of average inventory value. The EOQ and the total…","A. 2,000 kg; ₹20,000",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-023,costing,Idle time and overtime — normal vs abnormal treatment,L2,not_flagged,N,"A department has 40 workers each paid for a 48-hour week at ₹150 per hour. Time booked to jobs in the week was 1,720 hours. Normal idle time is 5% of hours pai…","D. ₹15,600",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-024,costing,Job costing,L2,not_flagged,N,"Job No. 47: direct materials ₹38,000; direct labour 240 hours at ₹120; factory overhead absorbed at ₹150 per direct labour hour; administration overhead 20% of…","A. ₹1,54,200",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-025,costing,Joint products and by-products — apportionment bases,L2,not_flagged,N,"A joint process costing ₹6,00,000 yields 20,000 units of main product M and 2,000 kg of by-product Y. Y sells at ₹40 per kg after further processing of ₹8 per…",D. ₹27.20,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-026,costing,KANBAN,L2,not_flagged,N,"A work cell uses 2,400 parts a day. Replenishment lead time is 0.5 day, the safety factor is 25% and each container holds 150 parts. The number of Kanban cards…",A. 10,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-027,costing,Kaizen and Kaizen costing,L2,not_flagged,N,Which statement best distinguishes **Kaizen costing** from **target costing**?,C. Kaizen costing cuts costs continuously during manufacture; target costing acts at the design stage,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-028,costing,Labour turnover — causes and measurement,L2,not_flagged,N,"Workforce data for the year: employees at start 380, at end 420; separations 24; replacements 18; additional workers recruited for an expansion scheme 46. Labo…",D. 4.50%,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-029,costing,Labour variances — rate and efficiency,L2,not_flagged,N,"Standard labour: 2.5 hours per unit at ₹160 per hour. Actual output 1,800 units; actual hours worked 4,700 paid at ₹170 per hour. The labour efficiency varianc…","A. ₹32,000 (A)",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-030,costing,"Material variances — price, usage, mix, yield",L2,not_flagged,N,"Standard: 4 kg of material per unit at ₹60 per kg. Actual output 2,500 units; material used 10,600 kg costing ₹58 per kg. The material usage variance is:","D. ₹36,000 (A)",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-031,costing,"Operating / service sector costing — transport, hotel, healthcare",L2,not_flagged,N,"A bus with 50 seats runs a 40 km route, making 4 round trips a day for 25 days a month. Average occupancy is 80%. Monthly operating cost is ₹4,80,000. Cost per…",D. ₹1.50,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-032,costing,Overhead absorption — bases and rates,L2,not_flagged,N,"A machine costs ₹12,00,000, has a scrap value of ₹1,20,000 and a life of 10 years (straight line). Repairs are ₹54,000 p.a. and its share of standing charges ₹…",C. ₹300.00,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-033,costing,"Process costing — normal loss, abnormal loss, abnormal gain",L2,not_flagged,N,"Process A: input 5,000 kg at ₹30 per kg; labour and overheads ₹82,000. Normal loss is 8% of input, saleable as scrap at ₹5 per kg. Actual output 4,500 kg. The…","A. ₹5,000",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-034,costing,Single output / unit costing,L2,not_flagged,N,"A single-product factory produced 4,00,000 units: raw materials ₹3,20,000; direct wages ₹2,40,000; direct expenses ₹40,000. Works overhead is 60% of direct wag…","C. ₹2,046",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-035,costing,"Six Sigma — DMAIC, belts, defect level",L2,not_flagged,N,"A back-office processes 1,20,000 application forms a month. Each form has 5 fields where an error can occur. 450 errors were found. The defects per million opp…",B. 750,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-036,costing,"Sunk, differential, opportunity and relevant costs",L2,not_flagged,N,"A machine bought three years ago for ₹8,00,000 has a written-down value of ₹5,00,000. It is idle and can be sold now for ₹3,20,000. If used for a special order…","A. ₹50,000",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-037,costing,Takt time,L2,not_flagged,N,"A plant works 2 shifts of 8 hours a day. Each shift has two 15-minute tea breaks and a 30-minute lunch break. Daily customer demand is 1,680 units. Takt time i…",A. 30 seconds,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-038,costing,Target costing and life-cycle costing,L2,not_flagged,N,"Market research shows a new appliance can sell at ₹2,500. The company requires a profit of 20% on selling price. The current estimated cost is ₹2,150. The cost…",D. ₹150.00,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-039,costing,Under- and over-absorption — normal vs abnormal factors,L2,not_flagged,N,"Budgeted factory overhead ₹9,00,000 for 60,000 direct labour hours. Actual overhead ₹9,48,000; actual hours 64,000. Overhead for the period was:","C. Over-absorbed by ₹12,000",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-040,costing,"Waste, scrap, spoilage and defectives — treatment",L2,not_flagged,N,Consider the following statements: 1. The realisable value of normal scrap is credited to the job or process account. 2. The cost of abnormal spoilage is trans…,B. 1 and 2 only,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-041,costing,ABC and Pareto analysis for inventory control,L3,not_flagged,N,"A store holds eight items: | Item | Annual usage (units) | Unit cost (₹) | |---|---:|---:| | P | 4,000 | 150 | | Q | 500 | 1,600 | | R | 20,000 | 5 | | S | 1,5…",A. P and Q,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-042,costing,Material valuation — FIFO and moving average,L3,not_flagged,N,"Stores ledger of a component for March: | Date | Transaction | |---|---| | 1 | Opening stock 500 units @ ₹40 | | 5 | Purchased 1,000 units @ ₹46 | | 10 | Issue…","D. ₹18,800",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-043,costing,Total Productive Maintenance and OEE,L3,not_flagged,N,Shift data for a packing machine: planned production time 480 minutes; unplanned stoppages 60 minutes; ideal cycle time 0.8 minute per unit; total units produc…,C. 70.50%,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-044,costing,Economic order quantity and ordering/carrying trade-off,L3,not_flagged,N,"Annual demand 20,000 units; ordering cost ₹400 per order; price ₹80 per unit; carrying cost 20% of average inventory value. The supplier offers a 2% discount o…","B. Saving of ₹14,640",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-045,costing,"Contract costing — WIP, retention, profit on incomplete contracts",L3,not_flagged,N,Contract price ₹1.20 crore. At the year end: work certified ₹72.00 lakh; work done but not certified (at cost) ₹4.00 lakh; total cost incurred to date ₹66.00 l…,D. ₹6.00 lakh,Conventional cost-accounting treatment (ICAI/ICMAI contract costing); not the Ind AS 115 revenue method.,,,,,
CST-046,costing,"Process costing — normal loss, abnormal loss, abnormal gain",L3,not_flagged,N,"Process B: input 10,000 units at ₹24; conversion cost ₹1,26,000. Normal loss 10% of input, saleable at ₹6 per unit. Actual output 9,300 units. The net amount c…","C. ₹10,200",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-047,costing,Equivalent production — FIFO and weighted average,L3,not_flagged,N,Process C data for the month (materials added at the start; conversion uniform): | | Units | Conversion complete | Cost (₹) | |---|---:|---:|---:| | Opening WI…,"C. ₹1,15,200",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-048,costing,Inter-process profit,L3,not_flagged,N,"Output of Process I is transferred to Process II at cost plus 20% on cost. At the year end, the closing stock of Process II is valued at ₹90,000, of which 80%…","C. ₹12,000",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-049,costing,Joint products and by-products — apportionment bases,L3,not_flagged,N,"A joint process costs ₹4,80,000. | Product | Output (kg) | Final price (₹/kg) | Further processing cost (₹) | |---|---:|---:|---:| | A | 6,000 | 50 | 60,000 |…",B. ₹42.00,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-050,costing,"Material variances — price, usage, mix, yield",L3,not_flagged,N,"Standard price of a material is ₹40 per kg. During the month 12,000 kg were purchased at ₹42 per kg and 10,500 kg were issued to production; standard quantity…","D. Price ₹24,000 (A); usage ₹20,000 (A)",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-051,costing,Labour variances — rate and efficiency,L3,not_flagged,N,"Standard: 3 labour hours per unit at ₹120. Output 2,000 units. Workers were paid for 6,600 hours at ₹125, but 250 hours were lost due to a power breakdown (abn…","D. ₹42,000 (A)",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-052,costing,Overhead variances — variable and fixed,L3,not_flagged,N,"Budgeted fixed overhead ₹6,00,000 for 20,000 units; standard time 2 hours per unit. Actual fixed overhead ₹6,24,000; actual output 18,500 units in 38,000 hours…","D. ₹30,000 (A)",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-053,costing,Overhead variances — variable and fixed,L3,not_flagged,N,"Variable overhead is absorbed at ₹8 per labour hour; standard time is 2 hours per unit. Actual output 18,500 units; actual hours 38,000; actual variable overhe…","D. Expenditure ₹7,600 (F); efficiency ₹8,000 (A)",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-054,costing,"Sales variances — price, volume, mix",L3,not_flagged,N,"Sales data (value basis): | Product | Budget units | Budget price (₹) | Actual units | Actual price (₹) | |---|---:|---:|---:|---:| | P | 4,000 | 50 | 5,000 |…","C. ₹16,000 (F)",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-055,costing,Disposal of variances,L3,not_flagged,N,"An adverse material price variance of ₹48,000 arose because the standard price was set unrealistically low; it is to be prorated rather than written off. Stand…","B. ₹33,600",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-056,costing,Fixed vs flexible budgets,L3,not_flagged,N,"Budget at 60% capacity (12,000 units): direct materials ₹40, direct labour ₹25 and variable overhead ₹10 per unit; semi-variable overhead ₹2,40,000 (50% fixed)…",A. ₹115.00,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-057,costing,Cash budget preparation,L3,not_flagged,N,"Sales: January ₹4,00,000, February ₹5,00,000, March ₹6,00,000. 20% of sales are for cash. Of credit sales, 60% are collected in the month after sale (these cus…","A. ₹4,76,800",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-058,costing,"Sunk, differential, opportunity and relevant costs",L3,not_flagged,N,"A special order needs 2,000 kg of material K. 1,200 kg are in stock, bought earlier at ₹30 per kg; K is no longer used in regular production and could be sold…","B. ₹56,800",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-059,costing,Target costing and life-cycle costing,L3,not_flagged,N,"Two machines are compared over a 5-year life at a 10% discount rate: | | Machine A | Machine B | |---|---:|---:| | Purchase cost (₹) | 10,00,000 | 7,00,000 | |…","C. Machine A is cheaper by ₹65,355",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-060,costing,Overhead absorption — bases and rates,L3,not_flagged,N,"Primary overheads: production department P1 ₹1,20,000; service departments X ₹36,000 and Y ₹54,000. Services are used as follows: | From \ To | X | Y | P1 | P2…","B. ₹1,69,800",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-061,costing,Under- and over-absorption — normal vs abnormal factors,L3,not_flagged,N,"Actual factory overhead for the year was ₹12,40,000, including ₹40,000 of wage arrears relating to the previous year. Overhead absorbed was ₹11,50,000, lying i…","D. ₹35,000",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-062,costing,"Operating / service sector costing — transport, hotel, healthcare",L3,not_flagged,N,"A hotel has 60 single and 40 double rooms. Occupancy: single rooms 80%, double rooms 60%, over 360 days. Rent of a double room is to be 125% of a single room.…",B. ₹400.00,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-063,costing,"Material variances — price, usage, mix, yield",L3,not_flagged,N,"Standard price of a material is ₹25 per kg and the standard quantity for actual output is 8,000 kg. The material price variance is ₹16,400 (F) and the usage va…","C. ₹1,88,600",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-064,costing,Budget concept and budgetary control,L3,not_flagged,N,"Budgeted hours for the month were 10,000. Actual hours worked were 9,500. Output: product A 1,200 units (standard 4 hours each) and product B 900 units (standa…",B. 93%,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-065,costing,Equivalent production — FIFO and weighted average,L4,not_flagged,N,[case CST-CASE-PROC] **Q.** Equivalent units for conversion cost are:,"D. 8,500",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-066,costing,Equivalent production — FIFO and weighted average,L4,not_flagged,N,[case CST-CASE-PROC] **Q.** The total cost per equivalent unit (transferred-in plus conversion) is:,B. ₹75.00,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-067,costing,"Process costing — normal loss, abnormal loss, abnormal gain",L4,not_flagged,N,[case CST-CASE-PROC] **Q.** The net amount debited to the Costing Profit and Loss Account in respect of abnormal loss is:,"D. ₹13,000",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-068,costing,Equivalent production — FIFO and weighted average,L4,not_flagged,N,[case CST-CASE-PROC] **Q.** The value of closing WIP is:,"A. ₹94,500",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-069,costing,"Material variances — price, usage, mix, yield",L4,not_flagged,N,[case CST-CASE-MIX] **Q.** The material price variance is:,"B. ₹3,200 (A)",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-070,costing,"Material variances — price, usage, mix, yield",L4,not_flagged,N,[case CST-CASE-MIX] **Q.** The material mix variance is:,"B. ₹4,500 (A)",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-071,costing,"Material variances — price, usage, mix, yield",L4,not_flagged,N,[case CST-CASE-MIX] **Q.** The material yield variance is:,"C. ₹15,000 (A)",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-072,costing,Labour variances — rate and efficiency,L4,not_flagged,N,[case CST-CASE-MIX] **Q.** The labour efficiency variance is:,"A. ₹4,500 (A)",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-073,costing,Fixed vs flexible budgets,L4,not_flagged,N,[case CST-CASE-FLEX] **Q.** The flexed budget total cost for the actual output is:,"B. ₹39,60,000",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-074,costing,"Sales variances — price, volume, mix",L4,not_flagged,N,[case CST-CASE-FLEX] **Q.** The sales volume (profit) variance is:,"C. ₹64,000 (A)",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-075,costing,Overhead variances — variable and fixed,L4,not_flagged,N,[case CST-CASE-FLEX] **Q.** The variable overhead expenditure and efficiency variances are:,"B. Expenditure ₹9,500 (F); efficiency ₹12,000 (A)",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-076,costing,Overhead variances — variable and fixed,L4,not_flagged,N,[case CST-CASE-FLEX] **Q.** The total fixed overhead cost variance and the fixed overhead efficiency variance are:,"A. Total ₹1,26,000 (A); efficiency ₹36,000 (A)",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-077,costing,Activity-based costing — cost pools and drivers,L4,not_flagged,N,[case CST-CASE-ABC] **Q.** Overhead cost per unit of Deluxe under activity-based costing is:,C. ₹145.00,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-078,costing,Activity-based costing — cost pools and drivers,L4,not_flagged,N,"[case CST-CASE-ABC] **Q.** Compared with ABC, the traditional system costs each unit of Standard:",D. Higher by ₹5.75,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-079,costing,Activity-based costing — cost pools and drivers,L4,not_flagged,N,"[case CST-CASE-ABC] **Q.** Consider the following statements: 1. Set-up costs in this case are batch-level costs and vary with the number of batches, not with units produced. 2. T…",D. 1 and 2 only,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CST-080,costing,Activity-based costing — cost pools and drivers,L4,not_flagged,N,"[case CST-CASE-ABC] **Q.** Deluxe has a prime cost of ₹440 per unit. Pricing at total cost plus 25% mark-up on cost, the price of Deluxe using ABC overhead is:",D. ₹731.25,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
