id,subject,microtopic,level,factcheck_verdict,verify_fact,stem_excerpt,keyed_answer,ref,sample,reviewer,decision,fix_note,minutes_spent
FINB-152,finance,PPP models and the project sponsoring authority,L3,confirmed,Y,"A state road project under BOT (toll) has a total project cost of ₹1,500 crore. It qualifies for the maximum Viability Gap Funding from the Centre, and the pro…",A. ₹270 crore,Scheme for Financial Support to PPPs in Infrastructure (VGF scheme),Y,,,,
FINB-157,finance,Income-tax — penalties and PAN provisions,L1,confirmed,Y,"Under the Income-tax Act, 1961 (law as applicable for AY 2025-26), the penalty under section 272B for failure to comply with the PAN provisions of section 139A…","D. ₹10,000","Income-tax Act, 1961 — s.272B",Y,,,,
FINB-001,finance,ICDR Regulations — essentials,L1,confirmed,Y,"Under Regulation 6(1) of the SEBI (ICDR) Regulations, 2018, which of the following are among the eligibility conditions for a main-board IPO? 1. Net tangible a…",B. 1 and 2 only,"SEBI (ICDR) Regulations, 2018 — Reg 6(1)",,,,,
FINB-002,finance,ICDR Regulations — essentials,L3,confirmed,Y,"Suvarna Polymers Ltd plans a main-board IPO. Monetary assets were below 20% of NTA in every year. | Year (restated, consolidated) | Net tangible assets (₹ cr)…",D. Fails 6(1); may issue only under 6(2) with at least 75% of net offer to QIBs,"SEBI (ICDR) Regulations, 2018 — Reg 6(1), 6(2), 32(2)",,,,,
FINB-003,finance,ICDR Regulations — essentials,L2,confirmed,Y,"Before its IPO, Tejas Instruments Ltd has 8 crore equity shares, of which the promoters hold 6 crore. The IPO comprises a fresh issue of 2 crore shares and an…",D. 2 crore shares,"SEBI (ICDR) Regulations, 2018 — Reg 14, 16 (as amended 2021)",,,,,
FINB-004,finance,ICDR Regulations — essentials,L2,confirmed,Y,An issuer's fresh issue will raise gross proceeds of ₹1200 crore. It earmarks ₹180 crore for general corporate purposes and wants the largest possible amount f…,A. ₹240 crore,"SEBI (ICDR) Regulations, 2018 — Reg 7(2), 7(3) (2022 amendment)",,,,,
FINB-005,finance,IPO process and book building,L1,confirmed,Y,"In a book-built IPO under the SEBI (ICDR) Regulations, 2018, the price band must satisfy which condition?","B. Cap ≤ 120% of floor, and cap ≥ 105% of floor","SEBI (ICDR) Regulations, 2018 — Reg 29 (as amended 2022)",,,,,
FINB-006,finance,IPO process and book building,L2,confirmed,Y,A main-board IPO closes for bidding on a Thursday (day T). There are no holidays other than Saturdays and Sundays. Under the mandatory listing timeline for pub…,A. Tuesday of the following week (T+3 working days),"SEBI circular on T+3 listing (Aug 2023), mandatory from 1 Dec 2023",,,,,
FINB-007,finance,IPO process and book building,L3,not_flagged,N,"In a book-built issue of 40,00,000 shares (price band ₹300–₹310), the demand at each price point is: | Bid price (₹) | Shares bid at this price | |---|---:| |…",C. ₹304,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-008,finance,IPO process and book building,L2,confirmed,Y,"With reference to book building under the SEBI (ICDR) Regulations, 2018, consider: 1. Retail individual investors and eligible employees may bid at the 'cut-of…",A. 1 and 2 only,"SEBI (ICDR) Regulations, 2018 — Schedule XIII; Reg 32",,,,,
FINB-009,finance,Retail application limits under ICDR,L1,confirmed,Y,"Under the SEBI (ICDR) Regulations, 2018, a 'retail individual investor' in a main-board issue is an individual who applies or bids for specified securities for…",B. Not more than ₹2 lakh,"SEBI (ICDR) Regulations, 2018 — Reg 2(1)(vv)",,,,,
FINB-010,finance,Retail application limits under ICDR,L2,confirmed,Y,An IPO has a price band of ₹480–₹505 and a bid lot of 29 shares. A retail individual investor bids at the cut-off price. The maximum number of shares he can bi…,A. 377 shares (13 lots),"SEBI (ICDR) Regulations, 2018 — Reg 2(1)(vv); Schedule XIII",,,,,
FINB-011,finance,Retail application limits under ICDR,L3,confirmed,Y,"A Regulation 6(1) IPO offers 1,20,00,000 shares (no reservations), bid lot 50. The retail portion receives 7,00,000 valid applications, every one of them for a…","B. 84,000 applicants, chosen by lottery, get one lot each","SEBI (ICDR) Regulations, 2018 — Reg 32(1), Schedule XIV",,,,,
FINB-012,finance,Price stabilisation and the green shoe option,L1,confirmed,Y,"Regarding the green shoe option (price stabilisation mechanism) under the SEBI (ICDR) Regulations, consider: 1. The over-allotment under a green shoe option ma…",A. 1 and 2 only,"SEBI (ICDR) Regulations, 2018 — Reg 57, Schedule XIII",,,,,
FINB-013,finance,Price stabilisation and the green shoe option,L2,confirmed,Y,"An IPO of 2,00,00,000 shares carries a green shoe option exercised in full at the time of allotment. During stabilisation the price slips below the issue price…","D. 12,00,000 shares","SEBI (ICDR) Regulations, 2018 — Schedule XIII (green shoe)",,,,,
FINB-014,finance,Price stabilisation and the green shoe option,L3,confirmed,Y,"Continuing: issue price ₹250; the 30,00,000 over-allotted shares were paid for in full into the GSO bank account; the stabilising agent bought 18,00,000 shares…","C. ₹2.16 crore, transferred to the Investor Protection Fund of the stock exchange","SEBI (ICDR) Regulations, 2018 — Schedule XIII, para on GSO bank account",,,,,
FINB-015,finance,Underwriting and devolvement,L1,not_flagged,N,"In the context of a public issue, 'devolvement' on an underwriter means:",A. The underwriter must take up the unsubscribed part of its commitment,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-016,finance,Underwriting and devolvement,L2,not_flagged,N,"An issue of 10 lakh shares is underwritten by A (60%) and B (40%). Applications received: marked A 5 lakh, marked B 2 lakh, unmarked 1 lakh. There is no firm u…",C. 1.60 lakh shares,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-017,finance,Underwriting and devolvement,L2,confirmed,Y,"A company issues 40,00,000 equity shares at ₹150 each; its Articles authorise underwriting commission up to 3%. Under the Companies (Prospectus and Allotment o…",A. ₹1.80 crore,"Companies Act, 2013 s.40(6); Companies (Prospectus and Allotment of Securities) Rules, 2014 — Rule 13",,,,,
FINB-018,finance,Minimum face value — NCD and NCRPS,L1,confirmed,Y,"After SEBI's 2024 relaxation, the minimum face value at which a listed issuer may issue non-convertible debt securities or NCRPS on a private placement basis,…","B. ₹10,000","SEBI circular July 2024 on face value of NCS/NCRPS; SEBI (NCS) Regulations, 2021",,,,,
FINB-020,finance,Minimum face value — NCD and NCRPS,L3,confirmed,Y,Match the regime (List I) with the minimum face value for privately placed non-convertible debt securities (List II): | List I — Regime | List II — Minimum fac…,"C. A-2, B-3, C-1",SEBI circulars Oct 2022 and July 2024 (NCS face value),,,,,
FINB-021,finance,InvITs and REITs,L1,confirmed,Y,"Under the SEBI (REIT) Regulations, 2014, at least what proportion of the value of a REIT's assets must be in completed and rent- or income-generating propertie…",C. 80%,"SEBI (REIT) Regulations, 2014 — Reg 18",,,,,
FINB-022,finance,InvITs and REITs,L2,confirmed,Y,"A listed REIT has net distributable cash flows (NDCF) of ₹540 crore and accounting net profit of ₹410 crore for the half-year, with 30 crore units outstanding.…",D. ₹16.20,"SEBI (REIT) Regulations, 2014 — Reg 18 (distribution of NDCF)",,,,,
FINB-024,finance,InvITs and REITs,L3,confirmed,Y,"A listed REIT's assets are valued at ₹12,000 crore; consolidated borrowings net of cash are ₹3,600 crore. It holds a AAA rating and has unitholder approval for…","B. ₹2,280 crore","SEBI (REIT) Regulations, 2014 — Reg 20",,,,,
FINB-025,finance,Social Stock Exchange and Social Impact Funds,L1,confirmed,Y,A Zero Coupon Zero Principal (ZCZP) instrument on a Social Stock Exchange is:,C. An NPO-issued security paying neither coupon nor principal back,"SEBI (ICDR) Regulations, 2018 — Chapter X-A (Social Stock Exchange)",,,,,
FINB-027,finance,Social Stock Exchange and Social Impact Funds,L3,confirmed,Y,"Seva Pragati Foundation (an NPO) wants to register on the SSE. The '67% test' may be met on any one of three bases, each measured as an average over the preced…",C. Expenditure basis only,"SEBI (ICDR) Regulations, 2018 — Chapter X-A, eligibility of social enterprises (67% test)",,,,,
FINB-028,finance,Municipal and revenue bonds,L1,not_flagged,N,A municipal 'revenue bond' differs from a 'general obligation' bond mainly because it is:,"C. Repaid only from the financed project's own revenues, not general taxes",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-029,finance,Municipal and revenue bonds,L2,not_flagged,N,"A water-supply revenue bond: annual user-charge collections ₹96 crore, O&M expenses ₹38 crore, annual interest ₹22 crore and scheduled principal ₹18 crore. The…",C. 1.45x,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-030,finance,Municipal and revenue bonds,L3,confirmed,Y,"With reference to public issues of municipal debt securities under SEBI regulations, consider: 1. The municipality must not have had negative net worth in any…",C. 1 and 2 only,"SEBI (Issue and Listing of Municipal Debt Securities) Regulations, 2015 — Reg 4, 5",,,,,
FINB-031,finance,Securities Contracts (Regulation) Act 1956,L1,confirmed,Y,"Under Section 18A of the Securities Contracts (Regulation) Act, 1956, contracts in derivatives are legal and valid if they are:",D. Traded on a recognised exchange and settled via its clearing corporation,"SCRA, 1956 — s.18A",,,,,
FINB-033,finance,Securities Contracts (Regulation) Act 1956,L3,confirmed,Y,"Match the provisions of the SCRA, 1956 (List I) with their subject (List II): | List I | List II | |---|---| | A. Section 2(h) | 1. Appeal to SAT against refus…","D. A-2, B-3, C-4, D-1","SCRA, 1956 — ss.2(h), 3, 4, 21A, 22",,,,,
FINB-034,finance,"SEBI Act 1992 — establishment, powers, penalties",L1,confirmed,Y,"Under Section 4 of the SEBI Act, 1992, the Board consists of a Chairman and:","D. 2 MoF officials, 1 RBI member and 5 others (at least 3 whole-time)","SEBI Act, 1992 — s.4",,,,,
FINB-035,finance,"SEBI Act 1992 — establishment, powers, penalties",L2,confirmed,Y,"An insider made a profit of ₹12 crore from trading on UPSI. The maximum monetary penalty an adjudicating officer can impose under Section 15G of the SEBI Act,…",C. ₹36 crore,"SEBI Act, 1992 — s.15G",,,,,
FINB-038,finance,Research analyst and investment adviser regulations,L2,confirmed,Y,"A registered investment adviser charges an individual client's family on the assets-under-advice mode. The family's AUA across all its accounts is ₹80,00,000.…","C. ₹2,00,000",SEBI (Investment Advisers) Regulations — Reg 15A; SEBI circular on IA fees (as revised Dec 2024),,,,,
FINB-039,finance,Research analyst and investment adviser regulations,L3,confirmed,Y,"A research analyst publishes a research report recommending shares of Kaveri Cables Ltd on 16 March 2026. Under the SEBI (Research Analysts) Regulations, 2014,…",B. From 14 February 2026 to 21 March 2026,"SEBI (Research Analysts) Regulations, 2014 — Reg 16",,,,,
FINB-040,finance,ICDR Regulations — essentials,L4,confirmed,Y,[case C1-VARDHAN-IPO] How many shares are available for allocation to QIBs **other than** anchor investors and **other than** the portion reserved for mutual funds?,"B. 28,50,000 shares","ICDR Reg 32(1), Schedule XIII (anchor, MF reservation)",,,,,
FINB-041,finance,ICDR Regulations — essentials,L4,confirmed,Y,[case C1-VARDHAN-IPO] What is the position regarding the price difference for anchor investors?,"B. Anchors must pay an additional ₹2 per share, i.e. ₹90.00 lakh in aggregate",ICDR Schedule XIII — anchor investors,,,,,
FINB-042,finance,Retail application limits under ICDR,L4,confirmed,Y,[case C1-VARDHAN-IPO] What is the minimum allocation available to non-institutional investors applying for more than ₹2 lakh and up to ₹10 lakh?,"B. 7,50,000 shares",ICDR Reg 32(3A) (2022 amendment),,,,,
FINB-043,finance,ICDR Regulations — essentials,L4,confirmed,Y,"[case C1-VARDHAN-IPO] How many anchor shares become free of lock-in 30 days after allotment, and when is the balance released?","A. Half (22,50,000) after 30 days; the other half after 90 days",ICDR Schedule XIII (as amended 2022) — anchor lock-in,,,,,
FINB-044,finance,Underwriting and devolvement,L4,not_flagged,N,"[case C2-MEGHDOOT-UW] What is Q's surplus after crediting unmarked, marked and firm applications?",C. 2.80 lakh shares,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-045,finance,Underwriting and devolvement,L4,not_flagged,N,[case C2-MEGHDOOT-UW] What is P's net liability (excluding its firm underwriting)?,C. 1.00 lakh shares,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-046,finance,Underwriting and devolvement,L4,not_flagged,N,"[case C2-MEGHDOOT-UW] In total, how many shares must R take up (net liability plus firm underwriting)?",C. 2.40 lakh shares,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-047,finance,Underwriting and devolvement,L4,not_flagged,N,[case C2-MEGHDOOT-UW] What underwriting commission is payable to P?,B. ₹60.00 lakh,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-048,finance,Margining — initial and variation,L1,not_flagged,N,Consider the following statements about margins on exchange-traded futures: 1. Variation (mark-to-market) margin settles the day's gain or loss on a futures po…,B. 1 and 2 only,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-049,finance,Margining — initial and variation,L2,not_flagged,N,"A trader is long 3 lots of ALPHA50 index futures (lot size 50) bought today at 22,400. The day's settlement price is 22,310. The day's mark-to-market settlemen…","C. Pay ₹13,500",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-050,finance,Margining — initial and variation,L3,not_flagged,N,"On an exchange that uses a maintenance-margin system, a trader buys one futures contract (lot 100) at ₹1250. Initial margin is ₹15,000 and maintenance margin ₹…","D. ₹4,500",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-051,finance,Margining — initial and variation,L2,not_flagged,N,"A client sells 4 lots of a stock future (lot size 500) at ₹1,840. SPAN margin is 14% and exposure margin 3.5% of contract value. The total upfront initial marg…","C. ₹6,44,000",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-052,finance,Open interest interpretation,L2,not_flagged,N,"Match the price–open interest behaviour (List I) with its usual interpretation (List II): | List I | List II | |---|---| | A. Price ↑, OI ↑ | 1. Short covering…","C. A-3, B-4, C-1, D-2",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-053,finance,Open interest interpretation,L3,not_flagged,N,A newly listed futures contract has the following trades on its first day (no positions existed before): | Trade | Buyer | Seller | Contracts | |---|---|---|--…,B. 8 contracts,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-054,finance,Open interest interpretation,L2,not_flagged,N,Option-chain data for the near-month expiry of an index: | Strike | Put OI (lakh) | Call OI (lakh) | Put volume (lakh) | Call volume (lakh) | |---|---:|---:|--…,D. 1.08,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-055,finance,Options basics and payoff,L1,not_flagged,N,"A share trades at ₹1,520. Which of the following options is in-the-money?","B. A call with strike ₹1,480",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-056,finance,Options basics and payoff,L2,not_flagged,N,"An investor buys one lot (1000 shares) of a put option, strike ₹640, premium ₹22. At expiry the share settles at ₹596. His net profit is:","D. ₹22,000",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-057,finance,Options basics and payoff,L3,not_flagged,N,A trader buys a 4000 call at ₹145 and sells a 4200 call at ₹62 on the same index and expiry (lot 50). The maximum profit per lot and the break-even index level…,"C. ₹5,850; 4,083",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-058,finance,Options basics and payoff,L3,not_flagged,N,"A European call on a non-dividend-paying share (spot ₹820, strike ₹800, 3 months to expiry) trades at ₹52. The risk-free rate is 8% p.a. compounded annually. B…",A. ₹16.75,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-059,finance,Options basics and payoff,L3,not_flagged,N,An investor buys a straddle: one lot (400 shares) each of the ₹1200 call at ₹48 and the ₹1200 put at ₹36. At expiry the share settles at ₹1310. The net profit…,"D. Profit of ₹10,400",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-060,finance,Options basics and payoff,L2,not_flagged,N,A call option with strike ₹500 trades at a premium of ₹38 when the underlying is at ₹527. Its intrinsic value and time value are:,D. Intrinsic ₹27; time value ₹11,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-061,finance,Swaps — interest rate and currency,L1,not_flagged,N,In a plain-vanilla fixed-for-floating interest rate swap in a single currency:,C. The notional principal is not exchanged; only the net interest difference is settled on each payment date,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-062,finance,Swaps — interest rate and currency,L3,not_flagged,N,Bank X pays fixed 7.20% and receives floating on a notional ₹50 crore interest rate swap with semi-annual settlement (Actual/365). The floating rate set for th…,"D. Bank X pays ₹8,72,603",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-063,finance,Swaps — interest rate and currency,L3,not_flagged,N,| | Fixed-rate market | Floating-rate market | |---|---:|---:| | Company A (AAA) | 8.0% | MIBOR + 0.5% | | Company B (A) | 9.5% | MIBOR + 1.2% | A wants floati…,D. MIBOR + 0.10%,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-064,finance,Swaps — interest rate and currency,L2,not_flagged,N,Two firms enter a fixed-for-fixed currency swap: principal USD 10 million exchanged at inception at ₹83/USD; annual interest 7.5% on the INR leg and 4% on the…,D. ₹6.2250 crore,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-065,finance,"Market, credit and operational risk",L1,confirmed,Y,"Under the Basel definition, operational risk is the risk of loss from inadequate or failed internal processes, people and systems or from external events. This…",D. Includes legal risk but excludes strategic and reputational risk,"BCBS, Basel II framework — definition of operational risk",,,,,
FINB-066,finance,"Market, credit and operational risk",L2,not_flagged,N,"A corporate borrower has drawn ₹8.00 crore of a ₹12.00 crore facility. The credit conversion factor for the undrawn portion is 50%, PD is 2.5% and the expected…",A. ₹15.00 lakh,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-067,finance,"Market, credit and operational risk",L3,not_flagged,N,"A bank's AFS bond portfolio of ₹100.00 crore has a modified duration of 4.2 and a Macaulay duration of 4.37. If yields rise uniformly by 50 basis points, the a…",B. ₹2.10 crore,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-068,finance,"Market, credit and operational risk",L3,not_flagged,N,A trading desk has a 10-day 99% VaR of ₹3 crore on its equity book and ₹4 crore on its bond book. The correlation between the books' returns is 0.25. Assuming…,D. ₹5.57 crore,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-069,finance,Risk identification and mitigation,L1,not_flagged,N,"A fund manager buys an insurance policy covering losses from employee fidelity breaches. In the '4T' risk-response framework, this is an example of:",B. Transfer,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-070,finance,Risk identification and mitigation,L3,not_flagged,N,An IFSC broker-dealer scores risks on a 5×5 heat map (score = likelihood × impact): | Risk | Likelihood (1–5) | Impact (1–5) | |---|---:|---:| | Cyber intrusio…,C. Settlement failure,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-071,finance,Risk identification and mitigation,L2,not_flagged,N,Match the function (List I) with its line in the 'three lines' model of risk governance (List II): | List I | List II | |---|---| | A. Trading desk owning and…,"C. A-2, B-3, C-1",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-072,finance,Risk identification and mitigation,L3,not_flagged,N,An aluminium exporter wants to hedge inventory worth ₹30.00 crore with futures (contract value ₹25.00 lakh). The standard deviation of daily spot price changes…,D. 130 contracts,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-073,finance,Risk-free instruments and risk categories,L1,confirmed,Y,"The SEBI 'Risk-o-meter' for mutual fund schemes has how many risk levels, and what is the highest level called?",A. Six levels; 'Very High',SEBI circular on product labelling (Oct 2020),,,,,
FINB-074,finance,Risk-free instruments and risk categories,L2,confirmed,Y,A debt scheme's potential-risk-class (PRC) matrix places it by maximum Macaulay duration and minimum Credit Risk Value (CRV). The scheme may hold papers up to…,D. B-II,SEBI circular on Potential Risk Class matrix for debt schemes (June 2021),,,,,
FINB-075,finance,Risk-free instruments and risk categories,L2,not_flagged,N,**Assertion (A):** A 91-day Treasury bill is generally used as the proxy for the risk-free rate in India. **Reason (R):** A Treasury bill is free of default ri…,"B. A is true, but R is false",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-076,finance,Risk-free instruments and risk categories,L3,not_flagged,N,The 364-day T-bill yield is 6.8% and the expected market return 13%. | Stock | Weight | Beta | |---|---:|---:| | P | 40% | 1.2 | | Q | 35% | 0.85 | | R | 25% |…,C. 13.95%,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-077,finance,Time value of money and the Rule of 72,L1,not_flagged,N,"Using the Rule of 72, an investment compounding at 9% per annum will double in approximately:",D. 8 years,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-078,finance,Time value of money and the Rule of 72,L2,not_flagged,N,"An investor puts ₹10,000 at the end of every month for 10 years into a scheme earning 12% p.a. compounded monthly. The corpus at the end of 10 years is:","A. ₹23,00,387",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-079,finance,Time value of money and the Rule of 72,L3,not_flagged,N,A depositor compares three bank offers: | Offer | Nominal rate | Compounding | |---|---:|---:| | X | 9.60% | Monthly | | Y | 9.75% | Half-yearly | | Z | 9.70%…,A. Z; 10.06%,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-080,finance,Time value of money and the Rule of 72,L3,not_flagged,N,"A home loan of ₹25,00,000 at 9% p.a. (monthly reducing balance) is repayable in equal monthly instalments over 15 years. The EMI is:","B. ₹25,357",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-081,finance,"Valuation ratios — price to book, price to earnings",L2,not_flagged,N,Balance sheet extract (₹ crore): equity share capital (₹10 shares) 50; reserves and surplus 400; 8% preference share capital 30. The share trades at ₹360. The…,A. 4.00x,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-082,finance,"Valuation ratios — price to book, price to earnings",L2,not_flagged,N,"A company reports PBT ₹112 crore, PAT ₹84 crore and preference dividend ₹9 crore, with 12.5 crore equity shares. The share price is ₹138. The P/E ratio is:",B. 23.00x,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
FINB-083,finance,"Valuation ratios — price to book, price to earnings",L3,not_flagged,N,"A firm pays out 40% of earnings, earns ROE of 15% on retained earnings, and its equity investors require 13%. Using the constant-growth model, its justified tr…",C. 10.90x,Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
