id,subject,microtopic,level,factcheck_verdict,verify_fact,stem_excerpt,keyed_answer,ref,sample,reviewer,decision,fix_note,minutes_spent
ACTP-083,financial-sector-acts,NI Act — maturity and days of grace,L3,confirmed,Y,"A bill dated 20 November 2026 and payable 80 days after date is accepted on 22 November 2026. Assuming no public holiday intervenes, its date of maturity is:",C. 11 February 2027,"Negotiable Instruments Act, 1881, s.22, s.24",Y,,,,
ACTP-088,financial-sector-acts,"NI Act — interim compensation and appeal deposit (s.143A, s.148)",L4,confirmed,Y,"[case ACTP-CASE-ROHAN] In Rohan's appeal against conviction, the minimum deposit the appellate court may order under s.148 is:","A. ₹3.60 lakh, in addition to the interim compensation paid","Negotiable Instruments Act, 1881, s.148",Y,,,,
ACTP-002,financial-sector-acts,PSS Act — designated authority and Payments Regulatory Board (s.3),L1,confirmed,Y,"Following the Payments Regulatory Board Regulations, 2025, the RBI exercises its powers and functions under the PSS Act through which body?",A. The Payments Regulatory Board under s.3(2),"Payment and Settlement Systems Act, 2007, s.3 (as amended by Finance Act 2019; PRB Regulations 2025)",,,,,
ACTP-003,financial-sector-acts,"PSS Act — settlement finality, netting and customer funds (s.23, s.23A)",L1,confirmed,Y,"Under Explanation 1 to s.23 of the PSS Act, a settlement effected under the approved netting procedure becomes final and irrevocable:","C. When the amount payable is determined, even if not yet paid","Payment and Settlement Systems Act, 2007, s.23",,,,,
ACTP-004,financial-sector-acts,"PSS Act — authorisation, revocation and appeal (s.4–s.9, s.34)",L1,confirmed,Y,"By virtue of s.34, the Payment and Settlement Systems Act, 2007 does NOT apply to:",B. Stock exchanges and their clearing corporations,"Payment and Settlement Systems Act, 2007, s.34",,,,,
ACTP-005,financial-sector-acts,PSS Act — RBI directions and oversight (s.17),L1,confirmed,Y,The RBI may issue directions under s.17 of the PSS Act to a payment system or system participant when it is of the opinion that the conduct results or is likel…,B. Systemic risk being inadequately controlled,"Payment and Settlement Systems Act, 2007, s.17",,,,,
ACTP-006,financial-sector-acts,"PSS Act — authorisation, revocation and appeal (s.4–s.9, s.34)",L2,confirmed,Y,The RBI's order revoking the authorisation of a payment system operator is communicated to it on 4 March 2026. Counting 30 days and excluding the day of commun…,"A. The Central Government, on or before 3 April 2026","Payment and Settlement Systems Act, 2007, s.9",,,,,
ACTP-007,financial-sector-acts,"PSS Act — authorisation, revocation and appeal (s.4–s.9, s.34)",L2,confirmed,Y,"An application for authorisation to operate a payment system is filed with the RBI on 12 January 2026. Under s.7(4), the RBI shall endeavour to dispose of it b…",C. 12 July 2026,"Payment and Settlement Systems Act, 2007, s.7(4)",,,,,
ACTP-008,financial-sector-acts,"PSS Act — offences, penalties and EFT dishonour (s.25–s.30)",L2,confirmed,Y,An authorised operator fails to furnish information called for by the RBI; the amount involved in the default is quantified at ₹6.20 lakh. The maximum penalty…,D. ₹12.40 lakh,"Payment and Settlement Systems Act, 2007, s.26(3), s.30(1)",,,,,
ACTP-009,financial-sector-acts,"PSS Act — offences, penalties and EFT dishonour (s.25–s.30)",L2,confirmed,Y,A system participant is convicted under s.26(5) for failing to comply with an RBI direction under s.17; the failure continued for 45 days in all. The maximum f…,A. ₹1.44 crore,"Payment and Settlement Systems Act, 2007, s.26(5)",,,,,
ACTP-010,financial-sector-acts,PSS Act — designated authority and Payments Regulatory Board (s.3),L2,confirmed,Y,"Under s.3(3) of the PSS Act as amended, the Payments Regulatory Board consists of:","C. Governor, DG (PSS), an RBI officer and three Central Government nominees","Payment and Settlement Systems Act, 2007, s.3(3) (as amended by Finance Act 2019)",,,,,
ACTP-011,financial-sector-acts,"PSS Act — settlement finality, netting and customer funds (s.23, s.23A)",L2,confirmed,Y,Three participants settle through an authorised deferred net settlement system using multilateral netting approved under s.23(1). Obligations for the cycle: |…,A. Net receiver of ₹30 crore,"Payment and Settlement Systems Act, 2007, s.2 (netting), s.23(1)",,,,,
ACTP-012,financial-sector-acts,"PSS Act — offences, penalties and EFT dishonour (s.25–s.30)",L2,confirmed,Y,"An electronic funds transfer of ₹4.50 lakh, initiated to discharge a debt, fails for insufficiency of funds and all conditions of the provisos to s.25(1) are m…","A. Imprisonment up to 2 years, or fine up to ₹9.00 lakh, or both","Payment and Settlement Systems Act, 2007, s.25(1)",,,,,
ACTP-013,financial-sector-acts,"PSS Act — authorisation, revocation and appeal (s.4–s.9, s.34)",L3,confirmed,Y,Consider the following in the context of s.4 of the PSS Act: 1. A company accepting payments from its holding company or a fellow subsidiary does not need RBI…,C. 1 and 2 only,"Payment and Settlement Systems Act, 2007, s.4",,,,,
ACTP-014,financial-sector-acts,"PSS Act — authorisation, revocation and appeal (s.4–s.9, s.34)",L3,confirmed,Y,"Consider the following regarding revocation of authorisation under s.8 of the PSS Act: 1. Ordinarily, no order of revocation can be made without giving the sys…",B. 1 and 2 only,"Payment and Settlement Systems Act, 2007, s.8, s.9",,,,,
ACTP-015,financial-sector-acts,"PSS Act — offences, penalties and EFT dishonour (s.25–s.30)",L3,confirmed,Y,A system provider fails to produce returns called for by the RBI. No amount is quantifiable and no court complaint has been filed. The default continues for 20…,D. ₹14.75 lakh,"Payment and Settlement Systems Act, 2007, s.26(3), s.30(1)",,,,,
ACTP-016,financial-sector-acts,"PSS Act — offences, penalties and EFT dishonour (s.25–s.30)",L3,confirmed,Y,"Match the contravention under the PSS Act with its punishment. (Punishments are listed in serial order, not in matching order.) | Contravention | | Punishment…","B. P-1, Q-2, R-3, S-4","Payment and Settlement Systems Act, 2007, s.25, s.26",,,,,
ACTP-017,financial-sector-acts,PSS Act — RBI directions and oversight (s.17),L3,confirmed,Y,**Assertion (A):** The RBI may direct a system participant (not merely the system provider) to cease and desist from a course of conduct that leaves systemic r…,C. Both A and R are true and R is the correct explanation of A,"Payment and Settlement Systems Act, 2007, s.17",,,,,
ACTP-018,financial-sector-acts,"PSS Act — settlement finality, netting and customer funds (s.23, s.23A)",L3,confirmed,Y,A central counterparty (CCP) operating an authorised payment system is ordered to be wound up. Participant Zeta had posted collateral of ₹120 crore with the CC…,C. Apply ₹85 crore and return ₹35 crore of excess collateral to Zeta,"Payment and Settlement Systems Act, 2007, s.23(5)-(6)",,,,,
ACTP-019,financial-sector-acts,"PSS Act — offences, penalties and EFT dishonour (s.25–s.30)",L3,confirmed,Y,Beneficiary Kappa is told by its bank on 6 May 2026 that an EFT initiated by Lambda to repay a loan was not executed for insufficient funds. Kappa's written de…,"D. 17 July 2026, and Kappa itself can file it","Payment and Settlement Systems Act, 2007, s.25, s.28; Negotiable Instruments Act, 1881, s.142",,,,,
ACTP-020,financial-sector-acts,"PSS Act — authorisation, revocation and appeal (s.4–s.9, s.34)",L4,confirmed,Y,"NovaPay Ltd, an authorised payment system operator, repeatedly ignores RBI directions issued under s.17. The RBI revokes its authorisation by an order that rec…",C. Both fail: s.8(2) excuses hearing; appeal lies to Central Govt,"Payment and Settlement Systems Act, 2007, s.8, s.9",,,,,
ACTP-021,financial-sector-acts,"PSS Act — offences, penalties and EFT dishonour (s.25–s.30)",L4,confirmed,Y,"[case ACTP-CASE-WALLETWAVE] For the unauthorised operation, the maximum fine a court may impose on WalletWave is:",A. ₹1.60 crore,"Payment and Settlement Systems Act, 2007, s.4, s.26(1)",,,,,
ACTP-022,financial-sector-acts,"PSS Act — offences, penalties and EFT dishonour (s.25–s.30)",L4,confirmed,Y,"[case ACTP-CASE-WALLETWAVE] For the false statement in the application, can the RBI now also impose a monetary penalty on WalletWave under s.30?",B. No — the pending court complaint bars s.30 proceedings,"Payment and Settlement Systems Act, 2007, s.26(2), s.30(6)",,,,,
ACTP-023,financial-sector-acts,"PSS Act — settlement finality, netting and customer funds (s.23, s.23A)",L4,confirmed,Y,[case ACTP-CASE-WALLETWAVE] WalletWave is admitted into insolvency. A secured lender to WalletWave claims ₹20 crore and asks to be paid from the ₹48 crore separate account. The amount of…,B. ₹0 crore,"Payment and Settlement Systems Act, 2007, s.23A",,,,,
ACTP-024,financial-sector-acts,"PSS Act — offences, penalties and EFT dishonour (s.25–s.30)",L4,confirmed,Y,"[case ACTP-CASE-WALLETWAVE] Excluding the day of service, the last date for WalletWave to pay the ₹12 lakh penalty before recovery through the principal civil court can be sought is:",B. 4 September 2026,"Payment and Settlement Systems Act, 2007, s.30(3)",,,,,
ACTP-027,financial-sector-acts,CICRA — privacy principles and unauthorised access,L1,confirmed,Y,"Under s.20 of CICRA, the obligation to adopt the specified privacy principles for collection, processing, preservation, sharing and use of credit information a…","B. Every CIC, credit institution and specified user","Credit Information Companies (Regulation) Act, 2005, s.20",,,,,
ACTP-028,financial-sector-acts,"CICRA — credit institutions, membership and specified users",L1,confirmed,Y,Which of the following is correctly within the definition of 'specified user' under s.2 of CICRA?,"C. A credit institution, or a person specified by RBI","Credit Information Companies (Regulation) Act, 2005, s.2",,,,,
ACTP-029,financial-sector-acts,CICRA — registration and minimum capital of credit information companies,L2,confirmed,Y,A credit information company has authorised capital of ₹30 crore and issued capital of ₹24.00 crore. The minimum paid-up capital it must maintain at all times…,A. ₹18.00 crore,"Credit Information Companies (Regulation) Act, 2005, s.8",,,,,
ACTP-030,financial-sector-acts,CICRA — registration and minimum capital of credit information companies,L2,confirmed,Y,The RBI rejects a company's application for a certificate of registration as a credit information company by an order communicated on 20 March 2026. Excluding…,D. To the Central Government by 19 April 2026,"Credit Information Companies (Regulation) Act, 2005, s.7",,,,,
ACTP-031,financial-sector-acts,"CICRA — credit institutions, membership and specified users",L2,confirmed,Y,"A credit information company rejects an NBFC's application for membership, after hearing it and recording reasons; the order is communicated on 11 June 2026. E…","A. To the RBI, within 30 days, i.e. by 11 July 2026","Credit Information Companies (Regulation) Act, 2005, s.15(5)",,,,,
ACTP-032,financial-sector-acts,CICRA — correction of credit information and dispute timelines,L2,confirmed,Y,A borrower asks a CIC on 3 February 2026 to correct an outdated entry; the lender has certified the correction and no dispute is pending. Excluding the day of…,B. 5 March 2026,"Credit Information Companies (Regulation) Act, 2005, s.21(3)",,,,,
ACTP-033,financial-sector-acts,CICRA — privacy principles and unauthorised access,L2,confirmed,Y,A person obtains unauthorised access to credit information held by a CIC and continues that access on 12 further days. The maximum fine under s.22(2) of CICRA…,D. ₹2.20 lakh,"Credit Information Companies (Regulation) Act, 2005, s.22(2)",,,,,
ACTP-034,financial-sector-acts,CICRA — offences and RBI penalties,L2,confirmed,Y,A credit institution fails to comply with a requirement of CICRA for which no specific punishment is provided; the default continues for 40 days after the init…,C. ₹3.00 lakh,"Credit Information Companies (Regulation) Act, 2005, s.23(4)",,,,,
ACTP-035,financial-sector-acts,CICRA — offences and RBI penalties,L2,confirmed,Y,"The RBI imposes a penalty on a CIC under s.25 of CICRA and serves the demand notice on 7 September 2026. Excluding the day of service, the penalty must be paid…",D. 21 September 2026,"Credit Information Companies (Regulation) Act, 2005, s.25",,,,,
ACTP-036,financial-sector-acts,CICRA — registration and minimum capital of credit information companies,L3,confirmed,Y,Four companies seek registration as credit information companies. Assume the RBI has not raised the capital floors in s.8 of CICRA. | Applicant | Authorised (₹…,A. Gamma only,"Credit Information Companies (Regulation) Act, 2005, s.8",,,,,
ACTP-037,financial-sector-acts,"CICRA — credit institutions, membership and specified users",L3,confirmed,Y,Consider the following under CICRA: 1. Housing finance institutions and companies engaged in credit card business fall within the definition of 'credit institu…,B. 1 and 2 only,"Credit Information Companies (Regulation) Act, 2005, s.2, s.15",,,,,
ACTP-038,financial-sector-acts,CICRA — privacy principles and unauthorised access,L3,confirmed,Y,"Which of the following matters are covered by the privacy principles listed in s.20 of CICRA? 1. The purpose for which credit information may be used, and rest…","B. 1, 2 and 3","Credit Information Companies (Regulation) Act, 2005, s.20",,,,,
ACTP-039,financial-sector-acts,CICRA — correction of credit information and dispute timelines,L3,confirmed,Y,"**Assertion (A):** A credit information company may decline to carry out a borrower's requested correction even within 30 days, if the lender has not certified…",A. Both A and R are true and R is the correct explanation of A,"Credit Information Companies (Regulation) Act, 2005, s.21(3)",,,,,
ACTP-040,financial-sector-acts,CICRA — offences and RBI penalties,L3,confirmed,Y,Match the contravention under CICRA with its punishment. | Contravention | | Punishment | |---|---|---| | P. s.22(2) — unauthorised access | | 1. Fine up to ₹1…,"C. P-1, Q-2, R-3, S-4","Credit Information Companies (Regulation) Act, 2005, s.22, s.23",,,,,
ACTP-041,financial-sector-acts,CICRA — correction of credit information and dispute timelines,L3,confirmed,Y,"Under the RBI's compensation framework for credit information complaints (read with s.21 of CICRA), assume: a complaint must be resolved within 30 calendar day…","B. ₹1,400","Credit Information Companies (Regulation) Act, 2005, s.21; RBI circular on compensation for delayed updation/rectification of credit information (2023)",,,,,
ACTP-042,financial-sector-acts,CICRA — offences and RBI penalties,L3,confirmed,Y,"Consider the following regarding penalties under s.25 of CICRA: 1. Once the RBI imposes a penalty for a contravention, no complaint shall be filed in any court…","B. 1, 2 and 3","Credit Information Companies (Regulation) Act, 2005, s.25",,,,,
ACTP-043,financial-sector-acts,"CICRA — credit institutions, membership and specified users",L4,confirmed,Y,"[case ACTP-CASE-TRIDENT] Absent any RBI extension, the last date by which Trident had to become a member of a credit information company was:",D. 1 July 2026 — at least one CIC,"Credit Information Companies (Regulation) Act, 2005, s.2, s.15(2)",,,,,
ACTP-044,financial-sector-acts,CICRA — correction of credit information and dispute timelines,L4,confirmed,Y,[case ACTP-CASE-TRIDENT] Was Meera's correction updated within the time allowed by s.21(3)?,D. No — due by 19 February 2027; updated 1 day late,"Credit Information Companies (Regulation) Act, 2005, s.21(3)",,,,,
ACTP-045,financial-sector-acts,CICRA — privacy principles and unauthorised access,L4,confirmed,Y,[case ACTP-CASE-TRIDENT] The maximum fine the employee faces for the unauthorised access is:,B. ₹1.60 lakh,"Credit Information Companies (Regulation) Act, 2005, s.22",,,,,
ACTP-046,financial-sector-acts,CICRA — offences and RBI penalties,L4,confirmed,Y,"[case ACTP-CASE-TRIDENT] For wilfully furnishing false repayment data to the CIC, which statement is correct?",C. Fine up to ₹1 crore; or RBI penalty up to ₹1 crore payable in 14 days,"Credit Information Companies (Regulation) Act, 2005, s.23(3), s.25",,,,,
ACTP-047,financial-sector-acts,"Factoring Act — factoring business, assignor, debtor and receivables",L1,confirmed,Y,"Which of the following is excluded from 'factoring business' as defined in s.2 of the Factoring Regulation Act, 2011?",B. A bank's ordinary-course loan secured by book debts,"Factoring Regulation Act, 2011, s.2",,,,,
ACTP-048,financial-sector-acts,Factoring Act — registration of factors and RBI powers,L1,confirmed,Y,Which of the following must obtain a certificate of registration from the RBI under s.3 of the Factoring Regulation Act before carrying on factoring business?,B. A non-banking financial company,"Factoring Regulation Act, 2011, s.3, s.5",,,,,
ACTP-049,financial-sector-acts,"Factoring Act — assignment, notice and rights of the factor",L1,confirmed,Y,"Under s.8 of the Factoring Regulation Act, an assignee (factor) may demand payment of an assigned receivable from the debtor only after:",A. Notice of assignment is given to the debtor as required,"Factoring Regulation Act, 2011, s.8",,,,,
ACTP-050,financial-sector-acts,Factoring Act — registration of assignments with CERSAI and TReDS,L1,confirmed,Y,"Under s.19(1) of the Factoring Regulation Act, a factor must register the particulars of every assignment of receivables in its favour with:",A. The Central Registry under s.20 of the SARFAESI Act (CERSAI),"Factoring Regulation Act, 2011, s.19",,,,,
ACTP-051,financial-sector-acts,"Factoring Act — factoring business, assignor, debtor and receivables",L2,confirmed,Y,"After the Factoring Regulation (Amendment) Act, 2021, which of the following transfers falls within 'assignment' under s.2(a)?",B. Transfer to a factor of part of a foreign debtor's dues,"Factoring Regulation Act, 2011, s.2(a) (as amended 2021), s.7",,,,,
ACTP-052,financial-sector-acts,Factoring Act — penalties,L2,confirmed,Y,A registered factor fails to comply with a direction issued by the RBI under s.6(2); the default continues for 18 days after the initial failure. The maximum p…,B. ₹6.80 lakh,"Factoring Regulation Act, 2011, s.22",,,,,
ACTP-053,financial-sector-acts,Factoring Act — registration of assignments with CERSAI and TReDS,L2,confirmed,Y,"Under s.20 of the Factoring Regulation Act, the particulars of assignment transactions entered in the Central Register are open to inspection by:","D. Any person, on payment of the prescribed fee","Factoring Regulation Act, 2011, s.20",,,,,
ACTP-055,financial-sector-acts,"Factoring Act — assignment, notice and rights of the factor",L2,confirmed,Y,"Before any notice of assignment is given, a debtor pays ₹6 lakh on an assigned receivable to the assignor. Under the Factoring Regulation Act, the ₹6 lakh:",B. Is held by the assignor in trust for the factor,"Factoring Regulation Act, 2011, s.10, s.13",,,,,
ACTP-056,financial-sector-acts,Factoring Act — registration of assignments with CERSAI and TReDS,L2,confirmed,Y,"How did the Factoring Regulation (Amendment) Act, 2021 change the time limit in s.19(1) for a factor to register assignment particulars with the Central Regist…",D. Replaced the fixed 30-day limit with a time to be prescribed,"Factoring Regulation Act, 2011, s.19(1) (as amended 2021)",,,,,
ACTP-058,financial-sector-acts,Factoring Act — registration of factors and RBI powers,L3,confirmed,Y,"**Assertion (A):** After the 2021 amendment, an NBFC need not have factoring as its principal business to be registered as a factor under the Factoring Regulat…",D. Both A and R are true and R is the correct explanation of A,"Factoring Regulation Act, 2011, s.3 (as amended 2021), s.31A",,,,,
ACTP-059,financial-sector-acts,"Factoring Act — assignment, notice and rights of the factor",L3,confirmed,Y,"Consider the following under s.7 of the Factoring Regulation Act: 1. At the time of assignment, the assignor must disclose to the assignee any defences and rig…","D. 1, 2 and 3","Factoring Regulation Act, 2011, s.7",,,,,
ACTP-060,financial-sector-acts,Factoring Act — registration of assignments with CERSAI and TReDS,L3,confirmed,Y,Consider the following about receivables financed through a Trade Receivables Discounting System (TReDS): 1. A TReDS is a payment system authorised by the RBI…,A. 1 and 2 only,"Factoring Regulation Act, 2011, s.2(sa), s.19(1A)",,,,,
ACTP-062,financial-sector-acts,Factoring Act — registration of factors and RBI powers,L3,confirmed,Y,Consider the following under the Factoring Regulation Act: 1. A Government company doing factoring must obtain a certificate of registration under s.3. 2. If a…,C. 2 and 3 only,"Factoring Regulation Act, 2011, s.4, s.5, s.6",,,,,
ACTP-063,financial-sector-acts,"Factoring Act — assignment, notice and rights of the factor",L4,confirmed,Y,"[case ACTP-CASE-KAVERI] To obtain a valid discharge, the amount Narmada must now pay to Sutlej is:",D. ₹35.00 lakh,"Factoring Regulation Act, 2011, s.7, s.9, s.12",,,,,
ACTP-064,financial-sector-acts,"Factoring Act — assignment, notice and rights of the factor",L4,confirmed,Y,[case ACTP-CASE-KAVERI] What is the legal position of the ₹8 lakh that Kaveri received on 20 March 2027?,"D. Kaveri holds it as trustee for Sutlej, to pay over","Factoring Regulation Act, 2011, s.12, s.13",,,,,
ACTP-067,financial-sector-acts,"NI Act — promissory notes, bills of exchange and cheques",L1,confirmed,Y,"Under s.6 of the Negotiable Instruments Act, 1881, a 'cheque' is:","C. A bill on a specified banker, payable only on demand","Negotiable Instruments Act, 1881, s.6",,,,,
ACTP-068,financial-sector-acts,NI Act — crossing of cheques and banker protection,L1,confirmed,Y,"A cheque bears across its face the name 'Canara Bank', with or without two parallel transverse lines. Under the NI Act, the cheque is:",C. Crossed specially to Canara Bank,"Negotiable Instruments Act, 1881, s.124",,,,,
ACTP-070,financial-sector-acts,NI Act — cheque dishonour under s.138 and complaint timelines,L1,confirmed,Y,A cheque for ₹3.60 lakh is dishonoured and all conditions of s.138 of the NI Act are satisfied. The drawer is punishable with imprisonment up to:,"D. 2 years, or fine up to ₹7.20 lakh, or both","Negotiable Instruments Act, 1881, s.138",,,,,
ACTP-071,financial-sector-acts,NI Act — maturity and days of grace,L2,confirmed,Y,"A bill of exchange dated 31 January 2027 is payable one month after date. Assuming no public holiday intervenes, it is at maturity on:",B. 3 March 2027,"Negotiable Instruments Act, 1881, s.22, s.23",,,,,
ACTP-072,financial-sector-acts,NI Act — maturity and days of grace,L2,confirmed,Y,"A bill payable 60 days after sight is presented for sight on 14 October 2026. Assuming no public holiday intervenes, its date of maturity is:",C. 16 December 2026,"Negotiable Instruments Act, 1881, s.22, s.24",,,,,
ACTP-073,financial-sector-acts,NI Act — maturity and days of grace,L2,confirmed,Y,"A bill dated 29 June 2026 is payable three months after date. The day on which it would fall due, including days of grace, is a public holiday (Gandhi Jayanti)…",A. 1 October 2026,"Negotiable Instruments Act, 1881, s.22, s.23, s.25",,,,,
ACTP-074,financial-sector-acts,NI Act — crossing of cheques and banker protection,L2,confirmed,Y,"A cheque crossed generally and marked 'not negotiable' is stolen from the payee. The thief transfers it to Sameer, who takes it for value and in good faith. Un…","A. Gets no better title than the thief, i.e. none","Negotiable Instruments Act, 1881, s.130",,,,,
ACTP-075,financial-sector-acts,NI Act — cheque dishonour under s.138 and complaint timelines,L2,confirmed,Y,"The payee receives the bank's return memo for a dishonoured cheque on 12 January 2027. Excluding the day of receipt, the last date for issuing the demand notic…",D. 11 February 2027,"Negotiable Instruments Act, 1881, s.138 proviso (b)",,,,,
ACTP-076,financial-sector-acts,"NI Act — interim compensation and appeal deposit (s.143A, s.148)",L2,confirmed,Y,"In a trial under s.138 for a cheque of ₹7.50 lakh, the accused pleads not guilty in a summary trial. The maximum interim compensation the court may order under…","D. ₹1.50 lakh, within 60 days, extendable by up to 30 days","Negotiable Instruments Act, 1881, s.143A (inserted 2018)",,,,,
ACTP-078,financial-sector-acts,NI Act — cheque dishonour under s.138 and complaint timelines,L3,confirmed,Y,A cheque dated 5 January 2027 is presented on 20 March 2027 and returned 'funds insufficient'; the payee receives the return memo on 23 March 2027. Notice is s…,A. 2 June 2027,"Negotiable Instruments Act, 1881, s.138, s.142(1)(b)",,,,,
ACTP-079,financial-sector-acts,NI Act — cheque dishonour under s.138 and complaint timelines,L3,confirmed,Y,A cheque dated 10 February 2027 is presented on 25 May 2027 and returned unpaid for insufficiency of funds. Consider: 1. Proviso (a) to s.138 requires presenta…,D. 1 and 2 only,"Negotiable Instruments Act, 1881, s.138 proviso (a); RBI circular on cheque validity (3 months, w.e.f. 1 April 2012)",,,,,
ACTP-080,financial-sector-acts,NI Act — cheque dishonour under s.138 and complaint timelines,L3,confirmed,Y,"**Assertion (A):** Where a cheque was delivered for collection through the payee's account, a s.138 complaint lies in the court within whose jurisdiction the p…",C. Both A and R are true and R is the correct explanation of A,"Negotiable Instruments Act, 1881, s.142(2) (amended 2015)",,,,,
ACTP-081,financial-sector-acts,NI Act — crossing of cheques and banker protection,L3,confirmed,Y,Match the section of the NI Act with its provision. | Section | | Provision | |---|---|---| | P. s.123 | | 1. Two parallel transverse lines — general crossing…,"C. P-1, Q-2, R-3, S-4","Negotiable Instruments Act, 1881, s.85, s.123, s.126, s.131",,,,,
ACTP-082,financial-sector-acts,"NI Act — interim compensation and appeal deposit (s.143A, s.148)",L3,confirmed,Y,"Consider the following regarding interim compensation under s.143A of the NI Act: 1. In a summary or summons trial, it may be ordered where the drawer pleads n…","D. 1, 2 and 3","Negotiable Instruments Act, 1881, s.143A",,,,,
ACTP-084,financial-sector-acts,"NI Act — holder, holder in due course and negotiation",L3,confirmed,Y,Consider the following under the NI Act: 1. Every holder of a negotiable instrument is presumed to be a holder in due course until the contrary is proved. 2. A…,C. 1 and 3 only,"Negotiable Instruments Act, 1881, s.9, s.36, s.118",,,,,
ACTP-085,financial-sector-acts,NI Act — cheque dishonour under s.138 and complaint timelines,L4,confirmed,Y,[case ACTP-CASE-ROHAN] Which statement about the first two conditions of the s.138 proviso is correct?,A. Both met: presented within 3-month validity; notice by 23 June 2027,"Negotiable Instruments Act, 1881, s.138 provisos (a), (b)",,,,,
ACTP-086,financial-sector-acts,NI Act — cheque dishonour under s.138 and complaint timelines,L4,confirmed,Y,[case ACTP-CASE-ROHAN] The last date for Vaidehi to file the complaint without seeking condonation is:,B. 4 August 2027,"Negotiable Instruments Act, 1881, s.138, s.142(1)(b)",,,,,
ACTP-087,financial-sector-acts,"NI Act — interim compensation and appeal deposit (s.143A, s.148)",L4,confirmed,Y,"[case ACTP-CASE-ROHAN] The interim compensation ordered on 1 October 2027, and the date by which Rohan must ordinarily pay it, are:","A. ₹2.40 lakh, by 30 November 2027","Negotiable Instruments Act, 1881, s.143A",,,,,
