id,subject,microtopic,level,factcheck_verdict,verify_fact,stem_excerpt,keyed_answer,ref,sample,reviewer,decision,fix_note,minutes_spent
CAA-026,companies-act,Board composition — minimum and maximum directors,L1,confirmed,Y,"The minimum number of directors for a public company, a private company and a One Person Company, and the maximum without a special resolution, are respectivel…","A. 3, 2, 1; maximum 15",Companies Act 2013 s.149(1),Y,,,,
CAA-035,companies-act,CAG appointment of auditors and the appointment window,L2,confirmed,Y,Match the appointment windows for the **first auditor of a Government company**: | Step | Authority | |---|---| | I | CAG | | II | Board (if CAG fails) | | III…,A. 60 days from registration; next 30 days; next 60 days,Companies Act 2013 s.139(7),Y,,,,
CAA-051,companies-act,Divisible profits and managerial remuneration,L4,confirmed,Y,"[case CAA-CASE-A] The overall ceiling on total managerial remuneration for FY 2025-26 under s.197(1), before any shareholder authorisation to exceed it, is:",B. ₹300.85 lakh,"Companies Act 2013 s.197(1), s.198",Y,,,,
CAA-053,companies-act,Divisible profits and managerial remuneration,L4,confirmed,Y,"[case CAA-CASE-A] Vellora pays each independent director a sitting fee of ₹90,000 per Board meeting. Consider: 1. The sitting fee is within the ceiling prescribed under the Rule…",B. 1 and 2 only,"Companies Act 2013 s.197(2),(5),(7); Rule 4 of Managerial Personnel Rules 2014",Y,,,,
CAA-101,companies-act,Misstatement in prospectus — civil and criminal liability,L1,confirmed,Y,A prospectus is not valid if it is issued more than ____ after a copy is delivered to the Registrar.,B. 90 days,"Companies Act 2013 s.26(4),(8)",Y,,,,
CAA-111,companies-act,Participation by video conferencing,L2,confirmed,Y,Consider the following about Board meetings through video conferencing (position as of 2026): 1. Directors participating through VC are counted for quorum. 2.…,A. 1 and 3 only,"Companies Act 2013 s.173(2), s.174(1); Companies (Meetings of Board and its Powers) Amendment Rules 2021 (omission of Rule 4)",Y,,,,
CAA-123,companies-act,Deposit in a scheduled bank within five days,L4,confirmed,Y,"[case CAA-CASE-E] The amount Kaveri must deposit in a separate account in a scheduled bank, and the last date for doing so, are:",A. ₹12.00 crore by 1 October 2026,Companies Act 2013 s.123(4); General Clauses Act 1897 s.9,Y,,,,
CAA-124,companies-act,Payment of dividend within thirty days,L4,confirmed,Y,"[case CAA-CASE-E] Shareholder X, holding 50,000 shares, is paid only on 15 December 2026; none of the statutory exceptions applies. Counting the default period from the day afte…","D. ₹4,932",Companies Act 2013 s.127,Y,,,,
CAA-128,companies-act,Disqualifications for appointment as director,L4,confirmed,Y,"[case CAA-CASE-F] Consider Leena Rao's position: 1. She is not eligible to be re-appointed in Kanak, or appointed in any other company, for five years from the date on which Kan…",D. 1 and 3 only,"Companies Act 2013 s.164(2)(a), s.167(1)(a) proviso",Y,,,,
CAA-129,companies-act,Loans to directors,L4,confirmed,Y,"[case CAA-CASE-F] After Rohan joins, Sundaram considers: (i) a loan of ₹2 crore to Mehta & Sons, a partnership firm in which Rohan's brother is a partner; (ii) a loan to Vistar…",A. (i) only,Companies Act 2013 s.185 (as substituted w.e.f. 7 May 2018),Y,,,,
CAA-130,companies-act,"Appointment, DIN and intimation to the Registrar",L4,confirmed,Y,[case CAA-CASE-F] Which statement about the filings for Rohan's appointment is correct?,B. Consent to be filed within 30 days (by 10 December 2026); company's return also within 30 days,"Companies Act 2013 s.152(5), s.155, s.161(1), s.170(2)",Y,,,,
CAA-001,companies-act,Adjournment when quorum is absent,L1,confirmed,Y,"In a public company, if a quorum is not present within half an hour of the time appointed for a general meeting (not called on requisition of members), the mee…","B. Stands adjourned to the same day next week, same time and place, or as the Board fixes",Companies Act 2013 s.103(2),,,,,
CAA-002,companies-act,Adjournment when quorum is absent,L2,confirmed,Y,"Kamal Chemicals Ltd, a public company, has 3,200 members. Its AGM fails for want of quorum and the Board fixes the adjourned meeting on a date other than the s…","C. Quorum 15 members personally present; 3 days' notice, individually or by advertisement","Companies Act 2013 s.103(1)(a), s.103(2) proviso",,,,,
CAA-003,companies-act,Adjournment when quorum is absent,L3,confirmed,Y,"Vinayak Steel Ltd, a public company with 6,000 members, calls its AGM. Consider: 1. The quorum is 30 members personally present. 2. If the meeting is adjourned…","B. 1, 2 and 3","Companies Act 2013 s.103(1)(a)(iii), (2)(b), (3)",,,,,
CAA-004,companies-act,Age limits for directors,L1,confirmed,Y,"Under s.196(3), a company shall not appoint or continue the employment of a person as managing director, whole-time director or manager who is below the age of…",C. 21 years; 70 years,Companies Act 2013 s.196(3)(a),,,,,
CAA-005,companies-act,Age limits for directors,L2,confirmed,Y,"Mr Venkat, aged 71, is proposed as a Whole-time Director of Nilgiri Tea Ltd, a public company. Which is correct?","B. He may be appointed by special resolution, with justification in the explanatory statement",Companies Act 2013 s.196(3)(a) proviso,,,,,
CAA-006,companies-act,Alternate director,L2,confirmed,Y,Consider the following about alternate directors under s.161(2): 1. The Board may appoint one only if authorised by the articles or by a resolution passed in g…,B. 1 and 2 only,Companies Act 2013 s.161(2),,,,,
CAA-007,companies-act,Alternate director,L3,confirmed,Y,"Ms Kavya, an independent director of Orbit Ltd, leaves India on 1 August 2026 for five months. The Board (authorised by the articles) appoints Mr Jatin as her…","A. Jatin must meet the s.149(6) criteria, and he vacates office on Kavya's return on 15 October 2026",Companies Act 2013 s.161(2) and provisos,,,,,
CAA-008,companies-act,Appeal to the Supreme Court,L1,confirmed,Y,"Under s.423, an appeal against an order of the NCLAT lies to the Supreme Court:","D. Within 60 days of receipt of the order, on any question of law",Companies Act 2013 s.423,,,,,
CAA-009,companies-act,Appeal to the Supreme Court,L2,confirmed,Y,"A certified copy of an NCLAT order is received by Mehul on 3 March 2026. If the Supreme Court is satisfied that he had sufficient cause for delay, the latest d…",A. 1 July 2026,Companies Act 2013 s.423 proviso,,,,,
CAA-011,companies-act,Appeal window to the NCLAT,L2,confirmed,Y,Consider the following about appeals from the NCLT: 1. No appeal lies to the NCLAT from an order of the NCLT made with the consent of the parties. 2. After hea…,A. 1 and 2 only,"Companies Act 2013 s.421(1),(2),(4)",,,,,
CAA-012,companies-act,Appeal window to the NCLAT,L3,confirmed,Y,The copy of an NCLT order was made available to Rudra Ltd on 12 January 2026. Rudra files its appeal before the NCLAT on 20 March 2026. The appeal is:,"C. Filed on day 67: late, but within the further 45 days; NCLAT may admit it on sufficient cause",Companies Act 2013 s.421(3) and proviso,,,,,
CAA-013,companies-act,Appointment consultation process,L2,confirmed,Y,"Before recommending an auditor, the Audit Committee (or the Board, where no committee is required) must, under the Audit and Auditors Rules, take into consider…","A. 1, 2 and 3 only","Companies Act 2013 s.139(1),(11); Rule 3, Companies (Audit and Auditors) Rules 2014",,,,,
CAA-014,companies-act,Appointment of a registered valuer,L1,confirmed,Y,"Where the Companies Act requires a valuation of shares, property or net worth, the registered valuer is appointed by:","D. The Audit Committee or, in its absence, the Board of Directors",Companies Act 2013 s.247(1),,,,,
CAA-015,companies-act,Appointment of a registered valuer,L3,confirmed,Y,"Mr Naresh, a registered valuer, is engaged in May 2026 to value the shares of Pioneer Ltd, an unlisted company, for a preferential allotment. Consider: 1. He c…","C. 1, 2 and 3 only","Companies Act 2013 s.247(1),(2); s.62(1)(c)",,,,,
CAA-016,companies-act,"Appointment, DIN and intimation to the Registrar",L1,confirmed,Y,"Under ss.153–155, a Director Identification Number is:",C. Allotted once by the Central Government; valid for all his directorships,Companies Act 2013 ss.153-155,,,,,
CAA-017,companies-act,"Appointment, DIN and intimation to the Registrar",L2,confirmed,Y,Rewa Ltd appoints Ms Tara as a director on 5 August 2026. The last date for filing the return of particulars of the appointment with the Registrar is:,B. 4 September 2026,Companies Act 2013 s.170(2),,,,,
CAA-018,companies-act,"Appointment, rotation and tenure of auditors",L2,confirmed,Y,Which of the following companies are covered by the auditor-rotation requirement of s.139(2)? (a) An unlisted public company with paid-up capital of ₹8 crore a…,A. (b) and (c) only,"Companies Act 2013 s.139(2); Rule 5, Companies (Audit and Auditors) Rules 2014",,,,,
CAA-019,companies-act,"Appointment, rotation and tenure of auditors",L3,confirmed,Y,"CA Harish, an individual, was appointed statutory auditor of Lotus Ltd (listed) at the 2022 AGM until the conclusion of the 2027 AGM. The earliest AGM at which…",B. 2032 AGM,Companies Act 2013 s.139(2)(a) and proviso,,,,,
CAA-020,companies-act,Audit Committee — composition and role,L2,confirmed,Y,"Under Rule 6 of the Meetings of Board Rules, which of these unlisted public companies must constitute an Audit Committee (figures per latest audited financial…",A. P and R only,"Companies Act 2013 s.177(1); Rule 6, Companies (Meetings of Board and its Powers) Rules 2014",,,,,
CAA-021,companies-act,Audit Committee — composition and role,L3,confirmed,Y,"Which of the following are functions of the Audit Committee under s.177(4)? 1. Recommending the appointment, remuneration and terms of appointment of auditors.…","C. 1, 2 and 3 only",Companies Act 2013 s.177(4),,,,,
CAA-022,companies-act,Audit Committee — composition and role,L3,confirmed,Y,A director of Harit Ltd enters into a ₹80 lakh transaction (not covered by s.188) on behalf of the company without the Audit Committee's approval. The Committe…,C. Voidable at the option of the Audit Committee,Companies Act 2013 s.177(4)(iv) provisos,,,,,
CAA-023,companies-act,Beneficial owner — when a third person qualifies,L2,confirmed,Y,"Under s.89, a person whose name is entered in the register of members but who does not hold the beneficial interest must file a declaration with the company wi…",D. 30 days; 30 days,"Companies Act 2013 s.89(1),(2),(6)",,,,,
CAA-024,companies-act,Beneficial owner — when a third person qualifies,L3,confirmed,Y,Target Ltd's register shows: | Member | Holding in Target | |---|---:| | Alpha Pvt Ltd | 20% | | Beta Pvt Ltd | 30% | | Mr H (directly) | 3% | Mr H holds 60% o…,C. Mr H only,"Companies Act 2013 s.90; Companies (Significant Beneficial Owners) Rules 2018, Rule 2(1)(h) and Explanations",,,,,
CAA-025,companies-act,Beneficial owner — when a third person qualifies,L3,confirmed,Y,"15% of the shares of Sagar Ltd are registered in the name of Mr Vikram as trustee of the Asha Family Trust, a discretionary trust settled by Mrs Asha for the b…","B. Mr Vikram, the trustee","Companies (Significant Beneficial Owners) Rules 2018, Rule 2(1)(h) Explanation III(iv)",,,,,
CAA-027,companies-act,Board composition — minimum and maximum directors,L2,confirmed,Y,"The Board of Pranav Ltd, a listed public company, has 11 directors. Under the Companies Act, 2013 (ignore SEBI LODR), the minimum number of independent directo…",D. 4,Companies Act 2013 s.149(4) and Explanation,,,,,
CAA-028,companies-act,Board composition — minimum and maximum directors,L3,confirmed,Y,"Aarav Ltd, an unlisted public company, has paid-up capital of ₹60 crore and turnover of ₹320 crore. Consider: 1. Increasing its Board to 17 directors requires…",D. 1 and 2 only,"Companies Act 2013 s.149(1), s.149(3) (amended 2017); Rule 3, Appointment and Qualification of Directors Rules 2014",,,,,
CAA-029,companies-act,Board meetings — frequency and first meeting timing,L1,confirmed,Y,The first meeting of the Board of a newly incorporated company must be held within:,C. 30 days of the date of incorporation,Companies Act 2013 s.173(1),,,,,
CAA-030,companies-act,Board meetings — frequency and first meeting timing,L3,confirmed,Y,Neel Traders Ltd is a small company. Which schedule of Board meetings for calendar year 2026 complies with s.173(5)?,C. 10 March 2026 and 20 September 2026,Companies Act 2013 s.173(5),,,,,
CAA-031,companies-act,Bonus shares — conditions,L2,confirmed,Y,Which of the following are conditions for a bonus issue under s.63? 1. It is authorised by the articles. 2. It has been recommended by the Board and authorised…,"B. 1, 2 and 3 only","Companies Act 2013 s.63(2),(5)",,,,,
CAA-032,companies-act,Bonus shares — conditions,L3,confirmed,Y,Extract of Deccan Motors Ltd's latest audited balance sheet (₹ crore): | Item | ₹ crore | |---|---:| | Equity share capital (fully paid) | 40 | | Securities pr…,A. ₹62.00 crore,"Companies Act 2013 s.2(43), s.63(1)",,,,,
CAA-033,companies-act,Buy-back of securities — s.68 conditions and limits,L3,confirmed,Y,"Ganga Ltd has paid-up equity capital of ₹20 crore (shares of ₹10), free reserves including securities premium of ₹180 crore, and no debt. It proposes a buy-bac…","B. 50,00,000",Companies Act 2013 s.68(2)(c) and proviso,,,,,
CAA-034,companies-act,CAG appointment of auditors and the appointment window,L1,confirmed,Y,"In a Government company, the Comptroller and Auditor-General appoints the auditor (other than the first auditor) within ____ from the commencement of the finan…",A. 180 days,Companies Act 2013 s.139(5),,,,,
CAA-036,companies-act,CAG appointment of auditors and the appointment window,L3,confirmed,Y,"Bhavya Power Corporation Ltd, a Government company, is registered on 10 May 2026. The CAG does not appoint the first auditor. The latest date by which the Boar…",A. 8 August 2026,Companies Act 2013 s.139(7),,,,,
CAA-037,companies-act,Casual vacancy in the office of auditor,L2,confirmed,Y,A casual vacancy arises in the office of auditor of a company whose accounts are audited by an auditor appointed by the CAG. It is filled:,"A. CAG within 30 days; failing which, the Board within the next 30 days",Companies Act 2013 s.139(8)(ii),,,,,
CAA-038,companies-act,Central Registration Centre and certificate of incorporation,L1,confirmed,Y,"A name reserved for a proposed new company (e.g., through SPICe+ Part A) remains reserved for:",A. 20 days from the date of approval,"Companies Act 2013 s.4(5)(i); Rule 9, Companies (Incorporation) Rules 2014",,,,,
CAA-039,companies-act,Central Registration Centre and certificate of incorporation,L2,confirmed,Y,Consider the following about incorporation: 1. The certificate of incorporation issued by the Registrar is conclusive evidence that all requirements of the Act…,C. 1 and 2 only,"Companies Act 2013 s.7(2), s.10A, s.12(1)",,,,,
CAA-040,companies-act,Constitution and powers of the NCLAT,L1,confirmed,Y,"Under s.410, the NCLAT consists of a Chairperson and Judicial and Technical Members numbering, in all, not more than:",A. Eleven,Companies Act 2013 s.410,,,,,
CAA-041,companies-act,Constitution and powers of the NCLAT,L2,confirmed,Y,Consider the following about the NCLAT: 1. It is not bound by the procedure laid down in the Code of Civil Procedure but is guided by the principles of natural…,"A. 1, 2 and 3 only","Companies Act 2013 ss.424, 425",,,,,
CAA-043,companies-act,Cost audit,L3,confirmed,Y,Consider the cost-audit timelines: 1. The cost auditor submits the report to the Board within 180 days from the closure of the financial year. 2. The company f…,"C. 1, 3 and 4 only","Companies (Cost Records and Audit) Rules 2014, Rules 6 and 14",,,,,
CAA-044,companies-act,Delivery timeline for transfer of securities,L1,confirmed,Y,"On allotment of shares, a company must deliver the share certificates (unless the shares are in a depository) within:",D. Two months from the date of allotment,Companies Act 2013 s.56(4)(b),,,,,
CAA-046,companies-act,Delivery timeline for transfer of securities,L3,confirmed,Y,Match each event with the period within which certificates must be delivered under s.56(4): | Event | Period | |---|---| | I. Subscribers to the memorandum | a…,"A. I-b, II-b, III-a, IV-c",Companies Act 2013 s.56(4),,,,,
CAA-047,companies-act,Deposit in a scheduled bank within five days,L1,confirmed,Y,"The amount of a dividend, including an interim dividend, must be deposited in a separate account in a scheduled bank within:",B. Five days from the date of declaration,Companies Act 2013 s.123(4),,,,,
CAA-048,companies-act,Disqualifications for appointment as director,L2,confirmed,Y,Mr Arjun was convicted of an offence and sentenced to imprisonment for eight years. Under s.164(1)(d):,B. He is not eligible for appointment as a director in any company at any time,Companies Act 2013 s.164(1)(d) and proviso,,,,,
CAA-049,companies-act,Disqualifications for appointment as director,L3,confirmed,Y,Four persons are proposed as directors of Meru Ltd in September 2026: - **P**: sentenced to eight months' imprisonment for an offence; sentence expired in Sept…,D. Q only,Companies Act 2013 s.164(1),,,,,
CAA-050,companies-act,Divisible profits and managerial remuneration,L4,confirmed,Y,"[case CAA-CASE-A] The net profit of Vellora for the purpose of s.197, computed under s.198, is:","D. ₹2,735 lakh",Companies Act 2013 s.198(2)-(5) (as amended 2017: fair-value changes excluded),,,,,
CAA-052,companies-act,Divisible profits and managerial remuneration,L4,confirmed,Y,"[case CAA-CASE-A] The Board proposes for FY 2025-26: MD ₹130 lakh, each WTD ₹75 lakh, and commission of ₹29 lakh in total to the non-executive directors (sitting fees separate).…","C. All three: the 10% executive, the 1% NED and the 11% overall limits",Companies Act 2013 s.197(1) provisos,,,,,
CAA-055,companies-act,Buy-back of securities — s.68 conditions and limits,L4,confirmed,Y,"[case CAA-CASE-B] With a special resolution, the maximum amount Sarang can spend on a buy-back of equity shares is:",A. ₹30.00 crore,"Companies Act 2013 s.68(2)(b),(c),(d) and Explanation (free reserves include securities premium)",,,,,
CAA-056,companies-act,Buy-back of securities — s.68 conditions and limits,L4,confirmed,Y,"[case CAA-CASE-B] If the buy-back is to be authorised by a Board resolution alone (no special resolution), the maximum amount is:",D. ₹14.00 crore,Companies Act 2013 s.68(2)(b) proviso,,,,,
CAA-057,companies-act,Buy-back of securities — s.68 conditions and limits,L4,confirmed,Y,"[case CAA-CASE-B] Sarang buys back 12,00,000 shares at ₹240 each, paid out of the general reserve and securities premium. The amount to be transferred to the capital redemption…",C. ₹1.20 crore,Companies Act 2013 s.69(1),,,,,
CAA-058,companies-act,Buy-back of securities — s.68 conditions and limits,L4,confirmed,Y,"[case CAA-CASE-B] On the buy-back process, consider: 1. The buy-back must be completed within one year of the resolution authorising it. 2. Shares bought back must be extinguish…","A. 1, 2 and 4 only","Companies Act 2013 s.68(4),(7),(8),(10)",,,,,
CAA-059,companies-act,Bonus shares — conditions,L4,confirmed,Y,"[case CAA-CASE-B] Instead of a buy-back, the Board considers a bonus issue of fully paid equity shares out of every reserve that may lawfully be capitalised. Ignoring any buy-ba…",D. 19 bonus shares for every 10 held,Companies Act 2013 s.63(1) and proviso,,,,,
CAA-060,companies-act,Board composition — minimum and maximum directors,L4,confirmed,Y,[case CAA-CASE-C] The minimum number of independent directors Tarini must have is:,C. 2,"Companies Act 2013 s.149(4); Rule 4, Companies (Appointment and Qualification of Directors) Rules 2014",,,,,
CAA-061,companies-act,Audit Committee — composition and role,L4,confirmed,Y,[case CAA-CASE-C] Which proposed Audit Committee composition complies with s.177?,"B. D (Chair), E and F","Companies Act 2013 s.177(1)-(2); Rule 6, Companies (Meetings of Board and its Powers) Rules 2014",,,,,
CAA-062,companies-act,Nomination and Remuneration Committee,L4,confirmed,Y,[case CAA-CASE-C] Which proposed Nomination and Remuneration Committee complies with s.178(1)?,"B. E (Chair), D and F",Companies Act 2013 s.178(1),,,,,
CAA-063,companies-act,Cost audit,L4,confirmed,Y,"[case CAA-CASE-C] Regarding cost audit for FY 2026-27, which is correct?",B. Cost audit applies; Board appoints a practising cost accountant within 180 days; statutory auditor barred,"Companies Act 2013 s.148(3); Companies (Cost Records and Audit) Rules 2014, Rules 3, 4, 6",,,,,
CAA-064,companies-act,Independent director eligibility and exclusions,L4,confirmed,Y,[case CAA-CASE-C] Tarini wants to appoint a further independent director in FY 2026-27. Candidates: - **P** ceased to be CFO of Tarini's subsidiary during FY 2024-25. - **Q** ce…,C. Q only,Companies Act 2013 s.149(6)(e),,,,,
CAA-065,companies-act,Divisible profits and managerial remuneration,L3,confirmed,Y,Surya Textiles Ltd has incurred a loss of ₹4 crore in FY 2025-26 and wishes to declare a dividend out of accumulated free reserves. Latest audited figures: pai…,C. ₹4.00 crore,"Companies (Declaration and Payment of Dividend) Rules 2014, Rule 3",,,,,
CAA-067,companies-act,Duties of directors,L1,confirmed,Y,Which of the following is NOT a duty of a director under s.166?,B. To maximise short-term returns to shareholders even at the cost of employees and the environment,Companies Act 2013 s.166,,,,,
CAA-068,companies-act,Duties of directors,L2,confirmed,Y,"A director of Pavan Ltd diverted a supply contract to his relative's firm and made an undue gain of ₹12 lakh. Under s.166(5), he is liable to:","C. Pay the company an amount equal to the gain, i.e., ₹12 lakh",Companies Act 2013 s.166(5),,,,,
CAA-069,companies-act,ESOP and sweat equity — s.54 lock-in,L1,confirmed,Y,Sweat equity shares issued by an unlisted company are locked in for:,C. Three years from the date of allotment,"Companies Act 2013 s.54; Rule 8(5), Share Capital and Debentures Rules 2014",,,,,
CAA-070,companies-act,ESOP and sweat equity — s.54 lock-in,L2,confirmed,Y,"Under Rule 12 of the Share Capital and Debentures Rules (ESOPs of unlisted companies), consider: 1. There must be a minimum period of one year between grant an…","B. 1, 3 and 4 only","Companies Act 2013 s.62(1)(b); Rule 12, Share Capital and Debentures Rules 2014",,,,,
CAA-071,companies-act,ESOP and sweat equity — s.54 lock-in,L3,confirmed,Y,Nimbus Ltd (not a start-up) has existing paid-up equity capital of ₹60 crore and has never issued sweat equity. The maximum sweat equity it can issue this year…,"D. 15% of existing paid-up equity capital, i.e., ₹9 crore (the higher limit)","Rule 8(4), Companies (Share Capital and Debentures) Rules 2014 (as amended 2021)",,,,,
CAA-072,companies-act,Eligibility of a firm as auditor,L2,confirmed,Y,"CA Ishaan is currently auditor of 8 public companies, 6 small companies, 4 private companies with paid-up capital below ₹100 crore, 5 private companies with pa…",B. 7,"Companies Act 2013 s.141(3)(g) (as modified for private companies, 2017)",,,,,
CAA-073,companies-act,Eligibility of a firm as auditor,L3,confirmed,Y,"The brother of CA Yamini, auditor of Tulsi Ltd, acquires shares of face value ₹1.4 lakh in Tulsi's subsidiary. Which is correct?","C. ₹1 lakh relative limit exceeded; corrective action within 60 days, else disqualified","Companies Act 2013 s.141(3)(d)(i); Rule 10, Companies (Audit and Auditors) Rules 2014",,,,,
CAA-074,companies-act,Format of financial statements governed by Schedule III,L1,confirmed,Y,Division II of Schedule III prescribes the format of financial statements for:,"A. Companies required to comply with Ind AS, other than NBFCs","Companies Act 2013 s.129(1), Schedule III",,,,,
CAA-075,companies-act,Format of financial statements governed by Schedule III,L2,confirmed,Y,**Assertion (A):** Instalments of a long-term borrowing falling due within twelve months after the reporting date are classified as current liabilities under S…,"B. Both A and R are true, and R is the correct explanation of A","Companies Act 2013 Schedule III, General Instructions (Division I and II)",,,,,
CAA-076,companies-act,Format of financial statements governed by Schedule III,L3,confirmed,Y,Extract of ratios for Kosi Ltd: | Ratio | FY 2024-25 | FY 2025-26 | |---|---:|---:| | Current ratio | 1.5 | 1.1 | | Debt-equity ratio | 0.8 | 0.95 | | Return o…,D. Current ratio and trade receivables turnover only,"Companies Act 2013 Schedule III (amended 24 March 2021), Additional Regulatory Information — ratios",,,,,
CAA-078,companies-act,Further issue of capital and rights issue,L3,not_flagged,N,"Arun holds 3,850 shares of Nova Ltd. Nova makes a rights issue of 2 shares for every 7 held at ₹60 per share (face value ₹10). If he subscribes in full, he pay…","C. ₹66,000",Standard exam pattern (ICAI/ICMAI/standard texts). Original figures and entities; no text reproduced.,,,,,
CAA-079,companies-act,Further issue of capital and rights issue,L3,confirmed,Y,"Mitra Ltd, an unlisted public company, proposes a preferential allotment of equity shares to a strategic investor under s.62(1)(c). Consider: 1. A special reso…","D. 1, 2 and 3 only","Companies Act 2013 s.62(1)(c); Rule 13, Share Capital and Debentures Rules 2014",,,,,
CAA-080,companies-act,IEPF — permitted and prohibited uses,L1,confirmed,Y,Which of the following amounts is credited to the Investor Education and Protection Fund?,D. Matured deposits and debentures unclaimed for seven years,Companies Act 2013 s.125(2),,,,,
CAA-081,companies-act,IEPF — permitted and prohibited uses,L2,confirmed,Y,"Consider the uses of the IEPF under s.125(3): 1. Promotion of investors' education, awareness and protection. 2. Distribution of any disgorged amount among eli…",D. 1 and 2 only,Companies Act 2013 s.125(3),,,,,
CAA-082,companies-act,Independent director eligibility and exclusions,L2,confirmed,Y,"Mr Dev, proposed as an independent director of Rishi Ltd, had transactions (other than remuneration as director) with Rishi of ₹4.5 lakh in each of the two pre…","D. Not eligible — transactions are 11.25% of his income, above the 10% limit",Companies Act 2013 s.149(6)(c) (amended 2017),,,,,
CAA-083,companies-act,Independent director eligibility and exclusions,L3,confirmed,Y,Ms Ira is proposed as an independent director of Sona Ltd in FY 2026-27. Consider: 1. Her daughter has been a (non-KMP) employee of Sona since 2023; this does…,C. 1 and 2 only,Companies Act 2013 s.149(6)(e)(i) and proviso,,,,,
CAA-084,companies-act,Independent directors — criteria and tenure,L1,confirmed,Y,An independent director may hold office for a term of up to ____ consecutive years and for not more than ____ consecutive terms.,B. Five; two,"Companies Act 2013 s.149(10),(11)",,,,,
CAA-085,companies-act,Independent directors — criteria and tenure,L2,confirmed,Y,Mr Om completed two consecutive terms as an independent director of Zeal Ltd on 31 March 2026. Which is correct?,B. Re-appointable from 1 April 2029; meanwhile no association with Zeal in any capacity,Companies Act 2013 s.149(11) and proviso,,,,,
CAA-086,companies-act,Independent directors — criteria and tenure,L3,confirmed,Y,Consider the following about independent directors: 1. They are not counted in the total number of directors when computing directors liable to retire by rotat…,"C. 1, 2 and 4 only","Companies Act 2013 s.149(9),(12),(13); Schedule IV para VII",,,,,
