id,subject,microtopic,level,factcheck_verdict,verify_fact,stem_excerpt,keyed_answer,ref,sample,reviewer,decision,fix_note,minutes_spent
FINC-020,finance,Capital budgeting — payback and discounted payback,L2,not_flagged,N,A project costing ₹12 lakh is expected to generate: | Year | 1 | 2 | 3 | 4 | 5 | |---|---:|---:|---:|---:|---:| | Cash inflow (₹ lakh) | 3 | 4 | 3.5 | 3 | 2.5…,A. 3.50 years,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-021,finance,Capital budgeting — payback and discounted payback,L2,not_flagged,N,A machine costing ₹10 lakh has a life of 5 years with no salvage and is depreciated on a straight-line basis. It will add ₹3.6 lakh a year to earnings before d…,C. 3.21 years,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-022,finance,Capital budgeting — payback and discounted payback,L3,not_flagged,N,A project requires an outlay of ₹8 lakh. | Year | 1 | 2 | 3 | 4 | |---|---:|---:|---:|---:| | Cash inflow (₹ lakh) | 2.5 | 3 | 3.5 | 2 | | PV factor at 10% | 0…,D. 3.45 years,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-023,finance,"Capital budgeting — NPV, IRR, PI and MIRR",L1,not_flagged,N,The modified internal rate of return (MIRR) differs from the conventional IRR chiefly because MIRR assumes that intermediate cash inflows are reinvested at:,C. The firm's cost of capital (or a specified reinvestment rate),Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-024,finance,"Capital budgeting — NPV, IRR, PI and MIRR",L2,not_flagged,N,Suryoday Packaging Ltd evaluates a project costing ₹20 lakh. | Year | 1 | 2 | 3 | 4 | |---|---:|---:|---:|---:| | Cash inflow (₹ lakh) | 6 | 7 | 8 | 5 | | PV f…,"A. −₹18,700",Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-025,finance,"Capital budgeting — NPV, IRR, PI and MIRR",L2,not_flagged,N,"A project's NPV is ₹12,400 at a discount rate of 14% and −₹8,600 at 18%. By linear interpolation, its IRR is:",C. 16.36%,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-026,finance,"Capital budgeting — NPV, IRR, PI and MIRR",L3,not_flagged,N,"Dhruv Castings Ltd is appraising a new plant: | Particulars | Data | |---|---:| | Cost of plant | ₹30.00 lakh | | Working capital (year 0, released year 5) | ₹…",D. ₹1.04 lakh,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-027,finance,"Capital budgeting — NPV, IRR, PI and MIRR",L3,not_flagged,N,"A machine costing ₹20 lakh is fully depreciated on a straight-line basis over 4 years (nil book value at the end). In year 4, it generates earnings before depr…",A. ₹9.65 lakh,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-028,finance,"Capital budgeting — NPV, IRR, PI and MIRR",L3,not_flagged,N,"A project costs ₹10 lakh and yields ₹4 lakh, ₹5 lakh and ₹4 lakh at the end of years 1, 2 and 3. The cost of capital is 10%. The project's MIRR is:",B. 12.77%,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-029,finance,NPV vs IRR conflict and capital rationing,L1,not_flagged,N,"When NPV and IRR rank two mutually exclusive projects differently, the NPV ranking is generally preferred because NPV:","B. Measures absolute wealth added, assuming reinvestment at the cost of capital",Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-030,finance,NPV vs IRR conflict and capital rationing,L2,not_flagged,N,Two mutually exclusive projects have the following cash flows: | Year | 0 | 1 | 2 | |---|---:|---:|---:| | Project A (₹ lakh) | -20 | 4 | 24 | | Project B (₹ l…,A. 25%,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-031,finance,NPV vs IRR conflict and capital rationing,L2,not_flagged,N,Capital available this year is limited to ₹50 lakh. All projects are divisible and independent. | Project | Outlay (₹ lakh) | NPV (₹ lakh) | |---|---:|---:| |…,C. ₹16.20 lakh,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-032,finance,NPV vs IRR conflict and capital rationing,L3,not_flagged,N,Kshitij Infra Ltd has ₹50 lakh for capital projects this year. The projects are independent and indivisible; unused funds earn nothing extra. | Project | Outla…,B. B and C — NPV ₹16.70 lakh,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-033,finance,NPV vs IRR conflict and capital rationing,L3,not_flagged,N,Two mutually exclusive projects each have a 4-year life. Cost of capital is 12% (PVAF = 3.037). | Project | Outlay (₹ lakh) | Annual inflow (₹ lakh) | |---|---…,"A. B, since the incremental IRR of about 13.5% exceeds 12%",Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-034,finance,NPV vs IRR conflict and capital rationing,L3,not_flagged,N,"Consider the following statements: 1. For two conventional mutually exclusive projects whose NPV profiles cross, the NPV and IRR rankings conflict only when th…",B. 1 and 2 only,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-035,finance,Capital budgeting under risk,L1,not_flagged,N,"Under the certainty-equivalent approach, the certainty-equivalent cash flows of a project are discounted at the:",B. Risk-free rate of return,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-036,finance,Capital budgeting under risk,L2,not_flagged,N,"A project costs ₹10 lakh and yields ₹4 lakh a year for 4 years. The risk-free rate is 8%, the firm's WACC is 12%, and management adds a risk premium of 6% over…",A. ₹1.656 lakh,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-037,finance,Capital budgeting under risk,L2,not_flagged,N,A project costs ₹6 lakh. | Year | 1 | 2 | 3 | |---|---:|---:|---:| | Expected cash flow (₹ lakh) | 3 | 3 | 2.5 | | Certainty-equivalent coefficient | 0.9 | 0.8…,"A. ₹15,210",Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-038,finance,Capital budgeting under risk,L2,not_flagged,N,A project costs ₹12 lakh and has a life of 3 years. The annual cash inflow (same in each year) follows this distribution: | Annual cash inflow (₹ lakh) | Proba…,C. ₹1.181 lakh,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-039,finance,Capital budgeting under risk,L3,not_flagged,N,"Jivika Appliances Ltd: outlay ₹20 lakh; annual sales 10,000 units at ₹500; variable cost ₹300 per unit; fixed cash cost ₹8 lakh a year; life 5 years; cost of c…",B. Selling price: a fall of 13.45%,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-040,finance,Capital budgeting under risk,L3,not_flagged,N,Two projects have the following NPV distributions: | NPV of X (₹ lakh) | Probability | NPV of Y (₹ lakh) | Probability | |---|---:|---:|---:| | 2 | 0.2 | 4 | 0…,D. 0.45,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-041,finance,"Leverage — operating, financial and combined",L1,not_flagged,N,Operating leverage of a firm arises because of the presence of:,C. Fixed operating costs in its cost structure,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-042,finance,"Leverage — operating, financial and combined",L2,not_flagged,N,Extract for Ananta Foods Ltd: | Particulars | ₹ lakh | |---|---:| | Sales | 50 | | Variable cost | 30 | | Fixed operating cost | 12 | | Interest | 3 | The degr…,C. 4.00,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-043,finance,"Leverage — operating, financial and combined",L2,not_flagged,N,"A company has a degree of operating leverage of 2.2 and a degree of financial leverage of 1.5. If sales rise by 12%, EPS will rise by:",D. 39.6%,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-044,finance,"Leverage — operating, financial and combined",L3,not_flagged,N,Data for Bhavya Plastics Ltd: | Particulars | Data | |---|---:| | Sales | 4 lakh units at ₹20 | | Variable cost | ₹12 per unit | | Fixed operating cost | ₹18 l…,A. 2.33,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-045,finance,"Leverage — operating, financial and combined",L3,not_flagged,N,"Kanak Metals Ltd has a degree of operating leverage of 3, a degree of financial leverage of 2, interest of ₹6 lakh and a P/V ratio of 40%. It has no preference…",D. ₹24 lakh,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-046,finance,EBIT–EPS analysis and financial indifference point,L1,not_flagged,N,The financial break-even point of a firm with debt and preference capital is the level of EBIT at which:,D. EPS is zero — EBIT just covers interest and pre-tax preference dividend,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-047,finance,EBIT–EPS analysis and financial indifference point,L2,not_flagged,N,A new company needs ₹50 lakh. Plan A: all equity — 5 lakh shares of ₹10. Plan B: 2 lakh shares of ₹10 plus ₹30 lakh of 10% debentures. Tax rate 25%. The EBIT a…,D. ₹5.00 lakh,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-048,finance,EBIT–EPS analysis and financial indifference point,L2,not_flagged,N,"Under a proposed plan, Lakshya Retail Ltd will have 5 lakh equity shares and ₹30 lakh of 12% preference shares, and no debt. Expected EBIT is ₹12 lakh and the…",C. ₹1.08,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-049,finance,EBIT–EPS analysis and financial indifference point,L3,not_flagged,N,Charvi Textiles Ltd has 4 lakh equity shares and ₹15 lakh of 10% debentures. It needs ₹20 lakh more and is choosing between (i) issuing 2 lakh equity shares at…,B. ₹11.79 lakh,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-050,finance,EBIT–EPS analysis and financial indifference point,L3,not_flagged,N,"Suvidha Logistics Ltd, a new company, will raise ₹60 lakh under one of these plans: | Plan | Equity (₹10 shares) | Debt | Preference | |---|---:|---:|---:| | A…",B. Plan C; ₹4.40 lakh,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-051,finance,"Capital structure theories — NI, NOI, traditional and MM",L1,not_flagged,N,"Under the Net Operating Income (NOI) approach, as a firm substitutes debt for equity, which of the following remains constant?",D. The overall cost of capital (Ko) and the value of the firm,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-052,finance,"Capital structure theories — NI, NOI, traditional and MM",L2,not_flagged,N,"Rishabh Engineering Ltd has EBIT of ₹10 lakh and ₹30 lakh of 10% debt. Its equity capitalisation rate is 15%. Under the Net Income approach (no taxes), its ove…",A. 13.04%,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-053,finance,"Capital structure theories — NI, NOI, traditional and MM",L3,not_flagged,N,Firms U and L are identical except that L has ₹40 lakh of 8% debt; U is all-equity. Both earn EBIT of ₹12 lakh and U's cost of equity is 12%. Assuming Modiglia…,D. 14.67%,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-054,finance,"Capital structure theories — NI, NOI, traditional and MM",L3,not_flagged,N,Two firms are identical in every respect except capital structure (ignore taxes): | Particulars | Firm U | Firm L | |---|---:|---:| | EBIT (₹ lakh) | 20 | 20 |…,"B. ₹18,750",Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-055,finance,"Dividend policy models — Walter, Gordon and MM",L1,not_flagged,N,"Under Walter's model, for a growth firm whose return on investment (r) exceeds its cost of equity (k), the optimum dividend payout ratio is:",C. Zero — all earnings should be retained,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-056,finance,"Capital budgeting — NPV, IRR, PI and MIRR",L4,not_flagged,N,[case FINC-C1-ashvik] The cash flow after tax from operations in year 2 is:,D. ₹20.25 lakh,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-057,finance,"Capital budgeting — NPV, IRR, PI and MIRR",L4,not_flagged,N,[case FINC-C1-ashvik] The terminal (non-operating) cash inflow at the end of year 5 is:,A. ₹13.25 lakh,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-058,finance,"Capital budgeting — NPV, IRR, PI and MIRR",L4,not_flagged,N,[case FINC-C1-ashvik] The NPV of the project is:,C. ₹25.29 lakh,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-059,finance,Capital budgeting — payback and discounted payback,L4,not_flagged,N,[case FINC-C1-ashvik] The discounted payback period of the project is:,A. 3.52 years,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-060,finance,"Leverage — operating, financial and combined",L4,not_flagged,N,[case FINC-C2-kavera] The degree of combined leverage after expansion under Plan B is:,A. 2.58,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-061,finance,EBIT–EPS analysis and financial indifference point,L4,not_flagged,N,[case FINC-C2-kavera] The EBIT at which EPS is the same under Plans A and B is:,B. ₹88.00 lakh,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-062,finance,"Cost of capital — debt, preference and equity",L4,not_flagged,N,[case FINC-C2-kavera] The cost of the new equity under Plan A is:,D. 15.92%,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-063,finance,Weighted average and marginal cost of capital,L4,not_flagged,N,"[case FINC-C2-kavera] If Plan B is adopted, the cost of equity is expected to rise to 16.5%. Using book-value weights, the WACC after expansion is:",D. 12.45%,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-064,finance,"Dividend policy models — Walter, Gordon and MM",L4,not_flagged,N,"[case FINC-C3-meridian] Under Walter's model, the price per share at the present payout ratio is:",C. ₹100.41,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-065,finance,"Dividend policy models — Walter, Gordon and MM",L4,not_flagged,N,"[case FINC-C3-meridian] Under Walter's model, the optimum payout ratio and the corresponding price per share are:",B. 0%; ₹110.20,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-066,finance,"Dividend policy models — Walter, Gordon and MM",L4,not_flagged,N,"[case FINC-C3-meridian] Treating ₹12 as next year's EPS, the price per share under Gordon's model at the present payout ratio is:",B. ₹150.00,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-067,finance,"Dividend policy models — Walter, Gordon and MM",L4,not_flagged,N,"[case FINC-C3-meridian] The company decides to pay a dividend of ₹4.80 per share at the end of the year. Under the Modigliani–Miller model, the number of new shares it must issue at y…","A. 49,451 shares",Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-068,finance,"Capital structure theories — NI, NOI, traditional and MM",L4,not_flagged,N,[case FINC-C4-rudra] The value of the firm after the recapitalisation is:,B. ₹165 lakh,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-069,finance,"Capital structure theories — NI, NOI, traditional and MM",L4,not_flagged,N,[case FINC-C4-rudra] The cost of equity after the recapitalisation is:,C. 18.43%,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-070,finance,"CAPM, beta and the security market line",L4,not_flagged,N,"[case FINC-C4-rudra] The equity beta after recapitalisation, consistent with CAPM and the cost of equity found above, is:",D. 1.43,Standard ICAI/ICMAI Financial Management pattern. Original figures and entities; no text reproduced.,,,,,
FINC-071,finance,Income-tax — assessment and rectification,L1,confirmed,Y,"Under the Income-tax Act, 2025, which concept replaces the twin concepts of 'previous year' and 'assessment year' used under the Income-tax Act, 1961?","D. A single 'tax year', the year in which the income is earned","Income-tax Act, 2025 (w.e.f. 1 April 2026) — verify against official text",,,,,
FINC-073,finance,Direct vs indirect taxes,L1,confirmed,Y,"Under the Income-tax Act, 2025, consider the following statements: 1. Income tax under the new Act remains a direct tax, as its impact and incidence fall on th…",A. 1 and 3 only,"Income-tax Act, 2025 (w.e.f. 1 April 2026) — verify against official text",,,,,
