id,subject,microtopic,level,factcheck_verdict,verify_fact,stem_excerpt,keyed_answer,ref,sample,reviewer,decision,fix_note,minutes_spent
ACTI-083,financial-sector-acts,"IFSCA Act — finance, foreign currency and accountability",L3,confirmed,Y,"Consider the following statements on the Performance Review Committee under s.17 of the IFSCA Act, 2019: 1. It is to consist of at least two members. 2. It rev…",D. 1 and 2 only,"International Financial Services Centres Authority Act, 2019, s.17",Y,,,,
ACTI-001,financial-sector-acts,"Insurance Act — registration, capital and foreign insurer restrictions",L1,confirmed,Y,A trading company wishes to take out a fire policy on its warehouse at Nhava Sheva with an insurer whose principal place of business is in Singapore and which…,A. Permitted only with the prior permission of the Authority (IRDAI),"Insurance Act, 1938, s.2CB",,,,,
ACTI-002,financial-sector-acts,Insurance Act — s.45 indisputability and s.64VB premium in advance,L1,confirmed,Y,"Under s.64VB of the Insurance Act, 1938, an insurer may assume a risk in India:","D. Only once the premium is received, guaranteed or deposited in advance as prescribed","Insurance Act, 1938, s.64VB",,,,,
ACTI-003,financial-sector-acts,"Insurance Act — investments, loans and commission controls",L1,confirmed,Y,"Which of the following is specifically prohibited by s.27E of the Insurance Act, 1938?","B. Investing the funds of policyholders outside India, directly or indirectly","Insurance Act, 1938, s.27E",,,,,
ACTI-004,financial-sector-acts,"Insurance Act — surveyors, penalties and appeals",L1,confirmed,Y,"A person aggrieved by an order of IRDAI under the Insurance Act, 1938 may appeal to:","D. The Securities Appellate Tribunal, within 45 days of receipt of the order","Insurance Act, 1938, s.110 (Insurance Laws (Amendment) Act, 2015)",,,,,
ACTI-005,financial-sector-acts,"Insurance Act — registration, capital and foreign insurer restrictions",L2,confirmed,Y,Suraksha Jeevan Ltd applies to IRDAI for registration to carry on life insurance business. Its balance sheet shows: | Item | ₹ crore | |---|---:| | Paid-up equ…,D. Shortfall of ₹3 crore,"Insurance Act, 1938, s.6(1)",,,,,
ACTI-006,financial-sector-acts,Insurance Act — assignment and nomination under ss.38–39,L2,confirmed,Y,"Harish, who holds a life policy on his own life, nominates his 11-year-old daughter as the nominee. Under s.39 of the Insurance Act, 1938:",B. He may appoint a person to receive the policy money if it becomes payable during her minority,"Insurance Act, 1938, s.39",,,,,
ACTI-007,financial-sector-acts,Insurance Act — s.45 indisputability and s.64VB premium in advance,L2,confirmed,Y,A life policy was issued on 12 August 2021 with risk commencing on 20 August 2021. It lapsed for non-payment and was revived on 5 March 2023. No rider was adde…,C. 5 March 2026,"Insurance Act, 1938, s.45(1) (2015 substitution)",,,,,
ACTI-008,financial-sector-acts,Insurance Act — s.45 indisputability and s.64VB premium in advance,L2,confirmed,Y,"Within two years of issue, an insurer repudiates a life policy on the ground of suppression of a material fact; fraud is neither alleged nor proved. The policy…","D. Pay ₹1,45,800, within 90 days of the repudiation","Insurance Act, 1938, s.45(4)",,,,,
ACTI-009,financial-sector-acts,"Insurance Act — investments, loans and commission controls",L2,confirmed,Y,"Pragati General Insurance Ltd pays a car dealership's sales executive ₹1,500 for every motor policy he refers. He is neither an insurance agent nor an insuranc…","A. In breach of s.40, as only agents or intermediaries may be so paid","Insurance Act, 1938, s.40",,,,,
ACTI-010,financial-sector-acts,"Insurance Act — surveyors, penalties and appeals",L2,confirmed,Y,"Assume regulations under s.64UM(2) of the Insurance Act, 1938 specify ₹50,000 as the threshold claim value. A motor own-damage claim of ₹74,500 is reported. A…",D. Report mandatory; the insurer may still settle at a different amount,"Insurance Act, 1938, s.64UM(2) and proviso (threshold given as data)",,,,,
ACTI-012,financial-sector-acts,Insurance Act — assignment and nomination under ss.38–39,L3,confirmed,Y,"Consider the following statements under ss.38–39 of the Insurance Act, 1938: 1. An assignment of a life policy to a bank as security for a housing loan automat…",B. 1 and 3 only,"Insurance Act, 1938, ss.38, 39",,,,,
ACTI-013,financial-sector-acts,Insurance Act — s.45 indisputability and s.64VB premium in advance,L3,confirmed,Y,"**Assertion (A):** Six years after issue, an insurer may reduce the sum assured of a life policy on proof that the insured's age was understated in the proposa…","A. Both A and R are true, and R is the correct explanation of A","Insurance Act, 1938, s.45(5)",,,,,
ACTI-014,financial-sector-acts,Insurance Act — s.45 indisputability and s.64VB premium in advance,L3,confirmed,Y,"Consider the following statements under s.64VB of the Insurance Act, 1938: 1. Where the premium is sent by cheque by post, the risk may be assumed from the dat…",C. 1 and 3 only,"Insurance Act, 1938, s.64VB",,,,,
ACTI-016,financial-sector-acts,"Insurance Act — registration, capital and foreign insurer restrictions",L3,confirmed,Y,"Match the section of the Insurance Act, 1938 with its subject: | Section | Subject | |---|---| | A. s.2CB | 1. Requirement of a certificate of registration to…","A. A-3, B-1, C-4, D-2","Insurance Act, 1938, ss.2CB, 3, 27E, 64VB",,,,,
ACTI-017,financial-sector-acts,"Insurance Act — investments, loans and commission controls",L3,confirmed,Y,"Consider the following statements under the Insurance Act, 1938 as it stands in 2026: 1. The Authority may specify limits on commission, remuneration or reward…",D. 1 and 2 only,"Insurance Act, 1938, ss.40, 41 (as amended by the Sabka Bima Sabki Raksha (Amendment of Insurance Laws) Act, 2025, in force 05-02-2026)",,,,,
ACTI-018,financial-sector-acts,"Insurance Act — surveyors, penalties and appeals",L3,confirmed,Y,"Assume the threshold specified by regulations under s.64UM(2) of the Insurance Act, 1938 is ₹50,000. Four general insurance claims arising in India are pending…",B. B and C only,"Insurance Act, 1938, s.64UM(2) (threshold given as data)",,,,,
ACTI-019,financial-sector-acts,Insurance Act — s.45 indisputability and s.64VB premium in advance,L4,confirmed,Y,[case ACTI-CASE-INS-MEERA] Up to which date may the insurer call the policy in question under s.45?,D. 10 September 2027,"Insurance Act, 1938, s.45(1)",,,,,
ACTI-020,financial-sector-acts,Insurance Act — s.45 indisputability and s.64VB premium in advance,L4,confirmed,Y,"[case ACTI-CASE-INS-MEERA] If the insurer repudiates on 15 May 2026 for the non-disclosure, it must pay:","A. ₹1,82,500 by 13 August 2026","Insurance Act, 1938, s.45(4)",,,,,
ACTI-021,financial-sector-acts,Insurance Act — assignment and nomination under ss.38–39,L4,confirmed,Y,"[case ACTI-CASE-INS-MEERA] Assuming the claim is admitted, who is entitled to receive the policy money?","A. Kaveri Finance Ltd, as the assignment cancelled the nomination","Insurance Act, 1938, ss.38, 39",,,,,
ACTI-022,financial-sector-acts,Insurance Act — assignment and nomination under ss.38–39,L4,confirmed,Y,"[case ACTI-CASE-INS-MEERA] Suppose instead there was no assignment to Kaveri Finance, but Meera had assigned the policy to the insurer itself against a policy loan of ₹60,000 (within sur…","C. ₹4,67,600","Insurance Act, 1938, s.39",,,,,
ACTI-025,financial-sector-acts,IRDA Act — Central Government control and advisory committee,L1,confirmed,Y,"Under s.19 of the IRDA Act, 1999, the Central Government may supersede IRDAI for a period not exceeding:",D. Six months,"Insurance Regulatory and Development Authority Act, 1999, s.19",,,,,
ACTI-026,financial-sector-acts,"IRDA Act — funds, accounts and reports",L1,confirmed,Y,"After the 2025 amendments to the IRDA Act, 1999, sums realised by way of penalties by IRDAI are credited to:",C. The Policyholders' Education and Protection Fund,"Insurance Regulatory and Development Authority Act, 1999, s.16A (as amended by the Sabka Bima Sabki Raksha (Amendment of Insurance Laws) Act, 2025, in force 05-02-2026)",,,,,
ACTI-028,financial-sector-acts,"IRDA Act — establishment, composition and tenure",L2,confirmed,Y,The Chairperson of IRDAI ceases to hold office on 30 September 2026. Which of the following proposed engagements requires the previous approval of the Central…,A. Director on the board of a private general insurer from 1 August 2028,"Insurance Regulatory and Development Authority Act, 1999, s.8",,,,,
ACTI-029,financial-sector-acts,"IRDA Act — duties, powers and functions under s.14",L2,confirmed,Y,"Which of the following is NOT among the powers and functions of IRDAI listed in s.14(2) of the IRDA Act, 1999?",A. Regulating pension funds under the National Pension System,"Insurance Regulatory and Development Authority Act, 1999, s.14(2)",,,,,
ACTI-030,financial-sector-acts,IRDA Act — Central Government control and advisory committee,L2,confirmed,Y,"The Central Government issues a written direction to IRDAI naming the software vendor IRDAI must use for its internal staff-leave system, and itself describes…","C. Not binding under s.18, which excludes technical and administrative matters","Insurance Regulatory and Development Authority Act, 1999, s.18",,,,,
ACTI-031,financial-sector-acts,"IRDA Act — funds, accounts and reports",L2,confirmed,Y,"Under s.16 of the IRDA Act, 1999 (as amended in 2025), 25% of the annual surplus of the IRDA Fund goes to a Reserve Fund, the Reserve Fund being capped at the…",B. ₹120 crore to Reserve Fund; ₹360 crore to Consolidated Fund of India,"Insurance Regulatory and Development Authority Act, 1999, s.16(3)-(4) (as amended by the Sabka Bima Sabki Raksha (Amendment of Insurance Laws) Act, 2025, in force 05-02-2026)",,,,,
ACTI-032,financial-sector-acts,"IRDA Act — duties, powers and functions under s.14",L2,confirmed,Y,"A general insurer contravenes a regulation made by IRDAI under the IRDA Act, 1999 itself (not under the Insurance Act). After the 2025 amendments, IRDAI's powe…","C. Flows from s.14(2)(n), applying the s.102 Insurance Act penalty","Insurance Regulatory and Development Authority Act, 1999, s.14(2)(n) (as amended by the Sabka Bima Sabki Raksha (Amendment of Insurance Laws) Act, 2025, in force 05-02-2026)",,,,,
ACTI-033,financial-sector-acts,"IRDA Act — establishment, composition and tenure",L3,confirmed,Y,"Consider the following statements about IRDAI members under the IRDA Act, 1999 (as amended in 2025): 1. A part-time member holds office for a term not exceedin…",B. 1 and 3 only,"Insurance Regulatory and Development Authority Act, 1999, ss.5, 6 (as amended by the Sabka Bima Sabki Raksha (Amendment of Insurance Laws) Act, 2025, in force 05-02-2026)",,,,,
ACTI-034,financial-sector-acts,"IRDA Act — duties, powers and functions under s.14",L3,confirmed,Y,Match the matter with the provision that governs it: | Matter | Provision | |---|---| | A. IRDAI adjudicates a dispute between an insurer and a broker | 1. IRD…,"C. A-2, B-4, C-1, D-3","Insurance Regulatory and Development Authority Act, 1999, ss.14, 19; Insurance Act, 1938, ss.39, 110",,,,,
ACTI-035,financial-sector-acts,IRDA Act — Central Government control and advisory committee,L3,confirmed,Y,The Central Government is considering superseding IRDAI for persistent default in complying with its directions. Consider: 1. The notification cannot specify a…,"C. 1, 2 and 4 only","Insurance Regulatory and Development Authority Act, 1999, s.19",,,,,
ACTI-036,financial-sector-acts,"IRDA Act — funds, accounts and reports",L3,confirmed,Y,"Consider the following statements about the IRDA Fund under s.16 of the IRDA Act, 1999 (as amended in 2025): 1. The Fund is credited with Government grants and…",A. 1 and 2 only,"Insurance Regulatory and Development Authority Act, 1999, ss.16, 16A (as amended by the Sabka Bima Sabki Raksha (Amendment of Insurance Laws) Act, 2025, in force 05-02-2026)",,,,,
ACTI-037,financial-sector-acts,"IRDA Act — duties, powers and functions under s.14",L3,confirmed,Y,"**Assertion (A):** IRDAI's power under s.14(2)(i) of the IRDA Act, 1999 to control and regulate rates, advantages, terms and conditions extends to life insuran…","B. A is false, but R is true","Insurance Regulatory and Development Authority Act, 1999, s.14(2)(i)",,,,,
ACTI-038,financial-sector-acts,IRDA Act — Central Government control and advisory committee,L3,confirmed,Y,"IRDAI is at its full statutory strength. It constitutes the Insurance Advisory Committee under s.25 of the IRDA Act, 1999 with the maximum permissible number o…",C. 35,"Insurance Regulatory and Development Authority Act, 1999, ss.4, 25",,,,,
ACTI-039,financial-sector-acts,"IRDA Act — funds, accounts and reports",L4,confirmed,Y,[case ACTI-CASE-IRDA-YEAREND] The annual surplus of the IRDA Fund for the year is:,D. ₹760 crore,"Insurance Regulatory and Development Authority Act, 1999, ss.16, 16A (as amended by the Sabka Bima Sabki Raksha (Amendment of Insurance Laws) Act, 2025, in force 05-02-2026)",,,,,
ACTI-040,financial-sector-acts,"IRDA Act — funds, accounts and reports",L4,confirmed,Y,[case ACTI-CASE-IRDA-YEAREND] The amounts transferred to the Reserve Fund and to the Consolidated Fund of India are:,B. ₹60 crore and ₹700 crore,"Insurance Regulatory and Development Authority Act, 1999, s.16(3)-(4) (as amended by the Sabka Bima Sabki Raksha (Amendment of Insurance Laws) Act, 2025, in force 05-02-2026)",,,,,
ACTI-041,financial-sector-acts,"IRDA Act — duties, powers and functions under s.14",L4,confirmed,Y,[case ACTI-CASE-IRDA-YEAREND] During the year a broker failed for 30 days to furnish a return required under IRDAI regulations. The maximum penalty and its destination are:,"D. ₹30 lakh, credited to the Policyholders' Education and Protection Fund","Insurance Regulatory and Development Authority Act, 1999, ss.14(2)(n), 16A; Insurance Act, 1938, s.102 (as amended by the Sabka Bima Sabki Raksha (Amendment of Insurance Laws) Act, 2025, in force 05-02-2026)",,,,,
ACTI-042,financial-sector-acts,"IRDA Act — funds, accounts and reports",L4,confirmed,Y,[case ACTI-CASE-IRDA-YEAREND] The annual report of IRDAI's activities for FY 2026-27 and the audit of its accounts are governed as follows:,C. Report to the Central Government by 31 December 2027; accounts audited by the CAG,"Insurance Regulatory and Development Authority Act, 1999, ss.17, 20",,,,,
ACTI-045,financial-sector-acts,"PFRDA Act — appeals, funds and oversight",L1,confirmed,Y,An appeal against an order of PFRDA or its adjudicating officer lies to:,"D. The Securities Appellate Tribunal, within 45 days of receipt of the order","Pension Fund Regulatory and Development Authority Act, 2013, s.36",,,,,
ACTI-046,financial-sector-acts,PFRDA Act — scope and functions of the Authority,L1,confirmed,Y,"Which of the following falls OUTSIDE the application of the PFRDA Act, 2013 under s.12?","C. Schemes under the Employees' Provident Funds and Miscellaneous Provisions Act, 1952","Pension Fund Regulatory and Development Authority Act, 2013, s.12",,,,,
ACTI-047,financial-sector-acts,PFRDA Act — National Pension System and intermediaries,L1,confirmed,Y,"Under s.23 of the PFRDA Act, 2013, among the pension funds registered by the Authority:",D. At least one shall be a Government company,"Pension Fund Regulatory and Development Authority Act, 2013, s.23",,,,,
ACTI-048,financial-sector-acts,"PFRDA Act — constitution, composition and tenure",L2,confirmed,Y,"A whole-time member of PFRDA, born on 20 July 1965, enters office on 1 October 2025. Under s.5 of the PFRDA Act, 2013, he holds office until:",A. 20 July 2027,"Pension Fund Regulatory and Development Authority Act, 2013, s.5",,,,,
ACTI-049,financial-sector-acts,PFRDA Act — National Pension System and intermediaries,L2,confirmed,Y,"An NPS subscriber's account shows own contributions ₹7,84,000, employer contributions ₹7,84,000 and accumulated returns ₹5,12,000. Under s.20(2)(b) of the PFRD…","A. ₹1,96,000","Pension Fund Regulatory and Development Authority Act, 2013, s.20(2)(b)",,,,,
ACTI-051,financial-sector-acts,"PFRDA Act — penalties, adjudication and offences",L2,confirmed,Y,"An entity acted as a point of presence without a certificate of registration for 140 days, earning profits of ₹32 lakh from the activity. The maximum penalty u…",A. ₹1.00 crore,"Pension Fund Regulatory and Development Authority Act, 2013, s.28(1)",,,,,
ACTI-052,financial-sector-acts,"PFRDA Act — appeals, funds and oversight",L2,confirmed,Y,"An order of the Securities Appellate Tribunal in a PFRDA matter is communicated to the aggrieved intermediary on 12 March 2026. Under s.38 of the PFRDA Act, 20…",A. 11 May 2026; extendable to 10 July 2026,"Pension Fund Regulatory and Development Authority Act, 2013, s.38",,,,,
ACTI-054,financial-sector-acts,"PFRDA Act — penalties, adjudication and offences",L2,confirmed,Y,"Penalties realised under the PFRDA Act, 2013 are credited to:",C. The Subscriber Education and Protection Fund,"Pension Fund Regulatory and Development Authority Act, 2013, ss.29, 41",,,,,
ACTI-055,financial-sector-acts,PFRDA Act — National Pension System and intermediaries,L3,confirmed,Y,"Consider the following features of the NPS under s.20(2) of the PFRDA Act, 2013: 1. A subscriber has the option of investing up to 100% of funds in Government…",C. 1 and 2 only,"Pension Fund Regulatory and Development Authority Act, 2013, s.20(2)",,,,,
ACTI-056,financial-sector-acts,PFRDA Act — National Pension System and intermediaries,L3,confirmed,Y,"Match the provision of the PFRDA Act, 2013 with its content: | Section | Content | |---|---| | A. s.21 | 1. Receiving contributions and instructions, transmitt…","C. A-3, B-1, C-4, D-2","Pension Fund Regulatory and Development Authority Act, 2013, ss.21, 22, 24, 25",,,,,
ACTI-057,financial-sector-acts,"PFRDA Act — penalties, adjudication and offences",L3,confirmed,Y,"Two registered intermediaries contravene the regulations in ways for which no separate penalty is provided in the PFRDA Act, 2013. Intermediary X made profits…",B. ₹2.35 crore,"Pension Fund Regulatory and Development Authority Act, 2013, s.28",,,,,
ACTI-058,financial-sector-acts,"PFRDA Act — penalties, adjudication and offences",L3,confirmed,Y,"Consider the following statements under the PFRDA Act, 2013: 1. No court shall take cognizance of an offence under the Act except on a complaint made by the Au…",D. 1 and 2 only,"Pension Fund Regulatory and Development Authority Act, 2013, ss.32, 35",,,,,
ACTI-059,financial-sector-acts,"PFRDA Act — appeals, funds and oversight",L3,confirmed,Y,"PFRDA is at its maximum statutory strength and constitutes the Pension Advisory Committee under s.45 of the PFRDA Act, 2013 with the maximum number of other me…",B. 32,"Pension Fund Regulatory and Development Authority Act, 2013, ss.4, 45",,,,,
ACTI-060,financial-sector-acts,"PFRDA Act — constitution, composition and tenure",L3,confirmed,Y,"Consider the following statements under the PFRDA Act, 2013: 1. For two years after ceasing office, the Chairperson and whole-time members may not, without Cen…","A. 1, 2 and 3","Pension Fund Regulatory and Development Authority Act, 2013, ss.4, 5, 7",,,,,
ACTI-061,financial-sector-acts,PFRDA Act — scope and functions of the Authority,L3,confirmed,Y,"**Assertion (A):** A State Government may bring its employees within the National Pension System. **Reason (R):** Section 12 of the PFRDA Act, 2013 enables a S…","C. Both A and R are true, and R is the correct explanation of A","Pension Fund Regulatory and Development Authority Act, 2013, s.12",,,,,
ACTI-063,financial-sector-acts,"PFRDA Act — appeals, funds and oversight",L4,confirmed,Y,[case ACTI-CASE-PFRDA-SUVIDHA] The last date for Suvidha to appeal without seeking condonation of delay is:,"A. 6 August 2026, before the Securities Appellate Tribunal","Pension Fund Regulatory and Development Authority Act, 2013, s.36",,,,,
ACTI-064,financial-sector-acts,"PFRDA Act — penalties, adjudication and offences",L4,confirmed,Y,"[case ACTI-CASE-PFRDA-SUVIDHA] In deciding the quantum of Suvidha's penalty, which of the following is NOT a factor the PFRDA Act, 2013 requires to be considered?",A. The paid-up capital and net worth of Suvidha,"Pension Fund Regulatory and Development Authority Act, 2013, s.30",,,,,
ACTI-065,financial-sector-acts,"PFRDA Act — appeals, funds and oversight",L4,confirmed,Y,[case ACTI-CASE-PFRDA-SUVIDHA] SAT dismisses Suvidha's appeal; the decision is communicated on 14 December 2026. Suvidha's further remedy is:,"C. Appeal to the Supreme Court by 12 February 2027, extendable by up to 60 days","Pension Fund Regulatory and Development Authority Act, 2013, s.38",,,,,
ACTI-068,financial-sector-acts,"IFSCA Act — composition, tenure and meetings",L1,confirmed,Y,Which of the following does NOT nominate a member to the International Financial Services Centres Authority?,B. Insolvency and Bankruptcy Board of India,"International Financial Services Centres Authority Act, 2019, s.5",,,,,
ACTI-069,financial-sector-acts,"IFSCA Act — finance, foreign currency and accountability",L1,confirmed,Y,"Under s.20 of the IFSCA Act, 2019, every transaction of financial services in an IFSC shall be in:","A. Foreign currency specified by regulations, consulting the Central Government","International Financial Services Centres Authority Act, 2019, s.20",,,,,
ACTI-070,financial-sector-acts,IFSCA Act — functions and powers under First Schedule Acts,L1,confirmed,Y,"Within an IFSC, the powers of the Reserve Bank of India under the Banking Regulation Act, 1949 in respect of an IFSC Banking Unit are exercised by:",B. The International Financial Services Centres Authority,"International Financial Services Centres Authority Act, 2019, s.13(1), First Schedule",,,,,
ACTI-071,financial-sector-acts,IFSCA Act — Central Government powers and overriding provisions,L1,confirmed,Y,"Under s.26 of the IFSCA Act, 2019, in respect of its wealth, income, profits or gains, the Authority:",D. Is not liable to pay income-tax or any other tax,"International Financial Services Centres Authority Act, 2019, s.26",,,,,
ACTI-072,financial-sector-acts,"IFSCA Act — composition, tenure and meetings",L2,confirmed,Y,"When IFSCA is fully constituted under s.5 of the IFSCA Act, 2019, the number of members who are ex officio is:",B. 6,"International Financial Services Centres Authority Act, 2019, s.5",,,,,
ACTI-073,financial-sector-acts,"IFSCA Act — composition, tenure and meetings",L2,confirmed,Y,"A whole-time member of IFSCA appointed on Selection Committee recommendation, born on 3 February 1966, enters office on 1 May 2026. Under s.6 of the IFSCA Act,…",B. 3 February 2028,"International Financial Services Centres Authority Act, 2019, s.6(1)",,,,,
ACTI-074,financial-sector-acts,"IFSCA Act — finance, foreign currency and accountability",L2,confirmed,Y,"Under s.19 of the IFSCA Act, 2019, the Authority's annual report on its activities, policies and programmes for FY 2025-26 must reach the Central Government by:",C. 29 June 2026,"International Financial Services Centres Authority Act, 2019, s.19",,,,,
ACTI-076,financial-sector-acts,"IFSCA Act — application, definitions and SEZ linkage",L2,confirmed,Y,"Which of the following is NOT a 'financial product' as defined in s.3 of the IFSCA Act, 2019?",D. A contract to exchange one currency for another to be settled immediately,"International Financial Services Centres Authority Act, 2019, s.3",,,,,
ACTI-077,financial-sector-acts,IFSCA Act — Central Government powers and overriding provisions,L2,confirmed,Y,"The Central Government proposes to exclude IFSC units from a provision of a Central Act. Under s.31 of the IFSCA Act, 2019, the proposed notification must:","B. Be laid in draft before each House for 30 days, which may disapprove or modify it","International Financial Services Centres Authority Act, 2019, s.31",,,,,
ACTI-078,financial-sector-acts,IFSCA Act — functions and powers under First Schedule Acts,L2,confirmed,Y,"IFSCA investigates a broker-dealer in the IFSC for a violation of provisions it administers under the Securities Contracts (Regulation) Act, 1956. Under s.13(4…","B. The respective First Schedule Act's procedure, applied by IFSCA","International Financial Services Centres Authority Act, 2019, s.13(4)",,,,,
ACTI-079,financial-sector-acts,IFSCA Act — functions and powers under First Schedule Acts,L3,confirmed,Y,"Match the Act with the appropriate regulator against which it is listed in the First Schedule to the IFSCA Act, 2019 (as enacted): | Act | Appropriate regulato…","A. A-2, B-3, C-1, D-4","International Financial Services Centres Authority Act, 2019, First Schedule",,,,,
ACTI-080,financial-sector-acts,"IFSCA Act — composition, tenure and meetings",L3,confirmed,Y,"Consider the following statements on meetings of IFSCA under s.8 of the IFSCA Act, 2019: 1. Questions are decided by a majority of votes of members present and…",D. 1 and 3 only,"International Financial Services Centres Authority Act, 2019, s.8",,,,,
ACTI-081,financial-sector-acts,"IFSCA Act — composition, tenure and meetings",L3,confirmed,Y,"On 1 June 2026, a part-time member of IFSCA appointed on Selection Committee recommendation, and the SEBI-nominated ex officio member, both give written notice…",B. Her resignation needs three months' notice (to 1 September 2026); only she faces the two-year restriction,"International Financial Services Centres Authority Act, 2019, s.6(3)-(4)",,,,,
ACTI-082,financial-sector-acts,IFSCA Act — Central Government powers and overriding provisions,L3,confirmed,Y,"Consider the following statements on supersession of IFSCA under s.22 of the IFSCA Act, 2019: 1. The period of supersession cannot exceed six months. 2. The Au…",A. 1 and 2 only,"International Financial Services Centres Authority Act, 2019, s.22",,,,,
ACTI-084,financial-sector-acts,"IFSCA Act — finance, foreign currency and accountability",L3,confirmed,Y,"Consider the following statements under the IFSCA Act, 2019: 1. Fees and charges received by the Authority are credited to the International Financial Services…",B. 1 and 3 only,"International Financial Services Centres Authority Act, 2019, ss.13, 15",,,,,
ACTI-085,financial-sector-acts,"IFSCA Act — application, definitions and SEZ linkage",L3,confirmed,Y,"**Assertion (A):** The IFSCA Act, 2019 applies only to the IFSC at GIFT City, Gandhinagar, since that IFSC is named in the Act. **Reason (R):** The Act applies…","D. A is false, but R is true","International Financial Services Centres Authority Act, 2019, s.2",,,,,
