id,subject,microtopic,level,factcheck_verdict,verify_fact,stem_excerpt,keyed_answer,ref,sample,reviewer,decision,fix_note,minutes_spent
CAB-018,companies-act,s.135 CSR obligation and excess set-off,L3,confirmed,Y,"Consider the following statements on CSR spending under the Companies Act, 2013 and CSR Policy Rules, 2014: 1. Excess amount spent over the CSR obligation may…","A. 1, 3 and 4 only","CSR Policy Rules 2014, Rule 7; Companies Act 2013 s.135(9)",Y,,,,
CAB-031,companies-act,Removal by special resolution with Central Government approval,L1,confirmed,Y,An auditor of a company may be removed from office before the expiry of his term only by:,"A. Special resolution, after prior Central Government approval",Companies Act 2013 s.140(1),Y,,,,
CAB-045,companies-act,Private placement — procedure and limits,L2,confirmed,Y,"Nirmal Agrotech Ltd (unlisted public company) proposes a private placement of equity shares in FY 2026-27, its first private offer of equity in the year: | Off…","B. 180, within the ceiling of 200","Companies Act 2013 s.42(2); PAS Rules 2014, Rule 14(2)(b)",Y,,,,
CAB-077,companies-act,Quorum for a Board meeting,L2,confirmed,Y,"The articles of Ishaan Motors Ltd fix the Board at 11 directors, but 3 offices are presently vacant. The quorum for a Board meeting under s.174(1) is:",D. 3 directors,Companies Act 2013 s.174(1) and Explanation,Y,,,,
CAB-078,companies-act,Quorum for a Board meeting,L3,confirmed,Y,"Palash Industries Ltd has 12 directors, all in office. For an agenda item on a contract with a group company, 8 directors are interested. Under s.174(3), the q…","B. The non-interested directors present, being not less than two",Companies Act 2013 s.174(3),Y,,,,
CAB-079,companies-act,Quorum for a Board meeting,L1,confirmed,Y,"A Board meeting of Omkar Ltd called for Monday, 14 September 2026 could not be held for want of quorum. The articles are silent. Under s.174(4), the meeting st…","B. Same day next week (21 September 2026), same time and place, or next non-holiday",Companies Act 2013 s.174(4),Y,,,,
CAB-084,companies-act,Small shareholders' director,L2,confirmed,Y,"Mr Rao holds 1,500 shares of face value ₹10 in Kosi Power Ltd, a listed company (market price ₹900). For the purposes of s.151 he is:","D. A small shareholder, as the nominal value of his holding (₹15,000) does not exceed ₹20,000",Companies Act 2013 s.151 Explanation,Y,,,,
CAB-085,companies-act,Small shareholders' director,L3,confirmed,Y,"Rudraksh Textiles Ltd (listed) has 6,000 small shareholders. Consider, under s.151 and Rule 7 of the Companies (Appointment and Qualification of Directors) Rul…","C. 1, 2 and 4 only","Companies Act 2013 s.151; Appointment Rules 2014, Rule 7",Y,,,,
CAB-088,companies-act,Types of companies; One Person Company,L1,confirmed,Y,"Which of the following is exempted for a One Person Company under the Companies Act, 2013?",A. Holding an annual general meeting under s.96,Companies Act 2013 s.96(1); s.2(40),Y,,,,
CAB-093,companies-act,Who may sign for an LLP,L2,confirmed,Y,"Consider the following regarding designated partners and authority in an LLP: 1. Every LLP must have at least two designated partners who are individuals, and…","C. 1, 2 and 3","LLP Act 2008 s.7, s.26",Y,,,,
CAB-098,companies-act,Removal of name from the register of companies,L3,confirmed,Y,Prabhat Traders Pvt Ltd wants to apply for voluntary strike-off under s.248(2). Consider: 1. The application may be made after extinguishing all its liabilitie…,"A. 1, 2 and 3","Companies Act 2013 s.248(2), s.249, s.252",Y,,,,
CAB-107,companies-act,Transfer to the Unpaid Dividend Account,L4,confirmed,Y,"[case CAB-CASE-1] Counting days excluding the day of declaration, the latest dates for (i) depositing the dividend amount in a separate bank account and (ii) transferring the un…",B. (i) 23 September 2026; (ii) 25 October 2026,"Companies Act 2013 s.123(4), s.124(1), s.127",Y,,,,
CAB-001,companies-act,s.123 sources of dividend,L1,confirmed,Y,"Under section 123 of the Companies Act, 2013, which of the following is NOT a permissible source for declaring dividend?",A. Balance in the securities premium account,Companies Act 2013 s.123(1); s.52(2),,,,,
CAB-003,companies-act,s.123 sources of dividend,L3,confirmed,Y,Hemadri Mills Ltd has incurred a loss of ₹1.50 crore in FY 2026-27 and proposes to declare an equity dividend of 14% out of accumulated profits (free reserves)…,D. ₹4.80 crore,"Companies (Declaration and Payment of Dividend) Rules 2014, Rule 3; s.123(1) second proviso",,,,,
CAB-004,companies-act,s.123 sources of dividend,L3,confirmed,Y,Tapti Glass Ltd (paid-up equity ₹50.00 crore; free reserves as per latest audited balance sheet ₹10.00 crore) has a current-year loss of ₹2.00 crore. The avera…,C. ₹0.50 crore,"Companies (Declaration and Payment of Dividend) Rules 2014, Rule 3(2)-(4)",,,,,
CAB-005,companies-act,s.123 sources of dividend,L2,confirmed,Y,"Sona Tiles Ltd paid dividends of 20%, 25% and 30% in the three immediately preceding financial years. For the current year it has incurred a loss up to the end…",D. 25%,Companies Act 2013 s.123(3) proviso,,,,,
CAB-006,companies-act,s.123 sources of dividend,L2,confirmed,Y,"Consider the following statements under the Companies Act, 2013: 1. No dividend is payable except in cash, but this does not prohibit capitalisation of profits…",D. 1 and 3 only,"Companies Act 2013 s.123(5), (6); s.2(43)",,,,,
CAB-007,companies-act,Transfer to the Unpaid Dividend Account,L2,confirmed,Y,Kalinga Paper Ltd declared a final dividend at its AGM on 12 August 2026. Part of the dividend remained unpaid/unclaimed within the statutory payment period. C…,A. 18 September 2026,Companies Act 2013 s.124(1),,,,,
CAB-008,companies-act,Transfer to the Unpaid Dividend Account,L2,confirmed,Y,"Jalpaiguri Teas Ltd transferred ₹6,00,000 of unpaid dividend to its Unpaid Dividend Account 60 days after the due date for transfer. The interest payable by th…","C. ₹11,836",Companies Act 2013 s.124(2),,,,,
CAB-009,companies-act,s.124 seven-year transfer to the IEPF,L3,confirmed,Y,Mr Kapoor holds 400 shares of Uttara Chemicals Ltd. The company has declared dividend every year from FY 2017-18. Consider the following situations: 1. He did…,D. 1 and 3 only,"Companies Act 2013 s.124(5), (6); s.125(3)(a); IEPF Rules 2016",,,,,
CAB-010,companies-act,s.124 seven-year transfer to the IEPF,L2,confirmed,Y,"Money was transferred to the Unpaid Dividend Account of Rewa Cables Ltd on 16 October 2019 and remains unclaimed. Under s.124(5), the amount (with interest acc…","D. Seven years from the date of transfer, i.e. on 16 October 2026",Companies Act 2013 s.124(5),,,,,
CAB-011,companies-act,s.125 constitution of the IEPF,L1,confirmed,Y,"Which of the following amounts is NOT credited to the Investor Education and Protection Fund constituted under s.125 of the Companies Act, 2013?",C. Unclaimed balances in savings accounts of banking companies,Companies Act 2013 s.125(2); BR Act 1949 s.26A,,,,,
CAB-012,companies-act,s.125 constitution of the IEPF,L2,confirmed,Y,"With reference to utilisation of the Investor Education and Protection Fund under s.125(3), consider: 1. Refund in respect of unclaimed dividends, matured depo…",C. 1 and 2 only,Companies Act 2013 s.125(3),,,,,
CAB-013,companies-act,Punishment for failure to distribute dividend,L2,confirmed,Y,"Dhruva Motors Ltd declared a dividend of which ₹48,00,000 was paid 73 days after the expiry of 30 days from the date of declaration. None of the statutory exce…","D. ₹1,72,800",Companies Act 2013 s.127,,,,,
CAB-014,companies-act,Punishment for failure to distribute dividend,L3,confirmed,Y,"A company fails to pay a declared dividend within 30 days. Under s.127, no offence is committed where: 1. the dividend could not be paid by reason of the opera…","A. 1, 2 and 3 only",Companies Act 2013 s.127 provisos,,,,,
CAB-015,companies-act,s.135 CSR obligation and excess set-off,L3,confirmed,Y,Figures for the immediately preceding financial year (₹ crore): | Company | Net worth | Turnover | Net profit | |---|---:|---:|---:| | P Ltd | 480 | 980 | 4.90…,"D. Q Ltd, R Ltd and S Ltd only",Companies Act 2013 s.135(1) (as amended 2021),,,,,
CAB-016,companies-act,s.135 CSR obligation and excess set-off,L3,confirmed,Y,"Vindhya Pharma Ltd is covered by s.135. Its net profits computed under s.198 for the three immediately preceding financial years were ₹18.40 crore, (₹3.20 cror…",C. ₹21.20 lakh,"Companies Act 2013 s.135(5); CSR Policy Rules 2014, Rule 7(3)",,,,,
CAB-017,companies-act,s.135 CSR obligation and excess set-off,L2,confirmed,Y,Match the unspent CSR situation with the correct treatment under s.135(5)-(6): | | Situation | | Treatment | |---|---|---|---| | A | Unspent amount not relatin…,"B. A-ii, B-i, C-iii","Companies Act 2013 s.135(5), (6)",,,,,
CAB-019,companies-act,Schedules of the Companies Act 2013,L1,confirmed,Y,"Match the Schedule of the Companies Act, 2013 with its subject: | | Schedule | | Subject | |---|---|---|---| | A | Schedule II | i | Code for Independent Direc…","C. A-iii, B-iv, C-i, D-ii","Companies Act 2013 Schedules II, III, IV, VII",,,,,
CAB-020,companies-act,Schedules of the Companies Act 2013,L3,confirmed,Y,Suvarna Engineering Ltd has inadequate profits for FY 2026-27 and proposes to pay its Managing Director remuneration under Section II of Part II of Schedule V.…,D. ₹121.50 lakh,Companies Act 2013 Schedule V Part II Section II (as amended 2018),,,,,
CAB-021,companies-act,Schedules of the Companies Act 2013,L2,confirmed,Y,"For computing profits available for dividend, Ganga Polymers Ltd must provide depreciation as per Schedule II. It bought general plant and machinery (useful li…",B. ₹3.17 lakh,Companies Act 2013 Schedule II Part A & C; s.123(2),,,,,
CAB-022,companies-act,s.141 eligibility and disqualification,L1,confirmed,Y,"Which of the following can be appointed as the statutory auditor of a company under s.141 of the Companies Act, 2013?",A. An LLP whose partners practising in India are mostly chartered accountants,"Companies Act 2013 s.141(1), (3)(a), (3)(g)",,,,,
CAB-023,companies-act,s.141 eligibility and disqualification,L2,confirmed,Y,"The wife of CA Neha, the proposed auditor of Bhoomi Seeds Ltd, holds 12,000 equity shares of Bhoomi Seeds (face value ₹10; market price ₹450). Under s.141(3)(d…","B. Disqualified, because the face value of the relative's holding (₹1,20,000) exceeds ₹1,00,000","Companies Act 2013 s.141(3)(d)(i); Companies (Audit and Auditors) Rules 2014, Rule 10",,,,,
CAB-024,companies-act,s.141 eligibility and disqualification,L3,confirmed,Y,CA Ravi holds the following audit appointments: | Category | Number | |---|---:| | Public companies | 14 | | Private companies with paid-up capital ≥ ₹100 cror…,C. 18,Companies Act 2013 s.141(3)(g); MCA notification GSR 583(E) dated 13-06-2017,,,,,
CAB-025,companies-act,s.144 prohibited non-audit services,L1,confirmed,Y,"Which of the following services can the statutory auditor of a company render to that company, with approval of the Board or Audit Committee, under s.144?",B. Tax audit and representation before tax authorities,Companies Act 2013 s.144,,,,,
CAB-026,companies-act,s.144 prohibited non-audit services,L3,confirmed,Y,"Sagar & Associates are statutory auditors of Pinnacle Foods Ltd. Consider: 1. Sagar Advisory LLP, in which Sagar & Associates exercises significant influence,…",A. 3 only,Companies Act 2013 s.144 and Explanation,,,,,
CAB-027,companies-act,Services an auditor may render,L1,confirmed,Y,"Under s.144, services (other than those specifically prohibited) may be rendered by the statutory auditor to the company only if approved by:",D. The Board of Directors or the Audit Committee,Companies Act 2013 s.144,,,,,
CAB-028,companies-act,Services an auditor may render,L3,confirmed,Y,Consider the following in relation to services an auditor may render and the auditor's eligibility: 1. A person whose subsidiary or associate company is engage…,D. 1 only,Companies Act 2013 s.141(3)(i); s.144,,,,,
CAB-029,companies-act,Reporting of fraud by the auditor,L1,confirmed,Y,"Under s.143(12) read with Rule 13 of the Companies (Audit and Auditors) Rules, 2014, a statutory auditor must report a suspected fraud against the company by o…",B. ₹1 crore or above,"Companies Act 2013 s.143(12); Audit Rules 2014, Rule 13",,,,,
CAB-030,companies-act,Reporting of fraud by the auditor,L2,confirmed,Y,During the audit of Sunlit Retail Ltd (a listed company) the auditor finds a fraud of ₹42 lakh by a store manager. Consider: 1. The auditor must report the mat…,B. 1 and 3 only,"Audit Rules 2014, Rule 13(3); Companies Act 2013 s.134(3)(ca)",,,,,
CAB-032,companies-act,Resignation and intimation of resignation,L2,confirmed,Y,"The statutory auditor of Anand Dairy Ltd resigned on 20 June 2026. Under s.140(2), he must file a statement in Form ADT-3 indicating the reasons and other fact…","A. The company and the Registrar within 30 days, i.e. by 20 July 2026","Companies Act 2013 s.140(2); Audit Rules 2014, Rule 8",,,,,
CAB-033,companies-act,Resignation and intimation of resignation,L2,confirmed,Y,"Ms Iyer, a director of Kunal Exports Ltd, delivered her resignation letter to the company on 4 May 2026, stating that it should take effect from 31 May 2026. U…",C. 31 May 2026; within 30 days,"Companies Act 2013 s.168; Appointment Rules 2014, Rule 15",,,,,
CAB-034,companies-act,Special auditor — who appoints,L2,confirmed,Y,"In the case of a government company, the statutory auditor for a financial year (other than the first auditor) is appointed by:","D. The Comptroller and Auditor-General of India, within 180 days from the commencement of the financial year","Companies Act 2013 s.139(5), (7)",,,,,
CAB-035,companies-act,Special auditor — who appoints,L2,confirmed,Y,"Consider the following statements regarding special/test audits: 1. The CAG may, by order, cause a test audit of the accounts of a government company to be con…",D. 1 and 2 only,Companies Act 2013 s.143(7); Banking Regulation Act 1949 s.30(1B),,,,,
CAB-036,companies-act,Tribunal-ordered removal of an auditor,L2,confirmed,Y,"Under s.140(5), where the Tribunal passes a final order that an auditor has acted fraudulently or abetted or colluded in fraud, the auditor:",A. Cannot be appointed auditor of any company for five years; liable under s.447,Companies Act 2013 s.140(5),,,,,
CAB-037,companies-act,Tribunal-ordered removal of an auditor,L3,confirmed,Y,The Central Government applied to the Tribunal on 8 July 2026 alleging that the auditor of Lotus Housing Ltd colluded in a fraud. Consider: 1. The Tribunal may…,B. 1 and 2 only,Companies Act 2013 s.140(5),,,,,
CAB-038,companies-act,Related party transactions,L2,confirmed,Y,"Tarang Electricals Ltd (turnover ₹800.00 crore, net worth ₹300.00 crore as per audited financial statements of the preceding year) proposes to purchase raw mat…",A. Board approval plus members' ordinary resolution (≥ 10% of turnover),"Companies Act 2013 s.188(1); s.2(76); Meetings of Board Rules 2014, Rule 15(3)",,,,,
CAB-040,companies-act,Related party transactions,L1,confirmed,Y,Which of the following is NOT one of the categories of contracts/arrangements listed in s.188(1)?,C. Borrowing from a scheduled bank in which a director holds 0.5% shares,Companies Act 2013 s.188(1); s.2(76),,,,,
CAB-041,companies-act,s.186 loans and investments by a company,L2,confirmed,Y,Extract from the latest audited balance sheet of Rudra Steel Ltd (₹ crore): | Item | ₹ crore | |---|---:| | Paid-up share capital | 120 | | Free reserves | 90…,A. ₹144.00 crore,Companies Act 2013 s.186(2); s.2(43),,,,,
CAB-042,companies-act,s.186 loans and investments by a company,L3,confirmed,Y,"Consider the following regarding s.186 of the Companies Act, 2013: 1. A special resolution is not required for a loan given by a company to its wholly owned su…","A. 1, 2 and 3 only","Companies Act 2013 s.186(3), (5), (8); s.179(3)",,,,,
CAB-043,companies-act,"Preference shares — issue, redemption and maximum tenure",L1,confirmed,Y,"Under s.55 of the Companies Act, 2013, a company limited by shares (other than one engaged in infrastructure projects) may issue preference shares that are:",A. Redeemable within 20 years from the date of issue,"Companies Act 2013 s.55(1), (2)",,,,,
CAB-044,companies-act,"Preference shares — issue, redemption and maximum tenure",L2,confirmed,Y,"Setu Highways Ltd, engaged in a Schedule VI infrastructure project, issues preference shares of ₹300.00 crore with a 30-year tenure. Under Rule 10 of the Compa…",C. At least 10% (₹30.00 crore) a year from the 21st year onwards,"Companies (Share Capital and Debentures) Rules 2014, Rule 10; s.55(2) proviso; Schedule VI",,,,,
CAB-047,companies-act,Prospectus — matters to be stated,L1,confirmed,Y,"A copy of the prospectus of Everest Solar Ltd was delivered to the Registrar on 10 February 2026. Under s.26(8), the prospectus will not be valid if it is issu…","B. 90 days from delivery, i.e. after 11 May 2026",Companies Act 2013 s.26(8),,,,,
CAB-048,companies-act,Prospectus — matters to be stated,L2,confirmed,Y,"A prospectus of Meghna Foods Ltd includes a valuation statement purporting to be made by an expert. Consider: 1. The expert must be a person who is not, and ha…","A. 1, 2 and 3",Companies Act 2013 s.26(5),,,,,
CAB-049,companies-act,"Public offer, private placement and rights or bonus issue",L1,confirmed,Y,"Under s.23 of the Companies Act, 2013, a private company may issue securities:","B. By way of rights issue or bonus issue, or through private placement",Companies Act 2013 s.23,,,,,
CAB-050,companies-act,"Public offer, private placement and rights or bonus issue",L3,confirmed,Y,Tara Instruments Ltd makes a rights offer to existing equity shareholders under s.62(1)(a). Consider: 1. The offer must be made by notice specifying the number…,"A. 1, 2, 3 and 4","Companies Act 2013 s.62(1)(a), (2)",,,,,
CAB-051,companies-act,"Public offer, private placement and rights or bonus issue",L3,confirmed,Y,Vasudha Textiles Ltd has fully paid-up equity capital of ₹60.00 crore (shares of ₹10). Its reserves are: | Reserve | ₹ crore | |---|---:| | Securities premium…,D. ₹75.00 crore,Companies Act 2013 s.63(1),,,,,
CAB-052,companies-act,"Public offer, private placement and rights or bonus issue",L3,confirmed,Y,"Consider the conditions for a bonus issue under s.63(2): 1. The bonus issue must be authorised by the articles and, on the recommendation of the Board, authori…","A. 1, 2 and 3 only","Companies Act 2013 s.63(2), (5)",,,,,
CAB-053,companies-act,Public offers to be in dematerialised form,L1,confirmed,Y,"Section 29(1) of the Companies Act, 2013 requires securities to be issued only in dematerialised form by:","B. Every company making a public offer, and other prescribed classes","Companies Act 2013 s.29(1); PAS Rules 2014, Rules 9A, 9B",,,,,
CAB-054,companies-act,Public offers to be in dematerialised form,L2,confirmed,Y,"Kritika Plastics Ltd is an unlisted public company (not a Nidhi, government company or wholly owned subsidiary). Under Rule 9A of the Companies (Prospectus and…","A. 1, 2 and 3","PAS Rules 2014, Rule 9A",,,,,
CAB-056,companies-act,Shelf prospectus and abridged prospectus,L1,confirmed,Y,"Under s.33(1), no form of application for the purchase of securities of a company shall be issued unless it is accompanied by:",B. An abridged prospectus (memorandum of salient features),Companies Act 2013 s.33,,,,,
CAB-057,companies-act,s.32 red herring prospectus and filing window,L2,confirmed,Y,"The subscription list of Parth Digital Ltd's public issue is to open on 16 November 2026. Under s.32(2), the latest date by which its red herring prospectus mu…",A. 13 November 2026,Companies Act 2013 s.32(2),,,,,
CAB-058,companies-act,s.32 red herring prospectus and filing window,L1,confirmed,Y,"Regarding a red herring prospectus under s.32, consider: 1. It carries the same obligations as are applicable to a prospectus. 2. Any variation between the red…","A. 1, 2 and 3","Companies Act 2013 s.32(3), (4)",,,,,
CAB-059,companies-act,s.39 minimum application money,L2,confirmed,Y,"Under s.39(2), in the absence of any other percentage or amount specified by SEBI, the minimum amount payable on application for an equity share of face value…",B. ₹0.50 per share (5% of nominal amount),Companies Act 2013 s.39(2),,,,,
CAB-060,companies-act,s.39 minimum application money,L1,confirmed,Y,"Under s.39(4) read with Rule 12 of the PAS Rules, a company making an allotment of securities (other than under private placement) must file the return of allo…",C. 30 days of allotment,"Companies Act 2013 s.39(4); PAS Rules 2014, Rules 12, 14",,,,,
CAB-062,companies-act,Reduction of share capital,L3,confirmed,Y,"Ojas Foods Ltd has 20,00,000 fully paid equity shares of ₹10 each. Its balance sheet shows accumulated losses of ₹1.30 crore and goodwill of ₹0.20 crore with n…",C. ₹2.50,Companies Act 2013 s.66(1)(b)(i),,,,,
CAB-063,companies-act,Reduction of share capital,L3,confirmed,Y,Consider the following regarding reduction of share capital under s.66: 1. It requires a special resolution and confirmation by the Tribunal. 2. No reduction s…,"C. 1, 2 and 3 only",Companies Act 2013 s.66,,,,,
CAB-065,companies-act,Registration of charges,L2,confirmed,Y,Consider the following in respect of registration of charges: 1. A charge required to be registered but not registered shall not be taken into account by the l…,"B. 1, 2 and 3","Companies Act 2013 s.77(3), (4); s.80; s.82",,,,,
CAB-067,companies-act,s.71 debentures and debenture trustee,L1,confirmed,Y,"Under s.71(5), a company must appoint one or more debenture trustees before issuing a prospectus or making an offer or invitation for subscription of its deben…","B. To the public, or to its members exceeding five hundred",Companies Act 2013 s.71(5),,,,,
CAB-068,companies-act,s.71 debentures and debenture trustee,L3,confirmed,Y,Consider the following regarding debentures under s.71: 1. Debentures carrying an option to convert wholly or partly into shares may be issued only with the ap…,B. 1 and 3 only,"Companies Act 2013 s.71(1), (2); SCD Rules 2014, Rule 18(1)",,,,,
CAB-069,companies-act,s.44 shares and debentures as movable property,L1,confirmed,Y,"Under s.44 of the Companies Act, 2013, the shares, debentures or other interest of any member in a company are:","C. Movable property, transferable as provided by the articles",Companies Act 2013 s.44,,,,,
CAB-071,companies-act,s.46 duplicate share certificate and penalty,L3,confirmed,Y,"Chandan Paints Ltd, with intent to defraud, issued a duplicate certificate for 80,000 shares of face value ₹10 each. Under s.46(5), the company is punishable w…","C. Not less than ₹40,00,000 but which may extend to ₹10.00 crore",Companies Act 2013 s.46(5),,,,,
CAB-072,companies-act,s.52 securities premium — permitted applications,L3,confirmed,Y,Pallavi Cements Ltd (not a company of any class prescribed under s.52(3)) has a securities premium balance of ₹8.00 crore. The Board proposes the following app…,A. ₹4.00 crore,Companies Act 2013 s.52(2),,,,,
CAB-073,companies-act,s.52 securities premium — permitted applications,L2,confirmed,Y,Which of the following is a permitted application of the securities premium account under s.52(2)?,C. Purchase of the company's own shares under s.68,"Companies Act 2013 s.52(1), (2)",,,,,
CAB-074,companies-act,Transfer and transmission; partly paid shares,L2,confirmed,Y,"An instrument of transfer (Form SH-4) of physical shares of Vikas Sugar Ltd was executed on 2 June 2026. Under s.56(1), it must be delivered to the company wit…","C. 60 days from the date of execution, i.e. by 1 August 2026","Companies Act 2013 s.56(1), (4)",,,,,
CAB-075,companies-act,Transfer and transmission; partly paid shares,L3,confirmed,Y,A transferee delivered an instrument of transfer to Saket Enterprises Pvt Ltd (a private company) on 6 April 2026. The company did not send any notice of refus…,"D. 60 days from the date of delivery, i.e. by 5 June 2026","Companies Act 2013 s.58(3), (4)",,,,,
CAB-076,companies-act,Transfer and transmission; partly paid shares,L1,confirmed,Y,"Where an application for transfer of partly paid shares is made by the transferor alone, s.56(3) requires that the transfer shall not be registered unless:","A. Company notifies the transferee, who gives no objection within two weeks",Companies Act 2013 s.56(3),,,,,
CAB-080,companies-act,Quorum requirements for a general meeting,L2,confirmed,Y,"Nakshatra Chemicals Ltd, a public company, has 3,500 members on the date of its AGM. Unless the articles provide for a larger number, the quorum under s.103(1)…",D. 15 members personally present,Companies Act 2013 s.103(1),,,,,
CAB-082,companies-act,Resolutions passed by circulation,L1,confirmed,Y,Which of the following powers of the Board can be exercised by a resolution passed by circulation?,C. Approval of a contract for supply of goods in the ordinary course of business,"Companies Act 2013 s.175, s.179(3); Meetings of Board Rules 2014, Rule 8",,,,,
CAB-083,companies-act,Resolutions passed by circulation,L3,confirmed,Y,Drishti Ceramics Ltd has 10 directors. A draft resolution (not a s.179(3) matter) is circulated to all of them; 2 directors are interested in the matter. Under…,D. 5 and 4,Companies Act 2013 s.175(1) and proviso,,,,,
CAB-086,companies-act,Stakeholders Relationship Committee,L2,confirmed,Y,"Aarohi Logistics Ltd had 1,020 shareholders in August 2026, which fell to 980 by 31 March 2027; it has no other security holders. Under s.178(5), for FY 2026-2…",A. Must constitute an SRC chaired by a non-executive director,Companies Act 2013 s.178(5),,,,,
CAB-087,companies-act,Types of companies; One Person Company,L3,confirmed,Y,"Consider the following regarding One Person Companies under Rule 3 of the Companies (Incorporation) Rules, 2014 as amended in 2021: 1. An Indian citizen residi…",B. 1 and 4 only,"Companies (Incorporation) Rules 2014, Rule 3 (amended 2021)",,,,,
CAB-089,companies-act,Types of companies; One Person Company,L2,confirmed,Y,"Under s.173(5), an OPC, a small company and a dormant company are deemed to comply with the requirement of Board meetings if:","C. One meeting in each half of a calendar year, at least 90 days apart",Companies Act 2013 s.173(5),,,,,
