id,subject,microtopic,level,factcheck_verdict,verify_fact,stem_excerpt,keyed_answer,ref,sample,reviewer,decision,fix_note,minutes_spent
ACTO-005,financial-sector-acts,FEMA — adjudication and appeals,L1,confirmed,Y,An appeal against an order of the Appellate Tribunal under FEMA lies to the High Court:,"D. Within 60 days, on a question of law","Foreign Exchange Management Act, 1999, s.35",,,,,
ACTO-006,financial-sector-acts,FEMA — residential status under s.2(v),L2,confirmed,Y,"Mr. Varun Iyer, an Indian citizen working in India, was physically in India during the following periods: | Spell | Arrived | Left | |---|---|---| | 1 | 12 May…",D. 184 days — day-count limb satisfied,"Foreign Exchange Management Act, 1999, s.2(v)(i)",,,,,
ACTO-007,financial-sector-acts,FEMA — residential status under s.2(v),L2,confirmed,Y,Ms. Neha Rao lived in India throughout FY 2025-26. On 10 Aug 2026 she leaves India to take up employment with a company in Dubai. Her status under FEMA on 11 A…,"D. Person resident outside India, from the time she left India for employment","Foreign Exchange Management Act, 1999, s.2(v)(i)(A)",,,,,
ACTO-008,financial-sector-acts,"FEMA — current and capital account transactions (s.5, s.6) and LRS",L2,confirmed,Y,"Which one of the following, undertaken by a person resident in India, is a current account transaction under FEMA?",D. Remittance for medical treatment abroad of the remitter's spouse,"Foreign Exchange Management Act, 1999, s.2(e), s.2(j)",,,,,
ACTO-009,financial-sector-acts,"FEMA — current and capital account transactions (s.5, s.6) and LRS",L2,confirmed,Y,"Assume the Liberalised Remittance Scheme (LRS) ceiling is USD 2,50,000 per resident individual per financial year, covering both permissible current and capita…","C. USD 25,000","Foreign Exchange Management Act, 1999, s.5 and s.6; LRS (ceiling given in stem)",,,,,
ACTO-010,financial-sector-acts,FEMA — authorised persons and RBI directions (s.10 to s.12),L2,confirmed,Y,"An authorised dealer bank contravenes a direction issued by the RBI under s.11 of FEMA, and the contravention continues for 12 further days after it began. The…","C. ₹34,000","Foreign Exchange Management Act, 1999, s.11(3)",,,,,
ACTO-011,financial-sector-acts,"FEMA — penalties, enforcement and compounding (s.13 to s.15)",L2,confirmed,Y,"In a contravention of FEMA the sum involved is quantifiable at ₹48,00,000. The maximum penalty under s.13(1) is:","D. ₹1,44,00,000","Foreign Exchange Management Act, 1999, s.13(1)",,,,,
ACTO-012,financial-sector-acts,"FEMA — penalties, enforcement and compounding (s.13 to s.15)",L2,confirmed,Y,"Sagar Textiles Pvt Ltd applies on 1 Mar 2026 to compound a contravention of FEMA. Under s.15, the compounding authority is required to compound it on or before…",D. 28 Aug 2026,"Foreign Exchange Management Act, 1999, s.15",,,,,
ACTO-013,financial-sector-acts,FEMA — adjudication and appeals,L2,confirmed,Y,"An Additional Director of Enforcement, acting as adjudicating authority, imposes a penalty on Meru Gems Ltd. The company receives a copy of the order on 10 Jun…",B. Before the Appellate Tribunal by 25 Jul 2026,"Foreign Exchange Management Act, 1999, s.17, s.19",,,,,
ACTO-014,financial-sector-acts,FEMA — residential status under s.2(v),L3,confirmed,Y,"Mr. Sameer Khan, an Indian citizen who normally works abroad, visited India on a holiday basis in three spells during FY 2025-26 (both arrival and departure da…",C. Not resident — 182 days is not more than 182 days,"Foreign Exchange Management Act, 1999, s.2(v)(i)",,,,,
ACTO-015,financial-sector-acts,"FEMA — current and capital account transactions (s.5, s.6) and LRS",L3,confirmed,Y,Consider the following statements under FEMA: 1. A person resident in India may continue to hold a house in London that he acquired while he was resident outsi…,A. 1 and 2 only,"Foreign Exchange Management Act, 1999, s.5, s.6(4), s.6(5)",,,,,
ACTO-017,financial-sector-acts,"FEMA — penalties, enforcement and compounding (s.13 to s.15)",L3,confirmed,Y,Penalties imposed under s.13 of FEMA remain unpaid. Notice of demand was served on each person on the same day. | Person | Penalty demanded | Days since notice…,C. 1 and 3 only,"Foreign Exchange Management Act, 1999, s.14",,,,,
ACTO-018,financial-sector-acts,FEMA — adjudication and appeals,L3,confirmed,Y,Match the matter under FEMA (Column A) with the authority that hears it (Column B): | Column A — matter | Column B — authority | |---|---| | P. Appeal against…,"B. P-2, Q-3, R-1, S-4","Foreign Exchange Management Act, 1999, s.16(3), s.17, s.19, s.35",,,,,
ACTO-019,financial-sector-acts,FEMA — civil character and contrast with FERA,L3,confirmed,Y,"Consider the following statements contrasting FEMA, 1999 with FERA, 1973: 1. FEMA's preamble speaks of facilitating external trade and payments, whereas FERA a…","B. 1, 2 and 3","Foreign Exchange Management Act, 1999, Preamble, s.49(3); FERA 1973, s.59",,,,,
ACTO-020,financial-sector-acts,FEMA — authorised persons and RBI directions (s.10 to s.12),L3,confirmed,Y,**Assertion (A):** The RBI may revoke an authorised person's authorisation in the public interest without first giving it an opportunity to make a representati…,"C. Both A and R are true, and R is the correct explanation of A","Foreign Exchange Management Act, 1999, s.10(3)",,,,,
ACTO-021,financial-sector-acts,FEMA — residential status under s.2(v),L4,confirmed,Y,"[case ACTO-CASE-FEMA] On 1 Jul 2026, Mr. Rohan Mehra is:","D. A person resident outside India, having gone abroad for employment","Foreign Exchange Management Act, 1999, s.2(v)(i)(A)",,,,,
ACTO-022,financial-sector-acts,"FEMA — penalties, enforcement and compounding (s.13 to s.15)",L4,confirmed,Y,[case ACTO-CASE-FEMA] The maximum penalty that can be imposed on Kaveri under s.13(1) is:,"A. ₹8,06,40,000","Foreign Exchange Management Act, 1999, s.8, s.13(1)",,,,,
ACTO-023,financial-sector-acts,FEMA — adjudication and appeals,L4,confirmed,Y,[case ACTO-CASE-FEMA] The Deputy Director imposes a penalty and Kaveri receives the order on 14 Jul 2026. Its first appeal (without seeking condonation) lies:,"C. To the Special Director (Appeals), by 28 Aug 2026","Foreign Exchange Management Act, 1999, s.17",,,,,
ACTO-024,financial-sector-acts,"FEMA — penalties, enforcement and compounding (s.13 to s.15)",L4,confirmed,Y,"[case ACTO-CASE-FEMA] Before adjudication, Kaveri considers compounding. Consider: 1. The contravention may be compounded by officers of the Directorate of Enforcement or of the RBI…",A. 1 and 2 only,"Foreign Exchange Management Act, 1999, s.15",,,,,
ACTO-025,financial-sector-acts,"FEMA — current and capital account transactions (s.5, s.6) and LRS",L4,confirmed,Y,"[case ACTO-CASE-FEMA] Now a non-resident, Rohan wishes to keep the Pune flat. Under FEMA:","C. He may keep it, as he acquired it while resident","Foreign Exchange Management Act, 1999, s.6(5)",,,,,
ACTO-026,financial-sector-acts,Competition Act — anti-competitive agreements (s.3),L1,confirmed,Y,"Under s.3(3) of the Competition Act, a horizontal agreement between competitors that directly fixes sale prices is:",A. Presumed to have an appreciable adverse effect on competition,"Competition Act, 2002, s.3(3)",,,,,
ACTO-027,financial-sector-acts,Competition Act — CCI composition and inquiry process,L1,confirmed,Y,"Under s.8 of the Competition Act (as amended in 2007), the Competition Commission of India consists of a Chairperson and:",A. Not less than two and not more than six other Members,"Competition Act, 2002, s.8(1) (2007 amendment)",,,,,
ACTO-028,financial-sector-acts,"Competition Act — settlement, commitment and appeals",L1,confirmed,Y,An enterprise aggrieved by a penalty order of the CCI under s.27 files its appeal before:,B. The National Company Law Appellate Tribunal (NCLAT),"Competition Act, 2002, s.53A, s.53B",,,,,
ACTO-029,financial-sector-acts,Competition Act — abuse of dominant position (s.4),L1,confirmed,Y,"Under s.4 of the Competition Act, holding a dominant position in a relevant market:",A. Is not prohibited by itself; only its abuse is prohibited,"Competition Act, 2002, s.4, s.19(4)",,,,,
ACTO-030,financial-sector-acts,"Competition Act — penalties and lesser penalty (s.27, s.46)",L2,confirmed,Y,"Suryodaya Pharma Ltd is found to have abused its dominant position (s.4). Its turnover: | Financial year | Turnover (₹ crore) | |---|---:| | FY 2022-23 | 1,840…",C. ₹213.33 crore,"Competition Act, 2002, s.27(b)",,,,,
ACTO-032,financial-sector-acts,"Competition Act — combinations and merger control (s.5, s.6)",L2,confirmed,Y,"GlobalSoft Inc. agrees to acquire StartX Technologies Pvt Ltd for ₹2,400 crore. StartX's assets and turnover in India are within the de minimis (small-target)…","B. Notice is required: deal value exceeds ₹2,000 crore with Indian operations","Competition Act, 2002, s.5(d), s.6(2) (2023 amendment)",,,,,
ACTO-034,financial-sector-acts,Competition Act — abuse of dominant position (s.4),L2,confirmed,Y,A dominant cement producer engages in each practice below. Which one is NOT an abuse under s.4(2)?,C. Matching a rival's lower price in one region to meet competition,"Competition Act, 2002, s.4(2)",,,,,
ACTO-035,financial-sector-acts,"Competition Act — settlement, commitment and appeals",L2,confirmed,Y,"Under the 2023 amendments, a commitment under s.48B can be offered:","A. In a s.4 abuse case, after the s.26(1) order but before the DG report","Competition Act, 2002, s.48A, s.48B (2023 amendment)",,,,,
ACTO-037,financial-sector-acts,"Competition Act — penalties and lesser penalty (s.27, s.46)",L3,confirmed,Y,"Kosi Tyres Ltd participated in a cartel for three years: | Year of cartel | Profit (₹ crore) | Turnover (₹ crore) | |---|---:|---:| | FY 2022-23 | 60 | 1,200 |…",D. ₹675.00 crore,"Competition Act, 2002, s.27(b) proviso",,,,,
ACTO-038,financial-sector-acts,"Competition Act — penalties and lesser penalty (s.27, s.46)",L3,confirmed,Y,"Three members of a cartel apply under s.46 in the order Alpha, Beta, Gamma, each making full, true and vital disclosure. Assume the lesser-penalty regulations…",A. ₹246.00 crore,"Competition Act, 2002, s.46; lesser-penalty bands given in stem",,,,,
ACTO-039,financial-sector-acts,Competition Act — anti-competitive agreements (s.3),L3,confirmed,Y,"Consider the following statements on s.3 of the Competition Act: 1. After the 2023 amendment, an enterprise not engaged in identical or similar trade that part…",D. 1 and 2 only,"Competition Act, 2002, s.3(3), s.3(4) (2023 amendment)",,,,,
ACTO-040,financial-sector-acts,Competition Act — abuse of dominant position (s.4),L3,confirmed,Y,Match the statutory factor (Column A) with the provision under which the CCI considers it (Column B): | Column A — factor | Column B — provision | |---|---| |…,"C. P-2, Q-1, R-3, S-4","Competition Act, 2002, s.19(3), (4), (6), (7)",,,,,
ACTO-041,financial-sector-acts,"Competition Act — combinations and merger control (s.5, s.6)",L3,confirmed,Y,"Assume: (i) the parties' combined assets in India exceed ₹2,500 crore is the relevant s.5 asset test; (ii) the small-target exemption applies where the target…",C. D2 and D3 only,"Competition Act, 2002, s.5, s.5(d) (2023 amendment); asset and de minimis limits given as data",,,,,
ACTO-043,financial-sector-acts,Competition Act — CCI composition and inquiry process,L3,confirmed,Y,Arrange the stages of a CCI inquiry into an alleged s.4 contravention in the correct order: P. Director General investigates and submits a report Q. CCI forms…,B. R → Q → P → S,"Competition Act, 2002, s.19, s.26, s.27",,,,,
ACTO-044,financial-sector-acts,Competition Act — anti-competitive agreements (s.3),L4,confirmed,Y,[case ACTO-CASE-COMP] The arrangement is best characterised as:,"B. A horizontal s.3(3) agreement, presumed to cause AAEC","Competition Act, 2002, s.3(3)(d)",,,,,
ACTO-045,financial-sector-acts,"Competition Act — penalties and lesser penalty (s.27, s.46)",L4,confirmed,Y,[case ACTO-CASE-COMP] The maximum penalty that can be imposed on Chambal is:,A. ₹300.00 crore,"Competition Act, 2002, s.27(b) proviso",,,,,
ACTO-046,financial-sector-acts,"Competition Act — settlement, commitment and appeals",L4,confirmed,Y,[case ACTO-CASE-COMP] The CCI computes Bhima's penalty before reduction at ₹150 crore. Bhima also asks to settle under s.48A. The correct position is:,D. Minimum payable ₹75.00 crore; settlement is not available,"Competition Act, 2002, s.46, s.48A",,,,,
ACTO-047,financial-sector-acts,"Competition Act — settlement, commitment and appeals",L4,confirmed,Y,[case ACTO-CASE-COMP] The CCI imposes ₹300.00 crore on Chambal. Chambal's appeal lies:,"B. To NCLAT within 60 days, after depositing ₹75.00 crore","Competition Act, 2002, s.53B, s.53T (2023 amendment)",,,,,
ACTO-049,financial-sector-acts,"LLP Act — incorporation, legal status and liability",L1,confirmed,Y,Which statement about the legal status of an LLP is correct?,"C. It is a body corporate with perpetual succession, outside the Partnership Act, 1932","Limited Liability Partnership Act, 2008, s.3, s.4",,,,,
ACTO-051,financial-sector-acts,LLP Act — conversion into LLP,L1,confirmed,Y,Conversion of an unlisted public company into an LLP is governed by:,B. Section 57 read with the Fourth Schedule,"Limited Liability Partnership Act, 2008, s.55 to s.57",,,,,
ACTO-052,financial-sector-acts,"LLP Act — partners, designated partners and mutual rights",L2,confirmed,Y,"Sunrise Advisory LLP has exactly two designated partners, both individuals. In FY 2025-26, Ms. Asha (an Indian citizen working mainly from Dubai) stayed in Ind…",A. Met — Asha stayed in India for at least 120 days in the FY,"Limited Liability Partnership Act, 2008, s.7 Explanation (LLP (Amendment) Act 2021)",,,,,
ACTO-053,financial-sector-acts,"LLP Act — incorporation, legal status and liability",L2,confirmed,Y,"In the course of Crest Engineering LLP's business, partner Dev negligently certifies a defective design, causing loss to a client. Partner Esha had no involvem…",B. The LLP and Dev; Esha is not personally liable,"Limited Liability Partnership Act, 2008, s.27, s.28",,,,,
ACTO-055,financial-sector-acts,LLP Act — conversion into LLP,L2,confirmed,Y,"Rathi & Co., a registered firm of four partners, wants to convert into an LLP. At conversion, partner Om wishes to retire and an investor, Priya, wishes to joi…",B. It cannot convert unless all its partners become partners,"Limited Liability Partnership Act, 2008, s.55, Second Schedule",,,,,
ACTO-056,financial-sector-acts,"LLP Act — small LLP, filings and decriminalisation",L2,confirmed,Y,"Assume that the penalty payable by a small LLP (and its partners) is one-half of the penalty otherwise specified, subject to a maximum of ₹1,00,000 for the LLP…","B. ₹2,25,000","Limited Liability Partnership Act, 2008, lesser-penalty provision for small LLPs (LLP (Amendment) Act 2021); rule given in stem",,,,,
ACTO-057,financial-sector-acts,LLP Act — winding up and dissolution,L2,confirmed,Y,"Nayan Advisory LLP has not filed its statement of account and solvency or annual return for FY 2021-22, 2022-23 and 2023-24. For four months in 2025 it had onl…",A. The LLP's own decision to be wound up by the Tribunal,"Limited Liability Partnership Act, 2008, s.64",,,,,
ACTO-058,financial-sector-acts,"LLP Act — partners, designated partners and mutual rights",L3,confirmed,Y,"Sheetal and Rakesh were the only partners of Vista Interiors LLP. Rakesh died on 1 Jan 2026. Sheetal, knowing she was the sole partner, carried on the business…","C. ₹12,00,000","Limited Liability Partnership Act, 2008, s.6(2)",,,,,
ACTO-059,financial-sector-acts,"LLP Act — small LLP, filings and decriminalisation",L3,confirmed,Y,Assume the prescribed limits for a small LLP are contribution not exceeding ₹5 crore AND turnover (preceding FY) not exceeding ₹50 crore. Data (₹ crore): | LLP…,A. E2 and E4 only,"Limited Liability Partnership Act, 2008, s.2(1)(ta) (LLP (Amendment) Act 2021); limits given in stem",,,,,
ACTO-060,financial-sector-acts,"LLP Act — small LLP, filings and decriminalisation",L3,confirmed,Y,"Consider the following statements on the LLP (Amendment) Act, 2021: 1. Carrying on business with intent to defraud creditors remains a criminal offence under t…",B. 1 and 2 only,"Limited Liability Partnership Act, 2008, s.30, s.76A, s.2(1)(ta) (LLP (Amendment) Act 2021)",,,,,
ACTO-061,financial-sector-acts,"LLP Act — incorporation, legal status and liability",L3,confirmed,Y,"**Assertion (A):** A supplier of Orbit LLP cannot sue Orbit's partners personally for an unpaid contractual debt of the LLP, absent fraud. **Reason (R):** Unde…","B. Both A and R are true, and R is the correct explanation of A","Limited Liability Partnership Act, 2008, s.27(3), s.28, s.30",,,,,
ACTO-062,financial-sector-acts,LLP Act — conversion into LLP,L3,confirmed,Y,Three private companies want to convert into LLPs under s.56 and the Third Schedule: | Company | Charge on assets | Shareholders joining LLP | |---|---|---| |…,C. Alpha only,"Limited Liability Partnership Act, 2008, s.56, Third Schedule",,,,,
ACTO-063,financial-sector-acts,"LLP Act — partners, designated partners and mutual rights",L3,confirmed,Y,"Kiran and Leela are partners of Monsoon Crafts LLP with no LLP agreement. Kiran contributed ₹30,00,000 and Leela ₹10,00,000. Leela managed the business and cla…","A. ₹6,00,000","Limited Liability Partnership Act, 2008, s.23(4), First Schedule",,,,,
ACTO-064,financial-sector-acts,LLP Act — conversion into LLP,L4,confirmed,Y,"[case ACTO-CASE-LLP] Consider the following consequences of the conversion: 1. All property and liabilities of the firm vested in the LLP, and the firm is deemed dissolved. 2. For…",B. 1 and 2 only,"Limited Liability Partnership Act, 2008, s.55, Second Schedule",,,,,
ACTO-066,financial-sector-acts,"LLP Act — small LLP, filings and decriminalisation",L4,confirmed,Y,[case ACTO-CASE-LLP] Arohi files its statement of account and solvency (Form 8) for FY 2025-26 on 5 Jan 2027. The additional fee is:,"D. ₹6,700","Limited Liability Partnership Act, 2008, s.34; LLP Rules, 2009 r.24; fee rate given in stem",,,,,
ACTO-067,financial-sector-acts,"LLP Act — partners, designated partners and mutual rights",L4,confirmed,Y,[case ACTO-CASE-LLP] Meher gives written notice of resignation to the other partners on 10 Jan 2027. Treat cessation as effective on expiry of the minimum notice period. The cessat…,C. 9 Feb 2027 and 11 Mar 2027,"Limited Liability Partnership Act, 2008, s.24, s.25",,,,,
