year,paper_id,question_number,microtopic,topic_id,stem
2023,586d515e-2d3d-485d-a944-3983e4569e53,44,"LCM, HCF and divisibility",14c51cd0-d60f-42bb-a584-89639d2306fa,What is the remainder if 2192 is divided by 6?
2023,586d515e-2d3d-485d-a944-3983e4569e53,45,Alphanumeric and mixed series,ba50fea4-a0f8-4254-9e5c-dbd2046eacdc,Consider the sequence ABC_ _ABC_DABBCD_ABCD that follows a c
2023,586d515e-2d3d-485d-a944-3983e4569e53,46,"LCM, HCF and divisibility",14c51cd0-d60f-42bb-a584-89639d2306fa,AB and CD are 2-digit numbers. Multiplying AB with CD result
2023,586d515e-2d3d-485d-a944-3983e4569e53,47,Category and attribute matching puzzle,da8b77aa-4e53-4876-be17-f8f96e1f2913,Consider the following statements in respect of five candida
2023,586d515e-2d3d-485d-a944-3983e4569e53,48,Statement and inference,75d64ae7-691e-4226-9c46-05d217805e7d,"Let P, Q, R, S and T be five statements such that: I. If P i"
2023,586d515e-2d3d-485d-a944-3983e4569e53,49,"Area and perimeter — rectangle, square, triangle",424d99d5-720f-409e-ba66-8660ac95a486,"A cuboid of dimensions 7cm × 5cm × 3cm is painted red, green"
2023,586d515e-2d3d-485d-a944-3983e4569e53,50,"Permutations, combinations and counting",de0e24eb-5c25-4e0f-8eeb-325b8732f9cc,"The letters of the word ""INCOMPREHENSIBILITIES"" are arranged"
2023,586d515e-2d3d-485d-a944-3983e4569e53,51,Main idea and central theme,baf763bb-6d36-4a25-b1ba-6419e3b26852,Which one of the following statements best reflects the most
2023,586d515e-2d3d-485d-a944-3983e4569e53,52,Inference and implied meaning,420312ba-2e38-4e16-a836-7e6764a05535,"Regarding the financialization of household savings, which o"
2023,586d515e-2d3d-485d-a944-3983e4569e53,53,Statement and assumption,fc3e9289-0478-4a6c-a0e8-1f6f3f79f82a,"Based on the above passage, the following assumptions have b"
2023,586d515e-2d3d-485d-a944-3983e4569e53,54,Statement and assumption,fc3e9289-0478-4a6c-a0e8-1f6f3f79f82a,"Based on the above passage, the following assumptions have b"
2023,586d515e-2d3d-485d-a944-3983e4569e53,55,Percentage increase and decrease,61f760f9-681d-4ec9-9c5c-bfe750fcf5fe,"In an examination, the maximum marks for each of the four pa"
2023,586d515e-2d3d-485d-a944-3983e4569e53,56,"Permutations, combinations and counting",de0e24eb-5c25-4e0f-8eeb-325b8732f9cc,A flag has to be designed with 4 horizontal strips using som
2023,586d515e-2d3d-485d-a944-3983e4569e53,57,"Area and perimeter — rectangle, square, triangle",424d99d5-720f-409e-ba66-8660ac95a486,A rectangular floor measures 4 m in length and 2.2m in bread
2023,586d515e-2d3d-485d-a944-3983e4569e53,58,Sets of consecutive and patterned numbers,16630438-beb1-473f-b251-baccce8cd86a,"There are five persons, P, Q, R, S and T each one of whom ha"
2023,586d515e-2d3d-485d-a944-3983e4569e53,59,"Permutations, combinations and counting",de0e24eb-5c25-4e0f-8eeb-325b8732f9cc,"There are large number of silver coins weighing 2gm, 5gm, 10"
2023,586d515e-2d3d-485d-a944-3983e4569e53,60,Symbol-substitution inequality,ed3eadd3-5574-4043-a2e4-2bfde047b9c1,Consider the following: I. A + B means A is neither smaller 
2023,586d515e-2d3d-485d-a944-3983e4569e53,61,"Author tone, attitude and purpose",ebdd3a2a-f038-4775-9684-647b6cbbdcbb,Which one of the following statements best reflects the most
2023,586d515e-2d3d-485d-a944-3983e4569e53,62,Explicit detail retrieval,342ec4bb-5625-4398-9b44-2963d65062a4,Which one of the following statements best reflects the most
2023,586d515e-2d3d-485d-a944-3983e4569e53,63,Main idea and central theme,baf763bb-6d36-4a25-b1ba-6419e3b26852,Which one of the following statements best reflects the crux
2023,586d515e-2d3d-485d-a944-3983e4569e53,64,Sets of consecutive and patterned numbers,16630438-beb1-473f-b251-baccce8cd86a,40 children are standing in a circle and one of them (say ch
2023,586d515e-2d3d-485d-a944-3983e4569e53,65,Number series — arithmetic and difference patterns,b0e8a0b7-df35-4f9e-9bdb-dfa6558e2b7a,"What is the middle terms of the sequence Z, Z, Y, Y, Y, X, X"
2023,586d515e-2d3d-485d-a944-3983e4569e53,66,Data sufficiency,f0e0d76d-38ed-4b29-85db-ae678611b715,Questions: Is p greater than q? Statement-1: p × q is greate
2023,586d515e-2d3d-485d-a944-3983e4569e53,67,Data sufficiency,f0e0d76d-38ed-4b29-85db-ae678611b715,"Questions: Is (p + q- r) greater than (p – q + r), where p, "
2023,586d515e-2d3d-485d-a944-3983e4569e53,68,Data sufficiency,f0e0d76d-38ed-4b29-85db-ae678611b715,"In a party, 75 persons took tea, 60 persons took coffee and "
2023,586d515e-2d3d-485d-a944-3983e4569e53,69,Data sufficiency,f0e0d76d-38ed-4b29-85db-ae678611b715,Consider a 3-digit number. Question: What is the number? Sta
2023,586d515e-2d3d-485d-a944-3983e4569e53,70,Data sufficiency,f0e0d76d-38ed-4b29-85db-ae678611b715,For five children with ages a < b < c < d < e; any two succe
2023,586d515e-2d3d-485d-a944-3983e4569e53,71,Statement and assumption,fc3e9289-0478-4a6c-a0e8-1f6f3f79f82a,"With reference to the above passage, the following assumptio"
2023,586d515e-2d3d-485d-a944-3983e4569e53,72,Inference and implied meaning,420312ba-2e38-4e16-a836-7e6764a05535,Which one of the following statements best reflects the most
2023,586d515e-2d3d-485d-a944-3983e4569e53,73,Explicit detail retrieval,342ec4bb-5625-4398-9b44-2963d65062a4,Which one of the following statements best reflects the most
2023,586d515e-2d3d-485d-a944-3983e4569e53,74,Percentage increase and decrease,61f760f9-681d-4ec9-9c5c-bfe750fcf5fe,A principal P becomes Q in 1 year when compounded half-yearl
2023,586d515e-2d3d-485d-a944-3983e4569e53,75,"LCM, HCF and divisibility",14c51cd0-d60f-42bb-a584-89639d2306fa,How many natural numbers are there which given a remainder o
2023,586d515e-2d3d-485d-a944-3983e4569e53,76,Linear equations in one and two variables,5194061c-a0ed-423e-aa9d-b3c774115dc8,"Let pp, qq and rr be 2 digit numbers where p < q < r. If pp "
2023,586d515e-2d3d-485d-a944-3983e4569e53,77,"LCM, HCF and divisibility",14c51cd0-d60f-42bb-a584-89639d2306fa,What is the sum of all 4-digit numbers less than 2000 formed
2023,586d515e-2d3d-485d-a944-3983e4569e53,78,"Permutations, combinations and counting",de0e24eb-5c25-4e0f-8eeb-325b8732f9cc,What is the number of selections of 10 consecutive things ou
2023,586d515e-2d3d-485d-a944-3983e4569e53,79,Clocks and calendars,484fbb39-85bd-4c88-88b3-9426befa6b49,"If today is Sunday, then which day is it exactly on 1010th d"
2023,586d515e-2d3d-485d-a944-3983e4569e53,80,Clocks and calendars,484fbb39-85bd-4c88-88b3-9426befa6b49,There are three traffic signals. Each signal changes colour 
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,1,Inference and implied meaning,420312ba-2e38-4e16-a836-7e6764a05535,Which of the following statements best reflect the most logi
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2,Statement and assumption,fc3e9289-0478-4a6c-a0e8-1f6f3f79f82a,"Based on the above passage, the following assumptions have b"
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,3,Inference and implied meaning,420312ba-2e38-4e16-a836-7e6764a05535,Which of the following statements best reflects/reflect the 
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,4,Statement and assumption,fc3e9289-0478-4a6c-a0e8-1f6f3f79f82a,"Based on the above passage, the following assumptions have b"
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,5,"Area and perimeter — rectangle, square, triangle",424d99d5-720f-409e-ba66-8660ac95a486,What is the least possible number of cuts required to cut a 
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,6,Linear equations in one and two variables,5194061c-a0ed-423e-aa9d-b3c774115dc8,"In the expression 5 * 4* 3* 2* 1, * is chosen from +, -, × e"
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,7,Percentage increase and decrease,61f760f9-681d-4ec9-9c5c-bfe750fcf5fe,A certain number of men can complete a piece of work in 6k d
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,8,Individual and combined work rates,9da6f0b1-57ff-4a8b-a0e7-40f85cee7b22,"X, Y and Z can complete a piece of work individually in 6 ho"
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,9,"LCM, HCF and divisibility",14c51cd0-d60f-42bb-a584-89639d2306fa,How many consecutive zeros are there at the end of the integ
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,10,"Area and perimeter — rectangle, square, triangle",424d99d5-720f-409e-ba66-8660ac95a486,"On January 1st, 2023, a person saved Rs 1. On January 2nd, 2"
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,11,Inference and implied meaning,420312ba-2e38-4e16-a836-7e6764a05535,Which one of the following statements best reflects the most
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,12,Statement and assumption,fc3e9289-0478-4a6c-a0e8-1f6f3f79f82a,"Based on the above passage, the following assumptions have b"
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,13,Main idea and central theme,baf763bb-6d36-4a25-b1ba-6419e3b26852,Which one of the following statements best reflects the cent
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,14,Statement and assumption,fc3e9289-0478-4a6c-a0e8-1f6f3f79f82a,"Based on the above passage, the following assumptions have b"
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,15,"LCM, HCF and divisibility",14c51cd0-d60f-42bb-a584-89639d2306fa,222333 + 333222 is divisible by which of the following numbe
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,16,Percentage increase and decrease,61f760f9-681d-4ec9-9c5c-bfe750fcf5fe,What percent of water must be mixed with honey so as to gain
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,17,Linear equations in one and two variables,5194061c-a0ed-423e-aa9d-b3c774115dc8,What is the rightmost digit preceding the zeros in the value
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,18,"LCM, HCF and divisibility",14c51cd0-d60f-42bb-a584-89639d2306fa,"421 and 427, when divided by the same number, leave the same"
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,19,"LCM, HCF and divisibility",14c51cd0-d60f-42bb-a584-89639d2306fa,A can X contains 399 litres of petrol and a can Y contains 5
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,20,"LCM, HCF and divisibility",14c51cd0-d60f-42bb-a584-89639d2306fa,Consider the following statements in respect of the sum S = 
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,21,Statement and assumption,fc3e9289-0478-4a6c-a0e8-1f6f3f79f82a,"Based on the above passage, the following assumptions have b"
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,22,Main idea and central theme,baf763bb-6d36-4a25-b1ba-6419e3b26852,Which one of the following statements best reflects the cent
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,23,"Author tone, attitude and purpose",ebdd3a2a-f038-4775-9684-647b6cbbdcbb,Which one of the following statements best reflects the thin
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,24,Alphanumeric and mixed series,ba50fea4-a0f8-4254-9e5c-dbd2046eacdc,Consider the sequence A_BCD_BBCDABC_DABC_D that follows a ce
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,25,"Cost price, selling price and margin",716450be-826f-428c-a51e-57101be2e9f9,"Two persons P and Q enter into a business. P puts ₹ 14,000 m"
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,26,Percentage increase and decrease,61f760f9-681d-4ec9-9c5c-bfe750fcf5fe,P’s salary is 20% lower than Q’s salary which is 20% lower t
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,27,Percentage increase and decrease,61f760f9-681d-4ec9-9c5c-bfe750fcf5fe,A number is mistakenly divided by 4 instead of multiplying b
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,28,Percentage increase and decrease,61f760f9-681d-4ec9-9c5c-bfe750fcf5fe,"In an examination, 80% of students passed in English, 70% of"
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,29,Family tree puzzle with generations,652eb8c7-a25a-48c1-b51d-ddf64f8ede1b,"A father said to his son, “n years back I was as old as you "
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,30,Sets of consecutive and patterned numbers,16630438-beb1-473f-b251-baccce8cd86a,Consider the following : 1. 1000 litres = 1m3 2. 1 metric to
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,31,"Author tone, attitude and purpose",ebdd3a2a-f038-4775-9684-647b6cbbdcbb,Which of the following is/are emphatically conveyed by the a
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,32,Statement and assumption,fc3e9289-0478-4a6c-a0e8-1f6f3f79f82a,"Based on the above passage, the following assumptions have b"
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,33,Explicit detail retrieval,342ec4bb-5625-4398-9b44-2963d65062a4,"When we meet other people while we travel, we learn to diffe"
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,34,Statement and assumption,fc3e9289-0478-4a6c-a0e8-1f6f3f79f82a,"With reference to the above passage, the following assumptio"
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,35,"LCM, HCF and divisibility",14c51cd0-d60f-42bb-a584-89639d2306fa,Let X be a two-digit number and Y be another two-digit numbe
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,36,Averages — simple and weighted,528ffbb5-94cb-438d-a875-c854d0f65ec5,Consider the following : Weight of 6 boys = Weight of 7 girl
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,37,Clocks and calendars,484fbb39-85bd-4c88-88b3-9426befa6b49,How many times the hour hand and the minute hand coincide in
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,38,Clocks and calendars,484fbb39-85bd-4c88-88b3-9426befa6b49,The calendar for the year 2025 is same for
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,39,Sets of consecutive and patterned numbers,16630438-beb1-473f-b251-baccce8cd86a,"Let p, q, r and s be distinct positive integers. Let p, q be"
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,40,Clocks and calendars,484fbb39-85bd-4c88-88b3-9426befa6b49,What is the angle between the minute hand and hour hand when
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,41,Inference and implied meaning,420312ba-2e38-4e16-a836-7e6764a05535,Which of the following statements best reflects/reflect the 
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,42,Statement and assumption,fc3e9289-0478-4a6c-a0e8-1f6f3f79f82a,"Based on the above passage, the following assumptions have b"
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,43,Statement and assumption,fc3e9289-0478-4a6c-a0e8-1f6f3f79f82a,"Based on the above passage, the following assumptions have b"
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,44,Main idea and central theme,baf763bb-6d36-4a25-b1ba-6419e3b26852,Which one of the following statements best reflects the cent
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,45,"Permutations, combinations and counting",de0e24eb-5c25-4e0f-8eeb-325b8732f9cc,What is the number of fives used in numbering a 260-page boo
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,46,Number series — arithmetic and difference patterns,b0e8a0b7-df35-4f9e-9bdb-dfa6558e2b7a,What is the sum of the first 28 terms in the following seque
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,47,Percentage increase and decrease,61f760f9-681d-4ec9-9c5c-bfe750fcf5fe,"A person buys three articles P, Q and R for ₹ 3,330. If P co"
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,48,"LCM, HCF and divisibility",14c51cd0-d60f-42bb-a584-89639d2306fa,If the sum of the two-digit numbers AB and CD is the three-d
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,50,Linear equations in one and two variables,5194061c-a0ed-423e-aa9d-b3c774115dc8,"The total cost of 4 oranges, 6 mangoes and 8 apples is equal"
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,51,Inference and implied meaning,420312ba-2e38-4e16-a836-7e6764a05535,Which one of the following statements best reflects the most
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,52,Statement and assumption,fc3e9289-0478-4a6c-a0e8-1f6f3f79f82a,"Based on the above passage, the following assumptions have b"
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,53,Explicit detail retrieval,342ec4bb-5625-4398-9b44-2963d65062a4,Which one of the following statements best reflect the most 
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,54,"LCM, HCF and divisibility",14c51cd0-d60f-42bb-a584-89639d2306fa,325 + 227 is divisible by
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,59,Data sufficiency,f0e0d76d-38ed-4b29-85db-ae678611b715,A Question is given followed by two Statements I and II. Con
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,60,Data sufficiency,f0e0d76d-38ed-4b29-85db-ae678611b715,A Question is given followed by two Statements I and II. Con
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,61,Main idea and central theme,baf763bb-6d36-4a25-b1ba-6419e3b26852,Which one of the following statements best reflects the crux
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,62,Inference and implied meaning,420312ba-2e38-4e16-a836-7e6764a05535,Which one of the following statements best reflects the most
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,63,Main idea and central theme,baf763bb-6d36-4a25-b1ba-6419e3b26852,Which one of the following statements best reflects the crux
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,64,Data sufficiency,f0e0d76d-38ed-4b29-85db-ae678611b715,A question is given followed by two Statements I and II. Con
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,65,Data sufficiency,f0e0d76d-38ed-4b29-85db-ae678611b715,A Question is given followed by two Statements I and II. Con
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,66,Data sufficiency,f0e0d76d-38ed-4b29-85db-ae678611b715,A Question is given followed by two Statements I and II. Con
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,67,Data sufficiency,f0e0d76d-38ed-4b29-85db-ae678611b715,A Question is given followed by two Statements I and II. Con
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,68,Data sufficiency,f0e0d76d-38ed-4b29-85db-ae678611b715,A Question if given followed by two Statements I and II. Con
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,69,Data sufficiency,f0e0d76d-38ed-4b29-85db-ae678611b715,A Question is given followed by two Statement I and II. Cons
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,70,Data sufficiency,f0e0d76d-38ed-4b29-85db-ae678611b715,A Question is given followed by two Statements I and II. Con
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,71,Main idea and central theme,baf763bb-6d36-4a25-b1ba-6419e3b26852,Which one of the following statements best reflects the most
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,72,Statement and assumption,fc3e9289-0478-4a6c-a0e8-1f6f3f79f82a,"Based on the above passage, the following assumptions have b"
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,73,Data sufficiency,f0e0d76d-38ed-4b29-85db-ae678611b715,Question is given followed by two Statements I and II. Consi
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,74,Statement and inference,75d64ae7-691e-4226-9c46-05d217805e7d,"Main Statement is followed by four Statements labelled P, Q,"
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,75,Linear equations in one and two variables,5194061c-a0ed-423e-aa9d-b3c774115dc8,a + b means a – b; a – b means a x b; a x b means a ÷ b; a ÷
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,76,Symbol-substitution inequality,ed3eadd3-5574-4043-a2e4-2bfde047b9c1,If P means ‘greater than (>)’; Q means ‘less than (<)’; R me
2024,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,77,Letter shifting and alphabet position,2ba3fb21-1709-4d8b-9059-bbfee5264d8f,"If in a certain code, ‘ABCD’ is written as 24 and ‘EFGH’ is "
