row_type,row_id,paper_year,question_number_or_topic_id,text_preview,flags,sample_reason,decision,notes,assign_topic_id,difficulty,stimulus_preview,paper_id,section,current_primary_topic_id,apply_result,apply_detail
question,b731155f-2f2c-4d29-9186-66fd5662676f,2024,12,Discuss the different types of communication channels. Also discuss their importance in an organization.,,,verified,,,medium,,e0a9e855-085b-4a26-9710-63b295fd40d7,Finance & Management - Descriptive,eee49054-ca21-469d-8da7-7386c4e8e6fd,difficulty;verified,
question,39ced000-7af1-4f5e-a8bc-28c4eef97d72,2024,13,What is the Difference between growth investing and value investing? What should an investor know before investing?,,,verified,,,medium,,e0a9e855-085b-4a26-9710-63b295fd40d7,Finance & Management - Descriptive,8a030c8d-9bd6-4018-915b-ba862c670467,difficulty;verified,
question,be248da4-75dc-4b7d-971a-c5eea756dd4a,2024,14,What are the key Factors that influence Ethics in business?,,,verified,,,medium,,e0a9e855-085b-4a26-9710-63b295fd40d7,Finance & Management - Descriptive,0e5b478f-5048-4be2-a4da-997415ef0843,difficulty;verified,
question,9b12d0ea-b2dd-4713-ba32-8ed388991c92,2024,15,What are AT 1 Bonds? Discuss their features and also describe how do they differ from other types of bonds?,,,verified,,,medium,,e0a9e855-085b-4a26-9710-63b295fd40d7,Finance & Management - Descriptive,e6ae56a5-8fb5-4dab-a838-59ac2c665fc0,difficulty;verified,
question,116c60ca-e58c-4304-a2c0-62bf0d4efa76,2024,301,"Discuss the social, economic, and environmental impacts of hosting Olympics in India.",no_primary_tag,flagged,,,,,,e0a9e855-085b-4a26-9710-63b295fd40d7,English Descriptive,,skipped,no decision
question,dd497950-a9bd-41ca-afb2-a6e1b524ca53,2024,302,"How does climate change impact global migration, and what are the effects on both origin and destination countries?",no_primary_tag,flagged,,,,,,e0a9e855-085b-4a26-9710-63b295fd40d7,English Descriptive,,skipped,no decision
question,3cc76493-44da-4a65-b59e-c4a34afa5b24,2024,303,How can organizations foster employee well-being by prioritizing mental health for overall success?,no_primary_tag,flagged,,,,,,e0a9e855-085b-4a26-9710-63b295fd40d7,English Descriptive,,skipped,no decision
question,ce345591-0343-415d-a6d5-c3d10a5663c1,2024,304,"“Anyone who stops learning is old, whether at twenty or eighty. Anyone who keeps learning stays young. The greatest thing in life is to keep",non_ascii_suspect;no_primary_tag,flagged,,,,,,e0a9e855-085b-4a26-9710-63b295fd40d7,English Descriptive,,skipped,no decision
tag,e0a50309-5cea-4e7b-ba17-182c60fdcb3f,2024,0e5b478f-5048-4be2-a4da-997415ef0843,Internal vs external factors affecting governance,,,verified,,,,,e0a9e855-085b-4a26-9710-63b295fd40d7,Finance & Management - Descriptive,,verified,
tag,bd430f09-9c90-4931-b66d-6c117a3e92e4,2024,1d690f05-756d-4389-b40d-5bca2d050fdd,Digital finance and technology in banking,,,verified,,,,,e0a9e855-085b-4a26-9710-63b295fd40d7,Economic & Social Issues - Descriptive,,verified,
tag,30c0c94a-70b9-48eb-8deb-18fa0dce4a7d,2024,67d73193-b913-40c4-9e29-eb8eeb39653f,Employment statistics and employment services,,,verified,,,,,e0a9e855-085b-4a26-9710-63b295fd40d7,Economic & Social Issues - Descriptive,,verified,
tag,c68336f5-ed97-4562-8ded-2434b80fc796,2024,6f182884-0443-48e2-ad72-601b4ad101ab,"DAY-NRLM, self-help groups and rural livelihoods",,,verified,,,,,e0a9e855-085b-4a26-9710-63b295fd40d7,Economic & Social Issues - Descriptive,,verified,
tag,6580851d-e76b-4d2f-842b-585f896bf096,2024,8a030c8d-9bd6-4018-915b-ba862c670467,Active vs passive investment strategies,,spot_check,verified,,,,,e0a9e855-085b-4a26-9710-63b295fd40d7,Finance & Management - Descriptive,,verified,
tag,9d485d25-f0d4-423f-ad70-6f8061f3f03f,2024,afd4a13d-c570-493d-8b6a-3923c701219f,"Trait approach — personality, intelligence, emotion",,,verified,,,,,e0a9e855-085b-4a26-9710-63b295fd40d7,Finance & Management - Descriptive,,verified,
tag,54c103f7-a483-4c40-ba3a-4d6c18c63ce5,2024,c433edd3-ad2d-408b-bd3e-fbf1828a030d,"Infrastructure, transport and logistics",,,verified,,,,,e0a9e855-085b-4a26-9710-63b295fd40d7,Economic & Social Issues - Descriptive,,verified,
tag,0d84d188-0a19-4be0-b33e-dbc70154e6fd,2024,c7ea1e13-578a-4977-a08e-df0a6d689f16,Forwards vs futures,,,,,,,,e0a9e855-085b-4a26-9710-63b295fd40d7,Finance & Management - Descriptive,,skipped,no decision
tag,307de229-74a3-4bad-a7bf-5d601e4fa4e1,2024,e6ae56a5-8fb5-4dab-a838-59ac2c665fc0,Basel norms and capital adequacy,,spot_check,verified,,,,,e0a9e855-085b-4a26-9710-63b295fd40d7,Finance & Management - Descriptive,,verified,
tag,12284c1e-755d-4b7c-ae79-788eb0425af1,2024,eee49054-ca21-469d-8da7-7386c4e8e6fd,Communication channels and channel richness,,,verified,,,,,e0a9e855-085b-4a26-9710-63b295fd40d7,Finance & Management - Descriptive,,verified,
tag,8c88cf7b-ce84-4a94-be0b-e4911e6371fe,2024,f7274ac4-dc47-482f-86f6-495e4bc87cae,Long-term growth strategy and policy vision,,,verified,,,,,e0a9e855-085b-4a26-9710-63b295fd40d7,Economic & Social Issues - Descriptive,,verified,
tag,629184bc-f041-461a-8f8b-91412823993e,2024,fa731497-39a6-49f8-b3ff-e0f3bb19cb96,Union Budget provisions and taxation,,,verified,,,,,e0a9e855-085b-4a26-9710-63b295fd40d7,Economic & Social Issues - Descriptive,,verified,
