row_type,row_id,paper_year,question_number_or_topic_id,text_preview,flags,sample_reason,decision,notes,assign_topic_id,difficulty,stimulus_preview,paper_id,section,current_primary_topic_id,apply_result,apply_detail
question,1e176634-ef42-45c2-ba0f-7049371c3eb0,2023,15,What are pre-sanctioned credit lines at banks through the UPI? How is it going to help in furthering financial inclusion?,,,verified,,,medium,,b046e6fa-bb3a-46dc-846a-2e791d5f342f,Finance & Management - Descriptive,390cb8c4-537c-469c-b3d1-14d9194d8cea,difficulty;verified,
question,bffbcb57-d849-4949-ad49-7c04efe57faf,2023,301,"In every organization, especially in modern day and age, employees focus on personal value and purpose in the organization. Suggest measures",no_primary_tag,flagged,,,,,,b046e6fa-bb3a-46dc-846a-2e791d5f342f,English Descriptive,,skipped,no decision
question,687098fd-24e6-4a49-8312-b4dbd49b59d0,2023,302,what is social media recruitment? What are its advantages and disadvantages,no_primary_tag,flagged,,,,,,b046e6fa-bb3a-46dc-846a-2e791d5f342f,English Descriptive,,skipped,no decision
question,a6e86512-ffe3-4892-b1bc-7d74aeb1be6e,2023,303,Economic impacts of climate change on developing countries,no_primary_tag,flagged,,,,,,b046e6fa-bb3a-46dc-846a-2e791d5f342f,English Descriptive,,skipped,no decision
question,553b5788-a6a0-4269-aedb-c3acb3617692,2023,304,There is an immense need of multi linguistic social media accounts for businesses,no_primary_tag,flagged,,,,,,b046e6fa-bb3a-46dc-846a-2e791d5f342f,English Descriptive,,skipped,no decision
tag,e354ca79-7be2-431d-adfe-0ce594916055,2023,00d3f0d6-79a3-4c9b-a019-d0ac728fbb19,Digital Public Infrastructure and India Stack,,spot_check,verified,,,,,b046e6fa-bb3a-46dc-846a-2e791d5f342f,Finance & Management - Descriptive,,verified,
tag,c59e4f1d-783f-423f-b9ca-afcceff0b1f7,2023,050b2b61-b9eb-428a-8abd-bba50bc74ed8,Fayol's 14 principles; Esprit de Corps,,,verified,,,,,b046e6fa-bb3a-46dc-846a-2e791d5f342f,Finance & Management - Descriptive,,verified,
tag,8c0721be-fb53-4f9e-865a-8803aff8bcaa,2023,13d98721-2736-444f-82db-ecb3bb0fdddc,Rural entrepreneurship and business incubation,,,verified,,,,,b046e6fa-bb3a-46dc-846a-2e791d5f342f,Economic & Social Issues - Descriptive,,verified,
tag,04327940-23d6-40f0-81aa-acd010d2bd87,2023,390cb8c4-537c-469c-b3d1-14d9194d8cea,"NPCI systems — UPI, IMPS, NEFT, RTGS",,,verified,,,,,b046e6fa-bb3a-46dc-846a-2e791d5f342f,Finance & Management - Descriptive,,verified,
tag,98be904a-3a10-41fe-829c-c6785ddf07c6,2023,89bb1536-fd50-4ef9-aa73-a28cf8923927,RBI Retail Direct,,,verified,,,,,b046e6fa-bb3a-46dc-846a-2e791d5f342f,Finance & Management - Descriptive,,verified,
tag,17f9cbd7-e8f6-4f3d-9123-331f7391690f,2023,8d5f6ccc-0a62-47df-8c75-c1d5240fc43f,International economic forums and summit declarations,,,,,,,,b046e6fa-bb3a-46dc-846a-2e791d5f342f,Economic & Social Issues - Descriptive,,skipped,no decision
tag,ec228d47-7719-4da0-ba8e-9d081acd56b0,2023,9fa06a82-fffa-48e5-8d9c-f712dfed4e93,Poverty alleviation packages and Garib Kalyan schemes,,,verified,,,,,b046e6fa-bb3a-46dc-846a-2e791d5f342f,Economic & Social Issues - Descriptive,,verified,
tag,489abd31-0e28-48c6-89f5-f617fed5258b,2023,a73b4af1-fb46-41dd-9d25-1cbb815f91cb,Global risk and outlook reports,,,verified,,,,,b046e6fa-bb3a-46dc-846a-2e791d5f342f,Economic & Social Issues - Descriptive,,verified,
tag,17a9847e-91ba-43f9-a20f-7fd76f6e46b1,2023,afd4a13d-c570-493d-8b6a-3923c701219f,"Trait approach — personality, intelligence, emotion",,,verified,,,,,b046e6fa-bb3a-46dc-846a-2e791d5f342f,Finance & Management - Descriptive,,verified,
tag,1a2aaeda-32b2-4a94-8e97-efeb2a75ec82,2023,cd4fb6ad-ad93-464a-a936-40a8e9427b07,Concept and principles of corporate governance,,,verified,,,,,b046e6fa-bb3a-46dc-846a-2e791d5f342f,Finance & Management - Descriptive,,verified,
tag,16d85e85-419e-48a1-81e3-783423c7fda1,2023,d5110ca8-291e-4287-a8ff-2cd5093ce271,Monetary policy framework and inflation targeting,,,verified,,,,,b046e6fa-bb3a-46dc-846a-2e791d5f342f,Economic & Social Issues - Descriptive,,verified,
tag,e2d532ff-fa5e-4571-920e-310102238842,2023,f5835ef2-38c9-4e7d-85ac-83cd7b134d7b,Gender statistics and indicators,,,verified,,,,,b046e6fa-bb3a-46dc-846a-2e791d5f342f,Economic & Social Issues - Descriptive,,verified,
