question_number,assign_topic_id,microtopic_name,confidence
64,3d5f609a-e595-44bf-9c51-1ee9272153b6,Public sector banks and governance,ok
65,64bfd004-4a03-4e2c-832f-e2277f58cede,Capital market instruments and bonds,ok
66,bbf61f1e-1977-4182-8381-ff7d99aae278,Plurilateral and strategic groupings,check
67,93bda482-3640-4157-bbc5-0abf576df936,Country situations in news,ok
68,f5ad1028-8843-46a9-a884-4b896581d7dc,Money and banking: RBI and monetary policy,ok
69,e2e8bf83-c61e-4d97-92b3-3b4e89f05d1c,"Blockchain, cryptocurrency and Web3",ok
70,e468d421-7bcb-4a30-96f3-3ee9be1d69f3,"Lakes, waterfalls and inland water bodies",ok
71,5d61a8fd-e008-4617-b000-3006e86061bc,"Social security, pensions and labour welfare",ok
72,61e36414-bbb9-44f8-895a-eba8665b29c4,Energy and mineral sector economics,ok
73,520ffe2a-eabf-4d28-bb1f-af3d3fdc0716,Special provisions for states and areas,ok
74,fdc986d4-cd5f-4d73-8d34-7f1d7f281131,Local governments,check
75,b9fd43a1-0e8c-48ca-907e-b20610c889ff,Environment Protection Act and pollution control bodies,ok
76,f87ee241-ecd1-4344-b690-e70b1bfedba7,United Nations system and principal organs,ok
77,e336caf3-60a3-41b4-b9fc-bb480e2ff2cc,International maritime and polar governance,ok
78,f87ee241-ecd1-4344-b690-e70b1bfedba7,United Nations system and principal organs,ok
79,8e834bd5-5d64-4d60-b105-14b2a0dce8cc,"Agricultural marketing, MSP and procurement",check
80,741b1b26-bb16-4931-96bb-2459aa06a661,Carbon markets and climate metrics,ok
81,6cfd3c3c-80c4-4cce-8ab5-0a037a8b9dbe,"Solar radiation, heat balance and temperature",ok
82,f087e4aa-804e-435a-98d1-c682e268f4b5,Refugee and humanitarian crises,ok
83,1af4be87-f327-4d7e-831d-98b4571d5858,Regional groupings and economic blocs,ok
84,75ca9347-8351-48c9-ad9a-237adcdd675e,Renewable energy,ok
85,fa11b813-bdaa-4873-b94e-3667973490de,UN conventions and international law,ok
86,f732797f-5c48-4b11-96a1-4fcd587edfcc,Territorial and maritime disputes,ok
87,93bda482-3640-4157-bbc5-0abf576df936,Country situations in news,ok
88,ef2163b5-bdc8-403b-a01e-d8cb279b69df,World political geography and regions in news,ok
89,42380d00-29fa-4012-ab52-e75b7ca0a93f,Wildlife Protection Act,ok
90,cf0855dd-18dc-458d-988a-dbc790225c96,Population interactions,ok
91,1cd9949b-3424-4350-a5eb-073f4d251c31,Mauryan empire,ok
92,93929d93-b7fa-405b-b294-fd328cdffbf5,Early medieval dynasties,ok
93,64bfe1f1-083a-4c78-8227-a8f5f89deef4,Post-Mauryan period and the Sangam age,ok
94,cb50b194-a05d-4d69-8e98-d5a0e121ecfb,Mughal empire — rulers and succession,check
95,11f635d2-5609-4ad9-8a5e-213a185b9254,Bhakti movement,ok
96,8b8d195d-6b48-48c4-9621-ebaa3c8d83cb,Temple architecture,ok
97,a4d2c72a-9cac-4f2e-8f95-35f5ac8b8bd8,Immunity and vaccines,ok
98,814ac6fd-babe-49b4-821e-576dbc465f65,Nanotechnology,ok
99,a218d1ba-5fc6-4346-a1d9-cd5e40ec2f80,Molecular basis of inheritance,ok
100,89b9d2cb-b90b-4cb3-9df9-16b8b47c3317,Air pollution and its control,ok
