question_number,assign_topic_id,microtopic_name,confidence
25,64bfd004-4a03-4e2c-832f-e2277f58cede,Capital market instruments and bonds,ok
26,8e834bd5-5d64-4d60-b105-14b2a0dce8cc,"Agricultural marketing, MSP and procurement",check
27,8e834bd5-5d64-4d60-b105-14b2a0dce8cc,"Agricultural marketing, MSP and procurement",ok
28,a8939b7e-951c-4784-bdcd-598340f7d32c,Capital formation and human capital,check
29,61120bdd-8061-4267-820f-e7a862164e8c,Finance Commission and tax devolution,ok
30,3c34cf1b-ee02-4ba1-b7c7-ab4bbf92ed60,Infrastructure and public-private partnership,ok
31,0ad674a9-0694-42e8-ac87-a79e85e9f5b1,Right to life and personal liberty,ok
32,835acb19-80b7-41b0-8878-65dce65aaabf,Criminal justice and prison administration,ok
33,b75efc14-0e32-4fc1-9fcb-bf313d91cb28,Philosophy of the Constitution,ok
34,ef19b179-017a-4b69-8d81-c9b245ca681f,Constitutional amendment procedure,ok
35,3fcb6de8-01c5-4837-a3d4-f5aff2b2f300,Constitutional bodies,check
36,758fb132-d14b-4c86-b117-eed7728d7d04,The President and the Union Executive,ok
37,8c9499a4-5221-4f79-ac73-e151581dd97c,Types of bills and the legislative process,ok
38,99998dde-a7ad-4cba-aea4-5149d5d7d140,In-situ conservation: parks and sanctuaries,ok
39,520ffe2a-eabf-4d28-bb1f-af3d3fdc0716,Special provisions for states and areas,ok
40,e4c262b4-aaf0-4b27-8a6e-fffe80da2484,Reservation of seats and representation,ok
41,5cd4d5a6-5d34-47e7-8f8d-f465541a446f,Buddhism,ok
42,ae7b07ac-7a87-4183-b467-8924abb7d13f,Buddhist and Jain rock-cut architecture,check
43,9ef945d6-6176-4099-94e8-8ca04fc4dbed,Early trade and urban centres,ok
44,64bfe1f1-083a-4c78-8227-a8f5f89deef4,Post-Mauryan period and the Sangam age,ok
45,93929d93-b7fa-405b-b294-fd328cdffbf5,Early medieval dynasties,ok
46,1722f5df-cc06-4998-9c1d-f06bdfbde0ed,Ancient Indian literature and authors,ok
47,88219a6b-fff2-49a9-9336-092e31533444,Jainism,ok
48,4d279345-05cf-4af0-b92f-32adf7b78927,Vijayanagara empire,ok
49,be28bc4d-75ae-4092-b74d-b51b580d0d8c,European arrival and trading companies,ok
50,8c060e1c-e55a-481b-9676-6d0d49874acb,Constitutional reforms and Government of India Acts,ok
51,07148e1a-a353-4179-9d0e-aafa3359fb1c,Health system and public health programmes,ok
52,15624d65-072a-4e8f-9823-60b0f1f1ff2f,Nutrition and food safety,ok
53,47dcedf5-5a6e-4d5c-9611-8faedbae02eb,States of matter and material properties,ok
54,ae80b3ab-d22a-4224-bfc7-07144b78637e,Emerging technologies,ok
55,564b065b-0338-4ad3-ac93-839a6f7b882d,Water pollution and its control,check
56,2f1b7047-23c4-4d42-8c18-7bcd43c81785,Space science,ok
57,ede5a5e1-d0e7-4faa-9db5-192f0e761124,Satellites and navigation,ok
58,47eba1b6-51b8-46c4-a5e5-727343167cce,Missile systems and strategic weapons,ok
59,5a9e3e5b-e8ed-4fa4-86ca-97fa0dc33f7c,Toxic metals and industrial pollution,ok
60,de8ab3b1-b68c-4a58-9083-55a1eb325737,Hydrogen and fuel cells,ok
61,84bc27b9-0cd8-4469-97cb-2c4678d19382,International boundaries and border disputes,ok
62,7556e6ac-71df-4dd1-b2e9-94c7e525bab5,Composition and structure of atmosphere,ok
63,01d8cbbc-7b45-453e-973c-4b4d487e88e0,Nutrient cycles and decomposition,ok
64,6cfd3c3c-80c4-4cce-8ab5-0a037a8b9dbe,"Solar radiation, heat balance and temperature",ok
65,b9e2268e-9f54-4ee2-9dde-330bcf8b0bd9,Interior of the earth,ok
66,61e36414-bbb9-44f8-895a-eba8665b29c4,Energy and mineral sector economics,check
67,bd5847e7-c281-4b2b-a588-34cb0be4e89e,Disease vectors and public health interventions,ok
68,9a41122b-247f-4aae-a0fd-ad55ddfcdfb8,Geoengineering,ok
69,59a26ffc-714a-49b3-8857-63d46e05d3ea,Microbes and biological classification,check
70,a218d1ba-5fc6-4346-a1d9-cd5e40ec2f80,Molecular basis of inheritance,ok
71,e50a7e81-80f6-46ce-8d0a-e3ab7ed6ce81,Industrial policy and MSMEs,ok
72,3b0a64fd-7626-420a-9d4e-5a4c3ead2aff,Central bank digital currency,ok
73,598d7ce8-2a57-4f7f-a16a-e65c4b40d0bb,Equity markets and market participants,ok
74,9b05314d-2680-45b3-ac5b-c4b69a2a4f28,Financial inclusion and microfinance,ok
75,07148e1a-a353-4179-9d0e-aafa3359fb1c,Health system and public health programmes,ok
76,564b065b-0338-4ad3-ac93-839a6f7b882d,Water pollution and its control,check
77,7633e848-2d87-4cdd-b7d6-3d5b37bf3351,Centre-State relations,ok
78,f087e4aa-804e-435a-98d1-c682e268f4b5,Refugee and humanitarian crises,ok
79,a6df38b4-71c0-4f48-80d2-6735046e7545,"Biological Diversity Act, BMCs and Nagoya Protocol",ok
80,758fb132-d14b-4c86-b117-eed7728d7d04,The President and the Union Executive,ok
81,512e8c00-e3c4-4351-b04b-05f26ba8140e,Harappan civilisation,check
82,ae7b07ac-7a87-4183-b467-8924abb7d13f,Buddhist and Jain rock-cut architecture,ok
83,ca4c910c-cf91-411d-813a-1d1ac0a56a4b,"Days, observances and commemorations",ok
84,03bdd74d-9a63-4d29-836b-51ab10a66f03,"National symbols, honours and awards",ok
85,ca4c910c-cf91-411d-813a-1d1ac0a56a4b,"Days, observances and commemorations",ok
86,58c3f676-0979-42f8-bd47-14f7ed00fb8b,World agricultural and mineral producers,check
87,9287d12d-472f-48c4-8b53-30ae06729a8a,"Global summits, declarations and compacts",check
88,803e588e-6423-4725-a93f-3aebf0c6e313,International trade and WTO,ok
89,1af4be87-f327-4d7e-831d-98b4571d5858,Regional groupings and economic blocs,ok
90,49b4790b-c8f2-44dc-a33e-ce1776fc0b8a,"Diaspora, consular and migration policy",ok
91,5849c447-8343-40a8-b987-ff447e7a297f,Internal security forces and paramilitary,ok
92,e1a5612a-0fdc-4789-8bb6-9b0962f1ac75,Internal security administration,check
93,a6999dcd-82e2-4d29-8ed3-741e8f8aee22,Conflict zones and civil wars,ok
94,f732797f-5c48-4b11-96a1-4fcd587edfcc,Territorial and maritime disputes,check
95,69cb3017-786c-4b2f-81a0-5606fc936547,Sporting events and championships,ok
96,69cb3017-786c-4b2f-81a0-5606fc936547,Sporting events and championships,ok
97,a6999dcd-82e2-4d29-8ed3-741e8f8aee22,Conflict zones and civil wars,ok
98,ee6c5c2b-4f64-4b08-b3aa-7fdb0954d281,"Political instability, coups and transitions",ok
99,de8ab3b1-b68c-4a58-9083-55a1eb325737,Hydrogen and fuel cells,ok
100,bbf61f1e-1977-4182-8381-ff7d99aae278,Plurilateral and strategic groupings,ok
