"question_id","question_number","section","assign_topic_id","proposed_topic_label","difficulty","decision","proposal_note"
"43041cc8-fe53-47cc-9e56-4865fad92e12","62","Quantitative Aptitude","ce23f17b-f621-46b0-bb72-fc926a0be3d4","Tabular data interpretation","easy","","runs table"
"0267e497-b123-4b48-9a9b-19c37b72b14e","63","Quantitative Aptitude","7d94ff40-34f9-47fe-9caa-9eae0dc38116","Mixtures and alligation","hard","","third variety unknown"
"9abbaa8a-b68f-47ea-a519-de5c10122a3c","64","Quantitative Aptitude","80dd720e-8f81-fc7e-b319-eb1b1ac461df","Trigonometric ratios and identities","medium","","expression from sin value"
"0de64ec4-3a95-4f99-90a5-3a522bb60d5a","65","Quantitative Aptitude","2ab2e850-22d2-4286-8b8e-5e40767657e3","Successive percentage change","easy","","two discounts to single"
"8761f207-1e3a-439b-b6ad-47a242721cdd","66","Quantitative Aptitude","424d99d5-720f-409e-ba66-8660ac95a486","Area and perimeter - rectangle, square, triangle","medium","","midpoint triangle"
"763edb36-4a8c-4c43-854d-44b73b5000dd","67","Quantitative Aptitude","caab5701-fc1c-40ff-8286-aa93175b0233","Races and circular tracks","medium","","opposite directions meeting"
"1eb22f9b-8e7a-465b-a61b-7025395bc7ef","68","Quantitative Aptitude","5d6007fc-1b29-498d-bd19-6a50b296f041","BODMAS and order of operations","easy","","mixed fractions"
"3f97431c-0307-4cb9-86bd-8cd2a1b65025","69","Quantitative Aptitude","7d94ff40-34f9-47fe-9caa-9eae0dc38116","Mixtures and alligation","hard","","two containers combined"
"3a170234-5aad-454d-b790-4bf88ba3efda","70","Quantitative Aptitude","61f760f9-681d-4ec9-9c5c-bfe750fcf5fe","Percentage increase and decrease","medium","","segment change percentage"
"7be63d2d-c081-457b-96af-aea04b55e101","71","Quantitative Aptitude","21fb2f26-ef41-477c-a8eb-2717f20b6083","Pipes and cisterns","easy","","fill and empty together"
"048b80d6-44ef-4cce-910e-cf289dff096e","73","Quantitative Aptitude","716450be-826f-428c-a51e-57101be2e9f9","Cost price, selling price and margin","hard","","markup plus false weight"
"82d5a621-02df-448d-93c4-e2e69e7c88dd","74","Quantitative Aptitude","14c51cd0-d60f-42bb-a584-89639d2306fa","LCM, HCF and divisibility","medium","","divisible by 8 and 5"
"077d4c6e-a383-4967-aa5e-6b26170f14ac","75","Quantitative Aptitude","5194061c-a0ed-423e-aa9d-b3c774115dc8","Linear equations in one and two variables","medium","","condition for no solution"
"c127ac10-6034-4aa3-9b68-c13e326584ac","76","English Comprehension","10b21db7-8b86-4fa9-a1f6-8cd7d21085da","Segment-marked error identification","easy","","article misuse"
"b388ad74-8246-4011-9592-fa099c50b1c4","77","English Comprehension","b56cb48c-f85b-4158-8e71-f954f48a8c10","Antonyms","easy","","antonym fills blank"
"84d49e3e-3741-4807-af87-5c7c8427ea7c","78","English Comprehension","f4ab61e2-cadf-4686-a1c5-50554463f230","Meaning of an idiom in context","easy","","straight shooter"
"c3986858-5af2-4b82-b16e-7310ead87002","79","English Comprehension","e6f14cb6-df7f-4e3a-9aa4-5efbf45b7946","One-word substitution","easy","","arena"
"7fa9d658-1ba4-4293-a01b-0bcde68a380e","80","English Comprehension","10b21db7-8b86-4fa9-a1f6-8cd7d21085da","Segment-marked error identification","medium","","tense sequence"
"53a946ce-91a5-4f13-984b-95107ac88193","81","English Comprehension","bb17b54f-b233-4c9d-9bad-4526b5ce2f87","Synonyms","easy","","standalone word"
"873500fe-661e-4365-956a-51c03b3f8c8a","82","English Comprehension","0df7dc1f-8059-4012-a9a4-59b8bc8b7181","Commonly confused word pairs","easy","","homophone fills blank"
"2f6914fd-1295-4a62-aa15-118575a56f11","83","English Comprehension","22591465-673a-c375-3460-2702125f6fc3","Spelling","medium","","misspelt word from list"
"079a7025-9e5c-4f88-b799-d8fbdcd1d534","84","English Comprehension","22591465-673a-c375-3460-2702125f6fc3","Spelling","easy","","occurrence"
"560d0623-71f2-4476-abda-0a9f9996bddd","85","English Comprehension","b56cb48c-f85b-4158-8e71-f954f48a8c10","Antonyms","easy","","antonym fills blank"
"eeb41042-d1c0-4020-8b67-ef9813742166","86","English Comprehension","e6f14cb6-df7f-4e3a-9aa4-5efbf45b7946","One-word substitution","easy","","decade"
"b3395c83-d476-43a6-8543-49142863dbc7","87","English Comprehension","f4ab61e2-cadf-4686-a1c5-50554463f230","Meaning of an idiom in context","easy","","once in a blue moon"
"d9974a8b-7348-45cf-9f69-0288b970a6d6","88","English Comprehension","e6f14cb6-df7f-4e3a-9aa4-5efbf45b7946","One-word substitution","easy","","glutton"
"5b440a5f-c7f8-4dd1-98ec-1f293b7ef529","89","English Comprehension","b56cb48c-f85b-4158-8e71-f954f48a8c10","Antonyms","easy","","underlined word"
"88ec1d1c-63e2-408a-b9da-6f9866768a53","90","English Comprehension","cbb196b4-3325-4af1-80f9-a4280d592e9f","Single-word contextual fit","easy","","synonym in sentence"
"dd57d49c-9f7b-4d45-8238-674757411c30","91","English Comprehension","37a65bc7-1c55-43e7-b59a-c25f3bc3232f","Phrasal verbs","medium","","put off"
"8eb67e4b-edc3-4c0f-9141-89d219994d27","92","English Comprehension","925bca25-49af-bb3b-0e2b-707ca2e0b9fa","Active and passive voice","medium","","active to passive; no voice leaf; filled from migration 306"
"2a60c531-7794-4e94-b6f3-9d8076c37b19","93","English Comprehension","8d10db27-adf4-21de-1e30-ac69023ab650","Sentence rearrangement (para jumble)","medium","","jumbled parts; see para-jumble gap; moved off Logical Order per migration 306"
"0977a735-ef54-4757-baca-436546beb139","94","English Comprehension","925bca25-49af-bb3b-0e2b-707ca2e0b9fa","Active and passive voice","medium","","active to passive; no voice leaf; filled from migration 306"
"6d844007-5633-408a-bb1e-67fa72b9a7b9","95","English Comprehension","8d10db27-adf4-21de-1e30-ac69023ab650","Sentence rearrangement (para jumble)","medium","","jumbled sentences; moved off Logical Order per migration 306"
"c7c868bb-0103-4def-96e0-0cfac5c05c44","96","English Comprehension","c91ecdcc-7fc9-4d23-b3b7-9122ce81cf9a","Multi-blank passage cloze","medium","","blank 1 of 5"
"af8dd095-e451-473b-91b9-4b0197acd129","97","English Comprehension","c91ecdcc-7fc9-4d23-b3b7-9122ce81cf9a","Multi-blank passage cloze","medium","","blank 2 of 5"
"9e19758a-3294-4b6e-aea7-f6529c7405db","98","English Comprehension","c91ecdcc-7fc9-4d23-b3b7-9122ce81cf9a","Multi-blank passage cloze","medium","","blank 3 of 5"
"07ced395-5c81-485f-a1df-12e291e0bb44","99","English Comprehension","c91ecdcc-7fc9-4d23-b3b7-9122ce81cf9a","Multi-blank passage cloze","medium","","blank 4 of 5"
"9ca92378-f980-4288-b40f-1bc52c8c5d02","100","English Comprehension","c91ecdcc-7fc9-4d23-b3b7-9122ce81cf9a","Multi-blank passage cloze","medium","","blank 5 of 5"
