"question_id","question_number","section","assign_topic_id","proposed_topic_label","difficulty","decision","proposal_note"
"b7ec2244-f53f-4a6a-a32e-91b04a75bf87","64","Quantitative Aptitude","5194061c-a0ed-423e-aa9d-b3c774115dc8","Linear equations in one and two variables","medium","","sides in one variable, perimeter given"
"cb977687-c77b-4b35-802d-35bbb644a17f","65","Quantitative Aptitude","80dd720e-8f81-fc7e-b319-eb1b1ac461df","Trigonometric ratios and identities","hard","","cot identity to cos expression"
"d437a147-2da4-4652-b4fe-3793b7129e90","66","Quantitative Aptitude","528ffbb5-94cb-438d-a875-c854d0f65ec5","Averages - simple and weighted","medium","","sum of squares formula"
"d411054e-8a41-4ea7-bd79-48b1d4f7440b","67","Quantitative Aptitude","716450be-826f-428c-a51e-57101be2e9f9","Cost price, selling price and margin","medium","","gain as fraction of SP"
"5decec25-a36a-4bb4-9628-0adb6aa5cf1a","68","Quantitative Aptitude","5194061c-a0ed-423e-aa9d-b3c774115dc8","Linear equations in one and two variables","medium","","condition for infinite solutions"
"a8330bb2-063b-48d6-a777-d7c4e29537fb","69","Quantitative Aptitude","14c51cd0-d60f-42bb-a584-89639d2306fa","LCM, HCF and divisibility","easy","","divisibility by 11"
"48493d3b-725b-4891-93e7-784267af5982","70","Quantitative Aptitude","e1fecd85-fe0d-4594-a851-40691666a7b4","Algebraic identities and factorisation","medium","","sum of cubes with a+b=0"
"47c7631d-2158-47c0-b4a5-bc08bfcd305d","71","Quantitative Aptitude","acb24326-448a-3224-7ec8-98891f931f53","Triangle properties and centres","medium","","angle bisector theorem"
"5e4e1735-4d8c-47b0-8086-10d4172aae7b","72","Quantitative Aptitude","74799854-a84e-4607-844e-afb8c50b7bc0","Simple and compound ratio","medium","","ratio change after addition"
"171bb3e6-4f42-4fb8-9292-8013beb91eb4","73","Quantitative Aptitude","f6a36919-07e6-46a8-ae43-e3c13d549c98","Discount and marked price","easy","","single discount"
"d2a47fb6-db78-4501-b5ba-0a3425dc6933","74","Quantitative Aptitude","5194061c-a0ed-423e-aa9d-b3c774115dc8","Linear equations in one and two variables","medium","","two growth sequences meet"
"64f80d8c-8886-49ce-8abc-34d109e77b00","75","Quantitative Aptitude","b46a977a-8c32-71a1-b429-c48e7019f637","Circle theorems - chords, tangents and cyclic quadrilaterals","easy","","tangent-radius right angle"
"106b6f81-94dd-4e6f-bc21-21446b2ae5b2","76","English Comprehension","cbb196b4-3325-4af1-80f9-a4280d592e9f","Single-word contextual fit","easy","","synonym of underlined word"
"77007ebd-46f6-468d-bd65-5074742ae381","77","English Comprehension","b56cb48c-f85b-4158-8e71-f954f48a8c10","Antonyms","easy","","antonym fills blank"
"48e7733a-0c4c-4c0d-ab1b-9e3fed856b82","78","English Comprehension","22591465-673a-c375-3460-2702125f6fc3","Spelling","easy","","sentence without spelling error"
"4335f564-390e-4b47-9cd2-2b22799548f8","79","English Comprehension","bb17b54f-b233-4c9d-9bad-4526b5ce2f87","Synonyms","medium","","standalone word"
"07a1438d-f44a-4894-ace9-37e8d24cc8e2","80","English Comprehension","10b21db7-8b86-4fa9-a1f6-8cd7d21085da","Segment-marked error identification","easy","","tense/agreement in one segment"
"4a0c0c2e-22e3-4cbd-b8ca-e405fc6d13c2","81","English Comprehension","8d10db27-adf4-21de-1e30-ac69023ab650","Sentence rearrangement (para jumble)","medium","","jumbled parts; see para-jumble gap note; moved off Logical Order per migration 306"
"7b11c0c9-1298-444c-b772-bfb2f90da7ed","82","English Comprehension","8d10db27-adf4-21de-1e30-ac69023ab650","Sentence rearrangement (para jumble)","medium","","jumbled words into a sentence; moved off Logical Order per migration 306"
"356de0e1-84dd-42ff-a94b-a9f32e096080","83","English Comprehension","cbb196b4-3325-4af1-80f9-a4280d592e9f","Single-word contextual fit","easy","","synonym fits blank"
"ff94a70f-e21f-4bf9-82f7-a9518eb0af9e","84","English Comprehension","57e9ec9c-c979-437a-b1e8-90580921f096","Phrase replacement","easy","","possible no-improvement case"
"da633917-83c4-47fa-a7b7-be782b8d9c82","85","English Comprehension","57e9ec9c-c979-437a-b1e8-90580921f096","Phrase replacement","medium","","tense of underlined segment"
"c26e097d-f5f6-4aee-9f43-e424c87c3d65","86","English Comprehension","8d10db27-adf4-21de-1e30-ac69023ab650","Sentence rearrangement (para jumble)","easy","","five short parts; moved off Logical Order per migration 306"
"00dde4ac-b4b5-4931-a922-f29a81ce4dec","87","English Comprehension","22591465-673a-c375-3460-2702125f6fc3","Spelling","easy","","misspelt word in sentence"
"e29dabfa-5bba-4b84-9192-f85a67a78fb4","88","English Comprehension","b56cb48c-f85b-4158-8e71-f954f48a8c10","Antonyms","medium","","standalone word"
"15db35bd-99a4-47ef-beed-241e56bbd614","89","English Comprehension","e6f14cb6-df7f-4e3a-9aa4-5efbf45b7946","One-word substitution","easy","","agenda"
"329f3e31-3f6c-485d-9f56-6ece91297411","90","English Comprehension","925bca25-49af-bb3b-0e2b-707ca2e0b9fa","Active and passive voice","medium","","passive to active; no voice leaf; filled from migration 306"
"e2633231-4cc6-4aa5-aa7b-88776446dfe0","91","English Comprehension","10b21db7-8b86-4fa9-a1f6-8cd7d21085da","Segment-marked error identification","medium","","adverbial usage"
"8f09ff3d-d70d-482d-aa44-c2014b1620dc","92","English Comprehension","f4ab61e2-cadf-4686-a1c5-50554463f230","Meaning of an idiom in context","easy","","come rain or shine"
"b1fa4bd6-bdd7-430d-8e61-de13b8f7ab79","93","English Comprehension","8d10db27-adf4-21de-1e30-ac69023ab650","Sentence rearrangement (para jumble)","medium","","six parts; moved off Logical Order per migration 306"
"125153d0-3686-4cb6-8f68-024a2c1185a3","94","English Comprehension","925bca25-49af-bb3b-0e2b-707ca2e0b9fa","Active and passive voice","medium","","active to passive; no voice leaf; filled from migration 306"
"39eca182-502c-48b5-ad16-2bb8c305eb2a","95","English Comprehension","53bf9a36-47c0-4473-b677-29a66d1a7bdb","Double-blank sentence completion","medium","","two blanks"
"416614c2-e7e6-429a-97c5-fcb5e652816b","96","English Comprehension","c91ecdcc-7fc9-4d23-b3b7-9122ce81cf9a","Multi-blank passage cloze","medium","","blank 1 of 5"
"bee17cea-33e6-4949-b01a-115a71ef9a47","97","English Comprehension","c91ecdcc-7fc9-4d23-b3b7-9122ce81cf9a","Multi-blank passage cloze","medium","","blank 2 of 5"
"2d594f63-c5d7-43d6-9407-0bc5edc37305","98","English Comprehension","c91ecdcc-7fc9-4d23-b3b7-9122ce81cf9a","Multi-blank passage cloze","medium","","blank 3 of 5"
"21f4e4d7-67ba-4b1a-8e77-cef2fd449cd2","99","English Comprehension","c91ecdcc-7fc9-4d23-b3b7-9122ce81cf9a","Multi-blank passage cloze","medium","","blank 4 of 5"
"f70f9fac-5b95-4428-b3a0-127d3ae83a32","100","English Comprehension","c91ecdcc-7fc9-4d23-b3b7-9122ce81cf9a","Multi-blank passage cloze","medium","","blank 5 of 5"
