"question_id","question_number","section","assign_topic_id","proposed_topic_label","difficulty","decision","proposal_note"
"e5f94ad6-1c61-4e86-b1b9-2b76d9cbc3ca","76","English Comprehension","bb17b54f-b233-4c9d-9bad-4526b5ce2f87","Synonyms","easy","","standalone word"
"9712e93c-b0e8-4830-95d6-484426fae155","77","English Comprehension","e6f14cb6-df7f-4e3a-9aa4-5efbf45b7946","One-word substitution","medium","","stoic/impassive"
"6009b6f8-5840-407f-bdbb-9da4f10a605e","78","English Comprehension","b56cb48c-f85b-4158-8e71-f954f48a8c10","Antonyms","easy","","underlined word"
"fa763641-7bbb-4705-be27-1481bb9050e7","79","English Comprehension","925bca25-49af-bb3b-0e2b-707ca2e0b9fa","Active and passive voice","medium","","passive to active; no voice leaf; filled from migration 306"
"bca7446f-d80f-4f2b-97e8-0e9e44c7d51f","80","English Comprehension","925bca25-49af-bb3b-0e2b-707ca2e0b9fa","Active and passive voice","medium","","passive to active with modal; no voice leaf; filled from migration 306"
"06de9a84-c5ac-452d-b9b8-bcfc642cca3b","81","English Comprehension","22591465-673a-c375-3460-2702125f6fc3","Spelling","easy","","correctly spelled sentence"
"3b3996f9-d1b5-4cd3-ac14-e544dd845a8a","82","English Comprehension","cbb196b4-3325-4af1-80f9-a4280d592e9f","Single-word contextual fit","easy","","synonym of underlined word"
"c4c0d079-eef6-4602-a27d-3ca7d1aea661","83","English Comprehension","8d10db27-adf4-21de-1e30-ac69023ab650","Sentence rearrangement (para jumble)","medium","","jumbled parts; see para-jumble gap; moved off Logical Order per migration 306"
"c73496b6-9106-46b8-ad9c-f3f279d01dfa","84","English Comprehension","10b21db7-8b86-4fa9-a1f6-8cd7d21085da","Segment-marked error identification","easy","","every + plural noun"
"de75ed66-ebef-43db-abdd-d76bea99ca80","85","English Comprehension","f4ab61e2-cadf-4686-a1c5-50554463f230","Meaning of an idiom in context","easy","","break a leg"
"d835d8fa-73f7-4df7-aeaf-2efab4ea765b","86","English Comprehension","8d10db27-adf4-21de-1e30-ac69023ab650","Sentence rearrangement (para jumble)","medium","","four jumbled sentences; moved off Logical Order per migration 306"
"31e6e2d7-7269-4149-85a7-9fa7019864cf","87","English Comprehension","22591465-673a-c375-3460-2702125f6fc3","Spelling","easy","","misspelt word from list"
"843f398d-6e65-48a9-89de-c2fe7a89409e","88","English Comprehension","57e9ec9c-c979-437a-b1e8-90580921f096","Phrase replacement","medium","","wordy clause to idiom"
"fc2b97ab-4e49-4e78-b0ac-144164c59820","89","English Comprehension","8d10db27-adf4-21de-1e30-ac69023ab650","Sentence rearrangement (para jumble)","medium","","five jumbled parts; moved off Logical Order per migration 306"
"36350bb0-920e-4199-b8e0-bc2a25ff6dee","90","English Comprehension","d5881d53-754a-4f95-a6a2-38d2bbd55162","No-improvement-required cases","medium","","explicit No substitution option"
"a2eaf4f0-0678-4088-bbdb-4157861c3d9f","91","English Comprehension","cbb196b4-3325-4af1-80f9-a4280d592e9f","Single-word contextual fit","medium","","largely vs greatly"
"73200121-a6e9-4cb1-a7a2-23c48be9ca3d","92","English Comprehension","b56cb48c-f85b-4158-8e71-f954f48a8c10","Antonyms","easy","","standalone word"
"8721fe35-7e1e-4686-bccd-332daba4b5fb","93","English Comprehension","f146f9b5-b13d-47c0-8aca-c80a6566b4fe","Tense and sequence of tenses","medium","","future perfect segment"
"d62a66d9-9387-4ba8-a853-8c9d9463c5dd","94","English Comprehension","b56cb48c-f85b-4158-8e71-f954f48a8c10","Antonyms","medium","","allay in context"
"55ac6da5-c087-4888-824d-d098279a0d93","95","English Comprehension","bb17b54f-b233-4c9d-9bad-4526b5ce2f87","Synonyms","medium","","low-frequency word"
"68db674d-c052-4f96-a7d8-061e89969c26","96","English Comprehension","c91ecdcc-7fc9-4d23-b3b7-9122ce81cf9a","Multi-blank passage cloze","medium","","blank 1 of 5"
"556acd19-f9f0-41e4-adb5-86d1b8633577","97","English Comprehension","c91ecdcc-7fc9-4d23-b3b7-9122ce81cf9a","Multi-blank passage cloze","medium","","blank 2 of 5"
"32bfdb1b-48b8-41b4-bd4b-8413068713a4","98","English Comprehension","c91ecdcc-7fc9-4d23-b3b7-9122ce81cf9a","Multi-blank passage cloze","medium","","blank 3 of 5"
"8908d538-178c-4e4a-a917-0a8e5159a160","99","English Comprehension","c91ecdcc-7fc9-4d23-b3b7-9122ce81cf9a","Multi-blank passage cloze","medium","","blank 4 of 5"
"dd5b6bd0-579a-4b23-a6df-006d084898c3","100","English Comprehension","c91ecdcc-7fc9-4d23-b3b7-9122ce81cf9a","Multi-blank passage cloze","medium","","blank 5 of 5"
