"question_id","question_number","section","assign_topic_id","proposed_topic_label","difficulty","decision","proposal_note"
"7a8e930c-e2a8-439b-b0ef-2e0151aaa049","24","General Intelligence and Reasoning","ba50fea4-a0f8-4254-9e5c-dbd2046eacdc","Alphanumeric and mixed series","medium","","letters plus numbers"
"2ed2177d-2645-4f43-af05-4ee0fdf049b1","51","Quantitative Aptitude","cd574056-f811-4f7b-8fdd-a4e37d0c9772","Ages - present, past and future","hard","","multiple age relations"
"961e2413-f494-436f-a3d8-985d60eb74fb","52","Quantitative Aptitude","ce23f17b-f621-46b0-bb72-fc926a0be3d4","Tabular data interpretation","medium","","research scholars table"
"27db56fd-39d3-4f27-b8e6-f76906d04867","53","Quantitative Aptitude","74799854-a84e-4607-844e-afb8c50b7bc0","Simple and compound ratio","easy","","proportion from table"
"4b1cf6f1-84fc-4bd9-81e5-87186e1efab6","54","Quantitative Aptitude","4ad71c10-ba53-15ef-e1ce-9598602559a9","Congruence and similarity","easy","","congruence criteria"
"027301db-a4bd-4208-b84c-92ee48ae4479","55","Quantitative Aptitude","b46a977a-8c32-71a1-b429-c48e7019f637","Circle theorems - chords, tangents and cyclic quadrilaterals","medium","","direct common tangent"
"cd067ec5-e561-479e-b960-f2e43b01a088","56","Quantitative Aptitude","80dd720e-8f81-fc7e-b319-eb1b1ac461df","Trigonometric ratios and identities","medium","","identity simplification"
"07daa991-2b19-4bf0-92e3-35765becca90","57","Quantitative Aptitude","9ea559c5-2c7b-49b4-8ab0-98938fd471df","Simple and compound interest","medium","","split sum, two rates"
"b11bda77-138e-4d18-a46c-cf91d8c72fee","58","Quantitative Aptitude","b46a977a-8c32-71a1-b429-c48e7019f637","Circle theorems - chords, tangents and cyclic quadrilaterals","medium","","collinearity and circles"
"4375990a-b01e-49d1-b111-b19940d06f42","59","Quantitative Aptitude","5d6007fc-1b29-498d-bd19-6a50b296f041","BODMAS and order of operations","medium","","'of' precedence"
"53a5839f-cd4f-4be7-9fb6-bc43646f7c98","60","Quantitative Aptitude","2ab2e850-22d2-4286-8b8e-5e40767657e3","Successive percentage change","medium","","single vs successive discounts"
"902fe4c4-b76b-490c-8cc1-7f424657273f","61","Quantitative Aptitude","335b60f1-b402-2fe0-c1fe-08969df175c8","Heights and distances","medium","","pole against wall at 30 degrees"
"cc2ec1b1-e49b-4b3c-9551-095b0a5f6913","63","Quantitative Aptitude","c2079ba4-41e3-4db0-908b-a6fd4a550cab","Proportional division of quantities","medium","","coins in ratio, total value"
"76e560e1-c4b0-43a5-9fe3-5a755247bb53","64","Quantitative Aptitude","14c51cd0-d60f-42bb-a584-89639d2306fa","LCM, HCF and divisibility","medium","","largest 5-digit multiple"
"660fed64-f623-48f2-8bcc-e31b301ccbc9","65","Quantitative Aptitude","c5d44e15-072a-4557-ad7d-f61221fe61c7","Volume and surface area of solids","medium","","cone TSA from volume"
"2a2f89b9-174b-4333-9dc0-78d7b8b29a0b","66","Quantitative Aptitude","80dd720e-8f81-fc7e-b319-eb1b1ac461df","Trigonometric ratios and identities","medium","","inequality of ratios"
"df692ebc-c9ac-499d-9071-3821add2e783","67","Quantitative Aptitude","9ea559c5-2c7b-49b4-8ab0-98938fd471df","Simple and compound interest","medium","","bill settlement"
"5d2fe045-a7bc-431b-ab07-f5c791fc5795","68","Quantitative Aptitude","716450be-826f-428c-a51e-57101be2e9f9","Cost price, selling price and margin","medium","","gain as fraction of SP"
"6b0d6089-0a0d-4af6-83d1-4edaa4a9df47","69","Quantitative Aptitude","e1fecd85-fe0d-4594-a851-40691666a7b4","Algebraic identities and factorisation","easy","","square of sum with reciprocal"
"20c164fa-61db-441d-ae5e-6c90ac13425c","70","Quantitative Aptitude","a704c46a-26db-43f5-9ece-3e339a15ac3b","Circle - area, circumference and sectors","medium","","sectors at triangle vertices"
"9d456ad3-1189-4c98-8803-7d9386c888f1","71","Quantitative Aptitude","ce23f17b-f621-46b0-bb72-fc926a0be3d4","Tabular data interpretation","medium","","car production table"
"1830663a-59eb-423a-a31d-db5a9cf0a97b","72","Quantitative Aptitude","caab5701-fc1c-40ff-8286-aa93175b0233","Races and circular tracks","medium","","meeting on circular track"
"65f9a899-c05a-4b77-a871-f445ea76673a","73","Quantitative Aptitude","e2fc8cb4-eb3e-41dc-b14d-70ea45e8ad4d","Average speed and journey segments","medium","","three equal segments"
"ed2763f0-93dc-445c-8e13-900bae5228dd","74","Quantitative Aptitude","21fb2f26-ef41-477c-a8eb-2717f20b6083","Pipes and cisterns","hard","","three pipes, staged"
"033ef266-0c42-4e0c-8e5b-4d1d146aa183","75","Quantitative Aptitude","e1fecd85-fe0d-4594-a851-40691666a7b4","Algebraic identities and factorisation","hard","","sum of cubes identity"
"1b67efaf-94f1-407f-9f36-63203eb52c47","76","English Comprehension","b56cb48c-f85b-4158-8e71-f954f48a8c10","Antonyms","easy","","standalone word"
"0aa1c8d6-08c8-4317-a624-3849eb38d3e5","77","English Comprehension","f4ab61e2-cadf-4686-a1c5-50554463f230","Meaning of an idiom in context","easy","","on the ball"
"3e76d672-b0c3-4f00-b56a-fa9e0280bd15","78","English Comprehension","57e9ec9c-c979-437a-b1e8-90580921f096","Phrase replacement","medium","","since I am born"
"9dfe829e-4dd5-477d-bcf4-dbde41df8c80","79","English Comprehension","e6f14cb6-df7f-4e3a-9aa4-5efbf45b7946","One-word substitution","easy","","florist"
"abc2bb65-7ec1-40f6-964d-27ca646b17a6","80","English Comprehension","10b21db7-8b86-4fa9-a1f6-8cd7d21085da","Segment-marked error identification","medium","","segment with error"
"54abd9c2-4d58-4557-bc5c-bb3620229223","81","English Comprehension","e6f14cb6-df7f-4e3a-9aa4-5efbf45b7946","One-word substitution","medium","","coterie"
"0309b953-f31c-4576-acc5-a47ec6ce3abe","82","English Comprehension","22591465-673a-c375-3460-2702125f6fc3","Spelling","easy","","rectify spelling"
"fe06d187-c1a4-4767-953e-b09a45629377","83","English Comprehension","cbb196b4-3325-4af1-80f9-a4280d592e9f","Single-word contextual fit","medium","","synonym of underlined word"
"60fed228-51ff-4cdd-964b-54e065990858","84","English Comprehension","cbb196b4-3325-4af1-80f9-a4280d592e9f","Single-word contextual fit","easy","","synonym of underlined word"
"86843ebd-2a86-464b-855f-bfe2272c9b37","85","English Comprehension","8d10db27-adf4-21de-1e30-ac69023ab650","Sentence rearrangement (para jumble)","medium","","jumbled sentences; see para-jumble gap; moved off Logical Order per migration 306"
"b14a14fe-a2f8-470d-a98f-87177807529e","86","English Comprehension","cbb196b4-3325-4af1-80f9-a4280d592e9f","Single-word contextual fit","medium","","alleviate in context"
"b1f1d9cf-93c5-420f-9266-c62aade55f4c","87","English Comprehension","10b21db7-8b86-4fa9-a1f6-8cd7d21085da","Segment-marked error identification","medium","","segment with error"
"d6526e1a-9f04-4472-bbdb-ec38b09d9cdc","88","English Comprehension","bb17b54f-b233-4c9d-9bad-4526b5ce2f87","Synonyms","hard","","equivocal"
"4c75b28a-ecef-465c-b582-2d922bec5646","89","English Comprehension","b56cb48c-f85b-4158-8e71-f954f48a8c10","Antonyms","easy","","underlined word"
"9a2ae1ac-13cc-4e81-8066-f4937e88678a","90","English Comprehension","925bca25-49af-bb3b-0e2b-707ca2e0b9fa","Active and passive voice","medium","","passive to active; no voice leaf; filled from migration 306"
"5ea5ed9b-4e63-4d65-8f39-b5a60e847283","91","English Comprehension","f4ab61e2-cadf-4686-a1c5-50554463f230","Meaning of an idiom in context","medium","","idiom fills blank"
"ef4d17d5-9b83-4560-b0bf-441f60b2abb9","92","English Comprehension","22591465-673a-c375-3460-2702125f6fc3","Spelling","easy","","entrepreneurship"
"c740463b-9898-4c26-8f41-ddfb1a6932c6","93","English Comprehension","925bca25-49af-bb3b-0e2b-707ca2e0b9fa","Active and passive voice","medium","","passive interrogative to active; no voice leaf; filled from migration 306"
"447459fc-a9ab-44a9-8431-594498bc8dcd","94","English Comprehension","e6f14cb6-df7f-4e3a-9aa4-5efbf45b7946","One-word substitution","easy","","orchard"
"d0cbc730-0b42-4870-91db-6256ff553dfd","95","English Comprehension","e6f14cb6-df7f-4e3a-9aa4-5efbf45b7946","One-word substitution","medium","","bureaucracy"
"4d082fe4-7aec-4005-82e9-00c4606174c5","96","English Comprehension","c91ecdcc-7fc9-4d23-b3b7-9122ce81cf9a","Multi-blank passage cloze","medium","","blank 1 of 5"
"98123d53-a40d-4157-a1fc-27742072cbd0","97","English Comprehension","c91ecdcc-7fc9-4d23-b3b7-9122ce81cf9a","Multi-blank passage cloze","medium","","blank 2 of 5"
"3521a529-a4cc-42c5-bced-f4909d0bf2a9","98","English Comprehension","c91ecdcc-7fc9-4d23-b3b7-9122ce81cf9a","Multi-blank passage cloze","medium","","blank 3 of 5"
"84013da8-f45c-4575-8f64-e9e290efef51","99","English Comprehension","c91ecdcc-7fc9-4d23-b3b7-9122ce81cf9a","Multi-blank passage cloze","medium","","blank 4 of 5"
"2eadbd4c-9e08-4df8-bca2-21e8c14e7782","100","English Comprehension","c91ecdcc-7fc9-4d23-b3b7-9122ce81cf9a","Multi-blank passage cloze","medium","","blank 5 of 5"
