"question_id","question_number","section","assign_topic_id","proposed_topic_label","difficulty","decision","proposal_note"
"3514ffb3-f5f8-4eee-816c-1fb288fc5db9","51","Quantitative Aptitude","528ffbb5-94cb-438d-a875-c854d0f65ec5","Averages - simple and weighted","medium","","weighted portfolio return"
"c69398d4-4a90-469b-a821-be65b6df6532","52","Quantitative Aptitude","5d6007fc-1b29-498d-bd19-6a50b296f041","BODMAS and order of operations","medium","","nested brackets"
"b677c68d-d67a-412d-bc81-ee220902bc0d","53","Quantitative Aptitude","ce23f17b-f621-46b0-bb72-fc926a0be3d4","Tabular data interpretation","easy","","printer pages table"
"3ed48155-221e-464b-84de-c3aa30ee6923","54","Quantitative Aptitude","f6a36919-07e6-46a8-ae43-e3c13d549c98","Discount and marked price","easy","","discount percent"
"ccca952a-677b-441e-9a2d-7bd2f4dec853","55","Quantitative Aptitude","21fb2f26-ef41-477c-a8eb-2717f20b6083","Pipes and cisterns","medium","","leak empties tank"
"65bd7956-5ac2-4d3a-a5da-bf5d0e8a5bc5","56","Quantitative Aptitude","4ad71c10-ba53-15ef-e1ce-9598602559a9","Congruence and similarity","easy","","congruent areas equal"
"7ad0a16d-54dc-44b8-95ef-4ebb7b927473","57","Quantitative Aptitude","e1fecd85-fe0d-4594-a851-40691666a7b4","Algebraic identities and factorisation","medium","","identity from a+b=2c"
"a41eee31-f7de-4cdb-a8d4-3a8076753360","58","Quantitative Aptitude","5194061c-a0ed-423e-aa9d-b3c774115dc8","Linear equations in one and two variables","medium","","parallel lines condition"
"3bb1efb0-bed2-4d4e-8312-386d1ec49e0d","59","Quantitative Aptitude","ce23f17b-f621-46b0-bb72-fc926a0be3d4","Tabular data interpretation","medium","","production table"
"34e01fbb-cea6-4503-a8cd-a231e32578e6","60","Quantitative Aptitude","e1fecd85-fe0d-4594-a851-40691666a7b4","Algebraic identities and factorisation","hard","","minimum of reciprocal sum"
"9cc85458-a9f6-4564-9392-a2f97e47fe10","61","Quantitative Aptitude","74799854-a84e-4607-844e-afb8c50b7bc0","Simple and compound ratio","medium","","mean proportional with algebra"
"f18de05e-7123-4951-99b0-fa12b97339e8","62","Quantitative Aptitude","80dd720e-8f81-fc7e-b319-eb1b1ac461df","Trigonometric ratios and identities","medium","","from sec-tan ratio"
"97048fa2-e38d-4af9-b1f1-e6049a270cb4","63","Quantitative Aptitude","9ea559c5-2c7b-49b4-8ab0-98938fd471df","Simple and compound interest","medium","","split sum, different rates"
"354ad3bb-7572-419d-b968-ed74b269ffb6","64","Quantitative Aptitude","c5d44e15-072a-4557-ad7d-f61221fe61c7","Volume and surface area of solids","easy","","cuboid volume"
"7426684e-193f-4b1a-b253-356b398059b0","65","Quantitative Aptitude","ce23f17b-f621-46b0-bb72-fc926a0be3d4","Tabular data interpretation","medium","","helmet sales table"
"07bfda58-a77b-4a1c-aea3-f4ad1a0b90bf","67","Quantitative Aptitude","a704c46a-26db-43f5-9ece-3e339a15ac3b","Circle - area, circumference and sectors","medium","","sector perimeter"
"e6275275-d33b-4d2e-bfd3-fdb1b363b1df","68","Quantitative Aptitude","14c51cd0-d60f-42bb-a584-89639d2306fa","LCM, HCF and divisibility","medium","","divisibility by 11"
"ded9e2a0-b4a6-4496-9a27-d8e53442160d","69","Quantitative Aptitude","80dd720e-8f81-fc7e-b319-eb1b1ac461df","Trigonometric ratios and identities","medium","","half-angle equivalence"
"5cd02554-a93e-4bb2-9245-d44c7850a576","70","Quantitative Aptitude","acb24326-448a-3224-7ec8-98891f931f53","Triangle properties and centres","medium","","angle bisectors meeting angle"
"840d0a90-017d-4d29-8db5-1dbcc33f5e77","71","Quantitative Aptitude","80dd720e-8f81-fc7e-b319-eb1b1ac461df","Trigonometric ratios and identities","hard","","ratio to tan expression"
"2a23e972-f88c-4701-81c9-cc7c5756aea2","72","Quantitative Aptitude","2ab2e850-22d2-4286-8b8e-5e40767657e3","Successive percentage change","medium","","three successive changes"
"002daee8-baa2-4690-9a64-f5f1e3ffd735","73","Quantitative Aptitude","716450be-826f-428c-a51e-57101be2e9f9","Cost price, selling price and margin","hard","","false weight"
"fe292d50-3a48-4db3-b5a8-946fa993782f","74","Quantitative Aptitude","f5c68108-e718-4a7e-b546-d07e543534b5","Relative speed and meeting problems","medium","","chase with head start"
"49efcfbc-eb3c-4483-bcfc-62ca3135642b","75","Quantitative Aptitude","a704c46a-26db-43f5-9ece-3e339a15ac3b","Circle - area, circumference and sectors","hard","","area from perimeter and angle"
"19340fd1-a978-4da9-9a8b-214059a100d4","76","English Comprehension","e6f14cb6-df7f-4e3a-9aa4-5efbf45b7946","One-word substitution","medium","","dipsomania"
"08cf4b12-5e4b-491c-b3fa-f6d3257dd875","77","English Comprehension","925bca25-49af-bb3b-0e2b-707ca2e0b9fa","Active and passive voice","medium","","passive to active; no voice leaf; filled from migration 306"
"8f4e5a10-c41f-422f-97c2-56d0c85da9e5","78","English Comprehension","57e9ec9c-c979-437a-b1e8-90580921f096","Phrase replacement","medium","","substitute bracketed segment"
"598fc966-63e2-49c2-96c5-b2de8fcb6734","79","English Comprehension","f4ab61e2-cadf-4686-a1c5-50554463f230","Meaning of an idiom in context","easy","","at her wits' end"
"626997c9-4e90-428c-ac86-c1a24255b624","80","English Comprehension","8d10db27-adf4-21de-1e30-ac69023ab650","Sentence rearrangement (para jumble)","medium","","jumbled parts; see para-jumble gap; moved off Logical Order per migration 306"
"df71bd70-4312-43e8-b5e1-4a8965a73eba","81","English Comprehension","22591465-673a-c375-3460-2702125f6fc3","Spelling","easy","","mischievous"
"a8dbd654-179a-4869-afcb-2ac284ea8681","82","English Comprehension","bb17b54f-b233-4c9d-9bad-4526b5ce2f87","Synonyms","easy","","standalone word"
"82d20839-a360-4f26-902e-bdb076d11607","83","English Comprehension","925bca25-49af-bb3b-0e2b-707ca2e0b9fa","Active and passive voice","medium","","passive to active; no voice leaf; filled from migration 306"
"0ef823ae-f22d-43fc-9711-af69285e215c","84","English Comprehension","f4ab61e2-cadf-4686-a1c5-50554463f230","Meaning of an idiom in context","medium","","idiom for shoplift"
"90e194f2-4bcb-40b2-8df2-3022e4e741bc","85","English Comprehension","10b21db7-8b86-4fa9-a1f6-8cd7d21085da","Segment-marked error identification","easy","","subject-verb agreement"
"21d4ec17-d49f-4853-99b5-68a3094511dc","86","English Comprehension","10b21db7-8b86-4fa9-a1f6-8cd7d21085da","Segment-marked error identification","easy","","comparative vs superlative"
"56f59e5d-02e3-42a0-91c7-1e82c3b0a1b2","87","English Comprehension","b56cb48c-f85b-4158-8e71-f954f48a8c10","Antonyms","easy","","standalone word"
"bd75b748-5f58-40b1-ab57-e4f593054115","88","English Comprehension","bb17b54f-b233-4c9d-9bad-4526b5ce2f87","Synonyms","medium","","standalone word"
"9cda8b02-6ded-4d48-9ac4-748dbf78839f","89","English Comprehension","cbb196b4-3325-4af1-80f9-a4280d592e9f","Single-word contextual fit","easy","","meaning of a word"
"292a8e99-59d5-40da-a833-660ad9ee785b","90","English Comprehension","57e9ec9c-c979-437a-b1e8-90580921f096","Phrase replacement","medium","","substitute underlined segment"
"111d108f-0274-4b09-9b38-1aa47433fc33","91","English Comprehension","cbb196b4-3325-4af1-80f9-a4280d592e9f","Single-word contextual fit","medium","","synonym fills blank"
"6185799b-3842-4853-8190-838fa4bb00a0","92","English Comprehension","22591465-673a-c375-3460-2702125f6fc3","Spelling","easy","","received"
"1f620a87-aa55-4e6a-b56e-ff5b18ff33e8","93","English Comprehension","e6f14cb6-df7f-4e3a-9aa4-5efbf45b7946","One-word substitution","medium","","underlined group of words"
"2942a885-2d99-49dd-9005-c878ddd95daf","94","English Comprehension","0df7dc1f-8059-4012-a9a4-59b8bc8b7181","Commonly confused word pairs","medium","","homophone fills blank"
"9a54d47c-28e1-4a93-b02e-56bb008d7419","95","English Comprehension","e6f14cb6-df7f-4e3a-9aa4-5efbf45b7946","One-word substitution","easy","","curfew"
"fb2cf246-5b8e-488e-891e-91332df799cc","96","English Comprehension","c91ecdcc-7fc9-4d23-b3b7-9122ce81cf9a","Multi-blank passage cloze","medium","","blank 1 of 5"
"1f7ae5c8-9f2a-4375-bc64-1c1b1637b054","97","English Comprehension","c91ecdcc-7fc9-4d23-b3b7-9122ce81cf9a","Multi-blank passage cloze","medium","","blank 2 of 5"
"8c1855e6-239a-4512-8683-57a743cce4b4","98","English Comprehension","c91ecdcc-7fc9-4d23-b3b7-9122ce81cf9a","Multi-blank passage cloze","medium","","blank 3 of 5"
"effbb59e-0b7b-4f06-b28e-b95237744d95","99","English Comprehension","c91ecdcc-7fc9-4d23-b3b7-9122ce81cf9a","Multi-blank passage cloze","medium","","blank 4 of 5"
"587ca425-dc59-4d90-8b60-14b1411f3111","100","English Comprehension","c91ecdcc-7fc9-4d23-b3b7-9122ce81cf9a","Multi-blank passage cloze","medium","","blank 5 of 5"
