"question_id","question_number","section","assign_topic_id","proposed_topic_label","difficulty","decision","proposal_note"
"008e6389-c1f8-472a-abab-5e670af79097","83","English Comprehension","cbb196b4-3325-4af1-80f9-a4280d592e9f","Single-word contextual fit","medium","","word fits blank"
"35824702-8f7a-4518-8273-f897ed5a7e1a","84","English Comprehension","22591465-673a-c375-3460-2702125f6fc3","Spelling","easy","","conscientious"
"8a928267-bf70-44e5-b4f6-a078df40e228","85","English Comprehension","57e9ec9c-c979-437a-b1e8-90580921f096","Phrase replacement","medium","","replace underlined phrase"
"9530603f-c5cc-4e93-ada6-0e85deb3e270","86","English Comprehension","8d10db27-adf4-21de-1e30-ac69023ab650","Sentence rearrangement (para jumble)","medium","","jumbled sentences; moved off Logical Order per migration 306"
"e36f82b8-d7c9-4a01-b8dc-1ac930c1e47a","87","English Comprehension","e6f14cb6-df7f-4e3a-9aa4-5efbf45b7946","One-word substitution","easy","","astronaut"
"1fe97967-14bf-4d08-9d71-14dda7c7714d","88","English Comprehension","bb17b54f-b233-4c9d-9bad-4526b5ce2f87","Synonyms","easy","","standalone word"
"410aa335-7e8c-4d6a-9bfd-d8bfb2af2155","89","English Comprehension","bb17b54f-b233-4c9d-9bad-4526b5ce2f87","Synonyms","easy","","standalone word"
"94d39aa7-a10c-462c-aa6f-ad09c0137813","90","English Comprehension","925bca25-49af-bb3b-0e2b-707ca2e0b9fa","Active and passive voice","medium","","active to passive; no voice leaf; filled from migration 306"
"03d4443a-363d-40b1-9c59-2f6e816228e9","91","English Comprehension","f4ab61e2-cadf-4686-a1c5-50554463f230","Meaning of an idiom in context","easy","","jump the gun"
"781479da-7a98-4054-ac9a-6eb577339342","92","English Comprehension","cbb196b4-3325-4af1-80f9-a4280d592e9f","Single-word contextual fit","medium","","consort in context"
"c0a60907-48d2-4250-9b53-40055a47ca68","93","English Comprehension","10b21db7-8b86-4fa9-a1f6-8cd7d21085da","Segment-marked error identification","easy","","double comparative"
"7124526e-bb3b-4fcf-8159-0c0175113cb3","94","English Comprehension","8d10db27-adf4-21de-1e30-ac69023ab650","Sentence rearrangement (para jumble)","medium","","rearrange segments; moved off Logical Order per migration 306"
"e9c9baf9-925c-4190-b9f1-979c11e41a18","95","English Comprehension","925bca25-49af-bb3b-0e2b-707ca2e0b9fa","Active and passive voice","medium","","passive to active; no voice leaf; filled from migration 306"
"caa288d5-dbf3-426d-809f-9a432df67237","96","English Comprehension","c91ecdcc-7fc9-4d23-b3b7-9122ce81cf9a","Multi-blank passage cloze","medium","","blank 1 of 5"
"c777594c-f7f8-4534-9cdb-0adc6a86fe5d","97","English Comprehension","c91ecdcc-7fc9-4d23-b3b7-9122ce81cf9a","Multi-blank passage cloze","medium","","blank 2 of 5"
"ea9aa802-d719-4e05-b230-384c2c4eaad8","98","English Comprehension","c91ecdcc-7fc9-4d23-b3b7-9122ce81cf9a","Multi-blank passage cloze","medium","","blank 3 of 5"
"6e5f3e85-a912-49ad-9c1e-1792ea53a7dd","99","English Comprehension","c91ecdcc-7fc9-4d23-b3b7-9122ce81cf9a","Multi-blank passage cloze","medium","","blank 4 of 5"
"938fee51-c0c2-4d63-9e22-cff125e2ff3d","100","English Comprehension","c91ecdcc-7fc9-4d23-b3b7-9122ce81cf9a","Multi-blank passage cloze","medium","","blank 5 of 5"
