question_id,year,paper_id,section_id,section_label,question_number,question_text_excerpt,subject_slug,subject_id,topic_id,topic_level,topic_name,observed_difficulty,confidence,stimulus_group,notes
21b7ab30-32f3-49c6-88dc-c20ea27d10f8,2025,4009c3fe-f7ac-4468-bf6f-862d488509e0,d6e2cdc2-c692-468c-ac1d-4ef11c66b91c,RBI-GB-2025-P2-ESI,22,The Pradhan Mantri Dhan-Dhaanya Krishi Yojana (PMDDKY) is a groundbreaking government initiative launched to revolutionize Indian agricultur,economic-social-issues,1a874661-957e-4c81-a90f-b0634834d889,68fbeaa4-4246-47f0-a9ce-cbd54986c9ba,unstated,Aspirational Districts Programme,medium,high,PMDDKY-2025,PMDDKY is modelled on the Aspirational Districts Programme; the question names that lineage.
247e610c-1898-4c51-98b2-252ce8e944e5,2025,4009c3fe-f7ac-4468-bf6f-862d488509e0,d6e2cdc2-c692-468c-ac1d-4ef11c66b91c,RBI-GB-2025-P2-ESI,23,The Pradhan Mantri Dhan-Dhaanya Krishi Yojana (PMDDKY) is a groundbreaking government initiative launched to revolutionize Indian agricultur,economic-social-issues,1a874661-957e-4c81-a90f-b0634834d889,4d2ef984-313a-468f-87f4-d5027de94736,unstated,Sustainable agriculture missions,medium,low,PMDDKY-2025,Which body reviews the PMDDKY district plan. GAP: no scheme-governance/committee microtopic in ESI; tagged to the parent mission topic.
2f070e68-cefb-4fe3-b151-4862b9945fac,2025,4009c3fe-f7ac-4468-bf6f-862d488509e0,d6e2cdc2-c692-468c-ac1d-4ef11c66b91c,RBI-GB-2025-P2-ESI,24,The Pradhan Mantri Dhan-Dhaanya Krishi Yojana (PMDDKY) is a groundbreaking government initiative launched to revolutionize Indian agricultur,economic-social-issues,1a874661-957e-4c81-a90f-b0634834d889,68fbeaa4-4246-47f0-a9ce-cbd54986c9ba,unstated,Aspirational Districts Programme,medium,high,PMDDKY-2025,Indicator count under the Aspirational Districts Programme.
a424381f-3119-4f8a-8a65-76c8f6cf62d3,2025,4009c3fe-f7ac-4468-bf6f-862d488509e0,d6e2cdc2-c692-468c-ac1d-4ef11c66b91c,RBI-GB-2025-P2-ESI,25,"Covering about one-third of the Earth’s land surface, forests are crucial for food security, livelihoods and for renewable biomaterials and ",economic-social-issues,1a874661-957e-4c81-a90f-b0634834d889,a73b4af1-fb46-41dd-9d25-1cbb815f91cb,unstated,Global risk and outlook reports,medium,medium,FAO-FRA-2025,FAO Global Forest Resources Assessment 2025. GAP: ESI has no forestry or environment microtopic; 'Global risk and outlook reports' is the nearest active home for a global assessment report.
27c00ca1-58ea-4db6-aff9-5090aae709a4,2025,4009c3fe-f7ac-4468-bf6f-862d488509e0,d6e2cdc2-c692-468c-ac1d-4ef11c66b91c,RBI-GB-2025-P2-ESI,26,"Covering about one-third of the Earth’s land surface, forests are crucial for food security, livelihoods and for renewable biomaterials and ",economic-social-issues,1a874661-957e-4c81-a90f-b0634834d889,8bf48843-7b68-4295-9097-6087e269eb01,unstated,Climate change initiatives in agriculture,medium,low,FAO-FRA-2025,"MISMATCH: forests passage, Green Credit Programme question. GAP: no environment/forestry microtopic; tagged to climate-initiatives because GCP's listed activities include sustainable agriculture and water management."
b33636c8-f41e-4f3b-af56-702d8c743a2c,2025,4009c3fe-f7ac-4468-bf6f-862d488509e0,d6e2cdc2-c692-468c-ac1d-4ef11c66b91c,RBI-GB-2025-P2-ESI,27,"Covering about one-third of the Earth’s land surface, forests are crucial for food security, livelihoods and for renewable biomaterials and ",economic-social-issues,1a874661-957e-4c81-a90f-b0634834d889,86322d71-cd5d-4b53-b444-abb76387cb54,unstated,Consumer protection and regulatory law,medium,low,FAO-FRA-2025,"MISMATCH: forests passage, Environment Audit Rules 2025 question. GAP: no environmental-regulation microtopic; tagged to the regulatory-law topic as nearest active."
9d75a38c-082c-4ca7-9f6a-80aaa958d7f2,2025,4009c3fe-f7ac-4468-bf6f-862d488509e0,d6e2cdc2-c692-468c-ac1d-4ef11c66b91c,RBI-GB-2025-P2-ESI,28,"Covering about one-third of the Earth’s land surface, forests are crucial for food security, livelihoods and for renewable biomaterials and ",economic-social-issues,1a874661-957e-4c81-a90f-b0634834d889,a73b4af1-fb46-41dd-9d25-1cbb815f91cb,unstated,Global risk and outlook reports,medium,medium,FAO-FRA-2025,Global forest extent per FRA 2025. Same catalogue gap as Q25.
37ccaebb-d329-47c0-a0bc-fb668361997b,2025,4009c3fe-f7ac-4468-bf6f-862d488509e0,d6e2cdc2-c692-468c-ac1d-4ef11c66b91c,RBI-GB-2025-P2-ESI,29,The launch of Pradhan Mantri Awas Yojana – Urban 2.0 (PMAY-U 2.0) has created a significant need to generate public awareness about the sche,economic-social-issues,1a874661-957e-4c81-a90f-b0634834d889,a406cb7b-b61d-4987-8afe-2039eef3133b,unstated,Rural and urban housing schemes,medium,high,PMAY-U-2.0,"Names the PMAY-U 2.0 outreach campaign. e964c391 rejected: that topic is rural outreach, this is urban."
4a7d9ad0-4c79-428e-a31b-7d6fd2fa6c75,2025,4009c3fe-f7ac-4468-bf6f-862d488509e0,d6e2cdc2-c692-468c-ac1d-4ef11c66b91c,RBI-GB-2025-P2-ESI,30,The launch of Pradhan Mantri Awas Yojana – Urban 2.0 (PMAY-U 2.0) has created a significant need to generate public awareness about the sche,economic-social-issues,1a874661-957e-4c81-a90f-b0634834d889,a406cb7b-b61d-4987-8afe-2039eef3133b,unstated,Rural and urban housing schemes,medium,medium,PMAY-U-2.0,Theme of the PMAY-U 2.0 campaign.
3daad2bb-85cf-4e7f-84ae-054a4b438937,2025,4009c3fe-f7ac-4468-bf6f-862d488509e0,d6e2cdc2-c692-468c-ac1d-4ef11c66b91c,RBI-GB-2025-P2-ESI,31,The launch of Pradhan Mantri Awas Yojana – Urban 2.0 (PMAY-U 2.0) has created a significant need to generate public awareness about the sche,economic-social-issues,1a874661-957e-4c81-a90f-b0634834d889,a406cb7b-b61d-4987-8afe-2039eef3133b,unstated,Rural and urban housing schemes,medium,high,PMAY-U-2.0,"Four functional verticals of PMAY-U 2.0 (BLC, AHP, ISS, ARH)."
bacb4a40-163e-434a-9613-295668c1e968,2025,4009c3fe-f7ac-4468-bf6f-862d488509e0,d6e2cdc2-c692-468c-ac1d-4ef11c66b91c,RBI-GB-2025-P2-ESI,32,The launch of Pradhan Mantri Awas Yojana – Urban 2.0 (PMAY-U 2.0) has created a significant need to generate public awareness about the sche,economic-social-issues,1a874661-957e-4c81-a90f-b0634834d889,a406cb7b-b61d-4987-8afe-2039eef3133b,unstated,Rural and urban housing schemes,medium,high,PMAY-U-2.0,Special Focus Groups under PMAY-U 2.0.
1f979b1e-b13b-4083-95d0-eeb420d59afd,2025,4009c3fe-f7ac-4468-bf6f-862d488509e0,d6e2cdc2-c692-468c-ac1d-4ef11c66b91c,RBI-GB-2025-P2-ESI,33,"The SEBI circular, issued on May 29, 2025, presents a comprehensive framework aimed at improving transparency, risk monitoring, and trading ",finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,3140dd31-8735-45e8-a6c9-2eb30216fdca,microtopic,Open interest interpretation,medium,low,SEBI-MWPL-2025,"Objectives of the revised MWPL framework. GAP: no derivatives-overview microtopic; MWPL is an aggregate open-interest cap, so tagged to open-interest interpretation."
640ade24-4474-4690-895d-15f0378b9a7c,2025,4009c3fe-f7ac-4468-bf6f-862d488509e0,d6e2cdc2-c692-468c-ac1d-4ef11c66b91c,RBI-GB-2025-P2-ESI,34,"The SEBI circular, issued on May 29, 2025, presents a comprehensive framework aimed at improving transparency, risk monitoring, and trading ",finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,3140dd31-8735-45e8-a6c9-2eb30216fdca,microtopic,Open interest interpretation,medium,low,SEBI-MWPL-2025,Entity-level position limits for single stocks. Same catalogue gap as Q33.
1a0d88a0-4163-4e27-87be-d7c3fcea6826,2025,4009c3fe-f7ac-4468-bf6f-862d488509e0,d6e2cdc2-c692-468c-ac1d-4ef11c66b91c,RBI-GB-2025-P2-ESI,35,"The SEBI circular, issued on May 29, 2025, presents a comprehensive framework aimed at improving transparency, risk monitoring, and trading ",finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,3140dd31-8735-45e8-a6c9-2eb30216fdca,microtopic,Open interest interpretation,medium,medium,SEBI-MWPL-2025,MWPL cap and the ban-period open-interest trigger — the most direct open-interest question of the four.
edd46f08-d848-4ea4-8906-2d867fd5a5e0,2025,4009c3fe-f7ac-4468-bf6f-862d488509e0,d6e2cdc2-c692-468c-ac1d-4ef11c66b91c,RBI-GB-2025-P2-ESI,36,"The SEBI circular, issued on May 29, 2025, presents a comprehensive framework aimed at improving transparency, risk monitoring, and trading ",finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,3140dd31-8735-45e8-a6c9-2eb30216fdca,microtopic,Open interest interpretation,medium,low,SEBI-MWPL-2025,"Spans pre-open session, MWPL basis and intraday monitoring. Same catalogue gap as Q33."
428cc00d-5dae-4886-b762-a78b6b187404,2025,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,32aba793-1ea4-4f64-b9e5-5e8f143d3d8a,RBI-GB-2025-P2-FM,7,"To address the need for a long-term capital provider with a comprehensive, cross-sectoral mandate, unlike the niche-focused mandates of othe",finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,7aa6a5c3-2e2a-46c9-b5cf-d8a2168f4f88,microtopic,"Development financial institutions — NABARD, SIDBI, NHB, NaBFID, EXIM",medium,high,NABFID-DFI,Identifies NaBFID from its AIFI/DFI description.
a4fd87e7-49ef-46bc-a485-d36d0f76604a,2025,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,32aba793-1ea4-4f64-b9e5-5e8f143d3d8a,RBI-GB-2025-P2-FM,8,"To address the need for a long-term capital provider with a comprehensive, cross-sectoral mandate, unlike the niche-focused mandates of othe",finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,7aa6a5c3-2e2a-46c9-b5cf-d8a2168f4f88,microtopic,"Development financial institutions — NABARD, SIDBI, NHB, NaBFID, EXIM",easy,high,NABFID-DFI,Which authority regulates NaBFID. Kept on the DFI topic rather than 15e5b403 because the subject of the question is the institution.
341a6e07-7991-418c-bb4c-b0d797d6ba56,2025,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,32aba793-1ea4-4f64-b9e5-5e8f143d3d8a,RBI-GB-2025-P2-FM,9,"__________ is a screen-based, electronic, anonymous order-matching system for secondary market trading in Government securities, owned and o",finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,ba164b72-afb0-458f-87f4-b413e45719e7,microtopic,NDS-OM and the G-sec auction platform,easy,high,NDS-OM,Identifies NDS-OM from its description.
ed82d1fc-16c9-42fc-afd1-d4845a1779ff,2025,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,32aba793-1ea4-4f64-b9e5-5e8f143d3d8a,RBI-GB-2025-P2-FM,10,"__________ is a screen-based, electronic, anonymous order-matching system for secondary market trading in Government securities, owned and o",finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,ba164b72-afb0-458f-87f4-b413e45719e7,microtopic,NDS-OM and the G-sec auction platform,medium,high,NDS-OM,Who executes on NDS-OM — Primary Members vs Gilt Account Holders.
b47ec150-b1cc-4130-8984-6d45e33fc72a,2025,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,32aba793-1ea4-4f64-b9e5-5e8f143d3d8a,RBI-GB-2025-P2-FM,11,Infrastructure Investment Trusts (InvITs) are investment vehicles designed to facilitate investment in infrastructure assets through a trust,finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,53bf1e3b-881b-44cd-9dc7-f385d16ae13c,microtopic,InvITs and REITs,medium,high,INVIT,QIB and retail reservation in an InvIT public issue.
c607909a-a27a-4ec0-991c-3d28c6ce55f7,2025,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,32aba793-1ea4-4f64-b9e5-5e8f143d3d8a,RBI-GB-2025-P2-FM,12,Infrastructure Investment Trusts (InvITs) are investment vehicles designed to facilitate investment in infrastructure assets through a trust,finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,d5730793-96f4-40bb-92b5-ff3a27a73d89,microtopic,Anchor investors and lock-in,medium,high,INVIT,"Anchor-investor share of the institutional portion. Tagged to the anchor-investor microtopic rather than InvITs, which the question only frames."
b5d2bd95-ebb0-4628-bfa8-54f7c9477ba6,2025,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,32aba793-1ea4-4f64-b9e5-5e8f143d3d8a,RBI-GB-2025-P2-FM,13,"Reserves = 6,00,000 Equity = 4,00,000 Debt to Net Worth = 0.5 Assets Turnover Ratio = 2: 1 Gross Profit = 30% on sales What is the Gross Pro",finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,9044d257-b50a-4e24-8ef1-f69b59b78a91,microtopic,"Valuation ratios — price to book, price to earnings",medium,low,RATIO-BLOCK,Gross profit from the shared ratio block. GAP: no financial-statement-ratio microtopic in the six permitted subjects (commerce-accountancy is not permitted); 'Valuation ratios' is the nearest active home.
aa2a485b-0462-499a-b894-1f1176268ae3,2025,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,32aba793-1ea4-4f64-b9e5-5e8f143d3d8a,RBI-GB-2025-P2-FM,14,"Reserves = 6,00,000 Equity = 4,00,000 Debt to Net Worth = 0.5 Assets Turnover Ratio = 2: 1 Gross Profit = 30% on sales Based on the above in",finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,9044d257-b50a-4e24-8ef1-f69b59b78a91,microtopic,"Valuation ratios — price to book, price to earnings",medium,low,RATIO-BLOCK,Total debt from debt-to-net-worth. Same catalogue gap as Q13.
7c8e3378-5f94-4de3-bb96-7f4f56820912,2025,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,32aba793-1ea4-4f64-b9e5-5e8f143d3d8a,RBI-GB-2025-P2-FM,15,"Reserves = 6,00,000 Equity = 4,00,000 Debt to Net Worth = 0.5 Assets Turnover Ratio = 2: 1 Gross Profit = 30% on sales Based on the above in",finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,9044d257-b50a-4e24-8ef1-f69b59b78a91,microtopic,"Valuation ratios — price to book, price to earnings",medium,low,RATIO-BLOCK,Total liabilities from the same block. Same catalogue gap as Q13.
adcad044-c53f-4817-9360-7360a58215ab,2025,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,32aba793-1ea4-4f64-b9e5-5e8f143d3d8a,RBI-GB-2025-P2-FM,16,"In a large financial institution, several top-level managers gradually began engaging in unethical practices, such as favouring certain clie",management,4b80764c-9c9e-4c31-be3b-b51a1a818b9c,cd4fb6ad-ad93-464a-a936-40a8e9427b07,microtopic,Concept and principles of corporate governance,medium,low,ETHICS-CASCADE,'Everyone is doing it' justification. GAP: management has no business-ethics microtopic; tagged to corporate-governance principles as nearest active.
43c6bf3c-4d30-4b9f-903b-d4891a9356c0,2025,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,32aba793-1ea4-4f64-b9e5-5e8f143d3d8a,RBI-GB-2025-P2-FM,17,"In a large financial institution, several top-level managers gradually began engaging in unethical practices, such as favouring certain clie",management,4b80764c-9c9e-4c31-be3b-b51a1a818b9c,2639183b-6d54-45d7-abed-52c1977edbe8,microtopic,"Mechanisms — board, audit committee, disclosure",medium,medium,ETHICS-CASCADE,Effect of enforcing a formal Code of Ethics — treated as a governance mechanism alongside board and audit committee.
249bfc42-9a95-4f4d-bd40-0d8752e68793,2025,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,32aba793-1ea4-4f64-b9e5-5e8f143d3d8a,RBI-GB-2025-P2-FM,18,A growing manufacturing company initially relied heavily on precise work-measurement techniques to improve efficiency. Managers conducted de,management,4b80764c-9c9e-4c31-be3b-b51a1a818b9c,13785b33-e6ef-4cb5-839e-94394ed1ff49,microtopic,Taylor's scientific management,easy,high,MGMT-SCHOOLS,"Time and motion study, work specialisation — Taylor."
3915d4b9-3492-47df-af9c-8a76f285608e,2025,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,32aba793-1ea4-4f64-b9e5-5e8f143d3d8a,RBI-GB-2025-P2-FM,19,A growing manufacturing company initially relied heavily on precise work-measurement techniques to improve efficiency. Managers conducted de,management,4b80764c-9c9e-4c31-be3b-b51a1a818b9c,2a199c59-c80c-46a5-8d46-b5c5bb952311,microtopic,"Classical, neoclassical, behavioural and modern schools",medium,medium,MGMT-SCHOOLS,Strict hierarchy with clear authority lines points to Weber's bureaucracy. GAP: no Weber microtopic; tagged to the schools-of-management topic that contains the classical school.
94dc7bd6-3e10-4bec-abe6-de1401dbc5ba,2025,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,32aba793-1ea4-4f64-b9e5-5e8f143d3d8a,RBI-GB-2025-P2-FM,20,A growing manufacturing company initially relied heavily on precise work-measurement techniques to improve efficiency. Managers conducted de,management,4b80764c-9c9e-4c31-be3b-b51a1a818b9c,2a199c59-c80c-46a5-8d46-b5c5bb952311,microtopic,"Classical, neoclassical, behavioural and modern schools",medium,medium,MGMT-SCHOOLS,Key feature of Systems Theory — the modern school within the same topic.
b1f3ba56-2124-45f8-b04a-ab8647d73b40,2025,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,32aba793-1ea4-4f64-b9e5-5e8f143d3d8a,RBI-GB-2025-P2-FM,21,"The Government of India initiated a comprehensive reform process in the financial system during 1992–93, following the recommendations of th",economic-social-issues,1a874661-957e-4c81-a90f-b0634834d889,1bd0a377-4a34-45f9-b7d1-2f39bf0f1b28,unstated,Banking regulation and legislation,medium,medium,NARASIMHAM-II,"Cross-subject: F&M section, ESI tag. Narasimham Committee II on banking-sector reform; no banking-committee microtopic exists in finance."
1e0491d8-d090-4143-83b6-6a933bbce658,2025,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,32aba793-1ea4-4f64-b9e5-5e8f143d3d8a,RBI-GB-2025-P2-FM,22,"The Government of India initiated a comprehensive reform process in the financial system during 1992–93, following the recommendations of th",finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,bad0e283-9954-4173-82e8-29efa9aa37a5,microtopic,"Monetary policy operations — SDF, VRRR, LAF",medium,high,NARASIMHAM-II,LAF as the indirect liquidity instrument recommended by Narasimham II.
