question_id,year,paper_id,section_id,section_label,question_number,question_text_excerpt,subject_slug,subject_id,topic_id,topic_level,topic_name,observed_difficulty,confidence,notes
e7258bd9-9857-4249-93d3-0329d10654ee,2022,4f15f17d-542b-421e-81d0-b6280ea7c67b,a1136d93-55dc-4323-89af-d24ccd7c418b,Finance & Management,14,Describe India’s response to the Global Financial Crisis 2008.,economic-social-issues,1a874661-957e-4c81-a90f-b0634834d889,f7274ac4-dc47-482f-86f6-495e4bc87cae,microtopic,Long-term growth strategy and policy vision,medium,low,LOW: no GFC/crisis-response leaf. India 2008 response spans fiscal stimulus and rate cuts; tagged the policy-vision leaf.
9b878d79-6d04-48c8-b452-86f409f0b8eb,2022,4f15f17d-542b-421e-81d0-b6280ea7c67b,a1136d93-55dc-4323-89af-d24ccd7c418b,Finance & Management,15,What is the importance of ethical behaviour in society and throw some light on the manager’s role in encouraging ethical behaviour in an org,management,4b80764c-9c9e-4c31-be3b-b51a1a818b9c,cd4fb6ad-ad93-464a-a936-40a8e9427b07,microtopic,Concept and principles of corporate governance,medium,medium,No business-ethics leaf; corporate-governance principles is the nearest. Dominant part is the manager role in encouraging ethical behaviour.
77cfa6b3-0b89-4d4f-ae4d-9dc3d18da2f8,2023,b046e6fa-bb3a-46dc-846a-2e791d5f342f,fd6fc3f8-2e15-4215-84e3-4cae95a4f945,Economic & Social Issues,4,"In the light of RBI’s report on currency and finance FY 2022-23, explain • Macroeconomic effect of climate change • 3 landmark global collab",economic-social-issues,1a874661-957e-4c81-a90f-b0634834d889,8d5f6ccc-0a62-47df-8c75-c1d5240fc43f,microtopic,International economic forums and summit declarations,medium,low,LOW: two equal parts (climate macroeconomics + 3 global collaborations). No climate-macroeconomics leaf in ESI; tagged the summit/collaboration part.
43aa7fbf-2ec9-4b37-8fb1-87fb58e4ab5c,2023,b046e6fa-bb3a-46dc-846a-2e791d5f342f,fd6fc3f8-2e15-4215-84e3-4cae95a4f945,Economic & Social Issues,5,"World bank has released its World Development Report 2023: Migrants, Refugees and Societies. Discuss key recommendations for the countries g",economic-social-issues,1a874661-957e-4c81-a90f-b0634834d889,a73b4af1-fb46-41dd-9d25-1cbb815f91cb,microtopic,Global risk and outlook reports,medium,medium,World Development Report 2023 recommendations; tagged the global-reports leaf.
b11be8e9-b272-4890-a10a-4a3f614036a9,2023,b046e6fa-bb3a-46dc-846a-2e791d5f342f,fd6fc3f8-2e15-4215-84e3-4cae95a4f945,Economic & Social Issues,6,"UNDP’s new strategy for Gender Equality was mentioned in UNDP’s report. Taking reference of this report, how can we introduce gender sensiti",economic-social-issues,1a874661-957e-4c81-a90f-b0634834d889,f5835ef2-38c9-4e7d-85ac-83cd7b134d7b,microtopic,Gender statistics and indicators,medium,medium,"Dominant part is gender sensitisation of the Indian economy, not the UNDP report itself."
0dcb2a54-4d34-49e1-80f8-3f1d44c35138,2023,b046e6fa-bb3a-46dc-846a-2e791d5f342f,fd6fc3f8-2e15-4215-84e3-4cae95a4f945,Economic & Social Issues,7,Explain any 3 schemes of the government of India working towards employment generation and poverty alleviation.,economic-social-issues,1a874661-957e-4c81-a90f-b0634834d889,9fa06a82-fffa-48e5-8d9c-f712dfed4e93,microtopic,Poverty alleviation packages and Garib Kalyan schemes,easy,medium,Scheme recall. Spans employment-generation and poverty-alleviation leaves; tagged the poverty-alleviation one.
87b33ed7-7ee1-4acc-8ef2-6ee7b8b434e0,2023,b046e6fa-bb3a-46dc-846a-2e791d5f342f,fd6fc3f8-2e15-4215-84e3-4cae95a4f945,Economic & Social Issues,8,What are the Direct and indirect monetary policy measures and briefly explain at least 8 of them.,economic-social-issues,1a874661-957e-4c81-a90f-b0634834d889,d5110ca8-291e-4287-a8ff-2cd5093ce271,microtopic,Monetary policy framework and inflation targeting,medium,high,Direct and indirect monetary policy instruments; direct fit.
283fc6bb-1980-4686-8d04-33315cf4719e,2023,b046e6fa-bb3a-46dc-846a-2e791d5f342f,fd6fc3f8-2e15-4215-84e3-4cae95a4f945,Economic & Social Issues,9,What are the various challenges faced by start-ups in tier 2 and tier 3 cities?,economic-social-issues,1a874661-957e-4c81-a90f-b0634834d889,13d98721-2736-444f-82db-ecb3bb0fdddc,microtopic,Rural entrepreneurship and business incubation,medium,medium,Start-up challenges in tier 2/3 cities; tagged the entrepreneurship/incubation leaf.
1f8e965e-2da7-4392-8551-ed6b4bed8058,2023,b046e6fa-bb3a-46dc-846a-2e791d5f342f,df403645-396d-4107-8a77-94c49031bb2a,Finance & Management,10,"Explain in detail, RBI’s Retail Direct Scheme including the scope, applicability, charges, fees, etc.",finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,89bb1536-fd50-4ef9-aa73-a28cf8923927,microtopic,RBI Retail Direct,medium,high,RBI Retail Direct scheme; direct fit.
6a3eb00b-2bed-4abb-b99d-4a20ad04dd88,2023,b046e6fa-bb3a-46dc-846a-2e791d5f342f,df403645-396d-4107-8a77-94c49031bb2a,Finance & Management,11,"Explain the Big 5 Personality Model of Personality. Also, explain how other traits of personality affect organisational behaviour.",management,4b80764c-9c9e-4c31-be3b-b51a1a818b9c,afd4a13d-c570-493d-8b6a-3923c701219f,microtopic,"Trait approach ΓÇö personality, intelligence, emotion",medium,medium,"Big Five personality model; catalogue has no dedicated personality-in-OB leaf, trait approach is nearest."
ee31ddfb-d1e8-4907-bfc6-f54588db18f1,2023,b046e6fa-bb3a-46dc-846a-2e791d5f342f,df403645-396d-4107-8a77-94c49031bb2a,Finance & Management,12,"What was Henri Fayol’s contribution to management? Also, explained his 14 principles of management.",management,4b80764c-9c9e-4c31-be3b-b51a1a818b9c,050b2b61-b9eb-428a-8abd-bba50bc74ed8,microtopic,Fayol's 14 principles; Esprit de Corps,easy,high,Fayol's 14 principles; bare textbook recall.
90efa6c7-242e-48bd-9415-d436f1c7d887,2023,b046e6fa-bb3a-46dc-846a-2e791d5f342f,df403645-396d-4107-8a77-94c49031bb2a,Finance & Management,13,What is a code of conduct? How is it implemented in the organisation?,management,4b80764c-9c9e-4c31-be3b-b51a1a818b9c,cd4fb6ad-ad93-464a-a936-40a8e9427b07,microtopic,Concept and principles of corporate governance,medium,medium,Code of conduct and its implementation; tagged the corporate-governance principles leaf.
06196d41-33bf-499a-9d2f-bb781f89af58,2023,b046e6fa-bb3a-46dc-846a-2e791d5f342f,df403645-396d-4107-8a77-94c49031bb2a,Finance & Management,14,"Describe ONDC. How it will impact companies like Flipkart, Amazon, Walmart etc.",finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,00d3f0d6-79a3-4c9b-a019-d0ac728fbb19,microtopic,Digital Public Infrastructure and India Stack,medium,medium,ONDC is digital public infrastructure; no dedicated ONDC/e-commerce leaf.
1e176634-ef42-45c2-ba0f-7049371c3eb0,2023,b046e6fa-bb3a-46dc-846a-2e791d5f342f,df403645-396d-4107-8a77-94c49031bb2a,Finance & Management,15,What are pre-sanctioned credit lines at banks through the UPI? How is it going to help in furthering financial inclusion?,finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,390cb8c4-537c-469c-b3d1-14d9194d8cea,microtopic,"NPCI systems ΓÇö UPI, IMPS, NEFT, RTGS",medium,high,Pre-sanctioned credit lines on UPI; NPCI systems leaf.
272a2fd9-5adc-4d69-bbaf-aaf2890f354d,2024,e0a9e855-085b-4a26-9710-63b295fd40d7,f2c4850a-db09-46f2-bc1c-ee28fb68ec06,Economic & Social Issues,4,How can rural India prioritize and promote women-led development?,economic-social-issues,1a874661-957e-4c81-a90f-b0634834d889,6f182884-0443-48e2-ad72-601b4ad101ab,microtopic,"DAY-NRLM, self-help groups and rural livelihoods",medium,medium,Women-led rural development maps to the DAY-NRLM/SHG livelihoods leaf; no dedicated women-led-development leaf.
13c4023c-deb9-41a8-b7bf-954884211f8e,2024,e0a9e855-085b-4a26-9710-63b295fd40d7,f2c4850a-db09-46f2-bc1c-ee28fb68ec06,Economic & Social Issues,5,Discuss the Pros and Cons of usage of AI in the Banking Sector.,economic-social-issues,1a874661-957e-4c81-a90f-b0634834d889,1d690f05-756d-4389-b40d-5bca2d050fdd,microtopic,Digital finance and technology in banking,medium,high,AI in banking; digital finance and technology in banking leaf.
1ee3e762-f148-4368-b6f8-251d42f2abcd,2024,e0a9e855-085b-4a26-9710-63b295fd40d7,f2c4850a-db09-46f2-bc1c-ee28fb68ec06,Economic & Social Issues,6,What are the objectives and significance of the National Industrial Corridor Development Program in boosting India’s industrial growth and i,economic-social-issues,1a874661-957e-4c81-a90f-b0634834d889,c433edd3-ad2d-408b-bd3e-fbf1828a030d,microtopic,"Infrastructure, transport and logistics",medium,medium,National Industrial Corridor Development Programme is industrial infrastructure; no dedicated corridor leaf.
62ccc94e-9a81-4942-9d9d-d162408bc19e,2024,e0a9e855-085b-4a26-9710-63b295fd40d7,f2c4850a-db09-46f2-bc1c-ee28fb68ec06,Economic & Social Issues,7,Discuss the tussle between sustainable development and economic growth. How can we create the right balance between them?,economic-social-issues,1a874661-957e-4c81-a90f-b0634834d889,f7274ac4-dc47-482f-86f6-495e4bc87cae,microtopic,Long-term growth strategy and policy vision,medium,medium,"Sustainability-versus-growth trade-off; ESI catalogue has no sustainable-development leaf outside agriculture, tagged policy-vision."
c541ff90-b936-4e0d-bbee-1f4f72b8a070,2024,e0a9e855-085b-4a26-9710-63b295fd40d7,f2c4850a-db09-46f2-bc1c-ee28fb68ec06,Economic & Social Issues,8,Discuss the challenges of youth unemployment. How can it be mitigated?,economic-social-issues,1a874661-957e-4c81-a90f-b0634834d889,67d73193-b913-40c4-9e29-eb8eeb39653f,microtopic,Employment statistics and employment services,medium,high,Youth unemployment challenges; employment statistics/services leaf.
bae6efb9-fbc8-494d-9dd5-26edddd9e180,2024,e0a9e855-085b-4a26-9710-63b295fd40d7,f2c4850a-db09-46f2-bc1c-ee28fb68ec06,Economic & Social Issues,9,a) What are the 5 key digital initiatives introduced in Budget 2024-25? How will they impact India’s digital economy landscape? b) Discuss t,economic-social-issues,1a874661-957e-4c81-a90f-b0634834d889,fa731497-39a6-49f8-b3ff-e0f3bb19cb96,microtopic,Union Budget provisions and taxation,medium,low,LOW: explicit two-part question (Budget 2024-25 digital initiatives + Digital India Mission). Tagged the Budget part; ESI has no digital-economy/e-governance leaf.
355aecd6-d59e-4226-9775-b7a04839831c,2024,e0a9e855-085b-4a26-9710-63b295fd40d7,40226038-e3c4-4947-9622-f654b9546126,Finance & Management,10,Differentiate between trait and behavioural approaches of leadership.,management,4b80764c-9c9e-4c31-be3b-b51a1a818b9c,afd4a13d-c570-493d-8b6a-3923c701219f,microtopic,"Trait approach ΓÇö personality, intelligence, emotion",medium,medium,Spans trait and behavioural approaches equally; tagged the trait leaf (Lewin styles is the behavioural counterpart).
13e9027b-fcc4-4424-89a2-ab28c8db93ed,2024,e0a9e855-085b-4a26-9710-63b295fd40d7,40226038-e3c4-4947-9622-f654b9546126,Finance & Management,11,What are derivatives? Discuss its different types. Who are the key market participants in derivative market? Discuss the risks associated wi,finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,c7ea1e13-578a-4977-a08e-df0a6d689f16,microtopic,Forwards vs futures,medium,low,"LOW: no generic derivatives-overview leaf. Question covers definition, types, participants and risks across several derivative leaves; tagged forwards-vs-futures as the entry leaf."
b731155f-2f2c-4d29-9186-66fd5662676f,2024,e0a9e855-085b-4a26-9710-63b295fd40d7,40226038-e3c4-4947-9622-f654b9546126,Finance & Management,12,Discuss the different types of communication channels. Also discuss their importance in an organization.,management,4b80764c-9c9e-4c31-be3b-b51a1a818b9c,eee49054-ca21-469d-8da7-7386c4e8e6fd,microtopic,Communication channels and channel richness,medium,high,Communication channels and their organisational importance; direct fit.
39ced000-7af1-4f5e-a8bc-28c4eef97d72,2024,e0a9e855-085b-4a26-9710-63b295fd40d7,40226038-e3c4-4947-9622-f654b9546126,Finance & Management,13,What is the Difference between growth investing and value investing? What should an investor know before investing?,finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,8a030c8d-9bd6-4018-915b-ba862c670467,microtopic,Active vs passive investment strategies,medium,low,LOW: no growth-versus-value leaf. Tagged the investment-strategy leaf as the nearest style comparison.
be248da4-75dc-4b7d-971a-c5eea756dd4a,2024,e0a9e855-085b-4a26-9710-63b295fd40d7,40226038-e3c4-4947-9622-f654b9546126,Finance & Management,14,What are the key Factors that influence Ethics in business?,management,4b80764c-9c9e-4c31-be3b-b51a1a818b9c,0e5b478f-5048-4be2-a4da-997415ef0843,microtopic,Internal vs external factors affecting governance,medium,medium,Factors influencing business ethics; tagged internal-vs-external governance factors. No business-ethics leaf.
9b12d0ea-b2dd-4713-ba32-8ed388991c92,2024,e0a9e855-085b-4a26-9710-63b295fd40d7,40226038-e3c4-4947-9622-f654b9546126,Finance & Management,15,What are AT 1 Bonds? Discuss their features and also describe how do they differ from other types of bonds?,finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,e6ae56a5-8fb5-4dab-a838-59ac2c665fc0,microtopic,Basel norms and capital adequacy,medium,medium,AT1 bonds are Basel III additional-tier-1 capital instruments; tagged the Basel/capital-adequacy leaf.
6c435fd2-5de8-481f-8e22-aa58653e454f,2025,4009c3fe-f7ac-4468-bf6f-862d488509e0,bfd62dfe-ddb6-4462-b12b-500fac06996e,Economic & Social Issues,1,"There is a need for high-quality welfare, as these standards are outlined in the World Development Report of the World Bank. Discuss.",economic-social-issues,1a874661-957e-4c81-a90f-b0634834d889,a73b4af1-fb46-41dd-9d25-1cbb815f91cb,microtopic,Global risk and outlook reports,medium,medium,Welfare standards framed via the World Bank World Development Report; global-reports leaf.
229cc7ac-c93d-48ec-9755-bfd796c8b296,2025,4009c3fe-f7ac-4468-bf6f-862d488509e0,bfd62dfe-ddb6-4462-b12b-500fac06996e,Economic & Social Issues,2,"As the world approaches the 30th anniversary of the Beijing Declaration and the final five years of the 2030 Agenda, discuss the six priorit",economic-social-issues,1a874661-957e-4c81-a90f-b0634834d889,ba4a8915-89b4-4e26-87de-9573d8c40bc4,microtopic,United Nations agencies and campaigns,medium,high,"Beijing+30 Action Agenda, UN Women/UNDESA Gender Snapshot; UN agencies and campaigns leaf."
25cdb8b1-24d8-4c4d-b6de-02bfbdc2697f,2025,4009c3fe-f7ac-4468-bf6f-862d488509e0,bfd62dfe-ddb6-4462-b12b-500fac06996e,Economic & Social Issues,3,Recently released Sustainable development report marks India's first-time entry in the top 100 with a rank of 99th. Discuss the interplay of,economic-social-issues,1a874661-957e-4c81-a90f-b0634834d889,c862456b-d22b-45b5-9150-d9d1f21eb0c6,microtopic,Global indices and India's rank,medium,medium,India's 99th rank on the Sustainable Development Report; global-indices leaf. Second half is a discussion of the growth/poverty/environment interplay.
fb5f5888-02ac-4bb7-9448-b12bf3f44f65,2025,4009c3fe-f7ac-4468-bf6f-862d488509e0,bfd62dfe-ddb6-4462-b12b-500fac06996e,Economic & Social Issues,4,"Urban India is witnessing rapid growth, and the Smart Cities Mission seeks to harness this transformation. With reference to Visakhapatnam, ",economic-social-issues,1a874661-957e-4c81-a90f-b0634834d889,c433edd3-ad2d-408b-bd3e-fbf1828a030d,microtopic,"Infrastructure, transport and logistics",medium,low,LOW: no urban-development or Smart-Cities-Mission leaf in the ESI catalogue; tagged the infrastructure leaf. Catalogue gap.
aec44e69-52bb-4d24-bcb9-040ab5f87f0f,2025,4009c3fe-f7ac-4468-bf6f-862d488509e0,bfd62dfe-ddb6-4462-b12b-500fac06996e,Economic & Social Issues,5,The RBI’s recent monetary policy assessment highlights sustained consumer demand and a resilient economy during April–October 2025. Discuss ,economic-social-issues,1a874661-957e-4c81-a90f-b0634834d889,d5110ca8-291e-4287-a8ff-2cd5093ce271,microtopic,Monetary policy framework and inflation targeting,medium,high,October 2025 monetary policy measures and their implications; direct fit.
99a7f982-5234-40f1-b9cd-7a2cb52bfcd3,2025,4009c3fe-f7ac-4468-bf6f-862d488509e0,bfd62dfe-ddb6-4462-b12b-500fac06996e,Economic & Social Issues,6,"Multiculturalism plays a crucial role in fostering cultural diversity, promoting tolerance, and strengthening democratic foundations. Discus",economic-social-issues,1a874661-957e-4c81-a90f-b0634834d889,55017e5e-7c55-4ca2-a8a4-9467526ef577,microtopic,Social movements and civil society,medium,low,LOW: no multiculturalism or social-diversity leaf; tagged the social-movements/civil-society leaf as nearest. Catalogue gap.
f0a1657f-8b43-4516-b752-a1f68b6778ce,2025,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,603a6e51-4df0-4159-8267-8708f594465b,Finance & Management,1,"Discuss how the Capital market is seen as the growth engine of India. Also, list the steps taken by SEBI for the Capital markets.",economic-social-issues,1a874661-957e-4c81-a90f-b0634834d889,6543f906-3a5b-4e9d-9672-3628cc7a032c,microtopic,Capital market instruments and regulation,medium,medium,"CROSS-SUBJECT: F&M section, ESI tag. The RBI finance catalogue carries only instrument-level capital-market leaves; the generic capital-market regulation leaf sits under ESI."
2bcf7fec-4f7b-43e1-8ff5-8207795baec4,2025,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,603a6e51-4df0-4159-8267-8708f594465b,Finance & Management,2,Why do employees resist organisational change? What is the systematic approach for bringing organisational change?,management,4b80764c-9c9e-4c31-be3b-b51a1a818b9c,c3f45149-5b60-442a-a1de-917f2d39dfb6,microtopic,Process improvement approaches,medium,low,LOW: same catalogue gap as 2022 Q11 — no resistance-to-change/change-management leaf. Process improvement is nearest.
1e9057ff-304c-4ebe-89f0-4aea74afca08,2025,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,603a6e51-4df0-4159-8267-8708f594465b,Finance & Management,3,"What is the advantage of Non-Verbal communication in an organisation? List its usage for leadership, work culture and collaboration.",management,4b80764c-9c9e-4c31-be3b-b51a1a818b9c,f99a5f86-7b21-4036-8de3-2c5f633fff73,microtopic,Verbal vs non-verbal communication,medium,high,Non-verbal communication advantages and uses; direct fit.
e7ad5c68-33ec-41f5-9a8a-7475ed6f25e7,2025,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,603a6e51-4df0-4159-8267-8708f594465b,Finance & Management,4,Define various concepts related to the Union Budget. Explain how monetary and fiscal policy is used to balance between Growth and inflation ,economic-social-issues,1a874661-957e-4c81-a90f-b0634834d889,fa731497-39a6-49f8-b3ff-e0f3bb19cb96,microtopic,Union Budget provisions and taxation,medium,medium,Dominant part is defining Union Budget concepts; the monetary/fiscal balance follows.
8a3734d7-2600-4d5c-8ab8-29e755554a47,2025,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,603a6e51-4df0-4159-8267-8708f594465b,Finance & Management,5,Explain the role of the RBI in the supervision and regulation of financial markets.,finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,7e1e6fc8-4e40-4e18-bfb7-660c80143603,microtopic,"RBI Act 1934 ΓÇö constitution, note issue, functions",medium,medium,RBI supervisory and regulatory role; tagged the RBI Act functions leaf.
613b8cfd-b915-4358-bea1-a985feb70a79,2025,73c11d0b-9cc3-4b43-b494-d31ca8edbd00,603a6e51-4df0-4159-8267-8708f594465b,Finance & Management,6,State the risks and challenges associated with use of AI - it's new dimensions and Ethical standards with respect to the financial system.,economic-social-issues,1a874661-957e-4c81-a90f-b0634834d889,1d690f05-756d-4389-b40d-5bca2d050fdd,microtopic,Digital finance and technology in banking,medium,medium,"CROSS-SUBJECT: F&M section, ESI tag. AI risk and ethics in the financial system; digital finance and technology in banking leaf."
