"row_type","row_id","paper_year","question_number_or_topic_id","text_preview","flags","sample_reason","decision","notes","assign_topic_id","difficulty"
"question","3a9e86c8-5830-4ac8-80a6-2e137b18c9e1","2026","11","Which of the following assumptions is/are valid? Agricultural productivity has marched ahead in the West because of the economies of scale f","no_primary_tag","flagged","verified","","ad50fd87-c83c-4feb-a8b2-2947ae967e73","easy"
"question","747bc0b0-6ec1-4431-b469-d41846aac229","2026","12","Which of the following statements is/are not correct? Tech-savvy farmers will drive the AgTech companies of the future. The development of a","no_primary_tag","flagged","verified","","ad50fd87-c83c-4feb-a8b2-2947ae967e73","hard"
"question","aee92489-4226-4b6a-a3b6-62c0e8d471e0","2026","13","P, Q, R, S and T are ranked 1 to 5 (not necessarily in that order). The rank of P is 4, the rank of Q is not 5, the rank of R is 1, the rank","no_primary_tag","flagged","verified","","10b8404d-601b-48f2-a433-be996892a3d8","medium"
"question","5d5d0e36-9052-4afa-8893-e4f9316d0603","2026","14","Two identical straight rods are painted in five distinct colours so that each of them gets divided into five equal parts along the length. I","no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","hard"
"question","5f374e33-5222-40da-a8bf-8719c09bffd2","2026","15","Seven persons A, B, C, D, E, F and G travel by three cars X, Y, Z. A and another two of them travel by X. Only E travels with G. C travels b","no_primary_tag","flagged","verified","","ffaec54f-12ef-46ac-b93d-e6db2e243280","medium"
"question","744c2a5a-b985-4475-8392-28d63a6c7d45","2026","16","There are four statements X, Y, Z and W. Their relations are as follows: If X is incorrect, then so is Z; if Y is incorrect, then W is corre","no_primary_tag","flagged","verified","","ffaec54f-12ef-46ac-b93d-e6db2e243280","medium"
"question","7592d50d-5b8f-47fb-93a9-75d5278398d3","2026","17","X and Y are two runners who run for the same duration of time on the same circular track. They started running at the same time in the same ","no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","medium"
"question","93b054e2-4520-412e-b091-ac8607b081d1","2026","18","In an objective type question paper, 5 marks are awarded for a correct answer and 2 marks are deducted for a wrong answer. A student attempt","no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","hard"
"question","b7d69ee4-6f15-4988-8b3c-792ede620a17","2026","19","Which of the following conclusions is/are valid? Only a serious offence as categorised by the revised JJ Act, justifies the transfer of a ca","no_primary_tag","flagged","verified","","ad50fd87-c83c-4feb-a8b2-2947ae967e73","hard"
"question","964793ac-f9cd-40b1-8b6b-496fef288f47","2026","20","Which of the following statements is/are correct? If an offence has no minimum prescribed punishment, it cannot be considered heinous as per","no_primary_tag","flagged","verified","","ad50fd87-c83c-4feb-a8b2-2947ae967e73","hard"
"question","ee7f9fa9-940e-4512-8cd0-5d49a739bfa7","2026","21","An explosion takes place at a certain distance from an army camp. As soon as the sensor in the camp receives the sound of the explosion, a d","no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","medium"
"question","19227ee6-07ab-4ad6-9306-a06026864963","2026","22","The digit in the unit place of the number 6129 × 7307 is","non_ascii_suspect;no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","hard"
"question","e3b5b9e6-3e88-49e5-8dd1-0111aa90a86a","2026","23","A person saves 10% of his salary every month. If his salary increases by 12% and the expenditure increases by 10%, then what will be the cha","no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","medium"
"question","72ffa11e-4017-4463-b1ed-5bf911d2ff90","2026","24","P has a son and a daughter. S is the mother of T. S is R's spouse. Q and R are children of P. Then how is Q related to S?","no_primary_tag","flagged","verified","","10b8404d-601b-48f2-a433-be996892a3d8","medium"
"question","12c33564-41b0-4727-81ff-5da227a2f65b","2026","25","How many three-digit numbers can be expressed as an integral power of 2?","no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","hard"
"question","a9265c56-df8e-4d31-9c64-013465e93703","2026","26","Which of the following inferences is/are correct? The source of the energy we consume is the key to the battle for cleaner air. Bans are eff","no_primary_tag","flagged","verified","","ad50fd87-c83c-4feb-a8b2-2947ae967e73","hard"
"question","c2248ba9-6c53-46ce-a002-cd1fc7a85de9","2026","27","Which of the following statements is/are correct? Thermal power stations in Delhi were required to summarily shut down. CNG supplies had to ","no_primary_tag","flagged","verified","","ad50fd87-c83c-4feb-a8b2-2947ae967e73","hard"
"question","540c21ca-b774-4bc6-a56e-a265ee5c5852","2026","28","Consider the following statements: Every red is blue. Every blue is green. Every green is yellow. Which of the following statements denoted ","no_primary_tag","flagged","verified","","ffaec54f-12ef-46ac-b93d-e6db2e243280","medium"
"question","a1e99218-be3c-44c2-80ef-ddae7a20414e","2026","29","How many times does 5 appear in all two-digit positive integers?","no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","medium"
"question","c2530a3b-e28d-48d4-8319-82b9ca54f6c7","2026","30","X travels 6 km on a bicycle with average speeds of 5 km per hour, 10 km per hour and 4 km per hour during the first 1 km, the next 2 km and ","no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","medium"
"question","004bb0d9-36f8-43e3-acc4-3db992536230","2026","31","Seven cubes are identical in shape. Out of these, the weight of each of the six cubes is equal and the weight of the remaining cube is less ","no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","hard"
"question","e855e6e4-043a-494b-b4b5-b8f008204f9f","2026","32","Which one among the following statements most appropriately reflects the point of view of the given passage?","no_primary_tag","flagged","verified","","ad50fd87-c83c-4feb-a8b2-2947ae967e73","medium"
"question","c8f1bb30-31b4-42b7-afce-db81f3ec8e97","2026","33","Which of the following conclusions, made on the basis of the given passage, is/are correct? The advent of new customer-service technology ha","no_primary_tag","flagged","verified","","ad50fd87-c83c-4feb-a8b2-2947ae967e73","hard"
"question","bf36a8ec-41c8-4735-ae94-72e188954f86","2026","34","Which of the following conclusions is/are correct? All landlords essentially have some goodness trapped within them. The common grazing grou","no_primary_tag","flagged","verified","","ad50fd87-c83c-4feb-a8b2-2947ae967e73","hard"
"question","814d6f8c-b891-4d0c-b383-550f9b0cb6e6","2026","35","Which of the following statements are not correct? The landholdings of Rai Sahib were currently not being used for farming. Temperamentally,","no_primary_tag","flagged","verified","","ad50fd87-c83c-4feb-a8b2-2947ae967e73","hard"
"question","e6c22bc3-3cab-445c-add0-39ef8189add2","2026","36","A person facing the East travels 4 km straight and then turns right and travels 3 km, then further turns left and travels 2 km and finally t","no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","hard"
"question","741a9775-d6b4-4741-9b79-100687d898e5","2026","37","In a sequence of numbers, each number other than the first two is the sum of the two immediately preceding numbers from it. If the first two","no_primary_tag","flagged","verified","","10b8404d-601b-48f2-a433-be996892a3d8","medium"
"question","0eab1907-4e8f-4556-a232-3385e0d5ceb5","2026","38","The ratio of male to female workers in two companies A and B is 13:10 and 7:5, respectively. If both the companies have the same number of f","no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","medium"
"question","9049dba4-9f92-49e7-bfd3-ad5e6cc246ad","2026","39","If the product of the HCF and LCM of two distinct numbers is the cube of one of the numbers, then which of the following statements is/are c","no_primary_tag","flagged","verified","","ffaec54f-12ef-46ac-b93d-e6db2e243280","medium"
"question","936b2aa6-a637-41ec-981f-7e48001b0691","2026","40","If x and y are two digits and the number 4x5y790 is divisible by 11, then what is the remainder, if x + y is divided by 11?","no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","hard"
"question","f1301ee1-dbf5-4b3c-8c2c-2aeffb267917","2026","41","Which of the following statements is/are correct? Radical action can also be attributed to mild surrender where one acts against societal ex","no_primary_tag","flagged","verified","","ad50fd87-c83c-4feb-a8b2-2947ae967e73","hard"
"question","3bec4b6c-2f0a-4605-8d31-c4f84fbb2a6f","2026","42","Which of the following statements is/are correct? Hugh Grant was watching, from the Royal Box, the men's semifinal match on Centre Court bet","no_primary_tag","flagged","verified","","ad50fd87-c83c-4feb-a8b2-2947ae967e73","hard"
"question","bd63cc64-768d-456e-95f9-67395dd9d432","2026","43","Which of the following conclusions are correct? In the breakaway phase, economic progress is slow for the technology followers. In the catch","no_primary_tag","flagged","verified","","ad50fd87-c83c-4feb-a8b2-2947ae967e73","hard"
"question","a83580c8-f18a-45b1-8907-57879499227c","2026","44","Which of the following statements is/are correct? The convergence model divides nations into three phases of economic progress. At the heart","no_primary_tag","flagged","verified","","ad50fd87-c83c-4feb-a8b2-2947ae967e73","hard"
"question","ff7d010b-1c72-4bc7-bf52-2b7cedc0e2ea","2026","45","An alloy P contains 20% copper and 80% zinc by weight. Another alloy Q contains 60% copper and 40% zinc by weight. A third alloy R is to be ","no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","medium"
"question","efe62e31-0e31-4c93-9286-a0154c9076a7","2026","46","A is a 2-digit number with different digits. B is also a 2-digit number and is obtained by reversing the digits of A. If A - B is a multiple","no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","hard"
"question","eac27c5d-23d8-41db-a26a-64ee0ac5ea93","2026","47","If ZERO is encoded as ADSN, then how do you encode STOP?","no_primary_tag","flagged","verified","","10b8404d-601b-48f2-a433-be996892a3d8","medium"
"question","a378f598-63f1-4a86-b327-5f495f1d0ec4","2026","48","There are three types of rectangular tiles: 3' × 3', 3' × 7' and 3' × 11'. An area of rectangular shape of dimensions 3' × 100' is to be cov","non_ascii_suspect;no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","hard"
"question","c59e0a83-42ee-4eb0-8fb2-7be6154f0cd3","2026","49","A train has to complete a journey of 800 km. If it meets a minor accident, its speed becomes half of the existing speed. If there is a mecha","no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","medium"
"question","0da13ffd-b9e3-4e82-9310-2191d0778996","2026","50","In a recruitment process, the selection of candidates is based on their performance in three components. The weightages of the components 1,","no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","hard"
"question","a743a14f-7236-4d68-b00d-9f19212883b3","2026","51","Consider the following three statements, namely S1, S2 and S3: S1. Protecting the environment is an existential exigency for humans, given t","no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","hard"
"question","f25b1cdc-8340-4bc2-8873-cbcaf4db33e7","2026","52","Match List-I with List-II and select the answer using the code given below the Lists: [TABLE] List-I (Relationship category) | List-II (Comm","no_primary_tag","flagged","verified","","ee4d4957-031f-49cd-8dd2-6020f5af461e","medium"
"question","5b65717b-fabe-461e-99aa-5fe34516df90","2026","53","Match List-I with List-II and select the answer using the code given below the Lists: [TABLE] List-I (Tool of communication) | List-II (Purp","no_primary_tag","flagged","verified","","ee4d4957-031f-49cd-8dd2-6020f5af461e","medium"
"question","2963e69d-9b06-4248-b6aa-5199d75aad4f","2026","54","Which among the following actions would constitute the most appropriate directive(s) in resolving interpersonal conflict in an office with c","no_primary_tag","flagged","verified","","679269f9-6d4f-450c-8d35-e8e91b416312","medium"
"question","a3e94c55-930a-4a03-8c4b-d7556173a247","2026","55","Match List-I with List-II and select the answer using the code given below the Lists: [TABLE] List-I (Barrier to communication) | List-II (E","no_primary_tag","flagged","verified","","ee4d4957-031f-49cd-8dd2-6020f5af461e","medium"
"question","c4f5119b-d7ff-4fd4-8a0d-a37962beaaca","2026","56","You are required to design a 'questionnaire' to be filled on-location by visitors, based on the following objective while writing a report: ","no_primary_tag","flagged","verified","","ee4d4957-031f-49cd-8dd2-6020f5af461e","medium"
"question","da1bfe72-013c-4452-b3b6-ac93633c25d0","2026","57","With reference to 'circular letters', which of the following statements is/are correct? Circular letters are usually addressed to a group of","no_primary_tag","flagged","verified","","ee4d4957-031f-49cd-8dd2-6020f5af461e","medium"
"question","374c637b-5799-4178-8a28-d4073bdbe3b7","2026","58","Three partners A, B and C entered into a business. A invested one-third of the capital for one-third duration. B invested one-fourth of the ","non_ascii_suspect;no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","medium"
"question","1d0d11c9-0211-4065-9bd6-8a045ddcec76","2026","59","There are two chemicals which do not react with each other. A container contains 10 litres of the chemical A. One litre of this chemical is ","no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","medium"
"question","24aedd33-d81e-4c81-9584-5e2669affb82","2026","60","A shopkeeper employs a delivery boy and gives him a motorcycle for home delivery. For every delivery, the boy is given ₹5. At the end of the","non_ascii_suspect;no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","hard"
"question","001a522f-1bee-40d0-ab49-e8b63e744aee","2026","61","Question: X receives three coins of different denominations: 1, 2, 5, 10 and 20. If the total amount received by X is m, does X receive a co","no_primary_tag","flagged","verified","","ffaec54f-12ef-46ac-b93d-e6db2e243280","medium"
"question","fa88b826-6f71-408d-893b-2d907bc9a759","2026","62","Question: For two distinct real numbers x and y, which of them is bigger? Statement I: x² < y < 1. Statement II: y < √x < 1.","non_ascii_suspect;no_primary_tag","flagged","verified","","ffaec54f-12ef-46ac-b93d-e6db2e243280","medium"
"question","7f1c666d-ca81-4508-9f3f-06d19bec74d9","2026","63","Question: If x and y are integers, then is x even? Statement I: x²y² is even. Statement II: 1 + x² + y² is odd.","non_ascii_suspect;no_primary_tag","flagged","verified","","ffaec54f-12ef-46ac-b93d-e6db2e243280","medium"
"question","8c46b110-e6e5-4933-9afd-99f35a2e023c","2026","64","Question: X is a collection of certain odd numbers whereas Y is a collection of certain even numbers. T consists of the numbers all of which","no_primary_tag","flagged","verified","","ffaec54f-12ef-46ac-b93d-e6db2e243280","medium"
"question","b249369c-fad5-4cd2-83e2-dff92bc444c7","2026","65","Question: If x, y and z are integers, each greater than 1, then is x a prime number? Statement I: xy² = 116. Statement II: xz = 261.","non_ascii_suspect;no_primary_tag","flagged","verified","","ffaec54f-12ef-46ac-b93d-e6db2e243280","medium"
"question","f270b72b-3a85-4d48-b23f-21b751ec704f","2026","66","Which of the following conclusions are valid? Seven Sanskriti Angans, representing different regions of India, had been showcased in Kalagra","no_primary_tag","flagged","verified","","ad50fd87-c83c-4feb-a8b2-2947ae967e73","hard"
"question","18e0b00c-dd79-43ce-909e-a9ef210b4c70","2026","67","Which one of the following statements is not correct?","no_primary_tag","flagged","verified","","ad50fd87-c83c-4feb-a8b2-2947ae967e73","medium"
"question","ee9aad1a-70da-4560-bf55-b5806ad9ffb3","2026","68","The weight of X, in kg, is denoted by X. The weights of A, B, C, D, P, Q, R and S are measured. Given: A + B + C + D = 17 A + C = 6 P + Q + ","no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","hard"
"question","0e1b2ebe-16e3-44a3-ab36-ed7f0b234270","2026","69","How many words can one form by shuffling the letters of the word QUEUE, if Q is always followed by U? The words thus formed need not necessa","no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","hard"
"question","cac64d9d-a5aa-4f99-b8bf-779d254be6dc","2026","70","X, Y and Z jump forward 4', 6' and 5', respectively. At 8 AM, they all land on mark 199'. How many times will they all land on the same mark","no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","medium"
"question","df00332f-3776-4b8e-92d7-c5903e014b85","2026","71","Which of the following conclusions are valid? Sport is more than just games; it is a way of life. Sport can help mitigate the problems of se","no_primary_tag","flagged","verified","","ad50fd87-c83c-4feb-a8b2-2947ae967e73","hard"
"question","1848f249-db1f-45f0-b426-ae278ce4c8cd","2026","72","Which of the following statements is/are correct? Parents are not encouraging enough when it comes to children playing sport. Participation ","no_primary_tag","flagged","verified","","ad50fd87-c83c-4feb-a8b2-2947ae967e73","hard"
"question","38f0afce-4820-4ddf-bb8e-731f7fc66bea","2026","73","A toy T jumps forward or backward. In each forward jump, it moves 5' forward whereas in each backward jump, it moves 2' backward. If in 31 j","no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","hard"
"question","2c75a7c3-a4e8-42b8-9bcf-6784feab273d","2026","74","Eight persons P, Q, R, S, T, U, V and W sit around a round table in eight different seats placed with equal distance between any two consecu","no_primary_tag","flagged","verified","","10b8404d-601b-48f2-a433-be996892a3d8","medium"
"question","c5373b3d-fda0-4d5a-8f02-d73c3cbba77e","2026","75","The top of a table is rectangular and its dimensions are 6' × 10'. Two rectangular portions of the table top are painted in blue colour; bot","non_ascii_suspect;no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","hard"
"question","5a547b50-acc8-48a7-b0dd-da2b7bdc5e15","2026","76","Which of the following statements is/are correct? Real value should not change in the instance of static output cost and unchanged quantitie","no_primary_tag","flagged","verified","","ad50fd87-c83c-4feb-a8b2-2947ae967e73","hard"
"question","804b858c-2b7f-40d2-8753-c02f4be48f37","2026","77","Which of the following assumptions is/are valid? Deflation strategies can be used to make manufacturers appear to be doing better than they ","no_primary_tag","flagged","verified","","ad50fd87-c83c-4feb-a8b2-2947ae967e73","easy"
"question","cb65a7ea-5373-4621-a3c3-5fab41731394","2026","78","A pattern formed by two characters a and b is repeated more than once in the following string: × b × a × a × × a × a × bab What is × × in th","non_ascii_suspect;no_primary_tag","flagged","verified","","10b8404d-601b-48f2-a433-be996892a3d8","medium"
"question","376c27e3-35f9-4f00-a1b9-671f7dbc49fd","2026","79","If 10m × 1000 × n = 7525 × 2532 × 3275, where n is not divisible by 10, then the value of m is","non_ascii_suspect;no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","hard"
"question","56670807-6cfb-4457-b74f-f65f9e8be66b","2026","80","The speed of a train T is 100 km per hour and the speed of a person P is 4 km per hour. T crosses P in 15 seconds, if P travels along the di","no_primary_tag","flagged","verified","","0f739131-d019-48b8-9375-49d18cbf7444","medium"
