question_id,year,question_number,stored_key_label,upsc_key_label,draft_proposed_label,verdict,source_url,confidence,note
a0f2bd55-c8f7-4153-98f6-fa91752557dc,2020,11,A,A,A,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
a4499e0b-57d5-423a-b68b-f1fcdd751edb,2020,12,A,A,A,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
b1cb882e-e0d6-43e2-899d-544e3f2126f3,2020,13,D,D,D,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
9c7e455b-742a-4f5b-a656-552c39af2e04,2020,14,A,A,A,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
7c5d0cea-a366-48a6-b0aa-d3889da9edb8,2020,15,A,A,A,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
f1bf2ba6-b47e-4f99-8f02-7abe2126d427,2020,16,A,A,A,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
0dac6259-4710-4183-840f-5aecf8383b8f,2020,17,A,A,A,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
3692e405-bdb5-4bfc-9a94-96fc9cf83294,2020,18,D,D,D,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
e4b96246-3ebc-4cf9-970a-8bdb861faacc,2020,19,C,C,C,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
8e9356a4-06be-48bf-a2f6-69680627d0f1,2020,20,C,A,D,CORRECTION,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Stored key C contradicts UPSC (A). The draft proposed D; UPSC overrules it too. Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
e56621bd-a5f0-404b-980e-336f981a476c,2020,21,B,B,B,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
5f43c16e-a29d-4959-8893-94a7dc45798a,2020,22,A,A,A,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
2553704a-cc22-406e-a86f-6ec71cab6b4a,2020,23,C,C,C,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
baf66cd4-0d10-4b83-8753-dc2f6884e317,2020,24,A,A,A,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
bde6ce8e-2e57-4d43-9c23-c1024e040b73,2020,25,A,A,A,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
a84bd717-ee65-485d-aa57-f910d42ce553,2020,26,D,D,D,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
6bfa8f1d-1eec-431b-a756-01b9b8eb56ae,2020,27,C,A,A,CORRECTION,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Stored key C contradicts UPSC (A). The draft had already proposed UPSC's answer. Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
5115b1b3-b6f6-4e12-b407-39737b88ad73,2020,28,A,A,A,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
0c7077a7-3830-4f3f-89fa-364252f747ec,2020,29,D,D,D,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
0ee2f03b-b719-4878-877e-3a0c05ab9df8,2020,30,D,D,D,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
fcadc9e6-300c-4fbd-af4a-2c83814ade09,2020,31,C,C,C,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
c56fb969-b220-4517-9ce2-efa1de75c29a,2020,32,C,A,A,CORRECTION,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Stored key C contradicts UPSC (A). The draft had already proposed UPSC's answer. Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
665f7270-fd72-4159-a3be-6b7a5cfc2dc4,2020,33,D,D,D,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
b8d43fdd-4d9d-4323-a8ca-d1cef94412bf,2020,34,B,B,B,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
eaa9fc54-ffaf-4666-a9ab-30f74a4cfad1,2020,35,A,A,A,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
d8d76598-a6e5-4ff1-84e8-c797d9e16a18,2020,36,B,B,B,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
a6aa0068-62eb-4d66-8a04-28cd3558bef5,2020,37,A,A,A,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
35f67d99-fd34-4ef9-b10e-2cf73df955b7,2020,38,A,C,C,CORRECTION,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Stored key A contradicts UPSC (C). The draft had already proposed UPSC's answer. Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
3eb2a1cb-1647-4b69-a44a-c4c7d97c6b6f,2020,39,D,D,D,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
c4caf2e1-78a2-432a-baa2-b39ba05245e7,2020,40,C,C,C,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
c6b2224c-bdbc-410e-acd7-99214a5a47ce,2020,41,B,B,B,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
84e876c4-4765-4334-8985-fe37ea63ec9f,2020,42,,DROPPED,D,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,UPSC dropped this item from scoring; the stored key is also empty. No answer should be published as correct. Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
5fce46a1-488d-44c6-8335-1c2c9e5023f3,2020,43,A,A,A,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
c701e982-9ac4-41fd-93d5-a3251dc0174f,2020,44,D,D,D,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
08052d86-a3cb-4afc-9067-e92185dcc786,2020,45,B,B,B,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
2ddc41ea-7954-49ad-96b9-4bfca23de596,2020,46,C,C,C,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
a8c900ae-5914-4a86-8b69-5c4fff47af7c,2020,47,B,B,B,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
4bed944b-dffd-4fac-859d-fdac09fa66be,2020,48,B,B,B,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
b374b04f-94a6-4f74-8cd2-ad831d96ed46,2020,49,D,B,B,CORRECTION,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Stored key D contradicts UPSC (B). The draft had already proposed UPSC's answer. Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
a69b69b0-34b3-4b46-b4a3-7ca78eafd349,2020,50,B,B,B,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
1da61e0a-8889-4b7f-bb2a-9b046a7fbfc3,2020,51,A,C,D,CORRECTION,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Stored key A contradicts UPSC (C). The draft proposed D; UPSC overrules it too. Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
b1ce30b2-5dde-4c57-afe9-f3ca408208ac,2020,52,A,D,D,CORRECTION,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Stored key A contradicts UPSC (D). The draft had already proposed UPSC's answer. Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
1ba0a212-a09f-4e24-a274-3360e01d9454,2020,53,D,D,D,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
899a3e91-0514-4792-b7ee-0f8b66bc31f1,2020,54,A,D,D,CORRECTION,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Stored key A contradicts UPSC (D). The draft had already proposed UPSC's answer. Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
785eb850-8fa9-4783-9306-a63ace6ae9d7,2020,55,D,B,B,CORRECTION,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Stored key D contradicts UPSC (B). The draft had already proposed UPSC's answer. Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
bdac99c9-67b1-47ea-b212-9080c395fa94,2020,56,A,A,A,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
02226499-918b-48ef-8705-25d2289d22ea,2020,57,C,C,C,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
4a14d545-314f-4ae6-b873-b7da18caa76b,2020,58,A,A,A,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
cd53c932-0d21-4ba0-b579-d681a7d1c85a,2020,59,A,A,A,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
98137db9-4d8c-4b35-bee2-97fb534817f3,2020,60,D,D,D,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
fa88904b-434c-406e-954f-1534723204b4,2020,61,C,C,C,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
92af1ea0-e912-4fe0-9a72-bd028e0117e1,2020,62,B,B,B,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
84b16f58-5d94-454e-a0cd-6a71e73aec34,2020,63,B,B,B,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
0521b6b7-433b-4da7-bb53-a1b1cc30ccef,2020,64,D,D,D,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
7ea81d0f-4148-4fb7-829f-f121f032477e,2020,65,D,D,D,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
538b55a8-7847-44ed-aeb4-79ac397840b3,2020,66,D,C,C,CORRECTION,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Stored key D contradicts UPSC (C). The draft had already proposed UPSC's answer. Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
a57d77dc-e64a-4db0-89c1-5a66599a53ef,2020,67,D,D,D,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
b026b038-56ac-4c5e-a5ef-cfcc30a11699,2020,68,C,B,B,CORRECTION,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Stored key C contradicts UPSC (B). The draft had already proposed UPSC's answer. Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
ff3f2cb7-276d-4705-95ec-700fd3e20ecc,2020,69,C,C,C,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
3c7f59ef-a535-4c6a-bc0c-92b73d702ed7,2020,70,D,D,D,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
2e1f5091-3061-4097-9fd1-744b2dc9e736,2020,71,B,B,B,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
2202f9de-cbff-41cc-9a54-cdb5ccac2bbb,2020,72,B,B,B,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
62c192da-5df7-4f79-aacb-b55819c788b0,2020,73,A,A,A,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
5db566ba-f959-4aa0-97c9-cbba7c1c5d97,2020,74,C,C,C,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
06ac4820-0c31-4979-b5de-7bc55fdf84c8,2020,75,C,C,B,UNMAPPABLE,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,low,"UPSC Series C key for Q75 is C, which equals the stored letter, but corpus option c reads 'A diary to be maintained for daily accounts' while a hundi is a bill of exchange (corpus option b). The corpus option order likely differs from the booklet, so UPSC's letter cannot be applied safely. Check the Series C booklet's option order before changing anything."
6509b366-42a6-42ba-9881-084bff3d7489,2020,76,A,A,A,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
b2ab3c54-1152-4fcd-b270-9b98f7f757bf,2020,77,,DROPPED,B,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,UPSC dropped this item from scoring; the stored key is also empty. No answer should be published as correct. Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
9423c52f-5b55-48a6-a07a-ec866f7d35e3,2020,78,A,A,A,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
858f8fdc-7583-4ee6-b339-fd7c9351a840,2020,79,A,A,A,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
a4826f58-4081-4ff1-9295-ee16461d77ac,2020,80,A,A,A,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
6b02c9a7-7cfc-474c-bc10-f5ff0d7d5be3,2020,81,B,B,B,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
7678c9d9-369c-420d-8c34-20f375bb4113,2020,82,A,A,A,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
1115f9c5-f253-4501-a891-f352cfc4030b,2020,83,D,D,D,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
0caaffdf-9450-4b45-affb-2181717f6a7f,2020,84,D,A,A,CORRECTION,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Stored key D contradicts UPSC (A). The draft had already proposed UPSC's answer. Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
bde1c129-8ef0-480a-b90c-8ad92376f5fd,2020,85,D,D,D,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
0f868ff0-00f0-44c2-a552-fb0b22bfd574,2020,86,A,D,D,CORRECTION,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Stored key A contradicts UPSC (D). The draft had already proposed UPSC's answer. Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
3fc1f385-fc13-457c-bdf2-fb722ad8a403,2020,87,D,D,D,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
ca9d82e1-3c83-4b55-bf3c-59823981ba35,2020,88,D,D,D,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
eb91c74c-7467-4ce2-9880-159cd59d3da9,2020,89,A,D,A,CORRECTION,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Stored key A contradicts UPSC (D). The draft ACCEPTED the wrong stored key (under-detection). Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
c9b2ce8e-1f63-4dcd-b7eb-d077fad24031,2020,90,D,C,C,CORRECTION,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Stored key D contradicts UPSC (C). The draft had already proposed UPSC's answer. Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
86fd0e13-5e22-41ba-9e9c-5565bd8cc713,2020,91,B,B,B,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
05250453-3c59-42e4-8d17-a6a1d65885ac,2020,92,B,B,B,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
fb79ba0d-ccb1-41bf-a803-e5cb3a5ff8b8,2020,93,D,D,D,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
4ce02dce-e75a-4904-98f0-9f21ae0df47d,2020,94,D,D,D,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
63971d23-068e-4c96-87fb-1e607b2951d4,2020,95,B,B,B,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
0349bbbc-e3d9-440b-9e77-ea880238b630,2020,96,D,D,D,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
b5a471ff-359e-4276-8a5d-23a81e9cb2a4,2020,97,D,D,D,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
e51a8516-2470-4f82-959d-eb7986276a44,2020,98,D,D,D,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
4ec32727-dc5c-445c-a744-4c99ad403fc2,2020,99,A,A,A,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
0f6ee510-c8f8-4f71-9411-73a52cd46b93,2020,100,C,C,C,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CSP-20-Paper-I-091121.pdf,high,Corpus numbering = UPSC Series C (matched by dropped-item positions and 94/98 draft agreement).
839ee115-0e11-4752-bf5c-0f07acab5e2e,2024,1,D,D,D,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CivilServicesPExam-2024-GeneralStudies-I-210525.pdf,high,Corpus numbering = UPSC Series D (matched by dropped-item positions and 92/97 draft agreement).
419166da-a673-47c1-b4c5-37f8fc1b8c3a,2024,2,A,A,A,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CivilServicesPExam-2024-GeneralStudies-I-210525.pdf,high,Corpus numbering = UPSC Series D (matched by dropped-item positions and 92/97 draft agreement).
0b121439-e875-40ee-a4b9-b3e96ff7809e,2024,3,B,B,B,MATCH,https://upsc.gov.in/sites/default/files/AnsKey-CivilServicesPExam-2024-GeneralStudies-I-210525.pdf,high,Corpus numbering = UPSC Series D (matched by dropped-item positions and 92/97 draft agreement).
