slug	exams	name
fin-financial-inclusion-index-and-schemes-f4ae2435	ifsca,pfrda,sebi	Financial Inclusion Index and schemes
fin-fiscal-policy-instruments-and-stance-20eb50f6	ifsca,pfrda,sebi	Fiscal policy — instruments and stance
fin-fixed-vs-floating-rate-securities-3be5a34d	ifsca,pfrda,sebi	Fixed vs floating rate securities
fin-forward-pricing-and-cost-of-carry-3de99e51	ifsca,pfrda,sebi	Forward pricing and cost of carry
fin-forwards-vs-futures-234bb6d4	ifsca,pfrda,sebi	Forwards vs futures
fin-fund-of-funds-for-startups-e2f3469f	ifsca,pfrda,sebi	Fund of Funds for Startups
fin-gst-returns-and-tcs-by-e-commerce-operators-3f6313c9	ifsca,pfrda,sebi	GST returns and TCS by e-commerce operators
fin-gst-supply-input-tax-credit-zero-rated-exports-9d84554b	ifsca,pfrda,sebi	GST — supply, input tax credit, zero-rated, exports
fin-hedging-vs-arbitrage-vs-speculation-29034d21	ifsca,pfrda,sebi	Hedging vs arbitrage vs speculation
fin-icdr-regulations-essentials-f95c9cd4	ifsca,pfrda,sebi	ICDR Regulations — essentials
fin-ipo-process-and-book-building-07cc98a0	ifsca,pfrda,sebi	IPO process and book building
fin-income-tax-assessment-and-rectification-15ac02be	ifsca,pfrda,sebi	Income-tax — assessment and rectification
fin-income-tax-penalties-and-pan-provisions-1532a8d7	ifsca,pfrda,sebi	Income-tax — penalties and PAN provisions
fin-inflation-control-measures-b89775e0	ifsca,pfrda,sebi	Inflation control measures
fin-inflation-estimates-and-consequences-12c2c0cb	ifsca,pfrda,sebi	Inflation estimates and consequences
fin-international-bodies-iosco-bis-fatf-f5166db0	ifsca,pfrda,sebi	International bodies — IOSCO, BIS, FATF
fin-invits-and-reits-90f0d91e	ifsca,pfrda,sebi	InvITs and REITs
fin-key-fact-statement-and-fair-lending-practices-11ff92a5	ifsca,pfrda,sebi	Key Fact Statement and fair lending practices
fin-margining-initial-and-variation-efc94546	ifsca,pfrda,sebi	Margining — initial and variation
fin-market-credit-and-operational-risk-f4059a66	ifsca	Market, credit and operational risk
fin-minimum-face-value-ncd-and-ncrps-2e2e3e87	ifsca,pfrda,sebi	Minimum face value — NCD and NCRPS
fin-monetary-policy-operations-sdf-vrrr-laf-96922ebe	ifsca,pfrda,sebi	Monetary policy operations — SDF, VRRR, LAF
fin-municipal-and-revenue-bonds-edd0ed06	ifsca,pfrda,sebi	Municipal and revenue bonds
fin-nbfc-categories-ifc-factor-p2p-5f0e69e2	ifsca,pfrda,sebi	NBFC categories — IFC, Factor, P2P
fin-nds-om-and-the-g-sec-auction-platform-6747540b	ifsca,pfrda,sebi	NDS-OM and the G-sec auction platform
fin-npci-systems-upi-imps-neft-rtgs-a9d4f5a2	ifsca,pfrda,sebi	NPCI systems — UPI, IMPS, NEFT, RTGS
fin-nri-and-oci-investment-repatriation-basis-26df9864	ifsca,pfrda,sebi	NRI and OCI investment — repatriation basis
fin-nominal-vs-real-interest-rate-47973262	ifsca,pfrda,sebi	Nominal vs real interest rate
fin-non-tax-sources-of-revenue-5b5c78d4	ifsca,pfrda,sebi	Non-tax sources of revenue
fin-nostro-vostro-and-loro-accounts-faa40f55	ifsca,pfrda,sebi	Nostro, vostro and loro accounts
fin-open-interest-interpretation-18d89ac0	ifsca,pfrda,sebi	Open interest interpretation
fin-options-basics-and-payoff-6614b298	ifsca,pfrda,sebi	Options basics and payoff
fin-ppp-models-and-the-project-sponsoring-authority-b3d134ec	ifsca,pfrda,sebi	PPP models and the project sponsoring authority
fin-payment-banks-and-differentiated-banks-d45fa86b	ifsca,pfrda,sebi	Payment banks and differentiated banks
fin-price-stabilisation-and-the-green-shoe-option-80adc8a5	ifsca,pfrda,sebi	Price stabilisation and the green shoe option
fin-priority-sector-lending-and-microfinance-625bb69e	ifsca,pfrda,sebi	Priority sector lending and microfinance
fin-private-vs-social-cost-benefit-analysis-aab4b0e5	ifsca,pfrda,sebi	Private vs social cost-benefit analysis
fin-rbi-act-1934-constitution-note-issue-functions-5fdbce16	ifsca,pfrda,sebi	RBI Act 1934 — constitution, note issue, functions
fin-rbi-payments-vision-and-the-4es-b5483387	ifsca,pfrda,sebi	RBI Payments Vision and the 4Es
fin-rbi-retail-direct-9f0a1628	ifsca,pfrda,sebi	RBI Retail Direct
fin-rbi-sebi-irdai-pfrda-mandate-boundaries-10d10c48	ifsca,pfrda,sebi	RBI, SEBI, IRDAI, PFRDA — mandate boundaries
fin-repo-tri-party-repo-and-croms-1c997504	ifsca,pfrda,sebi	Repo, tri-party repo and CROMS
fin-research-analyst-and-investment-adviser-regulations-be8fea4c	ifsca,pfrda,sebi	Research analyst and investment adviser regulations
fin-retail-application-limits-under-icdr-05f11c66	ifsca,pfrda,sebi	Retail application limits under ICDR
fin-risk-identification-and-mitigation-9991df02	ifsca	Risk identification and mitigation
fin-risk-free-instruments-and-risk-categories-474a4296	ifsca,pfrda,sebi	Risk-free instruments and risk categories
fin-sebi-act-1992-establishment-powers-penalties-56fa085c	ifsca,pfrda,sebi	SEBI Act 1992 — establishment, powers, penalties
fin-scale-based-regulation-of-nbfcs-f023576c	ifsca,pfrda,sebi	Scale-based regulation of NBFCs
fin-scheme-types-and-fund-of-funds-b80a5695	ifsca,pfrda,sebi	Scheme types and fund of funds
fin-securities-contracts-regulation-act-1956-28650bf5	ifsca,pfrda,sebi	Securities Contracts (Regulation) Act 1956
fin-social-stock-exchange-and-social-impact-funds-f82c5058	ifsca,pfrda,sebi	Social Stock Exchange and Social Impact Funds
fin-swaps-interest-rate-and-currency-1b32b9ba	ifsca,pfrda,sebi	Swaps — interest rate and currency
fin-time-value-of-money-and-the-rule-of-72-c032b971	ifsca,pfrda,sebi	Time value of money and the Rule of 72
fin-total-expense-ratio-limits-and-etfs-be1f75cd	ifsca,pfrda,sebi	Total expense ratio limits and ETFs
fin-treasury-bills-9d386486	ifsca,pfrda,sebi	Treasury bills
fin-underwriting-and-devolvement-c959bb29	ifsca,pfrda,sebi	Underwriting and devolvement
fin-unified-lending-interface-4474fd8d	ifsca,pfrda,sebi	Unified Lending Interface
fin-valuation-ratios-price-to-book-price-to-earnings-7ae43126	ifsca,pfrda,sebi	Valuation ratios — price to book, price to earnings
fin-wpi-components-and-trends-0439691e	ifsca,pfrda,sebi	WPI components and trends
