ref,topic_id,topic
PUBAD-P1-1996-T007,954ab5c6-8364-4b40-bd2f-5b0b1ebb033e,Classical Theory of administration
PUBAD-P1-1990-T006,954ab5c6-8364-4b40-bd2f-5b0b1ebb033e,Classical Theory of administration
PUBAD-P1-1989-T005,2d27885e-bb8d-4188-84fa-1011d078100e,Systems and contingency theories of organisation
PUBAD-P1-1988-T008,954ab5c6-8364-4b40-bd2f-5b0b1ebb033e,Classical Theory of administration
PUBAD-P1-1987-T008,9432855b-b78f-476b-9dc1-0e8f81bce3c3,Delegated legislation
PUBAD-P1-1987-T009,954ab5c6-8364-4b40-bd2f-5b0b1ebb033e,Classical Theory of administration
PUBAD-P1-2009-T011,bc0d60a1-9a89-4d34-9fd1-42cff75a0074,Models of policy-making and their critique
PUBAD-P1-2009-T012,21d6ae80-b4cb-4d54-b230-7836a0523382,"Weber's bureaucratic model, its critique and post-Weberian developments"
PUBAD-P1-2009-T013,21d6ae80-b4cb-4d54-b230-7836a0523382,"Weber's bureaucratic model, its critique and post-Weberian developments"
PUBAD-P1-2004-T008,21d6ae80-b4cb-4d54-b230-7836a0523382,"Weber's bureaucratic model, its critique and post-Weberian developments"
PUBAD-P1-2004-T011,21d6ae80-b4cb-4d54-b230-7836a0523382,"Weber's bureaucratic model, its critique and post-Weberian developments"
PUBAD-P1-2003-T014,21d6ae80-b4cb-4d54-b230-7836a0523382,"Weber's bureaucratic model, its critique and post-Weberian developments"
PUBAD-P1-2001-T012,21d6ae80-b4cb-4d54-b230-7836a0523382,"Weber's bureaucratic model, its critique and post-Weberian developments"
PUBAD-P1-1999-T015,21d6ae80-b4cb-4d54-b230-7836a0523382,"Weber's bureaucratic model, its critique and post-Weberian developments"
PUBAD-P1-1997-T014,21d6ae80-b4cb-4d54-b230-7836a0523382,"Weber's bureaucratic model, its critique and post-Weberian developments"
PUBAD-P1-1996-T011,21d6ae80-b4cb-4d54-b230-7836a0523382,"Weber's bureaucratic model, its critique and post-Weberian developments"
PUBAD-P1-1993-T013,21d6ae80-b4cb-4d54-b230-7836a0523382,"Weber's bureaucratic model, its critique and post-Weberian developments"
PUBAD-P1-1992-T012,21d6ae80-b4cb-4d54-b230-7836a0523382,"Weber's bureaucratic model, its critique and post-Weberian developments"
PUBAD-P1-1989-T011,21d6ae80-b4cb-4d54-b230-7836a0523382,"Weber's bureaucratic model, its critique and post-Weberian developments"
PUBAD-P1-1988-T012,21d6ae80-b4cb-4d54-b230-7836a0523382,"Weber's bureaucratic model, its critique and post-Weberian developments"
PUBAD-P1-2008-T008,8c2cf8bd-87fc-46f9-a9e7-723e14540860,Dynamic Administration: Mary Parker Follett
PUBAD-P1-2006-T008,8c2cf8bd-87fc-46f9-a9e7-723e14540860,Dynamic Administration: Mary Parker Follett
PUBAD-P1-2005-T007,8c2cf8bd-87fc-46f9-a9e7-723e14540860,Dynamic Administration: Mary Parker Follett
PUBAD-P1-2006-T002,ed6906a1-6ab4-43cf-aad9-5e1ed04acd73,Human Relations School: Elton Mayo and others
PUBAD-P1-2002-T004,ed6906a1-6ab4-43cf-aad9-5e1ed04acd73,Human Relations School: Elton Mayo and others
PUBAD-P1-1997-T004,ed6906a1-6ab4-43cf-aad9-5e1ed04acd73,Human Relations School: Elton Mayo and others
PUBAD-P1-1993-T003,ed6906a1-6ab4-43cf-aad9-5e1ed04acd73,Human Relations School: Elton Mayo and others
PUBAD-P1-1992-T005,ed6906a1-6ab4-43cf-aad9-5e1ed04acd73,Human Relations School: Elton Mayo and others
PUBAD-P1-1990-T003,ed6906a1-6ab4-43cf-aad9-5e1ed04acd73,Human Relations School: Elton Mayo and others
PUBAD-P1-1989-T004,ed6906a1-6ab4-43cf-aad9-5e1ed04acd73,Human Relations School: Elton Mayo and others
PUBAD-P1-1988-T007,ed6906a1-6ab4-43cf-aad9-5e1ed04acd73,Human Relations School: Elton Mayo and others
PUBAD-P1-2009-T007,86fcd8e5-dd6d-4c8f-a80e-e2c91f8996fb,Functions of the Executive: C. I. Barnard
PUBAD-P1-2005-T005,86fcd8e5-dd6d-4c8f-a80e-e2c91f8996fb,Functions of the Executive: C. I. Barnard
PUBAD-P1-2001-T004,86fcd8e5-dd6d-4c8f-a80e-e2c91f8996fb,Functions of the Executive: C. I. Barnard
PUBAD-P1-2000-T008,50c5d9b5-5892-4ff8-bbc8-83b135093154,Communication in organisations
PUBAD-P1-1998-T010,2d27885e-bb8d-4188-84fa-1011d078100e,Systems and contingency theories of organisation
PUBAD-P1-1996-T008,86fcd8e5-dd6d-4c8f-a80e-e2c91f8996fb,Functions of the Executive: C. I. Barnard
PUBAD-P1-2010-T005,9a8d584c-1ccc-4505-b9c2-3042570f38f8,Simon's decision-making theory
PUBAD-P1-2006-T006,9a8d584c-1ccc-4505-b9c2-3042570f38f8,Simon's decision-making theory
PUBAD-P1-2001-T005,9a8d584c-1ccc-4505-b9c2-3042570f38f8,Simon's decision-making theory
PUBAD-P1-2000-T009,954ab5c6-8364-4b40-bd2f-5b0b1ebb033e,Classical Theory of administration
PUBAD-P1-1999-T010,aef30487-879a-46ea-a18f-558b9742f415,Headquarters and field relationships
PUBAD-P1-1995-T006,b0900d91-c603-46e9-abc2-0a2ba80732df,Process and techniques of decision-making
PUBAD-P1-1994-T009,9a8d584c-1ccc-4505-b9c2-3042570f38f8,Simon's decision-making theory
PUBAD-P1-1993-T008,9a8d584c-1ccc-4505-b9c2-3042570f38f8,Simon's decision-making theory
PUBAD-P1-1992-T008,9a8d584c-1ccc-4505-b9c2-3042570f38f8,Simon's decision-making theory
PUBAD-P1-1989-T008,9a8d584c-1ccc-4505-b9c2-3042570f38f8,Simon's decision-making theory
PUBAD-P1-1988-T009,9a8d584c-1ccc-4505-b9c2-3042570f38f8,Simon's decision-making theory
PUBAD-P1-1987-T012,9a8d584c-1ccc-4505-b9c2-3042570f38f8,Simon's decision-making theory
PUBAD-P1-2010-T006,b67c609f-028d-4abe-8293-4d918af13418,"Participative Management: Likert, Argyris, McGregor"
PUBAD-P1-2010-T008,b67c609f-028d-4abe-8293-4d918af13418,"Participative Management: Likert, Argyris, McGregor"
PUBAD-P1-2007-T007,b67c609f-028d-4abe-8293-4d918af13418,"Participative Management: Likert, Argyris, McGregor"
PUBAD-P1-1997-T001,7b6109f3-f355-44f0-9dd6-9f4eeff73230,"Meaning, scope and significance of Public Administration"
PUBAD-P1-1991-T001,86fcd8e5-dd6d-4c8f-a80e-e2c91f8996fb,Functions of the Executive: C. I. Barnard
PUBAD-P1-2008-T006,9a8d584c-1ccc-4505-b9c2-3042570f38f8,Simon's decision-making theory
PUBAD-P1-1998-T004,b0900d91-c603-46e9-abc2-0a2ba80732df,Process and techniques of decision-making
PUBAD-P1-1993-T004,b0900d91-c603-46e9-abc2-0a2ba80732df,Process and techniques of decision-making
PUBAD-P1-1990-T004,fd555e68-39ec-41bd-9cac-48c2d8e7236d,Ecology and administration
PUBAD-P1-1988-T005,ed6906a1-6ab4-43cf-aad9-5e1ed04acd73,Human Relations School: Elton Mayo and others
PUBAD-P1-2001-T002,50c5d9b5-5892-4ff8-bbc8-83b135093154,Communication in organisations
PUBAD-P1-2000-T005,50c5d9b5-5892-4ff8-bbc8-83b135093154,Communication in organisations
PUBAD-P1-1998-T005,50c5d9b5-5892-4ff8-bbc8-83b135093154,Communication in organisations
PUBAD-P1-1995-T003,86fcd8e5-dd6d-4c8f-a80e-e2c91f8996fb,Functions of the Executive: C. I. Barnard
PUBAD-P1-1994-T006,50c5d9b5-5892-4ff8-bbc8-83b135093154,Communication in organisations
PUBAD-P1-1990-T007,50c5d9b5-5892-4ff8-bbc8-83b135093154,Communication in organisations
PUBAD-P1-1987-T004,7ab4c0c4-9286-42b0-bd1f-7ca4c187d6d0,Theories of leadership: traditional and modern
PUBAD-P1-2007-T002,ad000913-7105-4a7d-b159-0a7734d0cf0c,Morale
PUBAD-P1-2003-T002,ad000913-7105-4a7d-b159-0a7734d0cf0c,Morale
PUBAD-P1-2004-T009,230d86aa-b682-4cb5-9dcf-a919604e1a93,"Motivation theories: content, process and contemporary"
PUBAD-P1-2002-T010,230d86aa-b682-4cb5-9dcf-a919604e1a93,"Motivation theories: content, process and contemporary"
PUBAD-P1-1997-T011,230d86aa-b682-4cb5-9dcf-a919604e1a93,"Motivation theories: content, process and contemporary"
PUBAD-P1-1995-T010,2d27885e-bb8d-4188-84fa-1011d078100e,Systems and contingency theories of organisation
PUBAD-P1-1993-T010,50c5d9b5-5892-4ff8-bbc8-83b135093154,Communication in organisations
PUBAD-P1-1991-T013,230d86aa-b682-4cb5-9dcf-a919604e1a93,"Motivation theories: content, process and contemporary"
PUBAD-P1-1989-T009,230d86aa-b682-4cb5-9dcf-a919604e1a93,"Motivation theories: content, process and contemporary"
PUBAD-P1-1988-T010,230d86aa-b682-4cb5-9dcf-a919604e1a93,"Motivation theories: content, process and contemporary"
PUBAD-P1-1987-T014,230d86aa-b682-4cb5-9dcf-a919604e1a93,"Motivation theories: content, process and contemporary"
PUBAD-P1-2008-T012,7ab4c0c4-9286-42b0-bd1f-7ca4c187d6d0,Theories of leadership: traditional and modern
PUBAD-P1-1994-T010,7ab4c0c4-9286-42b0-bd1f-7ca4c187d6d0,Theories of leadership: traditional and modern
PUBAD-P1-1990-T010,7ab4c0c4-9286-42b0-bd1f-7ca4c187d6d0,Theories of leadership: traditional and modern
PUBAD-P1-1999-T007,968dc256-aaaa-48e3-9fb9-c880aa2340ac,Organisation and methods; work study and work management
PUBAD-P1-1996-T005,2d27885e-bb8d-4188-84fa-1011d078100e,Systems and contingency theories of organisation
PUBAD-P1-1988-T006,2d27885e-bb8d-4188-84fa-1011d078100e,Systems and contingency theories of organisation
PUBAD-P1-2007-T006,aef30487-879a-46ea-a18f-558b9742f415,Headquarters and field relationships
PUBAD-P1-2001-T003,302ccde9-ea71-43e7-b610-720c388d3b90,Ministries and Departments
PUBAD-P1-2001-T006,954ab5c6-8364-4b40-bd2f-5b0b1ebb033e,Classical Theory of administration
PUBAD-P1-1998-T007,954ab5c6-8364-4b40-bd2f-5b0b1ebb033e,Classical Theory of administration
PUBAD-P1-1997-T008,6c76d0dd-b54a-4f68-b9e9-34ac62803aa8,"Corporations, Companies, Boards and Commissions"
PUBAD-P1-1995-T007,aef30487-879a-46ea-a18f-558b9742f415,Headquarters and field relationships
PUBAD-P1-1995-T008,4b3b8f5e-a8bf-4b76-ae2f-396c3bbf5fac,Recruitment and training
PUBAD-P1-1994-T011,aef30487-879a-46ea-a18f-558b9742f415,Headquarters and field relationships
PUBAD-P1-1992-T009,edd6339d-6cf1-465c-8331-b56c895661a8,"Meaning, scope and significance of administrative law"
PUBAD-P1-1987-T010,21d6ae80-b4cb-4d54-b230-7836a0523382,"Weber's bureaucratic model, its critique and post-Weberian developments"
PUBAD-P1-1987-T011,aef30487-879a-46ea-a18f-558b9742f415,Headquarters and field relationships
PUBAD-P1-1997-T002,aef30487-879a-46ea-a18f-558b9742f415,Headquarters and field relationships
PUBAD-P1-1993-T001,aef30487-879a-46ea-a18f-558b9742f415,Headquarters and field relationships
PUBAD-P1-1992-T001,aef30487-879a-46ea-a18f-558b9742f415,Headquarters and field relationships
PUBAD-P1-1991-T002,aef30487-879a-46ea-a18f-558b9742f415,Headquarters and field relationships
PUBAD-P1-1991-T004,9432855b-b78f-476b-9dc1-0e8f81bce3c3,Delegated legislation
PUBAD-P1-2009-T001,302ccde9-ea71-43e7-b610-720c388d3b90,Ministries and Departments
PUBAD-P1-2008-T002,6c76d0dd-b54a-4f68-b9e9-34ac62803aa8,"Corporations, Companies, Boards and Commissions"
PUBAD-P1-2002-T002,6c76d0dd-b54a-4f68-b9e9-34ac62803aa8,"Corporations, Companies, Boards and Commissions"
PUBAD-P1-1992-T003,6c76d0dd-b54a-4f68-b9e9-34ac62803aa8,"Corporations, Companies, Boards and Commissions"
PUBAD-P1-1991-T006,6c76d0dd-b54a-4f68-b9e9-34ac62803aa8,"Corporations, Companies, Boards and Commissions"
PUBAD-P1-1999-T001,6c76d0dd-b54a-4f68-b9e9-34ac62803aa8,"Corporations, Companies, Boards and Commissions"
PUBAD-P1-1998-T001,aef30487-879a-46ea-a18f-558b9742f415,Headquarters and field relationships
PUBAD-P1-2006-T001,6c76d0dd-b54a-4f68-b9e9-34ac62803aa8,"Corporations, Companies, Boards and Commissions"
PUBAD-P1-2000-T002,3ee5c60a-1d7a-4bb6-8c4e-2e8ea1e19f0f,Employer-employee relations and grievance redressal
PUBAD-P1-1992-T002,a5c78ba2-1cf1-4bb3-b2b0-c0e251104d68,Code of conduct and administrative ethics
PUBAD-P1-2005-T003,9e581d32-cea9-437e-b140-00fe74d8c82d,Judicial control over administration
PUBAD-P1-2000-T006,9e581d32-cea9-437e-b140-00fe74d8c82d,Judicial control over administration
PUBAD-P1-1999-T008,9e581d32-cea9-437e-b140-00fe74d8c82d,Judicial control over administration
PUBAD-P1-1998-T008,dcc71901-696c-4564-9e66-f5e5c7fd025c,Executive control over administration
PUBAD-P1-1997-T009,2a5e2fb7-4efc-4026-911b-d976bc965ceb,Legislative control over administration
PUBAD-P1-1996-T009,9e581d32-cea9-437e-b140-00fe74d8c82d,Judicial control over administration
PUBAD-P1-1987-T005,9e581d32-cea9-437e-b140-00fe74d8c82d,Judicial control over administration
PUBAD-P1-2003-T003,1ea358bf-8af5-4750-8e71-98c002bf14d3,Citizen and administration; role of media and interest groups
PUBAD-P1-2003-T008,3ee5c60a-1d7a-4bb6-8c4e-2e8ea1e19f0f,Employer-employee relations and grievance redressal
PUBAD-P1-2008-T011,b58f477d-2b12-4918-ab9b-6e9f9075d0ab,Concepts of accountability and control
PUBAD-P1-1999-T011,192ae31c-ba21-401e-a97d-41720c56314c,Voluntary organisations and civil society
PUBAD-P1-2006-T007,192ae31c-ba21-401e-a97d-41720c56314c,Voluntary organisations and civil society
PUBAD-P1-2002-T008,192ae31c-ba21-401e-a97d-41720c56314c,Voluntary organisations and civil society
PUBAD-P1-2003-T001,b952a289-904e-4302-94c2-b3da9faf1d94,Citizen's Charters
PUBAD-P1-2003-T004,b952a289-904e-4302-94c2-b3da9faf1d94,Citizen's Charters
PUBAD-P1-2007-T004,f2d5b0fb-3e2d-4142-8481-bafc1f4edb27,Right to Information
PUBAD-P1-2004-T001,f2d5b0fb-3e2d-4142-8481-bafc1f4edb27,Right to Information
PUBAD-P1-2006-T012,edd6339d-6cf1-465c-8331-b56c895661a8,"Meaning, scope and significance of administrative law"
PUBAD-P1-2005-T011,edd6339d-6cf1-465c-8331-b56c895661a8,"Meaning, scope and significance of administrative law"
PUBAD-P1-1998-T011,edd6339d-6cf1-465c-8331-b56c895661a8,"Meaning, scope and significance of administrative law"
PUBAD-P1-1997-T012,edd6339d-6cf1-465c-8331-b56c895661a8,"Meaning, scope and significance of administrative law"
PUBAD-P1-1995-T012,edd6339d-6cf1-465c-8331-b56c895661a8,"Meaning, scope and significance of administrative law"
PUBAD-P1-1994-T013,edd6339d-6cf1-465c-8331-b56c895661a8,"Meaning, scope and significance of administrative law"
PUBAD-P1-1993-T011,9e581d32-cea9-437e-b140-00fe74d8c82d,Judicial control over administration
PUBAD-P1-1992-T011,8d4d6547-6b3b-4390-bd2b-e27c06a4d549,Dicey on administrative law
PUBAD-P1-1990-T011,d34da191-7b29-476f-bdd6-c5425ae74742,Administrative Tribunals
PUBAD-P1-1989-T012,edd6339d-6cf1-465c-8331-b56c895661a8,"Meaning, scope and significance of administrative law"
PUBAD-P1-2002-T003,8d4d6547-6b3b-4390-bd2b-e27c06a4d549,Dicey on administrative law
PUBAD-P1-1987-T002,8d4d6547-6b3b-4390-bd2b-e27c06a4d549,Dicey on administrative law
PUBAD-P1-2007-T008,9432855b-b78f-476b-9dc1-0e8f81bce3c3,Delegated legislation
PUBAD-P1-2004-T006,9432855b-b78f-476b-9dc1-0e8f81bce3c3,Delegated legislation
PUBAD-P1-1999-T012,9432855b-b78f-476b-9dc1-0e8f81bce3c3,Delegated legislation
PUBAD-P1-1997-T010,9432855b-b78f-476b-9dc1-0e8f81bce3c3,Delegated legislation
PUBAD-P1-1995-T009,9432855b-b78f-476b-9dc1-0e8f81bce3c3,Delegated legislation
PUBAD-P1-1993-T009,9432855b-b78f-476b-9dc1-0e8f81bce3c3,Delegated legislation
PUBAD-P1-1992-T010,9432855b-b78f-476b-9dc1-0e8f81bce3c3,Delegated legislation
PUBAD-P1-2000-T004,d34da191-7b29-476f-bdd6-c5425ae74742,Administrative Tribunals
PUBAD-P1-1991-T007,d34da191-7b29-476f-bdd6-c5425ae74742,Administrative Tribunals
PUBAD-P1-1988-T001,d34da191-7b29-476f-bdd6-c5425ae74742,Administrative Tribunals
PUBAD-P1-2005-T004,7b6109f3-f355-44f0-9dd6-9f4eeff73230,"Meaning, scope and significance of Public Administration"
PUBAD-P1-1999-T005,c2704683-0f31-432b-844b-5784d066b315,Current status of Comparative Public Administration
PUBAD-P1-1995-T002,c2704683-0f31-432b-844b-5784d066b315,Current status of Comparative Public Administration
PUBAD-P1-1994-T002,2138cec6-90d3-4248-a5b8-2788ad4fa39b,Administration and politics in different countries
PUBAD-P1-1993-T007,c2704683-0f31-432b-844b-5784d066b315,Current status of Comparative Public Administration
PUBAD-P1-2009-T004,9efc2fe7-9f0e-457f-867a-1c9e70c9aed2,Riggsian models and their critique
PUBAD-P1-1999-T002,c881fb3c-1e9b-4e27-b585-9cbdece43804,Historical and sociological factors affecting administrative systems
PUBAD-P1-2008-T009,c2704683-0f31-432b-844b-5784d066b315,Current status of Comparative Public Administration
PUBAD-P1-2004-T005,c2704683-0f31-432b-844b-5784d066b315,Current status of Comparative Public Administration
PUBAD-P1-1994-T003,21d6ae80-b4cb-4d54-b230-7836a0523382,"Weber's bureaucratic model, its critique and post-Weberian developments"
PUBAD-P1-1991-T009,c2704683-0f31-432b-844b-5784d066b315,Current status of Comparative Public Administration
PUBAD-P1-1990-T008,c2704683-0f31-432b-844b-5784d066b315,Current status of Comparative Public Administration
PUBAD-P1-2010-T014,9efc2fe7-9f0e-457f-867a-1c9e70c9aed2,Riggsian models and their critique
PUBAD-P1-2009-T014,3499fb1c-d734-4722-a53d-f2c97c01c1a1,Changing profile of development administration
PUBAD-P1-2007-T013,c2704683-0f31-432b-844b-5784d066b315,Current status of Comparative Public Administration
PUBAD-P1-2002-T011,9efc2fe7-9f0e-457f-867a-1c9e70c9aed2,Riggsian models and their critique
PUBAD-P1-2001-T013,9efc2fe7-9f0e-457f-867a-1c9e70c9aed2,Riggsian models and their critique
PUBAD-P1-2000-T011,9efc2fe7-9f0e-457f-867a-1c9e70c9aed2,Riggsian models and their critique
PUBAD-P1-2000-T012,fd555e68-39ec-41bd-9cac-48c2d8e7236d,Ecology and administration
PUBAD-P1-1996-T012,9efc2fe7-9f0e-457f-867a-1c9e70c9aed2,Riggsian models and their critique
PUBAD-P1-1995-T014,9efc2fe7-9f0e-457f-867a-1c9e70c9aed2,Riggsian models and their critique
PUBAD-P1-1992-T013,9efc2fe7-9f0e-457f-867a-1c9e70c9aed2,Riggsian models and their critique
PUBAD-P1-1990-T012,9efc2fe7-9f0e-457f-867a-1c9e70c9aed2,Riggsian models and their critique
PUBAD-P1-1989-T013,9efc2fe7-9f0e-457f-867a-1c9e70c9aed2,Riggsian models and their critique
PUBAD-P1-1988-T013,9efc2fe7-9f0e-457f-867a-1c9e70c9aed2,Riggsian models and their critique
PUBAD-P1-1987-T015,3499fb1c-d734-4722-a53d-f2c97c01c1a1,Changing profile of development administration
PUBAD-P1-2010-T010,33986515-597b-4675-89be-3d3243dc033f,Concept of development
PUBAD-P1-2007-T010,3499fb1c-d734-4722-a53d-f2c97c01c1a1,Changing profile of development administration
PUBAD-P1-2006-T009,3499fb1c-d734-4722-a53d-f2c97c01c1a1,Changing profile of development administration
PUBAD-P1-2005-T009,3499fb1c-d734-4722-a53d-f2c97c01c1a1,Changing profile of development administration
PUBAD-P1-2003-T011,3499fb1c-d734-4722-a53d-f2c97c01c1a1,Changing profile of development administration
PUBAD-P1-2002-T012,3499fb1c-d734-4722-a53d-f2c97c01c1a1,Changing profile of development administration
PUBAD-P1-1998-T013,3499fb1c-d734-4722-a53d-f2c97c01c1a1,Changing profile of development administration
PUBAD-P1-1997-T013,3499fb1c-d734-4722-a53d-f2c97c01c1a1,Changing profile of development administration
PUBAD-P1-1995-T013,3499fb1c-d734-4722-a53d-f2c97c01c1a1,Changing profile of development administration
PUBAD-P1-1991-T014,3499fb1c-d734-4722-a53d-f2c97c01c1a1,Changing profile of development administration
PUBAD-P1-1989-T010,3499fb1c-d734-4722-a53d-f2c97c01c1a1,Changing profile of development administration
PUBAD-P1-1988-T011,fd555e68-39ec-41bd-9cac-48c2d8e7236d,Ecology and administration
PUBAD-P1-2010-T004,8e9609bc-2879-4d1e-89da-c17d5fa2921f,Strong state versus the market debate
PUBAD-P1-2008-T007,21d6ae80-b4cb-4d54-b230-7836a0523382,"Weber's bureaucratic model, its critique and post-Weberian developments"
PUBAD-P1-2004-T004,3499fb1c-d734-4722-a53d-f2c97c01c1a1,Changing profile of development administration
PUBAD-P1-1996-T001,bdb0f39b-efb8-4820-9697-38abfb322f40,"Implementation, monitoring and evaluation of policy"
