ref,topic_id,topic
PSIR-P2-1992-T007,6cfe16e9-9963-496b-828b-07b49958a209,Institutions of foreign-policy making
PSIR-P2-1994-T007,6cfe16e9-9963-496b-828b-07b49958a209,Institutions of foreign-policy making
PSIR-P2-1999-T006,6cfe16e9-9963-496b-828b-07b49958a209,Institutions of foreign-policy making
PSIR-P2-2000-T005,6cfe16e9-9963-496b-828b-07b49958a209,Institutions of foreign-policy making
PSIR-P2-1991-T004,85cfdeaa-e197-4a2f-9893-4e067b2f8f4b,Unipolarity and American hegemony
PSIR-P2-1993-T007,85cfdeaa-e197-4a2f-9893-4e067b2f8f4b,Unipolarity and American hegemony
PSIR-P2-1998-T004,bb90d3cc-9d1e-43db-9e9f-acd91a69c2e4,Rise of the super powers; strategic and ideological bipolarity
PSIR-P2-2003-T006,050aa744-d93b-4138-8acb-db541d2e329f,Collapse of the Soviet Union
PSIR-P2-2007-T006,85cfdeaa-e197-4a2f-9893-4e067b2f8f4b,Unipolarity and American hegemony
PSIR-P2-2009-T010,629e68c6-1ecd-42d6-98cd-b43037b577d8,Functionalist and neo-functionalist approaches
PSIR-P2-2001-T002,e2fe869a-5709-4695-a67c-d9bbe0988931,Arms race and the Cold War; the nuclear threat
PSIR-P2-2004-T003,e2fe869a-5709-4695-a67c-d9bbe0988931,Arms race and the Cold War; the nuclear threat
PSIR-P2-2006-T001,d1e6cc56-f8ab-458f-9f37-23b22d3fee9b,Extractive capitalism and resource dependence
PSIR-P2-2002-T005,631cffe0-b0e0-4e39-913a-163d0a647429,India's position on the crisis in Afghanistan
PSIR-P2-2007-T002,631cffe0-b0e0-4e39-913a-163d0a647429,India's position on the crisis in Afghanistan
PSIR-P2-1992-T002,f2c357a2-7427-4e32-8219-0752360e2e3d,India's position on Iraq and West Asia
PSIR-P2-1999-T004,f2c357a2-7427-4e32-8219-0752360e2e3d,India's position on Iraq and West Asia
PSIR-P2-1993-T003,1a3f5d98-62c0-442e-bf55-d1a497e50d7e,Relevance of non-alignment in the contemporary world
PSIR-P2-1995-T002,8a1b590d-d95a-4172-abb3-dfdb200fa6e6,Non-Aligned Movement: aims and achievements
PSIR-P2-1997-T004,8a1b590d-d95a-4172-abb3-dfdb200fa6e6,Non-Aligned Movement: aims and achievements
PSIR-P2-1999-T007,1a3f5d98-62c0-442e-bf55-d1a497e50d7e,Relevance of non-alignment in the contemporary world
PSIR-P2-2000-T006,1a3f5d98-62c0-442e-bf55-d1a497e50d7e,Relevance of non-alignment in the contemporary world
PSIR-P2-2005-T007,1a3f5d98-62c0-442e-bf55-d1a497e50d7e,Relevance of non-alignment in the contemporary world
PSIR-P2-2010-T012,1a3f5d98-62c0-442e-bf55-d1a497e50d7e,Relevance of non-alignment in the contemporary world
PSIR-P2-1991-T005,050aa744-d93b-4138-8acb-db541d2e329f,Collapse of the Soviet Union
PSIR-P2-1992-T008,050aa744-d93b-4138-8acb-db541d2e329f,Collapse of the Soviet Union
PSIR-P2-2004-T008,050aa744-d93b-4138-8acb-db541d2e329f,Collapse of the Soviet Union
PSIR-P2-1991-T006,1564b709-56f4-4edc-8275-278f308690d6,Human rights and the politics of international human rights frameworks
PSIR-P2-1992-T009,c4f92e49-43b4-4a0f-8907-ec0566de40a3,India and China
PSIR-P2-1992-T012,a20987ae-3bdb-4c78-abff-00b534b83a71,India and West Asia
PSIR-P2-1993-T012,db868ba2-6cc1-4882-a3fa-c1a575486e2e,The State in developing societies
PSIR-P2-1993-T013,a20987ae-3bdb-4c78-abff-00b534b83a71,India and West Asia
PSIR-P2-1994-T012,a20987ae-3bdb-4c78-abff-00b534b83a71,India and West Asia
PSIR-P2-1996-T013,a20987ae-3bdb-4c78-abff-00b534b83a71,India and West Asia
PSIR-P2-1998-T010,a20987ae-3bdb-4c78-abff-00b534b83a71,India and West Asia
PSIR-P2-2000-T009,a20987ae-3bdb-4c78-abff-00b534b83a71,India and West Asia
PSIR-P2-2001-T010,a20987ae-3bdb-4c78-abff-00b534b83a71,India and West Asia
PSIR-P2-2008-T011,5a5954f2-17ee-418d-9ccd-f581884e286a,Nuclear proliferation and the non-proliferation regime
PSIR-P2-1991-T007,ae9dfcf8-bf84-49c1-bd37-17933645ff7d,Third World demand for a New International Economic Order
PSIR-P2-1992-T010,191abcbf-ccf5-466f-b1ba-54e83c744f39,World capitalist economy and globalisation
PSIR-P2-1993-T011,ae9dfcf8-bf84-49c1-bd37-17933645ff7d,Third World demand for a New International Economic Order
PSIR-P2-1994-T010,fa85d549-3c25-4ce2-a56e-c682a4ce7a35,From Bretton Woods to the WTO
PSIR-P2-1995-T012,ae9dfcf8-bf84-49c1-bd37-17933645ff7d,Third World demand for a New International Economic Order
PSIR-P2-1996-T011,fa85d549-3c25-4ce2-a56e-c682a4ce7a35,From Bretton Woods to the WTO
PSIR-P2-1997-T011,a7e7d182-36a3-4e42-ac54-4cc90524f4ab,Globalisation of the world economy
PSIR-P2-1997-T013,d4232487-e8cf-4d6e-826f-08ac75217b45,Environment and climate governance
PSIR-P2-2000-T010,a7e7d182-36a3-4e42-ac54-4cc90524f4ab,Globalisation of the world economy
PSIR-P2-2000-T012,ae9dfcf8-bf84-49c1-bd37-17933645ff7d,Third World demand for a New International Economic Order
PSIR-P2-2001-T011,ae9dfcf8-bf84-49c1-bd37-17933645ff7d,Third World demand for a New International Economic Order
PSIR-P2-2002-T013,ae9dfcf8-bf84-49c1-bd37-17933645ff7d,Third World demand for a New International Economic Order
PSIR-P2-2003-T013,fa85d549-3c25-4ce2-a56e-c682a4ce7a35,From Bretton Woods to the WTO
PSIR-P2-2008-T013,191abcbf-ccf5-466f-b1ba-54e83c744f39,World capitalist economy and globalisation
PSIR-P2-2008-T014,ae9dfcf8-bf84-49c1-bd37-17933645ff7d,Third World demand for a New International Economic Order
PSIR-P2-2009-T013,0ee7c6fe-27c0-4fcc-90f8-b45d41df413a,Transnational actors and collective security
PSIR-P2-1991-T008,76567b50-6ea5-4aa5-b453-f2d4b0601569,Envisaged role of the United Nations and its actual record
PSIR-P2-1991-T013,76567b50-6ea5-4aa5-b453-f2d4b0601569,Envisaged role of the United Nations and its actual record
PSIR-P2-1992-T013,636fa995-e27d-4683-85c5-ed2f1a6adbf4,International law and UNCLOS
PSIR-P2-1992-T014,76567b50-6ea5-4aa5-b453-f2d4b0601569,Envisaged role of the United Nations and its actual record
PSIR-P2-1993-T014,1e077f96-d25f-4115-896c-610d0f1de0ae,India's role in UN peacekeeping
PSIR-P2-1994-T013,1e077f96-d25f-4115-896c-610d0f1de0ae,India's role in UN peacekeeping
PSIR-P2-1995-T013,636fa995-e27d-4683-85c5-ed2f1a6adbf4,International law and UNCLOS
PSIR-P2-1995-T014,76567b50-6ea5-4aa5-b453-f2d4b0601569,Envisaged role of the United Nations and its actual record
PSIR-P2-1996-T014,76567b50-6ea5-4aa5-b453-f2d4b0601569,Envisaged role of the United Nations and its actual record
PSIR-P2-1998-T012,97bc11f8-69c0-42bb-9731-4f3b7a840ead,Need for UN reforms; Security Council expansion
PSIR-P2-1999-T014,ae9dfcf8-bf84-49c1-bd37-17933645ff7d,Third World demand for a New International Economic Order
PSIR-P2-2000-T014,76567b50-6ea5-4aa5-b453-f2d4b0601569,Envisaged role of the United Nations and its actual record
PSIR-P2-2001-T014,636fa995-e27d-4683-85c5-ed2f1a6adbf4,International law and UNCLOS
PSIR-P2-2006-T012,636fa995-e27d-4683-85c5-ed2f1a6adbf4,International law and UNCLOS
PSIR-P2-2006-T013,e06c8f91-2db5-4b1e-ad8c-ccd447e68b32,Specialised UN agencies: aims and functioning
PSIR-P2-2007-T014,76567b50-6ea5-4aa5-b453-f2d4b0601569,Envisaged role of the United Nations and its actual record
PSIR-P2-2010-T019,76567b50-6ea5-4aa5-b453-f2d4b0601569,Envisaged role of the United Nations and its actual record
PSIR-P2-1994-T003,050aa744-d93b-4138-8acb-db541d2e329f,Collapse of the Soviet Union
PSIR-P2-1995-T005,b97b6c51-4628-4c16-a6a1-ad2341266fa7,India's relations with Africa
PSIR-P2-1995-T009,a94f89a1-01b2-49ae-a980-cb02def29475,Collective security systems and the future of NATO
PSIR-P2-1996-T008,af7f1d9a-cb89-4038-96b5-61887f9c3dc1,"India's relations with Latin America, including Brazil"
PSIR-P2-1997-T009,3625cb66-768d-4435-8fba-c9769c1b1edd,European Union
PSIR-P2-1997-T012,a20987ae-3bdb-4c78-abff-00b534b83a71,India and West Asia
PSIR-P2-1997-T014,761048f6-4365-4cad-82ab-af88ece1478e,South Asia as a Free Trade Area
PSIR-P2-1999-T012,3625cb66-768d-4435-8fba-c9769c1b1edd,European Union
PSIR-P2-2002-T012,7d652a2e-ac07-4783-b899-d3d04baa4105,ASEAN
PSIR-P2-2003-T012,db03a092-228e-41f7-b33e-f3f51cc68bab,SAARC: past performance and future prospects
PSIR-P2-2004-T014,3625cb66-768d-4435-8fba-c9769c1b1edd,European Union
PSIR-P2-2008-T012,db03a092-228e-41f7-b33e-f3f51cc68bab,SAARC: past performance and future prospects
PSIR-P2-1992-T003,1564b709-56f4-4edc-8275-278f308690d6,Human rights and the politics of international human rights frameworks
PSIR-P2-1994-T004,1564b709-56f4-4edc-8275-278f308690d6,Human rights and the politics of international human rights frameworks
PSIR-P2-1996-T005,d4232487-e8cf-4d6e-826f-08ac75217b45,Environment and climate governance
PSIR-P2-1998-T006,d4232487-e8cf-4d6e-826f-08ac75217b45,Environment and climate governance
PSIR-P2-1999-T009,d4232487-e8cf-4d6e-826f-08ac75217b45,Environment and climate governance
PSIR-P2-2001-T008,1564b709-56f4-4edc-8275-278f308690d6,Human rights and the politics of international human rights frameworks
PSIR-P2-2002-T011,1564b709-56f4-4edc-8275-278f308690d6,Human rights and the politics of international human rights frameworks
PSIR-P2-2003-T011,1564b709-56f4-4edc-8275-278f308690d6,Human rights and the politics of international human rights frameworks
PSIR-P2-2004-T013,d4232487-e8cf-4d6e-826f-08ac75217b45,Environment and climate governance
PSIR-P2-2005-T012,d4232487-e8cf-4d6e-826f-08ac75217b45,Environment and climate governance
PSIR-P2-2005-T013,498275b0-dd52-4aa9-959f-f5654142ac36,Gender justice
PSIR-P2-2007-T012,498275b0-dd52-4aa9-959f-f5654142ac36,Gender justice
PSIR-P2-2007-T013,a7e7d182-36a3-4e42-ac54-4cc90524f4ab,Globalisation of the world economy
PSIR-P2-2009-T011,5a5954f2-17ee-418d-9ccd-f581884e286a,Nuclear proliferation and the non-proliferation regime
PSIR-P2-2009-T012,498275b0-dd52-4aa9-959f-f5654142ac36,Gender justice
PSIR-P2-2010-T018,d4232487-e8cf-4d6e-826f-08ac75217b45,Environment and climate governance
PSIR-P2-1991-T009,6cfe16e9-9963-496b-828b-07b49958a209,Institutions of foreign-policy making
PSIR-P2-1993-T008,c4f92e49-43b4-4a0f-8907-ec0566de40a3,India and China
PSIR-P2-1995-T006,5a0648b8-fbc0-426d-bbc8-6763e05488b5,Objectivity and hidden bias in international relations theory
PSIR-P2-1995-T010,c4f92e49-43b4-4a0f-8907-ec0566de40a3,India and China
PSIR-P2-1996-T009,6cfe16e9-9963-496b-828b-07b49958a209,Institutions of foreign-policy making
PSIR-P2-1996-T012,f7183ee3-a9a0-429e-b37b-ff62fa27f2bd,India and Russia
PSIR-P2-1999-T010,e4ec2dad-16f3-4aff-aefe-229f85d7d3d8,India and the USA
PSIR-P2-2001-T009,dbf6ffd4-c06a-4daf-9eb5-93c0984efc14,Determinants of Indian foreign policy
PSIR-P2-2005-T011,dbf6ffd4-c06a-4daf-9eb5-93c0984efc14,Determinants of Indian foreign policy
PSIR-P2-2007-T011,dbf6ffd4-c06a-4daf-9eb5-93c0984efc14,Determinants of Indian foreign policy
PSIR-P2-2010-T017,f7183ee3-a9a0-429e-b37b-ff62fa27f2bd,India and Russia
PSIR-P2-1991-T010,29dcdd01-a1cf-4c64-88e0-26b30a113ffc,Continuity and change in Indian foreign policy
PSIR-P2-1998-T003,29dcdd01-a1cf-4c64-88e0-26b30a113ffc,Continuity and change in Indian foreign policy
PSIR-P2-2004-T009,dbf6ffd4-c06a-4daf-9eb5-93c0984efc14,Determinants of Indian foreign policy
PSIR-P2-2006-T007,29dcdd01-a1cf-4c64-88e0-26b30a113ffc,Continuity and change in Indian foreign policy
PSIR-P2-2009-T007,dbf6ffd4-c06a-4daf-9eb5-93c0984efc14,Determinants of Indian foreign policy
PSIR-P2-2001-T003,312d83d2-5ed2-46fc-aed0-bde2d9d90c80,Different phases of India's contribution to the Non-Aligned Movement
PSIR-P2-2001-T004,5046bfab-e894-4929-97e9-63bb37734bc4,India's current role in the Non-Aligned Movement
PSIR-P2-2002-T007,312d83d2-5ed2-46fc-aed0-bde2d9d90c80,Different phases of India's contribution to the Non-Aligned Movement
PSIR-P2-2003-T007,1a3f5d98-62c0-442e-bf55-d1a497e50d7e,Relevance of non-alignment in the contemporary world
PSIR-P2-2004-T011,312d83d2-5ed2-46fc-aed0-bde2d9d90c80,Different phases of India's contribution to the Non-Aligned Movement
PSIR-P2-2005-T008,312d83d2-5ed2-46fc-aed0-bde2d9d90c80,Different phases of India's contribution to the Non-Aligned Movement
PSIR-P2-2006-T009,5046bfab-e894-4929-97e9-63bb37734bc4,India's current role in the Non-Aligned Movement
PSIR-P2-2007-T010,312d83d2-5ed2-46fc-aed0-bde2d9d90c80,Different phases of India's contribution to the Non-Aligned Movement
PSIR-P2-1994-T001,db03a092-228e-41f7-b33e-f3f51cc68bab,SAARC: past performance and future prospects
PSIR-P2-2001-T005,db03a092-228e-41f7-b33e-f3f51cc68bab,SAARC: past performance and future prospects
PSIR-P2-2006-T008,db03a092-228e-41f7-b33e-f3f51cc68bab,SAARC: past performance and future prospects
PSIR-P2-2007-T007,07788893-22b2-4275-929b-f46326ee1536,Ethnic conflicts and insurgencies in the region
PSIR-P2-1996-T001,761048f6-4365-4cad-82ab-af88ece1478e,South Asia as a Free Trade Area
PSIR-P2-1991-T011,7771a4d3-fa75-4cca-bf48-3852a0f0d590,River water disputes as an impediment to regional cooperation
PSIR-P2-1993-T009,60baa9ca-8ef9-4617-9fca-467de588d9ad,India and Pakistan; India and Bangladesh; India and Nepal
PSIR-P2-1995-T007,60baa9ca-8ef9-4617-9fca-467de588d9ad,India and Pakistan; India and Bangladesh; India and Nepal
PSIR-P2-1996-T007,60baa9ca-8ef9-4617-9fca-467de588d9ad,India and Pakistan; India and Bangladesh; India and Nepal
PSIR-P2-2000-T007,60baa9ca-8ef9-4617-9fca-467de588d9ad,India and Pakistan; India and Bangladesh; India and Nepal
PSIR-P2-2005-T009,60baa9ca-8ef9-4617-9fca-467de588d9ad,India and Pakistan; India and Bangladesh; India and Nepal
PSIR-P2-2007-T008,60baa9ca-8ef9-4617-9fca-467de588d9ad,India and Pakistan; India and Bangladesh; India and Nepal
PSIR-P2-2002-T002,12d0ac0f-cd03-448d-a97e-0cfd826b7831,"India and Sri Lanka, including the Kachchatheevu question"
PSIR-P2-1998-T002,60baa9ca-8ef9-4617-9fca-467de588d9ad,India and Pakistan; India and Bangladesh; India and Nepal
PSIR-P2-2003-T001,60baa9ca-8ef9-4617-9fca-467de588d9ad,India and Pakistan; India and Bangladesh; India and Nepal
PSIR-P2-2004-T010,60baa9ca-8ef9-4617-9fca-467de588d9ad,India and Pakistan; India and Bangladesh; India and Nepal
PSIR-P2-2007-T004,60baa9ca-8ef9-4617-9fca-467de588d9ad,India and Pakistan; India and Bangladesh; India and Nepal
PSIR-P2-1999-T001,60baa9ca-8ef9-4617-9fca-467de588d9ad,India and Pakistan; India and Bangladesh; India and Nepal
PSIR-P2-2004-T004,60baa9ca-8ef9-4617-9fca-467de588d9ad,India and Pakistan; India and Bangladesh; India and Nepal
PSIR-P2-2009-T003,60baa9ca-8ef9-4617-9fca-467de588d9ad,India and Pakistan; India and Bangladesh; India and Nepal
PSIR-P2-2002-T003,96cfc848-406f-40e5-bfea-d96d7db55759,India's Look East and Act East policy
PSIR-P2-2004-T005,96cfc848-406f-40e5-bfea-d96d7db55759,India's Look East and Act East policy
PSIR-P2-2005-T005,96cfc848-406f-40e5-bfea-d96d7db55759,India's Look East and Act East policy
PSIR-P2-2007-T005,96cfc848-406f-40e5-bfea-d96d7db55759,India's Look East and Act East policy
PSIR-P2-2009-T008,96cfc848-406f-40e5-bfea-d96d7db55759,India's Look East and Act East policy
PSIR-P2-2010-T011,96cfc848-406f-40e5-bfea-d96d7db55759,India's Look East and Act East policy
PSIR-P2-2009-T001,07788893-22b2-4275-929b-f46326ee1536,Ethnic conflicts and insurgencies in the region
PSIR-P2-2010-T002,ce72d7dc-d3d7-4c8c-acbd-28199160cf84,Illegal cross-border migration and its security implications
PSIR-P2-1997-T001,b97b6c51-4628-4c16-a6a1-ad2341266fa7,India's relations with Africa
PSIR-P2-2004-T006,b97b6c51-4628-4c16-a6a1-ad2341266fa7,India's relations with Africa
PSIR-P2-2006-T004,b97b6c51-4628-4c16-a6a1-ad2341266fa7,India's relations with Africa
PSIR-P2-2009-T005,b97b6c51-4628-4c16-a6a1-ad2341266fa7,India's relations with Africa
PSIR-P2-1992-T004,fa85d549-3c25-4ce2-a56e-c682a4ce7a35,From Bretton Woods to the WTO
PSIR-P2-1995-T003,df568657-495f-47ac-8d69-3cb8ee20f363,"India's position in WTO negotiations, including agriculture"
PSIR-P2-1997-T005,4324436f-6e50-49f6-b9f3-937b9cef7689,Leadership role in the demand for a New International Economic Order
PSIR-P2-1999-T008,df568657-495f-47ac-8d69-3cb8ee20f363,"India's position in WTO negotiations, including agriculture"
PSIR-P2-2003-T009,fa85d549-3c25-4ce2-a56e-c682a4ce7a35,From Bretton Woods to the WTO
PSIR-P2-2004-T012,df568657-495f-47ac-8d69-3cb8ee20f363,"India's position in WTO negotiations, including agriculture"
PSIR-P2-2005-T010,df568657-495f-47ac-8d69-3cb8ee20f363,"India's position in WTO negotiations, including agriculture"
PSIR-P2-2006-T011,ae9dfcf8-bf84-49c1-bd37-17933645ff7d,Third World demand for a New International Economic Order
PSIR-P2-2008-T008,df568657-495f-47ac-8d69-3cb8ee20f363,"India's position in WTO negotiations, including agriculture"
PSIR-P2-2008-T010,a7e7d182-36a3-4e42-ac54-4cc90524f4ab,Globalisation of the world economy
PSIR-P2-1992-T005,e4ec2dad-16f3-4aff-aefe-229f85d7d3d8,India and the USA
PSIR-P2-1994-T005,e4ec2dad-16f3-4aff-aefe-229f85d7d3d8,India and the USA
PSIR-P2-1995-T008,e4ec2dad-16f3-4aff-aefe-229f85d7d3d8,India and the USA
PSIR-P2-1997-T007,e4ec2dad-16f3-4aff-aefe-229f85d7d3d8,India and the USA
PSIR-P2-2001-T007,e4ec2dad-16f3-4aff-aefe-229f85d7d3d8,India and the USA
PSIR-P2-2003-T010,e4ec2dad-16f3-4aff-aefe-229f85d7d3d8,India and the USA
PSIR-P2-2007-T009,e4ec2dad-16f3-4aff-aefe-229f85d7d3d8,India and the USA
PSIR-P2-2010-T014,e4ec2dad-16f3-4aff-aefe-229f85d7d3d8,India and the USA
PSIR-P2-2002-T004,baa7e933-65f1-4df5-bbce-259ad66c35ff,India and the European Union
PSIR-P2-2007-T001,baa7e933-65f1-4df5-bbce-259ad66c35ff,India and the European Union
PSIR-P2-2010-T005,baa7e933-65f1-4df5-bbce-259ad66c35ff,India and the European Union
PSIR-P2-2005-T002,115c09b6-07c2-42c3-a303-66197d05687e,India and Japan
PSIR-P2-1996-T002,c4f92e49-43b4-4a0f-8907-ec0566de40a3,India and China
PSIR-P2-2002-T006,c4f92e49-43b4-4a0f-8907-ec0566de40a3,India and China
PSIR-P2-2003-T004,c4f92e49-43b4-4a0f-8907-ec0566de40a3,India and China
PSIR-P2-2008-T003,c4f92e49-43b4-4a0f-8907-ec0566de40a3,India and China
PSIR-P2-1999-T002,f7183ee3-a9a0-429e-b37b-ff62fa27f2bd,India and Russia
PSIR-P2-2003-T002,f7183ee3-a9a0-429e-b37b-ff62fa27f2bd,India and Russia
PSIR-P2-2006-T005,f7183ee3-a9a0-429e-b37b-ff62fa27f2bd,India and Russia
PSIR-P2-1996-T003,0ee154bb-4f18-492e-ac14-7e93ba0e232e,India's demand for a permanent seat in the Security Council
PSIR-P2-2000-T002,0ee154bb-4f18-492e-ac14-7e93ba0e232e,India's demand for a permanent seat in the Security Council
PSIR-P2-2001-T006,1e077f96-d25f-4115-896c-610d0f1de0ae,India's role in UN peacekeeping
PSIR-P2-2002-T008,0ee154bb-4f18-492e-ac14-7e93ba0e232e,India's demand for a permanent seat in the Security Council
PSIR-P2-2005-T006,1e077f96-d25f-4115-896c-610d0f1de0ae,India's role in UN peacekeeping
PSIR-P2-2008-T006,1e077f96-d25f-4115-896c-610d0f1de0ae,India's role in UN peacekeeping
PSIR-P2-2010-T013,1e077f96-d25f-4115-896c-610d0f1de0ae,India's role in UN peacekeeping
PSIR-P2-2010-T015,0ee154bb-4f18-492e-ac14-7e93ba0e232e,India's demand for a permanent seat in the Security Council
PSIR-P2-1991-T012,5a5954f2-17ee-418d-9ccd-f581884e286a,Nuclear proliferation and the non-proliferation regime
PSIR-P2-1993-T010,5a5954f2-17ee-418d-9ccd-f581884e286a,Nuclear proliferation and the non-proliferation regime
PSIR-P2-1994-T008,5a5954f2-17ee-418d-9ccd-f581884e286a,Nuclear proliferation and the non-proliferation regime
