ref,topic_id,topic
ANTH-P2-1994-T011,62af0763-2112-4444-89f5-cd28971c386e,"Protohistoric India: pre-Harappan, Harappan and post-Harappan cultures"
ANTH-P2-1994-T013,2e37b1d3-f3cf-4fdb-bc6a-d1206d39ee6f,Prehistoric India: Palaeolithic and Mesolithic cultures
ANTH-P2-1995-T012,2e37b1d3-f3cf-4fdb-bc6a-d1206d39ee6f,Prehistoric India: Palaeolithic and Mesolithic cultures
ANTH-P2-1996-T011,f16616cc-64db-48bd-a612-3169149bedad,Neolithic and Neolithic-Chalcolithic cultures
ANTH-P2-1996-T012,2e37b1d3-f3cf-4fdb-bc6a-d1206d39ee6f,Prehistoric India: Palaeolithic and Mesolithic cultures
ANTH-P2-1997-T010,2cc31b6c-3439-4c9a-b536-8bb228be69d5,The concept of ethno-archaeology
ANTH-P2-1997-T011,f16616cc-64db-48bd-a612-3169149bedad,Neolithic and Neolithic-Chalcolithic cultures
ANTH-P2-1997-T012,af91723b-9da8-4adf-9cce-e9c500cb45d2,Contributions of tribal cultures to Indian civilization
ANTH-P2-1999-T012,f16616cc-64db-48bd-a612-3169149bedad,Neolithic and Neolithic-Chalcolithic cultures
ANTH-P2-1999-T013,f16616cc-64db-48bd-a612-3169149bedad,Neolithic and Neolithic-Chalcolithic cultures
ANTH-P2-2000-T012,af91723b-9da8-4adf-9cce-e9c500cb45d2,Contributions of tribal cultures to Indian civilization
ANTH-P2-2000-T013,62af0763-2112-4444-89f5-cd28971c386e,"Protohistoric India: pre-Harappan, Harappan and post-Harappan cultures"
ANTH-P2-2001-T010,2e37b1d3-f3cf-4fdb-bc6a-d1206d39ee6f,Prehistoric India: Palaeolithic and Mesolithic cultures
ANTH-P2-2001-T011,1422a347-2591-4890-b954-038f3d00e763,Interplay of little and great traditions
ANTH-P2-2001-T012,2e37b1d3-f3cf-4fdb-bc6a-d1206d39ee6f,Prehistoric India: Palaeolithic and Mesolithic cultures
ANTH-P2-2002-T014,f16616cc-64db-48bd-a612-3169149bedad,Neolithic and Neolithic-Chalcolithic cultures
ANTH-P2-2003-T013,62af0763-2112-4444-89f5-cd28971c386e,"Protohistoric India: pre-Harappan, Harappan and post-Harappan cultures"
ANTH-P2-2003-T014,af91723b-9da8-4adf-9cce-e9c500cb45d2,Contributions of tribal cultures to Indian civilization
ANTH-P2-2004-T015,2e37b1d3-f3cf-4fdb-bc6a-d1206d39ee6f,Prehistoric India: Palaeolithic and Mesolithic cultures
ANTH-P2-2005-T013,2e37b1d3-f3cf-4fdb-bc6a-d1206d39ee6f,Prehistoric India: Palaeolithic and Mesolithic cultures
ANTH-P2-2005-T014,62af0763-2112-4444-89f5-cd28971c386e,"Protohistoric India: pre-Harappan, Harappan and post-Harappan cultures"
ANTH-P2-2006-T013,f16616cc-64db-48bd-a612-3169149bedad,Neolithic and Neolithic-Chalcolithic cultures
ANTH-P2-2006-T014,13258551-acbc-4355-bef0-3502c434487c,Contributions of early 20th century scholar-administrators
ANTH-P2-2007-T013,f16616cc-64db-48bd-a612-3169149bedad,Neolithic and Neolithic-Chalcolithic cultures
ANTH-P2-2008-T014,2e37b1d3-f3cf-4fdb-bc6a-d1206d39ee6f,Prehistoric India: Palaeolithic and Mesolithic cultures
ANTH-P2-2009-T017,f16616cc-64db-48bd-a612-3169149bedad,Neolithic and Neolithic-Chalcolithic cultures
ANTH-P2-2010-T019,f16616cc-64db-48bd-a612-3169149bedad,Neolithic and Neolithic-Chalcolithic cultures
ANTH-P2-2010-T020,62af0763-2112-4444-89f5-cd28971c386e,"Protohistoric India: pre-Harappan, Harappan and post-Harappan cultures"
ANTH-P2-2010-T021,62af0763-2112-4444-89f5-cd28971c386e,"Protohistoric India: pre-Harappan, Harappan and post-Harappan cultures"
ANTH-P2-2010-T022,f16616cc-64db-48bd-a612-3169149bedad,Neolithic and Neolithic-Chalcolithic cultures
ANTH-P2-1993-T001,24e94f7c-dfc5-4d5f-915a-d259727ee5a6,Narmada basin and Narmada Man
ANTH-P2-2008-T001,24e94f7c-dfc5-4d5f-915a-d259727ee5a6,Narmada basin and Narmada Man
ANTH-P2-2009-T001,b94d33fb-9d10-4b5e-91d7-b50b171bd866,Palaeo-anthropological evidence from the Siwaliks: Ramapithecus and Sivapithecus
ANTH-P2-2010-T001,b94d33fb-9d10-4b5e-91d7-b50b171bd866,Palaeo-anthropological evidence from the Siwaliks: Ramapithecus and Sivapithecus
ANTH-P2-1981-T002,65324be0-cb26-4cfe-b37e-798473720657,"Survivals and parallels among hunting, foraging and fishing communities"
ANTH-P2-1982-T005,65324be0-cb26-4cfe-b37e-798473720657,"Survivals and parallels among hunting, foraging and fishing communities"
ANTH-P2-1985-T002,47d300b9-72b5-4e54-a0e1-dcbad5cfaefe,"Survivals and parallels among pastoral, peasant and craft-producing communities"
ANTH-P2-1985-T006,47d300b9-72b5-4e54-a0e1-dcbad5cfaefe,"Survivals and parallels among pastoral, peasant and craft-producing communities"
ANTH-P2-1986-T004,af91723b-9da8-4adf-9cce-e9c500cb45d2,Contributions of tribal cultures to Indian civilization
ANTH-P2-1986-T007,65324be0-cb26-4cfe-b37e-798473720657,"Survivals and parallels among hunting, foraging and fishing communities"
ANTH-P2-1988-T003,12597bc3-20e3-4c07-85d7-100bf24bedc1,Tribe-caste continuum
ANTH-P2-1991-T006,1d8274be-e83d-4ad6-be15-0c3c3d38f63c,Linguistic and socio-economic characteristics of tribal populations and their distribution
ANTH-P2-1993-T006,65324be0-cb26-4cfe-b37e-798473720657,"Survivals and parallels among hunting, foraging and fishing communities"
ANTH-P2-1996-T005,af91723b-9da8-4adf-9cce-e9c500cb45d2,Contributions of tribal cultures to Indian civilization
ANTH-P2-1997-T007,65324be0-cb26-4cfe-b37e-798473720657,"Survivals and parallels among hunting, foraging and fishing communities"
ANTH-P2-1998-T006,1d8274be-e83d-4ad6-be15-0c3c3d38f63c,Linguistic and socio-economic characteristics of tribal populations and their distribution
ANTH-P2-2008-T003,2cc31b6c-3439-4c9a-b536-8bb228be69d5,The concept of ethno-archaeology
ANTH-P2-2009-T005,2cc31b6c-3439-4c9a-b536-8bb228be69d5,The concept of ethno-archaeology
ANTH-P2-1981-T003,f056ae36-a393-4263-8568-25f4bca49c70,Linguistic elements in the Indian population and their distribution
ANTH-P2-1981-T012,b08fea89-454a-4221-a1e9-c9255d05e823,Ethnic elements in the Indian population and their distribution
ANTH-P2-1981-T014,af91723b-9da8-4adf-9cce-e9c500cb45d2,Contributions of tribal cultures to Indian civilization
ANTH-P2-1982-T013,af91723b-9da8-4adf-9cce-e9c500cb45d2,Contributions of tribal cultures to Indian civilization
ANTH-P2-1982-T014,b08fea89-454a-4221-a1e9-c9255d05e823,Ethnic elements in the Indian population and their distribution
ANTH-P2-1983-T011,41509519-b951-4c3f-a908-4f369f4e18a0,Bio-genetic variability of tribal populations
ANTH-P2-1983-T012,af91723b-9da8-4adf-9cce-e9c500cb45d2,Contributions of tribal cultures to Indian civilization
ANTH-P2-1983-T013,af91723b-9da8-4adf-9cce-e9c500cb45d2,Contributions of tribal cultures to Indian civilization
ANTH-P2-1984-T013,f056ae36-a393-4263-8568-25f4bca49c70,Linguistic elements in the Indian population and their distribution
ANTH-P2-1985-T014,b08fea89-454a-4221-a1e9-c9255d05e823,Ethnic elements in the Indian population and their distribution
ANTH-P2-1986-T014,af91723b-9da8-4adf-9cce-e9c500cb45d2,Contributions of tribal cultures to Indian civilization
ANTH-P2-1987-T014,af91723b-9da8-4adf-9cce-e9c500cb45d2,Contributions of tribal cultures to Indian civilization
ANTH-P2-1987-T015,b08fea89-454a-4221-a1e9-c9255d05e823,Ethnic elements in the Indian population and their distribution
ANTH-P2-1987-T016,b08fea89-454a-4221-a1e9-c9255d05e823,Ethnic elements in the Indian population and their distribution
ANTH-P2-1988-T014,41509519-b951-4c3f-a908-4f369f4e18a0,Bio-genetic variability of tribal populations
ANTH-P2-1989-T012,b08fea89-454a-4221-a1e9-c9255d05e823,Ethnic elements in the Indian population and their distribution
ANTH-P2-1989-T013,f056ae36-a393-4263-8568-25f4bca49c70,Linguistic elements in the Indian population and their distribution
ANTH-P2-1989-T014,af91723b-9da8-4adf-9cce-e9c500cb45d2,Contributions of tribal cultures to Indian civilization
ANTH-P2-1990-T014,f056ae36-a393-4263-8568-25f4bca49c70,Linguistic elements in the Indian population and their distribution
ANTH-P2-1991-T014,b08fea89-454a-4221-a1e9-c9255d05e823,Ethnic elements in the Indian population and their distribution
ANTH-P2-1992-T013,af91723b-9da8-4adf-9cce-e9c500cb45d2,Contributions of tribal cultures to Indian civilization
ANTH-P2-1992-T014,b08fea89-454a-4221-a1e9-c9255d05e823,Ethnic elements in the Indian population and their distribution
ANTH-P2-1993-T013,43c39b13-7a6d-4e4e-8b0a-a973ee70c178,"Dominant caste, caste mobility and the future of the caste system"
ANTH-P2-1993-T014,f056ae36-a393-4263-8568-25f4bca49c70,Linguistic elements in the Indian population and their distribution
ANTH-P2-1995-T013,01c457c5-c964-4d98-9c5d-d7ada290c59f,Factors influencing the structure and growth of the Indian population
ANTH-P2-1996-T013,25205f16-d24b-4aa4-91af-818235c71481,Health and nutrition among tribal communities
ANTH-P2-1996-T014,f056ae36-a393-4263-8568-25f4bca49c70,Linguistic elements in the Indian population and their distribution
ANTH-P2-1997-T013,01c457c5-c964-4d98-9c5d-d7ada290c59f,Factors influencing the structure and growth of the Indian population
ANTH-P2-1999-T014,ef78d9c7-2e11-4d1b-b6dd-e55e30fa6ae3,The Indian village as a social system
ANTH-P2-2000-T014,b08fea89-454a-4221-a1e9-c9255d05e823,Ethnic elements in the Indian population and their distribution
ANTH-P2-2002-T013,01c457c5-c964-4d98-9c5d-d7ada290c59f,Factors influencing the structure and growth of the Indian population
ANTH-P2-2004-T013,01c457c5-c964-4d98-9c5d-d7ada290c59f,Factors influencing the structure and growth of the Indian population
ANTH-P2-2004-T014,01c457c5-c964-4d98-9c5d-d7ada290c59f,Factors influencing the structure and growth of the Indian population
ANTH-P2-2006-T011,01c457c5-c964-4d98-9c5d-d7ada290c59f,Factors influencing the structure and growth of the Indian population
ANTH-P2-2006-T012,f056ae36-a393-4263-8568-25f4bca49c70,Linguistic elements in the Indian population and their distribution
ANTH-P2-2007-T012,b08fea89-454a-4221-a1e9-c9255d05e823,Ethnic elements in the Indian population and their distribution
ANTH-P2-2008-T011,f056ae36-a393-4263-8568-25f4bca49c70,Linguistic elements in the Indian population and their distribution
ANTH-P2-2008-T012,b08fea89-454a-4221-a1e9-c9255d05e823,Ethnic elements in the Indian population and their distribution
ANTH-P2-2008-T013,b08fea89-454a-4221-a1e9-c9255d05e823,Ethnic elements in the Indian population and their distribution
ANTH-P2-2010-T017,b08fea89-454a-4221-a1e9-c9255d05e823,Ethnic elements in the Indian population and their distribution
ANTH-P2-2010-T018,01c457c5-c964-4d98-9c5d-d7ada290c59f,Factors influencing the structure and growth of the Indian population
ANTH-P2-1982-T001,63eb351f-e663-4eff-ba3d-e164f185a1d2,Varnashrama and the traditional social order
ANTH-P2-1987-T001,63eb351f-e663-4eff-ba3d-e164f185a1d2,Varnashrama and the traditional social order
ANTH-P2-1987-T003,55b8b3ba-8b36-4012-85a6-34a92215ef6d,Purushartha
ANTH-P2-1994-T002,55b8b3ba-8b36-4012-85a6-34a92215ef6d,Purushartha
ANTH-P2-1994-T003,55b8b3ba-8b36-4012-85a6-34a92215ef6d,Purushartha
ANTH-P2-1995-T003,e0948f66-bc64-401b-aca5-5a8f2225910c,"Karma, Rina and Rebirth"
ANTH-P2-1996-T003,e0948f66-bc64-401b-aca5-5a8f2225910c,"Karma, Rina and Rebirth"
ANTH-P2-1997-T003,e0948f66-bc64-401b-aca5-5a8f2225910c,"Karma, Rina and Rebirth"
ANTH-P2-1997-T004,0cdce1bf-8a2b-4534-a1ba-cf443935a97f,Varna and caste; theories of the origin of the caste system
ANTH-P2-1998-T003,63eb351f-e663-4eff-ba3d-e164f185a1d2,Varnashrama and the traditional social order
ANTH-P2-2000-T005,e0948f66-bc64-401b-aca5-5a8f2225910c,"Karma, Rina and Rebirth"
ANTH-P2-2002-T006,e0948f66-bc64-401b-aca5-5a8f2225910c,"Karma, Rina and Rebirth"
ANTH-P2-2003-T005,55b8b3ba-8b36-4012-85a6-34a92215ef6d,Purushartha
ANTH-P2-2004-T007,63eb351f-e663-4eff-ba3d-e164f185a1d2,Varnashrama and the traditional social order
ANTH-P2-2005-T006,63eb351f-e663-4eff-ba3d-e164f185a1d2,Varnashrama and the traditional social order
ANTH-P2-2006-T005,e0948f66-bc64-401b-aca5-5a8f2225910c,"Karma, Rina and Rebirth"
ANTH-P2-2007-T004,55b8b3ba-8b36-4012-85a6-34a92215ef6d,Purushartha
ANTH-P2-1984-T014,e0948f66-bc64-401b-aca5-5a8f2225910c,"Karma, Rina and Rebirth"
ANTH-P2-1981-T004,0cdce1bf-8a2b-4534-a1ba-cf443935a97f,Varna and caste; theories of the origin of the caste system
ANTH-P2-1982-T006,43c39b13-7a6d-4e4e-8b0a-a973ee70c178,"Dominant caste, caste mobility and the future of the caste system"
ANTH-P2-1983-T005,0cdce1bf-8a2b-4534-a1ba-cf443935a97f,Varna and caste; theories of the origin of the caste system
ANTH-P2-1984-T008,12597bc3-20e3-4c07-85d7-100bf24bedc1,Tribe-caste continuum
ANTH-P2-1984-T009,43c39b13-7a6d-4e4e-8b0a-a973ee70c178,"Dominant caste, caste mobility and the future of the caste system"
ANTH-P2-1986-T008,0cdce1bf-8a2b-4534-a1ba-cf443935a97f,Varna and caste; theories of the origin of the caste system
ANTH-P2-1987-T010,12597bc3-20e3-4c07-85d7-100bf24bedc1,Tribe-caste continuum
ANTH-P2-1988-T007,0cdce1bf-8a2b-4534-a1ba-cf443935a97f,Varna and caste; theories of the origin of the caste system
ANTH-P2-1988-T012,43c39b13-7a6d-4e4e-8b0a-a973ee70c178,"Dominant caste, caste mobility and the future of the caste system"
ANTH-P2-1989-T005,0cdce1bf-8a2b-4534-a1ba-cf443935a97f,Varna and caste; theories of the origin of the caste system
ANTH-P2-1990-T008,43c39b13-7a6d-4e4e-8b0a-a973ee70c178,"Dominant caste, caste mobility and the future of the caste system"
ANTH-P2-1990-T011,0cdce1bf-8a2b-4534-a1ba-cf443935a97f,Varna and caste; theories of the origin of the caste system
ANTH-P2-1991-T010,0cdce1bf-8a2b-4534-a1ba-cf443935a97f,Varna and caste; theories of the origin of the caste system
ANTH-P2-1991-T011,47d300b9-72b5-4e54-a0e1-dcbad5cfaefe,"Survivals and parallels among pastoral, peasant and craft-producing communities"
ANTH-P2-1992-T009,12597bc3-20e3-4c07-85d7-100bf24bedc1,Tribe-caste continuum
ANTH-P2-1994-T010,12597bc3-20e3-4c07-85d7-100bf24bedc1,Tribe-caste continuum
ANTH-P2-1995-T011,0cdce1bf-8a2b-4534-a1ba-cf443935a97f,Varna and caste; theories of the origin of the caste system
ANTH-P2-1997-T009,ef78d9c7-2e11-4d1b-b6dd-e55e30fa6ae3,The Indian village as a social system
ANTH-P2-1998-T008,47d300b9-72b5-4e54-a0e1-dcbad5cfaefe,"Survivals and parallels among pastoral, peasant and craft-producing communities"
ANTH-P2-1998-T010,ca1322a1-7f0a-4f4e-89d0-4b7bf71e19ae,Jajmani system
ANTH-P2-1999-T007,43c39b13-7a6d-4e4e-8b0a-a973ee70c178,"Dominant caste, caste mobility and the future of the caste system"
ANTH-P2-2000-T009,12597bc3-20e3-4c07-85d7-100bf24bedc1,Tribe-caste continuum
ANTH-P2-2000-T010,ca1322a1-7f0a-4f4e-89d0-4b7bf71e19ae,Jajmani system
ANTH-P2-2003-T011,43c39b13-7a6d-4e4e-8b0a-a973ee70c178,"Dominant caste, caste mobility and the future of the caste system"
ANTH-P2-2003-T012,0cdce1bf-8a2b-4534-a1ba-cf443935a97f,Varna and caste; theories of the origin of the caste system
ANTH-P2-2004-T009,12597bc3-20e3-4c07-85d7-100bf24bedc1,Tribe-caste continuum
ANTH-P2-2007-T009,ca1322a1-7f0a-4f4e-89d0-4b7bf71e19ae,Jajmani system
ANTH-P2-2008-T010,12597bc3-20e3-4c07-85d7-100bf24bedc1,Tribe-caste continuum
ANTH-P2-2009-T014,6d9d4515-b87b-416f-9370-cdf0497b88e5,Tribe and nation state: comparative study of tribal communities in India and abroad
ANTH-P2-2009-T015,43c39b13-7a6d-4e4e-8b0a-a973ee70c178,"Dominant caste, caste mobility and the future of the caste system"
ANTH-P2-2010-T013,43c39b13-7a6d-4e4e-8b0a-a973ee70c178,"Dominant caste, caste mobility and the future of the caste system"
ANTH-P2-2010-T015,43c39b13-7a6d-4e4e-8b0a-a973ee70c178,"Dominant caste, caste mobility and the future of the caste system"
ANTH-P2-1983-T001,3772bb3c-df41-4e26-9db3-da411cc193d2,Sacred Complex and Nature-Man-Spirit Complex
ANTH-P2-1990-T002,3772bb3c-df41-4e26-9db3-da411cc193d2,Sacred Complex and Nature-Man-Spirit Complex
ANTH-P2-1993-T003,3772bb3c-df41-4e26-9db3-da411cc193d2,Sacred Complex and Nature-Man-Spirit Complex
ANTH-P2-1999-T001,3772bb3c-df41-4e26-9db3-da411cc193d2,Sacred Complex and Nature-Man-Spirit Complex
ANTH-P2-2001-T002,3772bb3c-df41-4e26-9db3-da411cc193d2,Sacred Complex and Nature-Man-Spirit Complex
ANTH-P2-2005-T003,3772bb3c-df41-4e26-9db3-da411cc193d2,Sacred Complex and Nature-Man-Spirit Complex
ANTH-P2-2009-T003,3772bb3c-df41-4e26-9db3-da411cc193d2,Sacred Complex and Nature-Man-Spirit Complex
ANTH-P2-1998-T001,04c66450-dc40-491a-885b-1b7e8283358a,Impact of Buddhism and Jainism on Indian society
ANTH-P2-2003-T001,cada2914-f7f4-44c7-b3d8-604b12492f3e,Impact of Islam and Christianity on Indian society
ANTH-P2-2004-T001,4726dad0-aa07-4b63-bd18-00f36d691a29,"Impact of Christianity, Islam and other religions on tribal societies"
ANTH-P2-2005-T001,cada2914-f7f4-44c7-b3d8-604b12492f3e,Impact of Islam and Christianity on Indian society
ANTH-P2-1985-T001,d5ee57bb-9e0d-4a54-95fb-a7dc106807eb,Contributions of Indian anthropologists to tribal studies
ANTH-P2-1987-T002,d5ee57bb-9e0d-4a54-95fb-a7dc106807eb,Contributions of Indian anthropologists to tribal studies
ANTH-P2-1990-T004,d5ee57bb-9e0d-4a54-95fb-a7dc106807eb,Contributions of Indian anthropologists to tribal studies
ANTH-P2-1992-T001,d5ee57bb-9e0d-4a54-95fb-a7dc106807eb,Contributions of Indian anthropologists to tribal studies
ANTH-P2-1993-T004,d5ee57bb-9e0d-4a54-95fb-a7dc106807eb,Contributions of Indian anthropologists to tribal studies
ANTH-P2-1994-T004,d5ee57bb-9e0d-4a54-95fb-a7dc106807eb,Contributions of Indian anthropologists to tribal studies
ANTH-P2-1995-T004,3772bb3c-df41-4e26-9db3-da411cc193d2,Sacred Complex and Nature-Man-Spirit Complex
ANTH-P2-1995-T005,13258551-acbc-4355-bef0-3502c434487c,Contributions of early 20th century scholar-administrators
ANTH-P2-1996-T004,d5ee57bb-9e0d-4a54-95fb-a7dc106807eb,Contributions of Indian anthropologists to tribal studies
ANTH-P2-1997-T005,d5ee57bb-9e0d-4a54-95fb-a7dc106807eb,Contributions of Indian anthropologists to tribal studies
ANTH-P2-1998-T004,13258551-acbc-4355-bef0-3502c434487c,Contributions of early 20th century scholar-administrators
ANTH-P2-2001-T007,d5ee57bb-9e0d-4a54-95fb-a7dc106807eb,Contributions of Indian anthropologists to tribal studies
ANTH-P2-2002-T008,d5ee57bb-9e0d-4a54-95fb-a7dc106807eb,Contributions of Indian anthropologists to tribal studies
ANTH-P2-2002-T010,44e6bc15-b5f7-4f00-89bf-85967ef5f17f,Contributions of 18th and 19th century scholar-administrators
ANTH-P2-2005-T007,d5ee57bb-9e0d-4a54-95fb-a7dc106807eb,Contributions of Indian anthropologists to tribal studies
ANTH-P2-2006-T006,d5ee57bb-9e0d-4a54-95fb-a7dc106807eb,Contributions of Indian anthropologists to tribal studies
ANTH-P2-2006-T008,d5ee57bb-9e0d-4a54-95fb-a7dc106807eb,Contributions of Indian anthropologists to tribal studies
ANTH-P2-2007-T005,d5ee57bb-9e0d-4a54-95fb-a7dc106807eb,Contributions of Indian anthropologists to tribal studies
ANTH-P2-2009-T008,d5ee57bb-9e0d-4a54-95fb-a7dc106807eb,Contributions of Indian anthropologists to tribal studies
ANTH-P2-2010-T004,bc0ab9e5-0967-4b7c-a52a-3f7c6abbeef0,Contributions of Indian anthropologists to caste studies
ANTH-P2-1982-T002,1422a347-2591-4890-b954-038f3d00e763,Interplay of little and great traditions
ANTH-P2-1982-T007,47d300b9-72b5-4e54-a0e1-dcbad5cfaefe,"Survivals and parallels among pastoral, peasant and craft-producing communities"
ANTH-P2-1982-T011,21a995bd-256d-446b-b903-a337a6bed8f1,Impact of urbanization and industrialization on tribal populations
ANTH-P2-1991-T004,35f85417-8367-4e04-8f9b-5af866eef4e6,Agrarian relations in Indian villages
ANTH-P2-1991-T005,65324be0-cb26-4cfe-b37e-798473720657,"Survivals and parallels among hunting, foraging and fishing communities"
ANTH-P2-1998-T002,f48cb63c-d164-40b7-bf16-e1a6ef63d214,Significance of village study in India
ANTH-P2-2001-T004,5ee48f59-0b98-42f0-a754-d0052f7e327b,Impact of globalization on Indian villages
ANTH-P2-2002-T002,35f85417-8367-4e04-8f9b-5af866eef4e6,Agrarian relations in Indian villages
ANTH-P2-2002-T003,f48cb63c-d164-40b7-bf16-e1a6ef63d214,Significance of village study in India
ANTH-P2-2004-T004,5ee48f59-0b98-42f0-a754-d0052f7e327b,Impact of globalization on Indian villages
ANTH-P2-2004-T005,f48cb63c-d164-40b7-bf16-e1a6ef63d214,Significance of village study in India
ANTH-P2-2009-T004,f48cb63c-d164-40b7-bf16-e1a6ef63d214,Significance of village study in India
ANTH-P2-2010-T002,d5ee57bb-9e0d-4a54-95fb-a7dc106807eb,Contributions of Indian anthropologists to tribal studies
ANTH-P2-1991-T001,972dfdbe-adf4-4a9d-bd5d-34646b6a0038,"Religious minorities and their social, political and economic status"
ANTH-P2-1993-T002,972dfdbe-adf4-4a9d-bd5d-34646b6a0038,"Religious minorities and their social, political and economic status"
ANTH-P2-2000-T001,54d29be6-77c2-477b-bba4-f74ff65e50de,"Linguistic minorities and their social, political and economic status"
ANTH-P2-2003-T002,972dfdbe-adf4-4a9d-bd5d-34646b6a0038,"Religious minorities and their social, political and economic status"
ANTH-P2-2005-T002,54d29be6-77c2-477b-bba4-f74ff65e50de,"Linguistic minorities and their social, political and economic status"
ANTH-P2-2007-T001,972dfdbe-adf4-4a9d-bd5d-34646b6a0038,"Religious minorities and their social, political and economic status"
ANTH-P2-1981-T005,1422a347-2591-4890-b954-038f3d00e763,Interplay of little and great traditions
ANTH-P2-1981-T013,f11fc01c-0bc7-47f1-81ad-c7642fe2fd2a,Sanskritization
ANTH-P2-1983-T006,1422a347-2591-4890-b954-038f3d00e763,Interplay of little and great traditions
ANTH-P2-1983-T008,f11fc01c-0bc7-47f1-81ad-c7642fe2fd2a,Sanskritization
ANTH-P2-1983-T010,f74d73fa-9fd1-475e-aba9-c8b79e7d0c99,Westernization and Modernization
ANTH-P2-1984-T011,1422a347-2591-4890-b954-038f3d00e763,Interplay of little and great traditions
ANTH-P2-1985-T012,1422a347-2591-4890-b954-038f3d00e763,Interplay of little and great traditions
ANTH-P2-1986-T011,1422a347-2591-4890-b954-038f3d00e763,Interplay of little and great traditions
ANTH-P2-1986-T013,f11fc01c-0bc7-47f1-81ad-c7642fe2fd2a,Sanskritization
ANTH-P2-1987-T013,1422a347-2591-4890-b954-038f3d00e763,Interplay of little and great traditions
ANTH-P2-1989-T007,3772bb3c-df41-4e26-9db3-da411cc193d2,Sacred Complex and Nature-Man-Spirit Complex
ANTH-P2-1989-T009,1422a347-2591-4890-b954-038f3d00e763,Interplay of little and great traditions
ANTH-P2-1989-T011,f74d73fa-9fd1-475e-aba9-c8b79e7d0c99,Westernization and Modernization
ANTH-P2-1990-T013,f11fc01c-0bc7-47f1-81ad-c7642fe2fd2a,Sanskritization
ANTH-P2-1991-T013,f11fc01c-0bc7-47f1-81ad-c7642fe2fd2a,Sanskritization
ANTH-P2-1992-T011,f11fc01c-0bc7-47f1-81ad-c7642fe2fd2a,Sanskritization
ANTH-P2-1992-T012,1422a347-2591-4890-b954-038f3d00e763,Interplay of little and great traditions
ANTH-P2-1994-T012,f74d73fa-9fd1-475e-aba9-c8b79e7d0c99,Westernization and Modernization
ANTH-P2-1994-T014,f11fc01c-0bc7-47f1-81ad-c7642fe2fd2a,Sanskritization
ANTH-P2-1996-T010,1422a347-2591-4890-b954-038f3d00e763,Interplay of little and great traditions
ANTH-P2-1998-T011,f74d73fa-9fd1-475e-aba9-c8b79e7d0c99,Westernization and Modernization
ANTH-P2-1999-T009,1422a347-2591-4890-b954-038f3d00e763,Interplay of little and great traditions
ANTH-P2-1999-T011,f11fc01c-0bc7-47f1-81ad-c7642fe2fd2a,Sanskritization
ANTH-P2-2002-T012,f74d73fa-9fd1-475e-aba9-c8b79e7d0c99,Westernization and Modernization
ANTH-P2-2005-T011,b5375cb2-475c-4a7b-94b0-d27d16f9db14,Panchayati Raj and social change
ANTH-P2-2008-T008,1422a347-2591-4890-b954-038f3d00e763,Interplay of little and great traditions
