file,row_id,year,num,flags,text_preview
opt_anth_p1_tagged.csv,a1d34e52-18b9-4fbb-963f-9eadf5f317e7,2013,402,empty_or_short;no_primary_tag,Totemism.
opt_geog_p2_tagged.csv,6664bfa3-c28d-4005-bf41-d1db5a83c659,2020,653,empty_or_short;no_primary_tag,Coorg.
opt_geog_p2_tagged.csv,4499af25-66d1-43a7-b0f5-771d3668b84a,2020,654,empty_or_short;no_primary_tag,Mhow.
opt_geog_p2_tagged.csv,a21abd7e-7161-46d5-8307-2b81ef54a9a1,2020,655,empty_or_short;no_primary_tag,Umroi.
opt_geog_p2_tagged.csv,d6de4eb6-f992-4dd4-97c0-795aa90ee8d7,2020,656,empty_or_short;no_primary_tag,Thoothukudi.
opt_geog_p2_tagged.csv,2b18f7d8-129c-4199-a5ec-b536cb960da8,2020,657,empty_or_short;no_primary_tag,Bargarh.
opt_geog_p2_tagged.csv,b4c9512e-5cb3-43b9-b38b-59fb6b61f655,2020,658,empty_or_short;no_primary_tag,Atal Tunnel.
opt_geog_p2_tagged.csv,93ce5b0b-0d26-4a7a-8294-a5deef9be221,2020,659,empty_or_short;no_primary_tag,Gurushikhar.
opt_geog_p2_tagged.csv,f2ae5999-b880-400e-a423-cd613dfe692f,2020,660,empty_or_short;no_primary_tag,Bum La.
opt_geog_p2_tagged.csv,16f749e5-2ef7-48f9-b138-7b9db09a0daf,2020,684,non_ascii_suspect;no_primary_tag,Analyse the changing nature of workforce composition vis-à-vis rural-urban divide in India. www.lotu
opt_geog_p2_tagged.csv,32b28cda-420e-43a5-8da1-c674ba1de776,2022,651,empty_or_short;no_primary_tag,Tarangambadi.
opt_geog_p2_tagged.csv,8bd97ea9-bde5-4b3c-a557-e44d5324e37f,2022,652,empty_or_short;no_primary_tag,Mahe.
opt_geog_p2_tagged.csv,ad14b89d-16f9-4325-bc31-bd35afe2dbcc,2022,653,empty_or_short;no_primary_tag,Bomdila.
opt_geog_p2_tagged.csv,81033ab8-5bdd-4c3e-9937-5c205aa0c4a6,2022,655,empty_or_short;no_primary_tag,Talakaveri.
opt_geog_p2_tagged.csv,57f61131-3fcf-49fa-bcc0-0c9f64f3f7e8,2022,656,empty_or_short;no_primary_tag,Satkosia.
opt_geog_p2_tagged.csv,a7141c14-3320-4d59-ac95-8ac72f935e9f,2022,657,empty_or_short;no_primary_tag,Dholavira.
opt_geog_p2_tagged.csv,125455a5-3aeb-4aa6-9475-05de5484794e,2022,658,empty_or_short;no_primary_tag,Sonamarg.
opt_geog_p2_tagged.csv,0a350d59-82df-4c4d-b7bc-b7196a61704c,2022,659,empty_or_short;no_primary_tag,Maliku Atoll.
opt_geog_p2_tagged.csv,50e8e601-1121-42ae-8de1-86cb32ed123c,2022,660,empty_or_short;no_primary_tag,Gangasagar.
opt_geog_p2_tagged.csv,e619c134-5d7a-443a-9351-ac121f8b7faf,2025,652,empty_or_short;no_primary_tag,Datar Hill.
opt_geog_p2_tagged.csv,c75bd002-9e69-4b6a-a11c-8935295a98da,2025,653,empty_or_short;no_primary_tag,Kikruma.
opt_geog_p2_tagged.csv,34eb14d6-131a-4047-a980-0bba0734dc36,2025,655,empty_or_short;no_primary_tag,Byalalu.
opt_geog_p2_tagged.csv,812e4a05-d47b-4e76-be14-12496459fea4,2025,656,empty_or_short;no_primary_tag,Neyyar.
opt_geog_p2_tagged.csv,6e4d5cf5-0275-4f29-8702-970fef17c29e,2025,657,empty_or_short;no_primary_tag,Uttarlai.
opt_geog_p2_tagged.csv,73f858f5-d7ed-4a92-b85b-b616478d5135,2025,659,empty_or_short;no_primary_tag,Dharwas.
opt_geog_p2_tagged.csv,cd66f0d7-6195-4b0f-b7c3-0d47befdb0e9,2025,660,empty_or_short;no_primary_tag,Gitabitan.
opt_hist_p2_tagged.csv,3f2fe38c-96ef-4a32-81e2-fd5347c0f2ff,2019,553,non_ascii_suspect;no_primary_tag,"""…the Kol Insurrection was mainly a war of the tribal inhabitants of Chotanagpur against the non- tr"
opt_psir_p1_tagged.csv,0333b204-17ac-4a86-97b8-847cbddc4daa,2014,100,non_ascii_suspect;no_primary_tag,""" … political theory is not an escape mechanism but an arduous calling."" (John Plamanetz)."
opt_psir_p1_tagged.csv,5ef44f55-c139-4ba1-af27-0cf36ac05545,2017,103,empty_or_short;no_primary_tag,Eco-feminism.
opt_psir_p1_tagged.csv,302fbbe3-8e3f-46f8-8305-02d770251dff,2025,109,non_ascii_suspect;no_primary_tag,"""State ………. does the greatest harm to mankind by destroying individuality, which lies at the root of"
opt_psir_p2_tagged.csv,4261f248-967b-4712-ba06-00515640fb64,2014,170,non_ascii_suspect;no_primary_tag,"""Federal units are critical in the making of India's foreign policy."" Examine this statement with re"
opt_psir_p2_tagged.csv,45629904-3599-48a8-bbfc-c1f82df066bf,2020,161,non_ascii_suspect;no_primary_tag,Discuss the significance and urgency of the UN Security Council reforms. Explain the relevance of th
opt_psir_p2_tagged.csv,41d62fa6-294a-41cb-a3e8-f119fde0d8f0,2025,172,non_ascii_suspect;no_primary_tag,India continues to invoke its time-tested policy of strategic autonomy vis-à-vis both the United Sta
opt_psir_p2_tagged.csv,ef260e28-3667-4f5c-9f3e-3b384476df42,2025,174,non_ascii_suspect;no_primary_tag,NonAlignment 2·0 underscores India's unique aspiration to emerge as a site for an alternative univer
opt_pubad_p1_tagged.csv,f918b92d-4840-4214-9541-05f6c0ec1caa,2012,202,non_ascii_suspect;no_primary_tag,'Man's motives … in different subparts of the same organization may be different' [Edgar Schein]. Di
opt_pubad_p1_tagged.csv,562eb446-14ec-4343-acd0-82c7004d1fe6,2012,211,non_ascii_suspect;no_primary_tag,"'Open access to government records is … the hallmark of a democratic government', but 'governments a"
opt_pubad_p1_tagged.csv,f7d8e6f9-5a3a-4bf7-b337-f616ca48802d,2012,215,non_ascii_suspect;no_primary_tag,"'The anti-development thesis … reduces development to an idea without history, impervious to change'"
opt_pubad_p1_tagged.csv,0e02db12-8915-43e9-82b3-e3dd1911a0f5,2013,202,non_ascii_suspect;no_primary_tag,"""In the globalized public administration, hierarchy creates more ethical problems than it solves …."""
opt_pubad_p1_tagged.csv,c7e7b077-0863-4adf-b383-8f0f8819d9af,2013,219,non_ascii_suspect;no_primary_tag,"""…. In most cases …. Newly independent states, of the nations of Africa, Asia and Latin America, des"
opt_pubad_p1_tagged.csv,ef9ac616-cc06-4870-bd18-4ab5afae28d6,2015,207,non_ascii_suspect;no_primary_tag,"""PPPs serve too many parties and too many interests … to be focussed."" Identify in the context of th"
opt_pubad_p1_tagged.csv,d40daf4f-16f7-46eb-b680-f860d7189319,2016,206,non_ascii_suspect;no_primary_tag,"""If the Regulatory Commissions … are wholly independent, they are completely irresponsible for the d"
opt_pubad_p1_tagged.csv,350ab1a0-1759-4ac6-b1bc-1b4ab70fd8a3,2023,202,non_ascii_suspect;no_primary_tag,"""The process of decisions ……… is largely a technique of narrowing choices."" Explain."
opt_pubad_p2_tagged.csv,48f719d4-72c5-4508-b8e0-21e6900056ef,2012,260,non_ascii_suspect;no_primary_tag,'The authority of the Governor in the discretionary field is not unrestrained. If it is misused … th
opt_pubad_p2_tagged.csv,49350cc0-2475-42b0-8a3a-3393b09cfbe7,2019,255,non_ascii_suspect;no_primary_tag,"Article 356 acts ""very much like the proverbial bolt from the blue … without giving an opportunity o"
opt_pubad_p2_tagged.csv,24e19131-3f4a-4285-b89c-57f7443a010c,2019,258,non_ascii_suspect;no_primary_tag,"""Strong PMO is anti-thesis to the feature of collective responsibility of Council of Ministers."" Exa"
opt_pubad_p2_tagged.csv,5446f40e-6f8d-4ad5-852c-6747576b6f05,2021,268,non_ascii_suspect;no_primary_tag,73rd and 74th Constitutional Amendment Acts aimed at making the third tier of government powerfül an
opt_pubad_p2_tagged.csv,707541ad-66d3-426e-9ce7-aa5e7855e03d,2023,261,non_ascii_suspect;no_primary_tag,"""There shall be Council of Ministers with the Chief Minister at the head to aid and advise the Gover"
opt_pubad_p2_tagged.csv,bf4f960f-4c3d-4907-a527-f24fbc65244c,2025,268,non_ascii_suspect;no_primary_tag,Identify the implementation challenges and issues of the Government e-Marketplace (GeМ).
opt_socio_p1_tagged.csv,ae3a1f5d-10a4-4659-9eda-35f61fd69e68,2013,300,non_ascii_suspect;no_primary_tag,"""Sociology emerged in Europe and ﬂourished to begin with on social reformist orientation in the U.S."
opt_socio_p1_tagged.csv,be51fa6d-3ec5-42c5-94b1-9c20e22c4bc1,2013,311,non_ascii_suspect;no_primary_tag,How are open and closed system of stratiﬁcation undergoing transformation in the emergence of new hi
opt_socio_p1_tagged.csv,04a9c14f-770c-4939-93db-633c3443b550,2013,315,non_ascii_suspect;no_primary_tag,Deﬁne social movement. Elucidate the role of reformist movements in social change.
opt_socio_p1_tagged.csv,175497bb-e7ce-4796-84c2-114bd6c59458,2013,319,non_ascii_suspect;no_primary_tag,How do Karl Marx and Max Weber differ in terms of their analysis of social stratiﬁcation?
opt_socio_p1_tagged.csv,d12066fb-8eda-44ac-95da-fd76e54ac142,2013,325,non_ascii_suspect;no_primary_tag,Illustrate the conﬂict and tensions experienced by societies undergoing social change.
opt_socio_p1_tagged.csv,08588b98-5ac4-4707-b572-bcab1ce9b68d,2014,307,non_ascii_suspect;no_primary_tag,How could one use Merton's concept of deviance to understand the traﬃc problem in urban India?
opt_socio_p1_tagged.csv,ca5e6fa1-7fe7-472e-a3fe-587450f2e099,2015,309,non_ascii_suspect;no_primary_tag,Differentiate between Maxian and Weberian theories of Social stratiﬁcation.
opt_socio_p1_tagged.csv,311bdc84-f925-4a58-b414-61a446ed9290,2015,322,non_ascii_suspect;no_primary_tag,Deﬁne Secularisation. What are its major dimensions in the modern world?
opt_socio_p1_tagged.csv,0b8fbd32-e423-4774-8b0e-d08f951b943a,2016,305,non_ascii_suspect;no_primary_tag,Elucidate the basic premises of Davis' structural-functional theory of social stratiﬁcation. How far
opt_socio_p1_tagged.csv,bbd262b3-b7a1-4294-832f-4d0a76fcbea1,2016,309,non_ascii_suspect;no_primary_tag,Describe the basic postulates of scientiﬁc method. How far are these followed in sociological resear
opt_socio_p1_tagged.csv,47271029-6eee-495e-a1c4-9e1fae726038,2016,318,non_ascii_suspect;no_primary_tag,"""Social conﬂict is both a cause and a consequence of social change."" Explain."
opt_socio_p1_tagged.csv,a283c0db-da92-4063-8d0e-85e0db1cdad3,2017,300,non_ascii_suspect;no_primary_tag,Explain how sociology has emerged as a distinct discipline based on rationality and scientiﬁc tamper
opt_socio_p1_tagged.csv,900d78c6-3896-47fd-b232-8dc2cf6b877d,2017,302,non_ascii_suspect;no_primary_tag,Illustrate with example the signiﬁcance of variable in sociology research.
opt_socio_p1_tagged.csv,aad2ed40-f4a5-44ff-ae4d-7a5a448385ec,2017,311,non_ascii_suspect;no_primary_tag,What is Weberian critique of Marxist notion of social stratiﬁcation.
opt_socio_p1_tagged.csv,1f56216e-41ba-4715-b170-66c420c65f59,2017,312,non_ascii_suspect;no_primary_tag,Examine gender. Ethnicity and race as major dimensions of social stratiﬁcation.
opt_socio_p1_tagged.csv,0a736461-680c-4f41-b28a-9afac7f7d657,2018,305,non_ascii_suspect;no_primary_tag,Is non-positivist methodology scientiﬁc? Illustrate.
opt_socio_p1_tagged.csv,5ac29166-2b7c-4b94-94f4-2e3d982e8b1b,2018,307,non_ascii_suspect;no_primary_tag,Evaluate if social stratiﬁcation is functional for society.
opt_socio_p1_tagged.csv,7164ca93-2bed-4ac8-bbe3-75307a79530c,2018,309,non_ascii_suspect;no_primary_tag,Deﬁne patriarchy. How does patriarchy manifest in interpersonal relations?
opt_socio_p1_tagged.csv,6c650dc7-8a3f-4094-afc2-f27d48f00909,2018,316,non_ascii_suspect;no_primary_tag,Does scientiﬁc method make Sociology a Science? Illustrate your answer with Durkheim's method.
opt_socio_p1_tagged.csv,8073ab18-a813-48d6-b91d-d3dc7a35b7c8,2018,318,non_ascii_suspect;no_primary_tag,In social mobility possible in closed systems of stratiﬁcation ? Illustrate from research work.
opt_socio_p1_tagged.csv,5eb74101-efe5-46dd-916f-8996075569c4,2019,301,non_ascii_suspect;no_primary_tag,Davis and Moore made it clear that social stratiﬁcation is a functional necessity and also an uncons
opt_socio_p1_tagged.csv,48f74973-e302-415d-8428-0cb2c32ded86,2019,306,non_ascii_suspect;no_primary_tag,Bring out the signiﬁcance of Ethnography in social research.
opt_socio_p1_tagged.csv,a3c52195-d10e-47e4-9ab4-41e14a290e57,2019,312,non_ascii_suspect;no_primary_tag,Compare and Contrast the contributions of Marx and Weber on social stratiﬁcation in capitalist socie
opt_socio_p1_tagged.csv,bbfbea89-e89f-4716-ac44-7a99ff7780ea,2019,319,non_ascii_suspect;no_primary_tag,Why is gender dimension of social stratiﬁcation ? How does gender intersect other dimensions of ineq
opt_socio_p1_tagged.csv,753a5781-ab18-409a-ab97-674e1101207a,2019,321,non_ascii_suspect;no_primary_tag,What is aﬃrmative action ? Substantiate theoretical positions on aﬃrmative actions with example.
opt_socio_p1_tagged.csv,d32aeb48-4f5b-4486-be53-ddfa3bfa82a2,2019,323,non_ascii_suspect;no_primary_tag,Feminist scholars argue that 'New media' is masculine and hence reinforces structural hierarchies ra
opt_socio_p1_tagged.csv,68210bc7-012e-4944-91d4-1ad417a476e0,2020,302,non_ascii_suspect;no_primary_tag,"Methodology is a system of rules, principles and procedures, which forms. scientiﬁc investigation. C"
opt_socio_p1_tagged.csv,b002ce09-10ce-4c42-a291-1ca2b6a488ed,2020,325,non_ascii_suspect;no_primary_tag,How does Marx view social conﬂict as an essential element in social change?
opt_socio_p2_tagged.csv,8da35394-5d30-4ad3-a726-a345082f1963,2013,350,non_ascii_suspect;no_primary_tag,Andre Beteille deﬁnition of class.
opt_socio_p2_tagged.csv,1fd34c93-d4fe-4cd7-89c2-b832606a8132,2013,362,non_ascii_suspect;no_primary_tag,Examine the inﬂuence of industrialization on caste.
opt_socio_p2_tagged.csv,5cbd9260-fa9a-469b-90c5-22b3ec183f8b,2013,367,empty_or_short;no_primary_tag,Child Labour.
opt_socio_p2_tagged.csv,cc42edda-cbb3-41d2-81ef-e7e88fd12235,2013,368,empty_or_short;no_primary_tag,Sex Ratio.
opt_socio_p2_tagged.csv,103f079d-e2e1-4993-8845-3af323e8e719,2014,357,non_ascii_suspect;no_primary_tag,Deﬁne Patriarchy. How does it impact the overall entitlement of girl child in India?
opt_socio_p2_tagged.csv,9e6ee186-5675-4f41-9271-6c9df425d444,2014,379,non_ascii_suspect;no_primary_tag,How do caste and class come together in creating the category of extreme poor? Q9 (a) 'Manu caste co
opt_socio_p2_tagged.csv,5dd2b763-fb3d-4e1f-bd9c-498b1d121660,2015,371,non_ascii_suspect;no_primary_tag,How serious is the problem of traﬃcking against women and children in India?
opt_socio_p2_tagged.csv,07851baa-a736-42e1-b9bb-12e39a99401e,2015,376,non_ascii_suspect;no_primary_tag,Human development approach aﬃrms that education and health -care growth are more important than econ
opt_socio_p2_tagged.csv,b08efc7a-77ca-4b13-b268-eeba78ca4c3d,2016,351,non_ascii_suspect;no_primary_tag,Signiﬁcance of Village Studies in Indian Sociology.
opt_socio_p2_tagged.csv,6422afc6-5ad2-4b5c-9229-31823c561e9c,2016,355,non_ascii_suspect;no_primary_tag,How has B.R. Ambedkar identiﬁed the features of caste system ? How is it different from the mainstre
opt_socio_p2_tagged.csv,4d3d190c-63cd-41cf-9536-bd7a36b3cd2f,2016,358,non_ascii_suspect;no_primary_tag,Bring out the signiﬁcance of the difference between family and household.
opt_socio_p2_tagged.csv,20b1dd77-0d07-40e0-bf6f-3c76b5966220,2016,360,non_ascii_suspect;no_primary_tag,Comment on the increasing signiﬁcance of caste in politics.
opt_socio_p2_tagged.csv,66310ce3-82ae-4c60-9298-e61e9898b16a,2016,371,non_ascii_suspect;no_primary_tag,Discuss the various forms of environmental movements waged in india. ·.
opt_socio_p2_tagged.csv,6de281ea-bdca-4aef-a843-9e5326f17e55,2016,375,non_ascii_suspect;no_primary_tag,Bring out the impact of the declining signiﬁcance of the agrarian economy.
opt_socio_p2_tagged.csv,09d0af58-b5de-4847-99e9-3caef7e6f555,2017,351,non_ascii_suspect;no_primary_tag,"Which is more signiﬁcant, the principle of 'hierarchy' or the principal of difference; in inter cast"
opt_socio_p2_tagged.csv,c59e9d1a-a872-448a-a5fa-2dad15e7e8c5,2017,361,non_ascii_suspect;no_primary_tag,Explain the concepts of dominant caste' and ' vote ' bank giving examples from speciﬁc regions.
opt_socio_p2_tagged.csv,e69e2140-e9d8-41d0-b757-471241c5ad1a,2019,356,non_ascii_suspect;no_primary_tag,What is caste politics? Substantiate your answer with examples of how identities are deﬁned by caste
opt_socio_p2_tagged.csv,06104633-ac28-4351-a9f1-2530a57aa9d2,2019,361,non_ascii_suspect;no_primary_tag,Deﬁne patriarchy. Does it have bearings on women's entitlement in Indian family system ? Explain.
opt_socio_p2_tagged.csv,39344d48-3330-4a0a-9bf1-a1fc95148ca2,2019,367,non_ascii_suspect;no_primary_tag,Comment on the changing democratic proﬁle of India.
opt_socio_p2_tagged.csv,2838cac4-0956-4c60-9298-55736e3094ac,2019,376,non_ascii_suspect;no_primary_tag,"What is POSH Act? ""Identiﬁcation of tormentor by women at workplace does not come easily even today"""
