year,question_id,question_number,tag_paper,ocr_paper,ocr_score,method,verified_against,reason,excerpt
2024,56aefa3a-adf8-4e05-90c3-e67b3c4dd706,12,1,,0.0,tag,1,,यह कहना कहाँ तक उचित है कि प्रथम विश्वयुद्ध मूलतः शक्ति-संतुलन को बनाए रखने के ल
2024,e4a1ad13-18f8-4a42-a9bc-828d3448eaf6,13,1,,0.0,tag,1,,भारत में हस्तशिल्प और कुटीर उद्योगों के हास के लिए इंग्लैंड की औद्योगिक क्रान्ति
2024,e6f65803-cfc9-470e-92e5-264e503e134b,14,1,,0.0,tag,1,,गंगा घाटी की भूजल क्षमता में गंभीर गिरावट आ रही है। यह भारत की खाद्य-सुरक्षा को 
2024,4011c041-db68-4c7b-8cc1-5b5fa070c64b,15,1,,0.0,tag,1,,ऑरोरा ऑस्ट्रेलिस और ऑरोरा बोरियालिस क्या हैं? ये कैसे उत्प्रेरित होते हैं? (250 
2024,982601e2-7d9b-45a7-857b-0ba863291f58,16,1,,0.0,tag,1,,ट्विस्टर क्या है? मेक्सिको की खाड़ी के आसपास के क्षेत्रों में अधिकतर ट्विस्टर क्
2024,e812f0df-79c4-4441-8820-c5b57a8eb610,17,1,,0.0,tag,1,,क्षेत्रीय असमानता क्या है? यह विविधता से किस प्रकार भिन्न है? भारत में क्षेत्रीय
2024,56e1e6da-d841-4ca8-9792-6e85b37c1a50,18,1,,0.0,tag,1,,"समानता और सामाजिक न्याय की व्यापक नीतियों के बावजूद, अभी तक वंचित वर्गों को संवि"
2024,e3b8b309-61f1-4ac6-8810-5bd637d1f2b5,19,1,,0.0,tag,1,,"वैश्वीकरण ने विभिन्न वर्गों की कुशल, युवा एवं अविवाहित महिलाओं द्वारा शहरी प्रवा"
2024,803e4a6c-543e-4d48-bbd3-0b04d87e71e9,20,1,,0.0,tag,1,,इस अभिमत का आलोचनात्मक विश्लेषण कीजिए कि भारत की सांस्कृतिक विविधता और सामाजिक-आ
2024,d8368a8c-cd99-447a-9077-9a3b93015a4c,21,2,,0.0,tag,2,,"चुनाव सुधार, ""एक राष्ट्र-एक चुनाव"" संदर्भ में जांचो। (150 शब्द) — 10 Examine nee"
2024,a1a16722-6245-4da9-93d2-bf6b1af64c6b,22,2,,0.0,tag,2,,"लोक अदालत व मध्यस्थता अधिकरण समझाओ, अंतर बताओ। दीवानी व आपराधिक दोनों मामले लेते"
2024,541d8d58-3f67-4bdc-a727-c22ee94b49b3,23,2,,0.0,tag,2,,"""कैबिनेट प्रणाली से संसदीय सर्वोच्चता हाशिये पर गई।"" स्पष्ट करो। (150 शब्द) — 10"
2024,baf7312f-fd96-4795-8197-29fbf52ee1f5,24,2,,0.0,tag,2,,"""CAG का कर्तव्य व्यय वैधता ही नहीं, औचित्य भी सुनिश्चित करना है।"" टिप्पणी करो। ("
2024,e3b07640-cc4d-42ab-8910-f445c40cfdac,25,2,,0.0,tag,2,,स्थानीय निकायों की सुशासन भूमिका देखो। ग्रामीण-शहरी निकाय विलय के फायदे-नुकसान ब
2024,d49e473a-85c6-4b93-a434-c4a57f1c4422,26,2,,0.0,tag,2,,सार्वजनिक चैरिटेबल ट्रस्ट भारत के विकास को समावेशी बना सकते हैं। टिप्पणी करो। (1
2024,c12ac90a-3cf0-4b63-8e57-63ee4a9e381a,27,2,,0.0,tag,2,,निर्धनता व कुपोषण का दुष्चक्र मानव पूंजी निर्माण को प्रभावित करता है। तोड़ने के 
2024,a0352d76-7d8e-4aac-873f-d84da7a6dae1,28,2,,0.0,tag,2,,प्रजातांत्रिक शासन में लोक सेवकों की सत्यनिष्ठा पर धारणा सकारात्मक रहनी चाहिए। व
2024,bf9fa7d0-c0cf-4b06-8697-b0096e7e5347,29,2,,0.0,tag,2,,पश्चिम भारत को चीन-निर्भरता कम करने हेतु विकल्प व रणनीतिक सहयोगी बना रहा है — उद
2024,1079136e-aae3-492e-9db3-94e35cd887c0,30,2,,0.0,tag,2,,"मध्य एशियाई गणराज्यों (CARs) से भारत के राजनीतिक, आर्थिक, रणनीतिक संबंध — भूराजन"
2024,c92c3c39-f77e-42fa-a09a-194b32396fd0,31,2,,0.0,tag,2,,लोक परीक्षा (अनुचित साधन रोकथाम) अधिनियम 2024 के लक्ष्य क्या? विश्वविद्यालय/राज्
2024,4206eddc-5042-4b43-8e30-59e0bf8eeff2,32,2,,0.0,tag,2,,निजता का अधिकार अनुच्छेद 21 अंतर्गत — व्याख्या करो। गर्भस्थ शिशु पितृत्व DNA परी
2024,bca1a38f-be99-4d1c-983d-820a3e15826a,33,2,,0.0,tag,2,,केंद्र-राज्य संबंधों में हाल बदलाव क्या? संघवाद मजबूत करने व विश्वास बनाने के उप
2024,d1030546-2bef-4ea4-9789-e90794e47a7a,34,2,,0.0,tag,2,,भारत में जनहित याचिकाओं की वृद्धि के कारण बताओ। क्या सुप्रीम कोर्ट सबसे शक्तिशाल
2024,c9f77554-31a0-4c89-9c17-28e36d406ae5,35,2,,0.0,tag,2,,"भारत को धर्मनिरपेक्ष राज्य रूप में विवेचना करो, US संविधान के धर्मनिरपेक्ष सिद्ध"
2024,907a2634-c116-4ae7-84d4-c597af643bc6,36,2,,0.0,tag,2,,नागरिक अधिकार-पत्र पूर्ण क्षमता तक नहीं पहुंचा। बाधक कारक व दूर करने के उपाय बता
2024,67dcca3c-cf47-4dd2-87a3-9b910f713456,37,2,,0.0,tag,2,,लोक स्वास्थ्य में बाजारीकरण के दुष्प्रभाव रोकने हेतु राज्य भूमिका। पहुंच तृणमूल 
2024,9cba9cdd-85e3-4697-9c18-4fb9ff968d39,38,2,,0.0,tag,2,,"e-governance केवल तकनीक अनुप्रयोग नहीं — पारदर्शिता/जवाबदेयता हेतु। ""इन्टरैक्टिव"
2024,70d9cf69-d34a-44f2-a6f2-888fdc501098,39,2,,0.0,tag,2,,आतंकवाद वैश्विक खतरा — UNSC की CTC व संबद्ध निकायों की प्रभावशीलता मूल्यांकन करो
2024,2952a157-14ff-4e2e-8fa9-a9193c3b13a4,40,2,,0.0,tag,2,,"मालदीव का भारत हेतु भू-राजनीतिक/भू-रणनीतिक महत्त्व (व्यापार, ऊर्जा) चर्चा करो। स"
2024,93582115-2a6b-4bba-a435-b601615ebccc,41,3,,0.0,tag,3,,भारत में सुधारों की अवधि में सामाजिक सेवाओं पर व्यय स्वरूप व प्रवृत्ति परीक्षण क
2024,47fcc0f3-c114-4a3d-bdfb-9a06d288655e,42,3,,0.0,tag,3,,भारत में लगातार उच्च खाद्य मुद्रास्फीति के कारण? RBI मौद्रिक नीति प्रभावशीलता पर
2024,815aa151-4085-4d31-a51d-d25963c62b83,43,3,,0.0,tag,3,,देश के कुछ भागों में भूमि सुधार सफल कार्यान्वयन के उत्तरदायी कारक क्या थे? स्पष्
2024,ab83c840-0d44-4970-b426-242d5a023eb0,44,3,,0.0,tag,3,,भारत में स्वास्थ्य व पोषण सुरक्षा में मोटे अनाजों की भूमिका समझाओ। (150 शब्द) — 
2024,e939ae9d-0cf6-4621-8ec5-2a479a985645,45,3,,0.0,tag,3,,जीवन सामग्रियों में बौद्धिक संपदा अधिकार का वर्तमान विश्व परिदृश्य? भारत पेटेंट 
2024,182ce8fb-4903-4ec4-a5b7-77e2181eee49,46,3,,0.0,tag,3,,"राजमार्गों पर इलेक्ट्रॉनिक पथ-कर संग्रह हेतु कौन-सी प्रौद्योगिकी? लाभ, सीमाएं, प"
2024,2a21ed70-5e2d-46da-a2b6-2161ee4f3f43,47,3,,0.0,tag,3,,भारत में नदी जल का औद्योगिक प्रदूषण पर्यावरणीय मुद्दा है। शमन उपाय व सरकारी पहल 
2024,3f906fe3-4307-4c72-9c24-2b1076dcde38,48,3,,0.0,tag,3,,भारत में प्रमुख परियोजनाओं के EIA परिणामों में पर्यावरणीय NGO व कार्यकर्ता की भू
2024,d6389225-62d3-433c-ad95-d1ea15b5fe69,49,3,,0.0,tag,3,,नार्को-आतंकवाद सम्पूर्ण देश में गंभीर खतरे रूप में कैसे उभरा? निपटने के उपाय सुझ
2024,171ac49b-a0b4-4160-9437-3e1a8a0047ee,50,3,,0.0,tag,3,,डिजिटल व्यक्तिगत डेटा संरक्षण अधिनियम 2023 का संदर्भ व प्रमुख विशेषताएं बताओ। (1
2024,e5ff7812-e35d-463b-baf1-5d9ef48f478e,51,3,,0.0,tag,3,,भारत में श्रम बाजार सुधार — चार 'श्रम संहिताओं' के गुण-दोष व अब तक प्रगति बताओ। 
2024,d81b8198-b351-44fc-a7ec-a771e72ad408,52,3,,0.0,tag,3,,भारत में क्षेत्रीय वायु कनेक्टिविटी विस्तार की आवश्यकता? 'उड़ान' योजना व उपलब्धि
2024,4e5a0446-d20d-4426-a497-e021a4235c2e,53,3,,0.0,tag,3,,भारतीय सिंचाई प्रणाली की प्रमुख चुनौतियां? कुशल सिंचाई प्रबंधन हेतु सरकारी उपाय 
2024,3d45fcf5-8abb-4bbc-855b-ce4c01912da6,54,3,,0.0,tag,3,,कृषि कीमत स्थिरीकरण में बफर स्टॉक का महत्त्व स्पष्ट करो। भंडारण चुनौतियां क्या? 
2024,ef825704-f669-4d18-ad0d-da911167fc08,55,3,,0.0,tag,3,,स्वच्छ मीठे पानी की कमी संकट हेतु वैकल्पिक तकनीकें? किन्हीं तीन के गुण-दोष संक्ष
2024,192a7982-3156-414b-bfc8-84c39e5360ec,56,3,,0.0,tag,3,,क्षुद्रग्रह (asteroids) क्या हैं? जीवन विलुप्ति खतरा कितना वास्तविक? रोकथाम रणनी
2024,a85acaf5-ab3a-4449-8629-46d8c20644ff,57,3,,0.0,tag,3,,आपदा प्रतिरोध (resilience) क्या है? कैसे निर्धारित होता? ढांचे के तत्व व सेंडाई 
2024,98e52a45-d4d6-4dff-8b27-bacac821c7ca,58,3,,0.0,tag,3,,शहरी बाढ़ जलवायु-प्रेरित आपदा — कारण चर्चा करो। पिछले दो दशकों की दो प्रमुख बाढ़
2024,af3deb14-0375-4de8-aa26-f0987d108bda,59,3,,0.0,tag,3,,भारत-चीन-पाकिस्तान सीमा विवाद व सुरक्षा चुनौतियां परीक्षण करो। BADP व BIM योजना 
2024,0ff81e31-cfe3-4cbf-9b60-41b0aeba0cb3,60,3,,0.0,tag,3,,सोशल मीडिया व एन्क्रिप्टेड संदेश सेवाएं सुरक्षा चुनौती — विभिन्न स्तरों पर उपाय?
2024,6b99446a-1391-45aa-bd53-e6dee2015e2a,61,4,,0.0,tag,,,प्रशासनिक तर्कसंगत निर्णय लेने के लिए इनपुट के एक विश्वसनीय स्रोत के रूप में कृत
2024,191713b3-5e71-4f06-a3d4-afbc28933f4e,62,4,,0.0,tag,,,"""नैतिकता में कई प्रमुख आयाम शामिल हैं जो व्यक्तियों और संगठनों को नैतिक रूप से ज"
2024,2dcc1c84-eb3b-468e-a964-935b741c39c8,63,4,,0.0,tag,,,"""शांति के बारे में केवल बात करना ही पर्याप्त नहीं है, इस पर विश्वास करना चाहिए; "
2024,fa0cbf06-4b9a-4676-81db-74c33c4916f7,64,4,,0.0,tag,,,"ग्लोबल वार्मिंग और जलवायु परिवर्तन विकास के नाम पर मानव के लालच का परिणाम हैं, ज"
2024,77263fd0-3478-4ae2-8a69-7ddd09cac7f1,65,4,,0.0,tag,,,"महान विचारकों के तीन उद्धरण नीचे दिए गए हैं। वर्तमान संदर्भ में, प्रत्येक उद्धरण"
2024,71ff7d6e-b93f-4f76-9279-44e855e9b6a9,66,4,,0.0,tag,,,"महान विचारकों के तीन उद्धरण नीचे दिए गए हैं। वर्तमान संदर्भ में, प्रत्येक उद्धरण"
2024,935e04d7-853c-4727-b131-3232b464dc29,67,4,,0.0,tag,,,"महान विचारकों के तीन उद्धरण नीचे दिए गए हैं। वर्तमान संदर्भ में, प्रत्येक उद्धरण"
2024,84c47310-afb9-473c-b9c6-b539026d8ca2,68,4,,0.0,tag,,,"""न्यायपूर्ण और अन्यायपूर्ण की अवधारणा प्रासंगिक है। एक साल पहले जो न्यायपूर्ण था"
2024,a1e67c68-7b1f-486c-bce2-08c61634be0f,69,4,,0.0,tag,,,"""मामले के सार को नज़रअंदाज़ करके रूप के प्रति अविवेकी आसक्ति का परिणाम अन्याय हो"
2024,b9f3d4a4-e62c-475d-b74c-e8264a80a95d,70,4,,0.0,tag,,,'आचार संहिता' और 'नैतिक संहिता' लोक प्रशासन में मार्गदर्शन के स्रोत हैं। आचार सं
2024,8086f341-67e9-403e-8421-fb01e64af2ee,71,4,,0.0,tag,,,नए कानून भारतीय न्याय संहिता (बीएनएस) की आत्मा भारतीय संस्कृति और लोकाचार पर आधा
2024,810e7d18-b214-4651-97a8-2394c98c1d07,72,4,,0.0,tag,,,"""भारतीय संस्कृति और मूल्य प्रणाली में लैंगिक अस्मिता के बावजूद समान अवसर प्रदान "
2024,29723de1-1ec7-4362-83ec-543f2800aedc,73,4,,0.0,tag,,,मिशन कर्मयोगी का लक्ष्य नागरिकों की सेवा करने की कुशलता सुनिश्चित करना और बदले म
2024,1845768c-3cf7-4dd4-990a-94f829877d88,74,4,,0.0,tag,,,"एबीसी इनकॉर्पोरेटेड नाम की एक तकनीकी कंपनी है जो तीसरी दुनिया में स्थित, संसार क"
2024,8698df18-baeb-444a-9519-6c041c33438e,75,4,,0.0,tag,,,रमण एक वरिष्ठ आईपीएस अधिकारी हैं और हाल ही में उन्हें एक राज्य के डीजी के रूप मे
2024,cb16884a-7fc5-4b62-9c2c-8b4f58ef4e5e,76,4,,0.0,tag,,,"पिछले कुछ वर्षों में, विशेष रूप से केन्द्र और राज्य सरकारों की बहुआयामी रणनीति क"
2024,ff526cd1-9b90-45ae-ae30-7b076772681d,77,4,,0.0,tag,,,स्नेहा एक वरिष्ठ प्रबंधक हैं जो एक मध्यम आकार वाले शहर में एक बड़ी प्रतिष्ठित अस
2024,49f8d4dd-6f76-4e15-955a-807909e7d38c,78,4,,0.0,tag,,,"इस वर्ष असाधारण रूप से भीषण गर्मी होने के कारण, जिले को पानी की घोर कमी का सामना"
2024,b3684ffe-5aa0-40d0-bea2-425b894121f8,79,4,,0.0,tag,,,डॉ. श्रीनिवासन एक प्रतिष्ठित जैव-प्रौद्योगिकी कंपनी में कार्यरत एक वरिष्ठ वैज्ञा
2024,e17e93cc-d7fa-48d1-bec4-e88b8ae96854,80,,,0.0,essay_tag,,,Forests precede civilizations and deserts follow them.
2024,66aa92b2-0fc6-4722-b7c6-40c15b6b64dd,81,,,0.0,essay_tag,,,The empires of the future will be the empires of the mind.
2024,794b1acf-badc-40f8-b60a-2d12756ee9eb,82,,,0.0,essay_tag,,,"There is no path to happiness, Happiness is the path."
2024,b061f803-9c87-4f45-9e63-fe5454c0e9f7,83,,,0.0,essay_tag,,,The doubter is a true man of science.
2024,411c985c-1990-4acf-b14b-16f9eee81d9c,84,,,0.0,essay_tag,,,Social media is triggering ‘Fear of Missing Out’ amongst the youth precipitating
2024,d9c4942b-7725-4b7c-a798-6b63c66b3f5e,85,,,0.0,essay_tag,,,"Nearly all men can stand adversity, but to test the character, give him power."
2024,c99102f6-cf73-490e-9e10-24eff07d7810,86,,,0.0,essay_tag,,,All ideas having large consequences are always simple.
2024,c730fc11-863c-4e79-85a3-08afca12d5d4,87,,,0.0,essay_tag,,,The cost of being wrong is less than the cost of doing nothing.
2025,e1902d5f-3514-45c4-8d5a-2c561bca3b00,1,1,,0.0,tag,1,,Discuss the salient features of the Harappan architecture. (Answer in 150 words)
2025,ed52307d-05cb-40c1-be39-d958dee103a6,2,1,,0.0,tag,1,,Examine the main aspects of Akbar's religious syncretism. (Answer in 150 words) 
2025,82f67091-9c4e-4966-949c-e0010a642d10,3,1,,0.0,tag,1,,"""The sculptors filled the Chandella art form with resilient vigour and breadth o"
2025,19eb5574-d48b-43f8-a027-73adbb29cb8c,4,1,,0.0,tag,1,,How are climate change and sea level rise affecting the very existence of many i
2025,f7742a68-fd3c-4682-bafd-25a580f8bf4b,5,1,,0.0,tag,1,,What are non-farm primary activities? How are these activities related to physio
2025,7cdff3a3-fa6a-48ce-b695-65802d5d0e20,6,1,,0.0,tag,1,,Explain briefly the ecological and economic benefits of solar energy generation 
2025,0e153dd2-ad0a-4d0f-ae9e-d8f1cdd83113,7,1,,0.0,tag,1,,What are tsunamis? How and where are they formed? What are their consequences? E
2025,b2ba12bf-2c2c-4b4e-9473-35ace20e44b4,8,1,,0.0,tag,1,,How does Smart City in India address the issues of urban poverty and distributiv
2025,8e63e89e-02c8-4256-ab7a-97fb3617bf98,9,4,,0.0,override,1,,The ethos of civil service in India stands for the combination of professionalis
2025,6fe9fa1a-5612-426f-abaf-f4312305d14d,10,1,,0.0,tag,1,order_warning,Do you think that globalization results in only an aggressive consumer culture? 
2025,75d02b27-8dbf-42f8-9b7a-3c645e7f774a,11,1,,0.0,tag,1,order_warning,Mahatma Jotirao Phule's writings and efforts of social reforms touched the issue
2025,e5d18450-dd92-45f6-bdaf-a49d61606022,12,1,,0.0,tag,1,order_warning,Trace India's consolidation process during the early phase of Independence in te
2025,ceaa8d56-3fa8-476e-9bc2-63b2861eb2f7,13,1,,0.0,tag,1,order_warning,The French Revolution has enduring relevance to the contemporary world. Explain.
2025,534f1ced-f8cc-4470-af21-5cc23105dbd6,14,1,,0.0,tag,1,order_warning,Give a geographical explanation of the distribution of off-shore oil reserves of
2025,cd896161-607f-4b6e-9eb9-9d0d52fcf7d6,15,1,,0.0,tag,1,order_warning,How can Artificial Intelligence (AI) and drones be effectively used along with G
2025,16f2073e-3518-4da1-8ad3-dd1bb4911ae2,16,1,,0.0,tag,1,order_warning,Discuss how the changes in the shape and size of continents and ocean basins of 
2025,ed9b2889-7be0-44c3-a329-d8f13f33d845,17,1,,0.0,tag,1,order_warning,Discuss the distribution and density of population in the Ganga River Basin with
2025,0e91707c-1743-458b-a780-d11b2db8ba31,18,1,,0.0,tag,1,order_warning,How do you account for the growing fast food industries despite increasing healt
2025,bbd4da44-701a-4239-9cec-6edd22887f2b,19,1,,0.0,tag,1,order_warning,Achieving sustainable growth with emphasis on environmental protection could com
2025,52ae2a47-1a7e-4d35-8b1a-fbce25936f4d,20,1,,0.0,tag,1,order_warning,Does tribal development in India centre around two axes—displacement and rehabil
2025,664f47b6-cc17-4e11-92e4-62a6bebb44c6,21,2,,0.0,tag,2,order_warning,Discuss the ‘corrupt practices’ for the purpose of the Representation of the Peo
2025,53df4054-cb46-49b9-9869-e57db5541bfc,22,2,,0.0,tag,,order_warning,Comment on the need of administrative tribunals as compared to the court system.
2025,721afdd0-060c-4341-9e11-aae0ba075a78,23,2,,0.0,tag,2,order_warning,Compare and contrast the President’s power to pardon in India and in the USA. Ar
2025,7518a891-d3d9-4dc1-b499-dc503f3d0e11,24,2,,0.0,tag,2,order_warning,Discuss the nature of Jammu and Kashmir Legislative Assembly after the Jammu and
2025,6c0d2370-913a-4fe7-99c1-2291a505f755,25,2,,0.0,tag,2,order_warning,“The Attorney General of India plays a crucial role in guiding the legal framewo
2025,dec7c441-594c-49d4-958b-f4f61054572c,26,2,,0.0,tag,2,order_warning,Women’s social capital complements in advancing empowerment and gender equity. E
2025,7c2e095f-1221-4e03-b7c0-3a32be5426ae,27,2,,0.0,tag,2,order_warning,e-governance projects have a built-in bias towards technology and back-end integ
2025,9d7e85f3-e29f-4e7e-9064-d9b7628af197,28,2,,0.0,tag,,order_warning,Civil Society Organizations are often perceived as being anti-State actors than 
2025,183516a2-ca37-4a69-8e32-4d8200ff18a7,29,2,,0.0,tag,2,order_warning,"India–Africa digital partnership is achieving mutual respect, co-development and"
2025,d804ee06-1aa0-4837-a7f1-3e8b7a206572,30,2,,0.0,tag,2,order_warning,"“With the waning of globalization, post-Cold War world is becoming a site of sov"
2025,adf2beb0-985c-430c-af5e-9f2ded5b17b7,31,2,,0.0,tag,2,order_warning,“Constitutional morality is the fulcrum which acts as an essential check upon th
2025,4d3c176a-493f-439d-9853-4135199fd9fc,32,2,,0.0,tag,2,order_warning,Indian Constitution has conferred the amending power on the ordinary legislative
2025,ef9d9cfb-35cf-4caf-8aa4-ea6a9c828d9e,33,2,,0.0,tag,2,order_warning,Discuss the evolution of collegium system in India. Critically examine the advan
2025,8ba1f251-b7d7-4ad3-8db8-dfcbb5d3aa69,34,2,,0.0,tag,2,order_warning,Examine the evolving pattern of Centre-State financial relations in the context 
2025,a6f2986b-5c59-4710-a312-a6c4e24f51d8,35,2,,0.0,tag,2,order_warning,"What are environmental pressure groups? Discuss their role in raising awareness,"
2025,941087f9-f4b0-49de-b536-08765be3fa2b,36,2,,0.0,tag,2,order_warning,Inequality in the ownership pattern of resources is one of the major causes of p
2025,e967aaeb-c986-48d0-8e52-a91dc647fe9b,37,2,,0.0,tag,2,order_warning,"“In contemporary development models, decision-making and problem-solving respons"
2025,d12d9b38-14eb-45df-b915-4e80f9d83aa6,38,2,,0.0,tag,2,order_warning,The National Commission for Protection of Child Rights has to address the challe
2025,359d3c3f-6c96-4344-b679-44e1c8890363,39,2,,0.0,tag,2,order_warning,"“Energy security constitutes the dominant kingpin of India’s foreign policy, and"
2025,e58eef23-ef31-40c0-aeb6-ee14a323ffca,40,2,,0.0,tag,2,order_warning,"“The reform process in the United Nations remains unresolved, because of the del"
2025,6adaf0f9-ab4d-422a-a6c4-06258518eb68,41,3,,0.0,tag,3,order_warning,Distinguish between the Human Development Index (HDI) and the Inequality-adjuste
2025,6fac0a60-834e-41d4-90c8-88ab27fb9998,42,3,,0.0,tag,3,order_warning,What are the challenges before the Indian economy when the world is moving away 
2025,14d06dd1-c1a5-413c-9c29-2de435c43a0c,43,3,,0.0,tag,3,order_warning,Explain the factors influencing the decision of the farmers on the selection of 
2025,5b97f842-3506-4a62-abb3-38a86f176204,44,3,,0.0,tag,3,order_warning,Elaborate the scope and significance of supply chain management of agricultural 
2025,4b53832f-4860-4a17-8340-8ef756223fa3,45,3,,0.0,tag,3,order_warning,The fusion energy programme in India has steadily evolved over the past few deca
2025,a9c096d9-c309-45b9-a792-0cb9b362207e,46,3,,0.0,tag,3,order_warning,How can India achieve energy independence through clean technology by 2047? How 
2025,bbeac196-4369-48d9-ae29-3d3fd8891f9b,47,3,,0.0,tag,3,order_warning,"What is Carbon Capture, Utilization and Storage (CCUS)? What is the potential ro"
2025,b4ca1eac-67fe-4159-9c8d-a7c160b7bbb1,48,3,,0.0,tag,3,order_warning,Seawater intrusion in the coastal aquifers is a major concern in India. What are
2025,49dfa8b4-83b3-4749-9c0f-77d77fc8edaf,49,3,,0.0,tag,3,order_warning,Terrorism is a global scourge. How has it manifested in India? Elaborate with co
2025,150fa258-99ff-4faa-9945-aa1a9fe92184,50,3,,0.0,tag,3,order_warning,The Government of India recently stated that Left Wing Extremism (LWE) will be e
2025,16bd003b-6f63-483d-a21b-f3b4f8f8beca,51,3,,0.0,tag,3,order_warning,Explain how the Fiscal Health Index (FHI) can be used as a tool for assessing th
2025,131578c0-030f-4541-8f69-10b0ea2a0034,52,3,,0.0,tag,3,order_warning,Discuss the rationale of the Production Linked Incentive (PLI) scheme. What are 
2025,17b28cc5-dbe7-4157-b83b-f7b889355564,53,3,,0.0,tag,3,order_warning,Examine the factors responsible for depleting groundwater in India. What are the
2025,3f48a554-e1f7-4003-8e47-4b811e4ab4ad,54,3,,0.0,tag,3,order_warning,Examine the scope of the food processing industries in India. Elaborate the meas
2025,bc03e1bc-2c8e-4d5e-9ffc-a0b0509138bb,55,3,,0.0,tag,3,order_warning,How does nanotechnology offer significant advancements in the field of agricultu
2025,d61effe6-3d77-4262-acdf-3f6ea99e63b7,56,3,,0.0,tag,3,order_warning,India aims to become a semiconductor manufacturing hub. What are the challenges 
2025,283795e8-a69a-4bd8-a2d4-d4bb9d685206,57,3,,0.0,tag,3,order_warning,Mineral resources are fundamental to the country’s economy and these are exploit
2025,0c66a604-8d30-465c-82fe-3ac3075037d6,58,3,,0.0,tag,3,order_warning,Write a review on India’s climate commitments under the Paris Agreement (2015) a
2025,87cd383e-2427-465b-ae7b-62378a42e98e,59,3,,0.0,tag,3,order_warning,What are the major challenges to internal security and peace process in the Nort
2025,b99ba02b-dedd-4f1e-bc69-8e0c21d20afe,60,3,,0.0,tag,3,order_warning,Why is maritime security vital to protect India’s sea trade? Discuss maritime an
2025,db2f075b-5ccf-46b5-aef2-f9e41f96b1cf,61,4,,0.0,tag,4,,मौजूदा डिजिटल युग में सोशल मीडिया ने संचार और बातचीत के तरीके में क्रांति ला दी 
2025,6d2d0a4b-c90a-4c22-a8fc-c8ef86eb5143,62,4,,0.0,tag,4,,"""संवैधानिक नैतिकता कोई स्वाभाविक मनोभाव नहीं है, बल्कि नागरिक शिक्षा और कानून के"
2025,8694711f-9834-4171-a2b0-06333acfada4,63,4,,0.0,tag,4,,"कार्ल वॉन क्लॉजविट्ज़ ने एक बार कहा था, ""युद्ध दूसरे माध्यमों से की जाने वाली एक"
2025,5c9070df-eb33-4ff6-aee8-333b912d8f7e,64,4,,0.0,tag,4,,राष्ट्रिय सुरक्षा को ध्यान में रखते हुए देश में पारिस्थितिक रूप से संवेदनशील सीम
2025,0c857bec-e959-45b1-8f6e-3a18c276a8c2,65,4,,0.0,tag,4,,"महान विचारकों के तीन उद्धरण नीचे दिए गए हैं। वर्तमान संदर्भ में, प्रत्येक उद्धरण"
2025,524dcf13-d53a-4d8b-a56a-80853e315f34,66,4,,0.0,tag,4,,"महान विचारकों के तीन उद्धरण नीचे दिए गए हैं। वर्तमान संदर्भ में, प्रत्येक उद्धरण"
